search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,item-location href,item-location src,item-location,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/scouse,https://cdn.tasteatlas.com//Images/Dishes/7b5784f8f1954fdc9183603f15b15a50.jpg?mw=660,45,Stew,https://www.tasteatlas.com/Stews,Scouse,https://www.tasteatlas.com/liverpool,,"Liverpool, England",3.1,Best in   (Liverpool),Maggie May's Cafe Bar,https://www.tasteatlas.com/MaggieMaysCafeBar,"Scouse is a hearty meat and vegetable stew that is traditionally served with bread on the side, typically used to mop up all of the flavorful juices. Although it is a comfort food staple in Liverpool, many people believe that it is either based on...",,READ MORE,https://www.tasteatlas.com/scouse/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,
https://www.tasteatlas.com/christmas-pudding,https://cdn.tasteatlas.com//Images/Dishes/a7fe549fdb7243a8b0c9cf2bad4ccef0.jpg?mw=660,46,Pudding,https://www.tasteatlas.com/puddings,Christmas Pudding,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.1,Best in   (Exeter),Figgy's,https://www.tasteatlas.com/figgys,"Christmas pudding is a staple dessert at every British Christmas dinner ever since its introduction by Prince Albert. Early versions contained meat such as beef or mutton, along with wine, onions, dried fruits, and warming spices. Today, Christmas...",,READ MORE,https://www.tasteatlas.com/christmas-pudding/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/cucumber-sandwich,https://cdn.tasteatlas.com//Images/Dishes/5a5c53119129404d97c8fcf1b7cc0152.jpg?mw=660,47,Sandwich,https://www.tasteatlas.com/sandwiches,Cucumber Sandwich,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.0,Best in   (Westminster),The English Tea Room at Brown's Hotel,https://www.tasteatlas.com/TheEnglishTeaRoomAtBrownsHotel,"This simple, elegant staple of the famous British afternoon tea, known as  is a concoction made with crustless triangles of lightly buttered white bread that is filled with paper-thin cucumber slices, a little bit of sal...","cucumber sandwich,",READ MORE,https://www.tasteatlas.com/cucumber-sandwich/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,,,,,
https://www.tasteatlas.com/kedgeree,https://cdn.tasteatlas.com//Images/Dishes/80136d617a4b48f88148c8ee74850339.jpg?mw=660,48,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Kedgeree,,,,4.5,Best in   (Westminster),The Wolseley,https://www.tasteatlas.com/TheWolseley,"Originally created in the melting pot of the 19th century British Raj, kedgeree is often described as the culinary lovechild of Indian flavors and Victorian comfort food—it's essentially the British version of , an Indian dis...",khichdi,READ MORE,https://www.tasteatlas.com/kedgeree/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/tablet,https://cdn.tasteatlas.com//images/dishes/03ef544b9d92469ba084884359b891dc.jpg?mw=660,49,Dessert,https://www.tasteatlas.com/Desserts,Tablet,https://www.tasteatlas.com/scotland,https://cdn.tasteatlas.com/images/emblems/8874a39214274a0ab487e92b829738bd.png,Scotland,4.1,Best in   (Castlebay),Hebridean Toffee factory and The Deck cafe,https://www.tasteatlas.com/hebridean-toffee-factory-and-the-deck-cafe,"Consisting of merely sugar, condensed milk and butter, tablet is a centuries-old Scottish treat similar to fudge, but with a crumblier consistency. An early record of it was found in , an 18th century account of what dom...",The Household Book,READ MORE,https://www.tasteatlas.com/tablet/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/caramel-shortbread,https://cdn.tasteatlas.com//images/dishes/9861aecbc347440a92d2e4781550ccf8.jpg?mw=660,50,Dessert,https://www.tasteatlas.com/Desserts,Caramel Shortbread,https://www.tasteatlas.com/scotland,https://cdn.tasteatlas.com/images/emblems/8874a39214274a0ab487e92b829738bd.png,Scotland,4.0,Best in   (Edinburgh),GF Café,https://www.tasteatlas.com/gf-cafe,", in its other name, is a classic Scottish dessert and one of the country's favorite treats whose main appeal lies in its different textures: the crumbly shortcake base, soft caramel in the middle, and the crisp ch...",Millionaires' shortbread,READ MORE,https://www.tasteatlas.com/caramel-shortbread/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/kippers,https://cdn.tasteatlas.com//Images/Dishes/7601aa91ea714c9b9f1c5796f741d678.jpg?mw=660,51,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Kippers,https://www.tasteatlas.com/isle-of-man,,Isle of Man,3.5,Best in   (Alnwick),L Robson And Sons,https://www.tasteatlas.com/LRobsonAndSons,"Kipper is a traditional British breakfast dish consisting of a whole herring that is halved, gutted, seasoned with salt, and cold-smoked over woodchips. The lengthy process results in an extremely flavorful, highly nutritious dish that was created...",,READ MORE,https://www.tasteatlas.com/kippers/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/mushy-peas,https://cdn.tasteatlas.com//images/dishes/09dee7504d034a8eb02c6d67817af57c.jpg?mw=660,52,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Mushy Peas,,,,2.8,Best in   (Westminster),Golden Union Fish Bar,https://www.tasteatlas.com/GoldenUnionFishBar,"Traditionally served with roast leg of lamb in Ireland and fish and chips in England, mushy peas are prepared by boiling marrowfat peas with soda bicarbonate, resulting in a thick pea soup. It is believed that the dish probably dates back to the 1...",,READ MORE,https://www.tasteatlas.com/mushy-peas/wheretoeat,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/baking-soda,https://cdn.tasteatlas.com/images/ingredientgroups/eed7d6a3369340d6a1c6218e16f6cbe4.png?h=120&w=120,,,,,,,,,
https://www.tasteatlas.com/peach-melba,https://cdn.tasteatlas.com//images/dishes/3c127452d5a044b7bcd35e2c6abaee60.jpg?mw=660,53,Dessert,https://www.tasteatlas.com/Desserts,Peach Melba,https://www.tasteatlas.com/london,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,"London, England",3.2,Best in   (Lambeth),Skylon,https://www.tasteatlas.com/skylon,Peach Melba is an elegant dessert consisting of vanilla ice cream that's topped with poached peaches and raspberry coulis. The dessert was created by Auguste Escoffier at  in London in 1892 for Dame Nellie Melba and her Covent Ga...,the Savoy,READ MORE,https://www.tasteatlas.com/peach-melba/wheretoeat,https://www.tasteatlas.com/Peaches,https://cdn.tasteatlas.com/images/ingredientgroups/87f6973ae85c4e479fa4a920414aabf0.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Raspberries,https://cdn.tasteatlas.com/images/ingredientgroups/ade1119981be4d5eaf8b4935040fbf49.png?h=120&w=120,https://www.tasteatlas.com/gelato-alla-vaniglia,https://cdn.tasteatlas.com/images/dishes/f0b3acdbc9ff4113a07066f1107b7dd7.png?h=120&w=120,,,,,
https://www.tasteatlas.com/coronation-chicken,https://cdn.tasteatlas.com//images/dishes/e2e25178a5814d34955ba93ba35a62af.jpg?mw=660,54,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Coronation Chicken,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.4,Best in   (Westminster),Diamond Jubilee Tea Salon,https://www.tasteatlas.com/DiamondJubileeTeaSalon,"Coronation chicken is an Indian-style poultry-based dish originating from England. It's usually made with a combination of cooked chicken cut into pieces, mayonnaise, tomato paste, curry powder, onions, chicken stock, lemon juice, yogurt, dried ap...",,READ MORE,https://www.tasteatlas.com/coronation-chicken/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/tomato-pastes,https://cdn.tasteatlas.com/images/ingredientgroups/4284624f3cde451e9683452b5ccf0f21.png?h=120&w=120,https://www.tasteatlas.com/curry-powders,https://cdn.tasteatlas.com/images/ingredientgroups/09b56b89a52c4d2191a3f0396ca9a473.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/dried-apricots,https://cdn.tasteatlas.com/images/ingredientgroups/27033e30466f45e9b16555aa1e78383f.png?h=120&w=120,
https://www.tasteatlas.com/triple-cooked-chips,https://cdn.tasteatlas.com//images/dishes/156eab96900441cdabbe1e6e07a5fbd6.jpg?mw=660,55,Side Dish,https://www.tasteatlas.com/Sides,Triple-Cooked Chips,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,4.4,Best in   (Kensington and Chelsea),Medlar,https://www.tasteatlas.com/medlar,"Triple cooked chips is an English dish created by chef Heston Blumenthal, who first started developing the recipe in 1992. Potato chips are first simmered, then cooled, drained, and freezed. Later on, the chips are deep-fried at a precise temperat...",,READ MORE,https://www.tasteatlas.com/triple-cooked-chips/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/cherries-jubilee,https://cdn.tasteatlas.com//images/dishes/964a3109488a4cc7867bff8e3a793cbe.jpg?mw=660,56,Flambéed Dessert,https://www.tasteatlas.com/flambeed-desserts,Cherries Jubilee,https://www.tasteatlas.com/london,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,"London, England",,,,,"Cherries jubilee is a decadent dessert made with a combination of dark cherries and Kirschwasser liqueur that's flambéed before being served as a sauce over scoops of vanilla ice cream. It was invented by Auguste Escoffier, who prepared the...",,READ MORE,https://www.tasteatlas.com/cherries-jubilee/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pot-pie-england,https://cdn.tasteatlas.com//Images/Dishes/62e8a5dd3d824b5292c72defc3470e2f.jpg?mw=660,57,Savory Pie,https://www.tasteatlas.com/savory-pies,Pot Pie,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.8,,,,"Pot pie is a popular dish with a long and vivid history, dating back to the Roman Empire, when it was regularly served at banquets. The savory pies are always filled with meat such as chicken, beef, lamb, or turkey, along with vegetables such as p...",,READ MORE,https://www.tasteatlas.com/pot-pie-england/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/bannock,https://cdn.tasteatlas.com//images/dishes/2be77f8d932146729e17de48aa5efd60.jpg?mw=660,58,Flatbread,https://www.tasteatlas.com/Flatbreads,Bannock,https://www.tasteatlas.com/scotland,https://cdn.tasteatlas.com/images/emblems/8874a39214274a0ab487e92b829738bd.png,Scotland,,Best in   (Melrose),Alex Dalgetty & Sons,https://www.tasteatlas.com/alex-dalgetty--sons,"This griddle-baked unleavened flatbread hails from the Highlands of Scotland, where it is traditionally made with a single type of grain - whether barley, beremeal, oats, wheat, rye, or even peasemeal - with the addition of water or buttermilk. Ba...",,READ MORE,https://www.tasteatlas.com/bannock/wheretoeat,https://www.tasteatlas.com/Oatmeal,https://cdn.tasteatlas.com/images/ingredientgroups/a67999d408a34b01a0f427ead12877fd.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/baking-soda,https://cdn.tasteatlas.com/images/ingredientgroups/eed7d6a3369340d6a1c6218e16f6cbe4.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/apple-sauce,https://cdn.tasteatlas.com//images/dishes/54886a2430474d6ca2b9b0891e5a357c.jpg?mw=660,59,Sauce,https://www.tasteatlas.com/Sauces,Apple Sauce,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.8,Best in   (Hunstrete),The Pig - near Bath,https://www.tasteatlas.com/the-pig---near-bath,"Different versions of apple sauces have been prepared since ancient times—a combination of pork and apples is even mentioned in , a collection of Roman cookery recipes, while different medieval varieties appear in English as ...",Apicius,READ MORE,https://www.tasteatlas.com/apple-sauce/wheretoeat,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,,
https://www.tasteatlas.com/lemon-drizzle-cake,https://cdn.tasteatlas.com//images/dishes/1a994d4c0c7b455fb4b924b44a469afa.jpg?mw=660,60,Cake,https://www.tasteatlas.com/cakes,Lemon Drizzle Cake,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.9,Best in   (Stow-on-the-Wold),Huffkins Stow On The Wold Café,https://www.tasteatlas.com/huffkins-stow-on-the-wold-cafe,"Lemon drizzle cake is a traditional British cake and a staple of afternoon tea. Although not much is known about its origin, it is believed that the first lemon drizzle was made by a Jewish woman named Evelyn Rose in 1967. This simple sponge cake ...",,READ MORE,https://www.tasteatlas.com/lemon-drizzle-cake/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,
https://www.tasteatlas.com/bread-and-butter-pudding,https://cdn.tasteatlas.com//Images/Dishes/e4ef534ffbcc484282c65ea6e1eea080.jpg?mw=660,61,Dessert,https://www.tasteatlas.com/Desserts,Bread and Butter Pudding,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.5,Best in   (Hackney),The English Restaurant,https://www.tasteatlas.com/TheEnglishRestaurant,"Bread and butter pudding is an inexpensive, traditional British dish consisting of slices of stale, buttered bread combined with raisins, custard, and spices such as vanilla, cinnamon, and nutmeg. The whole concoction is baked in an oven until it ...",,READ MORE,https://www.tasteatlas.com/bread-and-butter-pudding/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/summer-pudding,https://cdn.tasteatlas.com//Images/Dishes/bee42993b9d24ebba6b50742fd428ec5.jpg?mw=660,62,Dessert,https://www.tasteatlas.com/Desserts,Summer Pudding,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,4.0,Best in   (Cartmel),Cartmel Village Shop,https://www.tasteatlas.com/CartmelVillageShop,"Summer pudding is an uncooked English dessert that is essentially a bread pudding made from slices of white bread, sugar, and mixed fruits such as blackberries, raspberries, and currants. Traditionally, it is prepared in a bowl that is turned upsi...",,READ MORE,https://www.tasteatlas.com/summer-pudding/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/melton-mowbray-pork-pie,https://cdn.tasteatlas.com//Images/Dishes/f7f41f020ab5472a96807a21daa89026.jpg?mw=660,63,Savory Pie,https://www.tasteatlas.com/savory-pies,Melton Mowbray Pork Pie,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.5,Best in   (Southwark),Mrs King's Pork Pies,https://www.tasteatlas.com/MrsKingsPorkPies,"A multiple winner of the annual , the world-famous Melton Mowbray pork pie is filled with the finest fresh pork meat which is chopped and seasoned with salt and pepper. When baked, the meat filling turns grey in color, j...",British Pie Awards,READ MORE,https://www.tasteatlas.com/melton-mowbray-pork-pie/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,
https://www.tasteatlas.com/parmo,https://cdn.tasteatlas.com//images/dishes/915127072a224d45984b1c652b6eb2c9.jpg?mw=660,64,Fried Chicken Dish,https://www.tasteatlas.com/fried-chicken-dishes,Parmo,https://www.tasteatlas.com/middlesbrough,,"Middlesbrough, England",,Best in   (Middlesbrough),Cafe Central Park,https://www.tasteatlas.com/CafeCentralPark,"Parmo is a popular British dish consisting of a chicken cutlet that is deep-fried in breadcrumbs, covered in creamy sauce, and topped with anything from cheese and bacon to pepperoni and garlic sauce. The dish is traditionally served with a large ...",,READ MORE,https://www.tasteatlas.com/parmo/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/cheddar,https://cdn.tasteatlas.com/images/dishes/b459d32b2f5842baa7eaaf271626dca9.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,n/a
https://www.tasteatlas.com/cawl,https://cdn.tasteatlas.com//Images/Dishes/849a9fef758a4c23b7249249c112562c.jpg?mw=660,65,Stew,https://www.tasteatlas.com/Stews,Cawl,https://www.tasteatlas.com/wales,https://cdn.tasteatlas.com/images/emblems/de43f414a022432faf1a5926bf477f28.png,Wales,,Best in   (Cardiff),Madame Fromage,https://www.tasteatlas.com/MadameFromage,"Cheap, easy, and delicious cawl is a traditional Welsh stew. It is believed that the dish was invented in the 14th century. Cawl was traditionally prepared in a pot over an open fire and it was usually served during festivities and special occasio...",,READ MORE,https://www.tasteatlas.com/cawl/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,n/a
https://www.tasteatlas.com/piccalilli,https://cdn.tasteatlas.com//Images/Dishes/2c282361ec0d47969ddff74d6cabace9.jpg?mw=660,66,Relish,https://www.tasteatlas.com/relishes,Piccalilli,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.4,Best in   (Newton-in-Bowland),The Parkers Arms,https://www.tasteatlas.com/TheParkersArms,"Piccalilli is a flavorful English relish consisting of chunks of small pickled vegetables such as cauliflower, onions, cabbage, carrots, and cucumbers, combined with a rich sauce made with turmeric and mustard. Its taste is tart, pungent, and vine...",,READ MORE,https://www.tasteatlas.com/piccalilli/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/steak-and-kidney-pie,https://cdn.tasteatlas.com//Images/Dishes/024c667daaec4f09b8582d62b5e79341.jpg?mw=660,67,Beef Dish,https://www.tasteatlas.com/beef-dishes,Steak and Kidney Pie,https://www.tasteatlas.com/west-sussex,,"West Sussex, England",3.3,Best in   (Westminster),The Guinea Grill,https://www.tasteatlas.com/TheGuineaGrill,"The satisfying and comforting steak and kidney pie is a classic British dish which incorporates beef steak and kidneys that are cooked inside a flaky, buttery pastry shell. This dish first appeared in written form in 1861, when it was added to Isa...",,READ MORE,https://www.tasteatlas.com/steak-and-kidney-pie/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/cullen-skink,https://cdn.tasteatlas.com//images/dishes/d4c05ff938de4f61bbb8feadcd07929d.jpg?mw=660,68,Fish Soup,https://www.tasteatlas.com/fish-soups,Cullen Skink,https://www.tasteatlas.com/cullen,,"Cullen, Scotland",4.7,Best in   (Cullen),Rockpool Cafe,https://www.tasteatlas.com/rockpool-cafe,"Even though it has been traditionally prepared all along the coast, Cullen skink is a dish originating from the fishing village of Cullen in Northeastern Scotland. This thick and creamy fish soup is typically based on smoked haddock cooked with mi...",,READ MORE,https://www.tasteatlas.com/cullen-skink/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/butteries,https://cdn.tasteatlas.com//images/dishes/81faab83b61643dd8b8711a729b45de8.jpg?mw=660,69,Breakfast,https://www.tasteatlas.com/Breakfast,Butteries,https://www.tasteatlas.com/aberdeen,,"Aberdeen, Scotland",3.8,Best in   (Aberdeen),J.G. Ross Bakers,https://www.tasteatlas.com/jg-ross-bakers,"Also known as Aberdeen butteries, butterie rowies, or simply rowies, these small breakfast rolls are a popular choice for starting the day all over Scotland. The rolls feature a decadently high proportion of butter to flour, which makes them parti...",,READ MORE,https://www.tasteatlas.com/butteries/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/mulligatawny,https://cdn.tasteatlas.com//Images/Dishes/017069aaae094b7e8afb4d64f8889fe1.jpg?mw=660,70,Soup,https://www.tasteatlas.com/Soups,Mulligatawny,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.0,Best in   (Westminster),Veeraswamy,https://www.tasteatlas.com/veeraswamy,"This classic curry soup originated in the 18th-century British Raj, the colonial regime of India. Mulligatawny takes its name from the Tamil  which literally translates to 'black pepper water.' Originally, the local Madras re...",miḷaku-taṇṇīr,READ MORE,https://www.tasteatlas.com/mulligatawny/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,
