search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,item-location href,item-location,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location src,score-text--na
https://www.tasteatlas.com/panjiri,https://cdn.tasteatlas.com//images/dishes/8b590f23f89849f39e9bff1c8be77516.jpg?mw=660,88,Dessert,https://www.tasteatlas.com/Desserts,Panjiri,4.1,Best in   (Mumbai),Farzi Cafe,https://www.tasteatlas.com/FarziCafe,"Panjiri is a popular Indian dessert consisting of whole-wheat flour, ghee, sugar, dried fruits, and herbal gums. It is traditionally offered to new mothers after delivery because panjiri is also regarded as a nutritional supplement. The dish is es...",,READ MORE,https://www.tasteatlas.com/panjiri/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/Cashews,https://cdn.tasteatlas.com/images/ingredientgroups/e3db9e38eecc4cde8846d0d1a9af3797.png?h=120&w=120,https://www.tasteatlas.com/punjab,Punjab,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/962fcd5b43cc410995763b1e14141c6c.png,
https://www.tasteatlas.com/bhakri,https://cdn.tasteatlas.com//images/dishes/9dbd66882cea4e3789a71ffbb77ef2bd.jpg?mw=660,89,Flatbread,https://www.tasteatlas.com/Flatbreads,Bhakri,3.1,Best in   (Thane),Hotel Sindhudurg,https://www.tasteatlas.com/HotelSindhudurg,"Bhakri is a popular Indian unleavened flatbread native to the Indian state of Maharashtra, although it is commonly found throughout Gujarat, Goa, and Rajasthan. It can be made with jowar, ragi, sorghum, wheat, or rice flour, all of them high in di...",,READ MORE,https://www.tasteatlas.com/bhakri/wheretoeat,https://www.tasteatlas.com/rice-flours,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,https://www.tasteatlas.com/Sesame-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/725082941a654eb0925163274078bea9.png?h=120&w=120,,,,,https://www.tasteatlas.com/maharashtra,Maharashtra,,,https://cdn.tasteatlas.com/images/emblems/46746c4087274e8ab264ca699cfb97da.png,
https://www.tasteatlas.com/pesara-dosa,https://cdn.tasteatlas.com//Images/Dishes/bfbbd4dc711f41998c123baeaf6c13cc.jpg?mw=660,90,Flatbread,https://www.tasteatlas.com/Flatbreads,Pesara dosa,4.1,Best in   (Gurugram),Madhuban,https://www.tasteatlas.com/madhuban,"Pesara dosa (also called  or is India's national dish and one of the most popular breakfast foods in Andhra and Rajasthan. Dosa is the world's thinnest griddlecake, a paper-thin pancake made with an ear...",pesara attu,READ MORE,https://www.tasteatlas.com/pesara-dosa/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/andhra-pradesh,Andhra Pradesh,,,https://cdn.tasteatlas.com/images/emblems/5561b95027ad4f7eace483fa9da2fc6f.png,
https://www.tasteatlas.com/baati,https://cdn.tasteatlas.com//Images/Dishes/a0f80468aa0f43e1a0cd3b3faef40e00.jpg?mw=660,91,Bread,https://www.tasteatlas.com/Breads,Baati,,,,,"Baati is a hard, unleavened Indian bread that is typically prepared in the desert areas of Rajasthan, Uttar Pradesh, and Madhya Pradesh. Traditionally, baati is baked over the ambers of dried cow-dung. It consists of wheat flour, salt, ghee, and v...",,READ MORE,https://www.tasteatlas.com/baati/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,,,,,https://www.tasteatlas.com/rajasthan,Rajasthan,,,,n/a
https://www.tasteatlas.com/pitha,https://cdn.tasteatlas.com//Images/Dishes/206c0e71cd4a4abcb96e485d4c4474f7.jpg?mw=660,92,Bread,https://www.tasteatlas.com/Breads,Pitha,,,,,"Pitha is a large group of bread and cakes that are popular throughout Bangladesh and India. The most common base for pitha is rice flour, although wheat or corn flour can also be used. Most varieties of pitha are prepared as small cookies or dumpl...",,READ MORE,https://www.tasteatlas.com/pitha/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/odisha,Odisha,,,https://cdn.tasteatlas.com/images/emblems/3b4cccd08d8249a4bd5ab3e13ca597b2.png,n/a
https://www.tasteatlas.com/avial,https://cdn.tasteatlas.com//Images/Dishes/88bc784f4cf84d9b94c7e49c86acae84.jpg?mw=660,93,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Avial,,Best in   (Mumbai),Dakshin Culture Curry,https://www.tasteatlas.com/DakshinCultureCurry,"Avial is an Indian dish with origins in the Kerala region, although it is equally popular in Tamil Nadu and Udupi. Its name means , and the dish consists of a combination of vegetables, coconut, and curry leaves. Avial is an i...",to be cooked,READ MORE,https://www.tasteatlas.com/avial/wheretoeat,https://www.tasteatlas.com/gourds,https://cdn.tasteatlas.com/images/ingredientgroups/05258781bb3244f8ba7735125b9929a6.png?h=120&w=120,https://www.tasteatlas.com/Pumpkins,https://cdn.tasteatlas.com/images/ingredientgroups/e9b4f1746e4b409e96acc5ec788b0fda.png?h=120&w=120,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/Plantains,https://cdn.tasteatlas.com/images/ingredientgroups/5bddeceb27324bafa35ead9958fce998.png?h=120&w=120,https://www.tasteatlas.com/coconuts,https://cdn.tasteatlas.com/images/ingredientgroups/43773d40b43a4beda98cca01bef445e0.png?h=120&w=120,https://www.tasteatlas.com/kerala,Kerala,https://www.tasteatlas.com/curry-leaves,https://cdn.tasteatlas.com/images/dishes/5981aa590b034bf8bbf4330af51cd41e.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/a62ba96bca9942eb9d59f15091abe2ba.png,n/a
https://www.tasteatlas.com/chikki,https://cdn.tasteatlas.com//Images/Dishes/927439f387a44269a2ab3d0b8f430061.jpg?mw=660,94,Snack,https://www.tasteatlas.com/Snacks,Chikki,4.1,Best in   (Mumbai),The Bombay Canteen,https://www.tasteatlas.com/TheBombayCanteen,"Chikki is a sweet snack that is most commonly made with jaggery and groundnuts. Groundnut chikki is extremely popular in India as it is full of protein and iron, making it a healthy snack. Traditionally, peanuts are used in the preparation of chik...",,READ MORE,https://www.tasteatlas.com/chikki/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/gujarat,Gujarat,,,https://cdn.tasteatlas.com/images/emblems/bd8006cea93e43b48958eae34f20106f.png,
https://www.tasteatlas.com/aloo-tikki,https://cdn.tasteatlas.com//images/dishes/2f620936a17d4bacb59f75bdf922c574.jpg?mw=660,95,Snack,https://www.tasteatlas.com/Snacks,Aloo tikki,4.3,Best in   (New Delhi),Natraj Cafe,https://www.tasteatlas.com/NatrajCafe,"Aloo tikki is a flavorful snack that is popular in North India and Pakistan. It consists of potatoes () and onions made into croquettes (), which are then flavored with various spices and deep-fried. The croquettes are a...",aloo,READ MORE,https://www.tasteatlas.com/aloo-tikki/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/northern-india,Northern India,,,,
https://www.tasteatlas.com/pasanda,https://cdn.tasteatlas.com//Images/Dishes/51b48d3e166d4adca0b56bc68137da14.jpg?mw=660,96,Stew,https://www.tasteatlas.com/Stews,Pasanda,,Best in   (New Delhi),Karim's,https://www.tasteatlas.com/Karims,"Pasanda is a mild curry dish with several variations, the most popular one consisting of yogurt-marinated lamb, vegetables such as onions and tomatoes, and spices such as coriander, ginger, and turmeric. The word  means",pasanda,READ MORE,https://www.tasteatlas.com/pasanda/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Goat,https://cdn.tasteatlas.com/images/ingredientgroups/284c1ffb7c3842819b1484d3dd665106.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,,,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,n/a
https://www.tasteatlas.com/galouti-kebab,https://cdn.tasteatlas.com//images/dishes/a4de34b5d7b546b68e439eb38533815a.jpg?mw=660,97,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Galouti kebab,,Best in   (Lucknow),Tunday Kababi,https://www.tasteatlas.com/tundaykababi,"Galouti kebab is a traditional Indian kebab that's especially popular in Lucknow. The dish consists of ground lamb or mutton that's marinated in a combination of ground ginger, garlic, cloves, papaya, black cardamom, poppy seeds, peppercorns, cinn...",,READ MORE,https://www.tasteatlas.com/galouti-kebab/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/sheep,https://cdn.tasteatlas.com/images/ingredientgroups/d8778f33783f49fc9cadb7f213e79551.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,https://www.tasteatlas.com/lucknow,Lucknow,https://www.tasteatlas.com/Papayas,https://cdn.tasteatlas.com/images/ingredientgroups/6cc06996a7c64acbad818a27541e75f6.png?h=120&w=120,,n/a
https://www.tasteatlas.com/uttapam,https://cdn.tasteatlas.com//Images/Dishes/12683c948693463ca33f9ae6e047261f.jpg?mw=660,98,Street Food,https://www.tasteatlas.com/Street-food,Uttapam,3.7,Best in   (New Delhi),Saravana Bhavan,https://www.tasteatlas.com/SaravanaBhavan,"Visually similar to a pizza, uttapam is a South Indian dish consisting of a batter (based on rice and lentils) that is fried and topped with chopped vegetables such as onions, tomatoes, carrots, chiles, and corn. There is also a version of the dis...",,READ MORE,https://www.tasteatlas.com/uttapam/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Lentils,https://cdn.tasteatlas.com/images/ingredientgroups/54230c9c778849fb8b4742c78ee846ea.png?h=120&w=120,https://www.tasteatlas.com/rice-flours,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/tamil-nadu,Tamil Nadu,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/280926c6837545329b608cc3a3c21139.png,
https://www.tasteatlas.com/bombay-biryani,https://cdn.tasteatlas.com//images/dishes/bfa5558ba02f4ff490bb73d2e7a45932.jpg?mw=660,99,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Bombay biryani,4.3,Best in   (Mumbai),Jaffer Bhai's Delhi Darbar,https://www.tasteatlas.com/jaffer-bhais-delhi-darbar,"Bombay biryani is a variety of Indian biryani, consisting of layers of flavored basmati rice, potatoes, chunks of chicken, mutton, lamb or vegetables, alongside some fried onions, mint leaves, and dried plums. Rice is boiled with a variety of spic...",,READ MORE,https://www.tasteatlas.com/bombay-biryani/wheretoeat,https://www.tasteatlas.com/basmati,https://cdn.tasteatlas.com/images/dishes/f818e30c86c2471abb8afe349ffebf40.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/mumbai,Mumbai,https://www.tasteatlas.com/Prunes,https://cdn.tasteatlas.com/images/ingredientgroups/75fe720786dd42e0896eef781fd7e6b2.png?h=120&w=120,,
https://www.tasteatlas.com/aloo-methi,https://cdn.tasteatlas.com//Images/Dishes/c5cf57da01614784a3d8476de21e7ed5.jpg?mw=660,100,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Aloo methi,4.0,Best in   (Mumbai),Cream Centre,https://www.tasteatlas.com/CreamCentre,"Aloo methi is a popular vegetarian dish from North India, made with a combination of potatoes, fresh methi (fenugreek) leaves, and spices such as cumin, coriander, and turmeric. The dish is very common in numerous North Indian homes, where it is p...",,READ MORE,https://www.tasteatlas.com/aloo-methi/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/fenugreek,https://cdn.tasteatlas.com/images/ingredientgroups/a2f0007aa54545818af4ab1ebd1ba96e.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/northern-india,Northern India,,,,
https://www.tasteatlas.com/mughlai-biryani,https://cdn.tasteatlas.com//images/dishes/550488d5b9c749bcb3994925c4b354d5.jpg?mw=660,101,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Mughlai biryani,4.2,Best in   (New Delhi),Zaffran,https://www.tasteatlas.com/zaffran,"Mughlai biryani is a variety of Indian biryani that is believed to have been savored by the Mughal Emperors in the past. The dish is made with flavored rice, chunks of spiced and browned meat (usually lamb), fried onions, sultanas, and dry fruits ...",,READ MORE,https://www.tasteatlas.com/mughlai-biryani/wheretoeat,https://www.tasteatlas.com/basmati,https://cdn.tasteatlas.com/images/dishes/f818e30c86c2471abb8afe349ffebf40.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Prunes,https://cdn.tasteatlas.com/images/ingredientgroups/75fe720786dd42e0896eef781fd7e6b2.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/delhi,Delhi,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,,
https://www.tasteatlas.com/rajma-chawal,https://cdn.tasteatlas.com//images/dishes/c0aaa86400104d74874390cb9a37fdba.jpg?mw=660,102,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Rajma chawal,4.6,Best in   (New Delhi),Parashar Foods,https://www.tasteatlas.com/parashar-foods,This simple Indian dish consists of red beans () and cooked rice (). Rajma is traditionally made with onions and tomato purée which acts as a gravy for the red beans. This dish makes for a complete vegetarian me...,rajma,READ MORE,https://www.tasteatlas.com/rajma-chawal/wheretoeat,https://www.tasteatlas.com/red-beans,https://cdn.tasteatlas.com/images/ingredientgroups/a47adccbca0343148a7b562a7e381327.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/jammu-and-kashmir,Jammu and Kashmir,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/8cb2650ad2f54b70846a3d152da096da.png,
https://www.tasteatlas.com/sabudana-vada,https://cdn.tasteatlas.com//images/dishes/5a84f0743dc2474d8d0cb1c404cabe55.jpg?mw=660,103,Snack,https://www.tasteatlas.com/Snacks,Sabudana vada,4.1,Best in   (Mumbai),Prakash Shakahari Upahar Kendra,https://www.tasteatlas.com/PrakashShakahariUpaharKendra,"These crispy Indian fritters consist of a combination of soaked tapioca pearls, mashed potatoes, roasted and crushed peanuts, and a variety of spices such as turmeric, chili, ginger, and fresh coriander. Sabudana vada fritters can be found at many...",,READ MORE,https://www.tasteatlas.com/sabudana-vada/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/maharashtra,Maharashtra,,,https://cdn.tasteatlas.com/images/emblems/46746c4087274e8ab264ca699cfb97da.png,
https://www.tasteatlas.com/kulfi-falooda,https://cdn.tasteatlas.com//images/dishes/73ded2160e50461084343b595d93738b.jpg?mw=660,104,Frozen Dessert,https://www.tasteatlas.com/frozen-desserts,Kulfi falooda,4.5,Best in   (Lucknow),Prakash Kulfi,https://www.tasteatlas.com/PrakashKulfi,"Usually associated with northern Indian regions, this refreshing treat combines thin falooda noodles and kulfi, a traditional Indian ice cream made with slowly simmered whole milk that is flavored with pistachio, rose water, and saffron. The whole...",,READ MORE,https://www.tasteatlas.com/kulfi-falooda/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/northern-india,Northern India,,,,
https://www.tasteatlas.com/sev,https://cdn.tasteatlas.com//Images/Dishes/597ca58b58b74eb0b8846a545c0eec7c.jpg?mw=660,105,Snack,https://www.tasteatlas.com/Snacks,Sev,3.9,,,,"Sev is a crispy, savory, noodle-like Indian snack that is made with gram flour and seasoned with spices such as ajwain and turmeric prior to being deep-fried in oil. It is believed that the word  is derived from , meaning <...",sev,READ MORE,https://www.tasteatlas.com/sev/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/madhya-pradesh,Madhya Pradesh,,,https://cdn.tasteatlas.com/images/emblems/6fc2b03233854786beb42061b1e50bd2.png,
https://www.tasteatlas.com/malabar-fish-curry,https://cdn.tasteatlas.com//images/dishes/6f0d536776c044659bed1a583ace17bb.jpg?mw=660,106,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Malabar Fish Curry,,,,,"Malabar fish curry or Kerala fish curry is a traditional Indian dish originating from Malabar, Kerala. The curry is typically made with fish such as seer, sea bass, tilapia, or sardines. Other ingredients include onions, tomatoes, hot chili pepper...",,READ MORE,https://www.tasteatlas.com/malabar-fish-curry/wheretoeat,https://www.tasteatlas.com/sardines,https://cdn.tasteatlas.com/images/ingredientgroups/cfaaeb4f7a7943e6b41b0b7dad0ac9fb.png?h=120&w=120,https://www.tasteatlas.com/tilapias,https://cdn.tasteatlas.com/images/ingredientgroups/c91442b6eee74b81ac599baae286807c.png?h=120&w=120,https://www.tasteatlas.com/White-fish,https://cdn.tasteatlas.com/images/ingredientgroups/673fcb2e26434e1ca0adcf5734d193fe.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/kerala,Kerala,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/a62ba96bca9942eb9d59f15091abe2ba.png,n/a
https://www.tasteatlas.com/sadhya,https://cdn.tasteatlas.com//images/dishes/6a92630ecb9140f6939b96d9953e6c63.jpg?mw=660,107,Feast,https://www.tasteatlas.com/Feasts,Sadhya,,,,,"Sadhya is a traditional Indian feast originating from the state of Kerala. All of the small dishes are vegetarian, and one sadhya feast can contain up to 28 dishes at a time, all of them traditionally served on banana leaves and meant to be eaten ...",,READ MORE,https://www.tasteatlas.com/sadhya/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/kerala,Kerala,,,https://cdn.tasteatlas.com/images/emblems/a62ba96bca9942eb9d59f15091abe2ba.png,n/a
https://www.tasteatlas.com/sandesh,https://cdn.tasteatlas.com//images/dishes/2e24738e7ac843adbe7a1fa253449af7.jpg?mw=660,108,Dessert,https://www.tasteatlas.com/Desserts,Sandesh,,,,,"Sandesh is a traditional Indian sweet originating from the state of Bengal. It is typically served as a dessert and consists of fresh paneer, sugar, and flavorings such as cardamom and saffron. The small paneer balls are typically garnished with p...",,READ MORE,https://www.tasteatlas.com/sandesh/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/west-bengal,West Bengal,,,https://cdn.tasteatlas.com/images/emblems/92daeb1e8dcb43a39d18fe4da59f0211.png,n/a
https://www.tasteatlas.com/mango-chutney,https://cdn.tasteatlas.com//images/dishes/59c1cbff09d8459e899901d216619575.jpg?mw=660,109,Side Dish,https://www.tasteatlas.com/Sides,Mango Chutney,4.2,,,,"Mango chutney is a traditional Indian chutney made with fresh mango as the main ingredient. Other ingredients include ginger, garlic, red chili peppers, cumin, coriander, turmeric, cloves, cinnamon, cardamom, brown sugar, and vinegar. There's quit...",,READ MORE,https://www.tasteatlas.com/mango-chutney/wheretoeat,https://www.tasteatlas.com/Mangoes,https://cdn.tasteatlas.com/images/ingredientgroups/2083447576eb4f5e9d6c3f6f6bf1aaba.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,,
https://www.tasteatlas.com/bihari-kebab,https://cdn.tasteatlas.com//images/dishes/be12768bc0964246a4c8343fd1a2e61d.jpg?mw=660,110,Beef Dish,https://www.tasteatlas.com/beef-dishes,Bihari kebab,,,,,"Bihari kebab is a traditional Indian-Pakistani dish that's unique for its marinade, infused with mustard oil, yogurt, poppy seeds, nutmeg, garam masala, and papaya paste. The dish is prepared with thinly sliced fillets, usually beef. It's marinate...",,READ MORE,https://www.tasteatlas.com/bihari-kebab/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/poppy-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/97155d8b74314c729dd497a01bcad98b.png?h=120&w=120,https://www.tasteatlas.com/nutmegs,https://cdn.tasteatlas.com/images/ingredientgroups/7ee6cd3c42294ee7a9b8fc3e2184ac56.png?h=120&w=120,https://www.tasteatlas.com/bihar,Bihar,https://www.tasteatlas.com/garam-masala,https://cdn.tasteatlas.com/images/dishes/a2fdc55cb6b643c29b66708def1e1c64.png?h=120&w=120,https://cdn.tasteatlas.com/images/emblems/bdad7657c15547db83fc4ad69ac7f87d.png,n/a
