search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/banh-bot-loc,https://cdn.tasteatlas.com//images/dishes/8ac65dd5099643c1b6b654c779ffa37d.jpg?mw=660,30,Dumplings,https://www.tasteatlas.com/Dumplings,Stuffed Tapioca Dumplings (Bánh bột lọc),These translucent Vietnamese dumplings are usually prepared with tapioca-based wrappers and a filling which typically combines shrimps and fatty pork. The dumplings can be cooked or wrapped in banana leaves and then steamed. They are traditionally...,https://www.tasteatlas.com/banh-bot-loc/wheretoeat,https://www.tasteatlas.com/tapioca-flours,https://cdn.tasteatlas.com/images/ingredientgroups/b1f9dcecd574450fa45b4f38416b38f1.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/hue,Huế,
https://www.tasteatlas.com/banh-chuoi,https://cdn.tasteatlas.com//images/dishes/ff5ed9f3213a482c85f7ffcdc80fe040.jpg?mw=660,31,Cake,https://www.tasteatlas.com/cakes,Vietnamese Banana Cake (Bánh chuối),"Bananas are the star ingredient in this classic Vietnamese dessert which can be steamed () or baked (). It usually consists of sliced bananas and a creamy combination of condensed milk, sugar, coconut milk, and optionally...",https://www.tasteatlas.com/banh-chuoi/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/banh-troi,https://cdn.tasteatlas.com//Images/Dishes/1758d4d63cd44f14affbadfcf0ae3ce7.jpg?mw=660,32,Dessert,https://www.tasteatlas.com/Desserts,Floating Glutinous Rice Dumplings (Bánh trôi),Bánh trôi is the name of a traditional Vietnamese dessert which consists of delicious tiny balls of glutinous rice wrapped around a sweet filling. The sticky and elastic dough for bánh trôi is made with a mixture of plain...,https://www.tasteatlas.com/banh-troi/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/hanoi,Hanoi,n/a
https://www.tasteatlas.com/banh-bao,https://cdn.tasteatlas.com//images/dishes/dd7cb78542334139965315fca816cde9.jpg?mw=660,33,Snack,https://www.tasteatlas.com/Snacks,Vietnamese Steamed Buns (Bánh bao),"Bánh bao is a Vietnamese take on the Chinese steamed  buns. They usually consist of seasoned ground pork, mushrooms, hard-boiled eggs, and slices of Chinese sausage. All the ingredients are neatly wrapped into a light yeasted ...",https://www.tasteatlas.com/banh-bao/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bun-mam,https://cdn.tasteatlas.com//images/dishes/91631984b9d0437f88f117ed8d6c9e61.jpg?mw=660,34,Noodle Dish,https://www.tasteatlas.com/Noodles,Fermented Fish Noodle Soup (Bún mắm),"Bún mắm is a traditional Vietnamese dish originating from the province of Soc Trang. The dish consists of bún rice vermicelli noodles, the murky, salty, and fermented fish-flavored mắm broth, squid, shrimp, catfish, eggplant (which s...",https://www.tasteatlas.com/bun-mam/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/soc-trang-province,Sóc Trăng Province,n/a
https://www.tasteatlas.com/nem-nuong,https://cdn.tasteatlas.com//images/dishes/5ccd1d792aeb428bac13a66f2e6a1fa4.jpg?mw=660,35,Sausage,https://www.tasteatlas.com/Sausages,Vietnamese Grilled Pork Sausage (Nem nướng),nướng is a traditional Vietnamese grilled sausage originating from Nha Trang. The sausage is usually made with a combination of ground pork ...,https://www.tasteatlas.com/nem-nuong/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/nha-trang,Nha Trang,
https://www.tasteatlas.com/cao-lau,https://cdn.tasteatlas.com//images/dishes/bee755203288475cafff1f169cf9d18d.jpg?mw=660,36,Noodle Dish,https://www.tasteatlas.com/Noodles,Roasted Pork with Cao Lau Noodles (Cao lầu),"Cao lầu is a signature dish from Hội An consisting of noodles made from fresh, locally grown rice, lye solution made with ashes of local trees, and water from the local well (Ba Le). Along with the steamed rice noodles, a bowl of cao lầu also cons...",https://www.tasteatlas.com/cao-lau/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/hoi-an,Hội An,
https://www.tasteatlas.com/muc-mot-nang,https://cdn.tasteatlas.com//images/dishes/6637207f631a4c87a9d59aec8900d147.jpg?mw=660,37,Squid Dish,https://www.tasteatlas.com/squid-dishes,Vietnamese Sun-Dried Squid (Mực một nắng),"Mực một nắng is a traditional Vietnamese dish originating from Phan Thiet. This seafood specialty consists of sun-dried squid. A large, fresh squid is sun-dried for a day, and it's then grilled over hot coals. If the heat gets too high, the squid ...",https://www.tasteatlas.com/muc-mot-nang/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/phan-thiet,Phan Thiết,
https://www.tasteatlas.com/banh-flan,https://cdn.tasteatlas.com//Images/Dishes/4d0b9fdc1c2c48fc9c19709637992513.jpg?mw=660,38,Dessert,https://www.tasteatlas.com/Desserts,Vietnamese Crème Caramel (Bánh flan),"Bánh flan is the Vietnamese version of . Tender and soft, covered with a layer of sugary caramel, the French crème caramel is a timeless and classic dessert. The Vietnamese variety was directly influenced...",https://www.tasteatlas.com/banh-flan/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/che-thai,https://cdn.tasteatlas.com//images/dishes/a0a7e07bbbbe4822a9e8b1bd54b9bb5e.jpg?mw=660,39,Dessert,https://www.tasteatlas.com/Desserts,Vietnamese Fruit Cocktail (Chè Thái),"This versatile dessert usually consists of a cream base that is enriched with various ingredients. Typical additions include various types of canned fruit such as lychee, jackfruit, longan, or red-colored water chestnuts, as well as coconut milk, ...",https://www.tasteatlas.com/che-thai/wheretoeat,https://www.tasteatlas.com/durian,https://cdn.tasteatlas.com/images/dishes/42a15b8ae72e47538b01fce9b138f197.png?h=120&w=120,https://www.tasteatlas.com/Chestnuts,https://cdn.tasteatlas.com/images/ingredientgroups/64a5eba262c14f49a5b0e454a755d5ad.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,,,,,,,,,
https://www.tasteatlas.com/banh-chung,https://cdn.tasteatlas.com//images/dishes/a2f542ca25ed4e8886ad0e76977a9b25.jpg?mw=660,40,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Square Sticky Rice Cake (Bánh chưng),"The main ingredients of this traditional Vietnamese rice cake are glutinous rice, mung beans, fatty pork and spices such as salt, pepper, green onions and (fish sauce). The pork is seasoned, tucked into the rice and bean paste, w...",https://www.tasteatlas.com/banh-chung/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/ga-luoc,https://cdn.tasteatlas.com//images/dishes/84c6b9006407412abb48d63cedd4e601.jpg?mw=660,41,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Boiled Chicken (Gà luộc),"Gà luộc is a traditional dish consisting of a whole boiled chicken. Although the dish has origins in Chinese cuisine, it's particularly popular in northern Vietnam during the celebration of Lunar New Year (Tet). Gà luộc is made with ...",https://www.tasteatlas.com/ga-luoc/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,https://www.tasteatlas.com/northern-vietnam,Northern Vietnam,n/a
https://www.tasteatlas.com/bun-au-mam-tom,https://cdn.tasteatlas.com//images/dishes/3ee37156b2c142e0aaacd7d83467cf0f.jpg?mw=660,42,Noodle Dish,https://www.tasteatlas.com/Noodles,Rice Vermicelli Noodles with Fried Tofu and Shrimp Paste (Bún đậu mắm tôm),"This traditional Vietnamese dish consists of rice vermicelli noodles, fried tofu, and fermented shrimp paste. All the elements are served separately, along with a heap of fresh green herbs. The dish is occasionally accompanied by slices of boiled ...",https://www.tasteatlas.com/bun-au-mam-tom/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/hanoi,Hanoi,n/a
https://www.tasteatlas.com/banh-bo,https://cdn.tasteatlas.com//images/dishes/312a796a2c424fb9ac6a27912cc6a6ac.jpg?mw=660,43,Dessert,https://www.tasteatlas.com/Desserts,Vietnamese Honeycomb Cake (Bánh bò),"Bánh bò are traditional, coconut-flavored Vietnamese sponge cakes that are prepared with a light yeast-based batter. There are several varieties depending on the shape, ingredients, and the method of preparation, but all of them have...",https://www.tasteatlas.com/banh-bo/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/com-chien,https://cdn.tasteatlas.com//images/dishes/54109346aae141a0af159bc00a05cdaf.jpg?mw=660,44,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Vietnamese Fried Rice (Cơm chiên),"Cơm chiên is the Vietnamese take on fried rice. The dish is very versatile because almost anything can be added to the rice to enrich it, but it's usually prepared with white rice, garlic, salt, and pepper. The rice is cooked and it's then s...",https://www.tasteatlas.com/com-chien/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/ninh-binh-province,Ninh Bình Province,n/a
https://www.tasteatlas.com/com-lam,https://cdn.tasteatlas.com//images/dishes/a53429be1dac4c6b847358a2690eace7.jpg?mw=660,45,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Bamboo Cooked Sticky Rice (Cơm lam),"Cơm lam is prepared by stuffing sticky rice into bamboo tubes which are first wrapped in banana leaves and then roasted over hot coals. It was invented as a convenient and portable dish that was intended for long journeys, and its origin is usuall...",https://www.tasteatlas.com/com-lam/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/sapa,Sa Pa,n/a
https://www.tasteatlas.com/thit-ong,https://cdn.tasteatlas.com//images/dishes/61661fabbcf7489b9206f8a5290f8c62.jpg?mw=660,46,Pork Dish,https://www.tasteatlas.com/pork-dishes,Vietnamese Pork Aspic (Thịt đông),"Thịt đông is a Vietnamese take on aspic. The dish is prepared by slowly boiling pork meat and various pork cuts such as trotters and hocks, as well as pork skin, carrots, mushrooms, and different spices. When cooked, the combination is left ...",https://www.tasteatlas.com/thit-ong/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/xoi-ga,https://cdn.tasteatlas.com//images/dishes/26d83eac87704bcebaea5d2ef830f92f.jpg?mw=660,47,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Chicken Sticky Rice (Xôi gà),"In its basic form, this simple Vietnamese dish consists of sticky rice topped with fried or boiled chicken, and it's traditionally served on a banana leaf. Variations may include tinted and flavored rice, fried and fresh vegetables, or",https://www.tasteatlas.com/xoi-ga/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bo-la-lot,https://cdn.tasteatlas.com//images/dishes/5acd90521b5e4885b456cea1ba0f8bad.jpg?mw=660,48,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Grilled Beef Wrapped in Betel Leaf (Bò lá lốt ),"Bò lá lốt is a Vietnamese dish consisting of ground beef that is combined with spices and onions before it is wrapped in  leaves (occasionally known as wild betel). The rolls are then grilled over charcoal, and they are...",https://www.tasteatlas.com/bo-la-lot/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/banh-canh-cua,https://cdn.tasteatlas.com//images/dishes/4ef0220c4de14fa9b40d9988ff1d25c3.jpg?mw=660,49,Noodle Dish,https://www.tasteatlas.com/Noodles,Crab Tapioca Noodle Soup (Bánh canh cua),"Banh canh cua is a traditional Vietnamese noodle soup. The noodles contain both rice and tapioca flour and they're characterized by their thickness, similar to the famous Japanese udon. These thick and slightly chewy noodles are enriched with crab...",https://www.tasteatlas.com/banh-canh-cua/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bo-luc-lac,https://cdn.tasteatlas.com//images/dishes/73634c38b4324fabae4212bfff380299.jpg?mw=660,50,Beef Dish,https://www.tasteatlas.com/beef-dishes,Vietnamese Shaking Beef (Bò lúc lắc),"The main star of bò lúc lắc is diced marinated beef. The meat is shortly seared before it is served on a bed of watercress and sliced tomatoes. Additional toppings may include pickled onions, and a dipping sauce resembling lime-based...",https://www.tasteatlas.com/bo-luc-lac/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bun-bo-nam-bo,https://cdn.tasteatlas.com//images/dishes/223240472e44479c8eaa947fd1e24e47.jpg?mw=660,51,Noodle Dish,https://www.tasteatlas.com/Noodles,Southern Vietnamese Beef Noodle Salad (Bún bò nam bộ),"Bun bo nam bo is a traditional Vietnamese dish. The name holds a key to its basic ingredients and the location – bun means noodle, bo is for beef, and nam bo refers to the South of the country. The main ingredients include beef, rice vermice...",https://www.tasteatlas.com/bun-bo-nam-bo/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/south-central-coast,South Central Coast,
https://www.tasteatlas.com/banh-khoai,https://cdn.tasteatlas.com//images/dishes/35457143874745a3aa2572806670590e.jpg?mw=660,52,Pancake,https://www.tasteatlas.com/pancakes,Hue Pancake (Bánh khoai),"Bánh khoai is a traditional Vietnamese pancake originating from Hue. The batter is typically made with a combination of rice flour, water, eggs, sugar, and salt. It's fried in the pan and topped with sliced mushrooms, pork, shrimp, bean spr...",https://www.tasteatlas.com/banh-khoai/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/hue,Huế,n/a
https://www.tasteatlas.com/bun-oc,https://cdn.tasteatlas.com//images/dishes/eb25ddecfdd640a5a5aa918ebe65870a.jpg?mw=660,53,Soup,https://www.tasteatlas.com/Soups,Snail Noodle Soup (Bún ốc),"This tangy snail soup is a staple in Hanoi. It is usually prepared with freshwater snails that are combined with a tomato-based broth. The dish also contains rice vermicelli noodles and fresh Vietnamese herbs, while typical garnishes include fish ...",https://www.tasteatlas.com/bun-oc/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/hanoi,Hanoi,n/a
https://www.tasteatlas.com/canh-chua-ca,https://cdn.tasteatlas.com//images/dishes/8ea34fefaecc40dc959cb2edee78b880.jpg?mw=660,54,Fish Soup,https://www.tasteatlas.com/fish-soups,Vietnamese Sweet and Sour Soup (Canh chua cá),"The term canh chua cá encompasses various fish-based Vietnamese soups that are characterized by their combination of sweet, spicy, and sour flavors. The soups are usually made with a tamarind-based broth, and they typically include chunks o...",https://www.tasteatlas.com/canh-chua-ca/wheretoeat,https://www.tasteatlas.com/catfishes,https://cdn.tasteatlas.com/images/ingredientgroups/cc00fd4fdc2f47ea81779536a412a95c.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/tamarind,https://cdn.tasteatlas.com/images/ingredientgroups/3bc14d735a994464870f3aae64819a42.png?h=120&w=120,https://www.tasteatlas.com/Pineapples,https://cdn.tasteatlas.com/images/ingredientgroups/abbaf04c098e4e7faa9d8c1cfe3710e8.png?h=120&w=120,https://www.tasteatlas.com/Okras,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,https://www.tasteatlas.com/mung-bean,https://cdn.tasteatlas.com/images/dishes/1e11168597844a658f5fbea1f1c84d32.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/nem-chua,https://cdn.tasteatlas.com//images/dishes/b217d64dd8d4477d95c624354455b8b6.jpg?mw=660,55,Snack,https://www.tasteatlas.com/Snacks,Cured Fermented Beef or Pork (Nem chua),"Nem chua is a traditional Vietnamese dish of cured and fermented meat. Although the dish is traditionally made from pork, it can also be made with other types of meat such as beef. In order to prepare it, lean pork is minced, then combined with sl...",https://www.tasteatlas.com/nem-chua/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/banana-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/7e1b66811f084d4586d1fab5de5e7fa7.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/banh-trung-thu,https://cdn.tasteatlas.com//Images/Dishes/76c513e6c3214386b6c1dd9c98a564cc.jpg?mw=660,56,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Bánh trung thu,"An ancient Chinese delicacy eaten during the Mid-August Festival or Moon Festival, known as mooncake, is a pie-like pastry made with a shortcrust base called that is traditionally filled with black sesame seed or lotus seed past...",https://www.tasteatlas.com/banh-trung-thu/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/lye-water,https://cdn.tasteatlas.com/images/ingredientgroups/ffa9e3d74c7f49b7a956a749bdff29ae.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,
https://www.tasteatlas.com/banh-gio,https://cdn.tasteatlas.com//images/dishes/2a514bc46e1e4aeeb5a7d56394186084.jpg?mw=660,57,Dumplings,https://www.tasteatlas.com/Dumplings,Rice and Pork Pyramid Dumpling (Bánh giò ),Bánh giò is a stuffed rice flour dumpling that is usually associated with Northern Vietnam. This typical breakfast dish is made with a thick paste consisting of rice flour and pork or chicken broth and a savory filling that combines ...,https://www.tasteatlas.com/banh-gio/wheretoeat,https://www.tasteatlas.com/corn-starch,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,https://www.tasteatlas.com/rice-flours,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/wood-ear-mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/d5f32d80db25470c86165593f1a39dd2.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/com-nam,https://cdn.tasteatlas.com//images/dishes/6b2e433573ea42c492d209d6dcf6ac5a.jpg?mw=660,58,Street Food,https://www.tasteatlas.com/Street-food,Vietnamese Rice Balls (Cơm nắm),"Cơm nắm is a traditional Vietnamese dish prepared with long-grain rice as the only ingredient. The rice is cooked, fluffed, and kneaded like it's a ball of dough. This dish is shaped into dense logs or balls, and it's then also eaten by hand. Each...",https://www.tasteatlas.com/com-nam/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/northern-vietnam,Northern Vietnam,n/a
https://www.tasteatlas.com/vietnamese-hot-pot,https://cdn.tasteatlas.com//images/dishes/69f31f2e189748c988708e32eaa8481e.jpg?mw=660,59,Soup,https://www.tasteatlas.com/Soups,Vietnamese Hot Pot,"The Vietnamese version of hot pot is made by placing a large metal pot of simmering stock at the center of the table. Various ingredients are placed into the stock and cooked at the table, and the dish is especially popular after a night of heavy ...",https://www.tasteatlas.com/vietnamese-hot-pot/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/banh-gai,https://cdn.tasteatlas.com//images/dishes/aa0eba0c31a84f72a0cd0d1ef3226ff9.jpg?mw=660,60,Dessert,https://www.tasteatlas.com/Desserts,Thorn Leaf Cake (Bánh gai),Bánh gai is a Vietnamese cake consisting of dark-colored dough that is stuffed with a sweet filling. The dough combines rice flour and a paste or a powder that is made from  (gai or ramie)—a plant belonging to the n...,https://www.tasteatlas.com/banh-gai/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/red-river-delta,Red River Delta,n/a
https://www.tasteatlas.com/banh-au-xanh,https://cdn.tasteatlas.com//images/dishes/aeab9c259c63467a9d220a0a96a83c5b.jpg?mw=660,61,Dessert,https://www.tasteatlas.com/Desserts,Mung Bean Cake (Bánh đậu xanh),"This traditional Vietnamese dessert originated in Hải Dương. It combines mung beans, vegetable oil or pork fat, sugar, and flavorings to create a cake with a fudge-like consistency and a smooth texture. It is believed that the cake first appeared ...",https://www.tasteatlas.com/banh-au-xanh/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/hai-duong,Hải Dương,n/a
https://www.tasteatlas.com/chuoi-chien,https://cdn.tasteatlas.com//images/dishes/c518a6b911ef4493b9ba470e041f9355.jpg?mw=660,62,Street Food Sweets,https://www.tasteatlas.com/street-food-sweets,Vietnamese Fried Bananas (Chuối chiên),"Fried bananas are a popular Vietnamese street snack usually made with small, fragrant, and ripe  bananas. Before they are fried, lengthwise banana slices are flattened and then coated in a batter that typically combines ri...",https://www.tasteatlas.com/chuoi-chien/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/banh-a-cua,https://cdn.tasteatlas.com//images/dishes/cf65b1584a614f74a608bec30f3a718a.jpg?mw=660,63,Noodle Soup,https://www.tasteatlas.com/noodle-soups,Red Noodle Soup with Crab (Bánh đa cua),"This colorful noodle soup is a local specialty hailing from Hai Phong. It consists of pork-based broth that is topped with a variety of ingredients such as crab meat, fresh herbs, pork balls,  sausage, or ground meat wrapped with b...",https://www.tasteatlas.com/banh-a-cua/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/haiphong,Haiphong,n/a
https://www.tasteatlas.com/bo-bia,https://cdn.tasteatlas.com//images/dishes/aaba623fb88b41ed93139af87498f5fc.jpg?mw=660,64,Street Food,https://www.tasteatlas.com/Street-food,Spring Rolls with Chinese Sausage (Bò bía),"Bò bía is a Vietnamese take on traditional Chinese  rolls, and they are believed to have originated among the Teochew community. Unlike the original Chinese version, this Vietnamese specialty is prepared with thin rice...",https://www.tasteatlas.com/bo-bia/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/banh-mi-thit,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,65,Sandwich,https://www.tasteatlas.com/sandwiches,Meat and Cold Cuts Bánh Mì (Bánh mì thịt),"Bánh mì thịt is a traditional Vietnamese bánh mì sandwich variation in which thịt means meat. As the name suggests, the sandwich is made with various Vietnamese cold cuts such as sliced roasted pork, sliced pork belly, ...",https://www.tasteatlas.com/banh-mi-thit/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/canh-mang,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,66,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Vietnamese Bamboo Shoots Soup (Canh măng),"Canh măng is a traditional soup originating from Vietnam. It's made with bamboo shoots as key ingredients. The soup also features sugar, fish sauce, fried shallots, and either sliced scallions or minced coriander. The bamboo shoots need to be boil...",https://www.tasteatlas.com/canh-mang/wheretoeat,https://www.tasteatlas.com/bamboo-shots,https://cdn.tasteatlas.com/images/dishes/a95c8ecb6f17438082aee18b5a8c6e59.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,n/a
