search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,search-results__item-description 2,mini-ingredients__link href,mini-ingredients__link href 2,mini-ingredients__link href 3,mini-ingredients__link href 4,mini-ingredients__link href 5,mini-ingredients__link href 6,item-location href,item-location,mini-ingredients__image src,mini-ingredients__image src 2,mini-ingredients__image src 3,mini-ingredients__image src 4,mini-ingredients__image src 5,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/menudo-philippines,https://cdn.tasteatlas.com//images/dishes/43a880703b4c4b6cbb62684456e4c3a4.jpg?mw=660,40,Stew,https://www.tasteatlas.com/Stews,Menudo Filipino,4.3,,,,"This comforting Filipino stew usually combines diced marinated pork, carrots, potatoes, and pork's liver with a creamy tomato sauce. Since it is one of the national Filipino dishes, numerous regional varieties often employ raisins, bell peppers, g...",https://www.tasteatlas.com/menudo-philippines/wheretoeat,,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/organ-meats,https://www.tasteatlas.com/hot-dog,https://www.tasteatlas.com/tomato-sauce,https://www.tasteatlas.com/Potatoes,https://www.tasteatlas.com/Carrots,,,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/de9ae3c91f3e47008753b1ed04ac8b44.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/46bce93d102c432885fd501717da1d6b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,
https://www.tasteatlas.com/giniling,https://cdn.tasteatlas.com//Images/Dishes/aa2097008408420db177f34ddf0ab2a9.jpg?mw=660,41,Stew,https://www.tasteatlas.com/Stews,Giniling,4.3,,,,"Giniling is a Filipino stew consisting of minced pork blended with a creamy tomato sauce. It usually incorporates vegetables such as potatoes, carrots, or bell peppers, while some local versions often employ peas, boiled eggs, or raisins. Simple a...",https://www.tasteatlas.com/giniling/wheretoeat,,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/tomato-sauce,https://www.tasteatlas.com/Potatoes,https://www.tasteatlas.com/Carrots,https://www.tasteatlas.com/bell-peppers,,,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/46bce93d102c432885fd501717da1d6b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,
https://www.tasteatlas.com/atchara,https://cdn.tasteatlas.com//images/dishes/a8f1ebd412594ae78f1d428e479ca51c.jpg?mw=660,42,Pickling,https://www.tasteatlas.com/Picklings,Atchara,4.2,Best in   (Muntinlupa),Neil's Kitchen,https://www.tasteatlas.com/NeilsKitchen,"Atchara is the famous Filipino green papaya pickle usually enjoyed as a condiment alongside authentic Filipino dishes. Next to long strips of unripe papaya, it can employ a variety of other vegetables such as carrots, onions, daikon radish, and be...",https://www.tasteatlas.com/atchara/wheretoeat,,https://www.tasteatlas.com/Papayas,https://www.tasteatlas.com/Carrots,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/daikon-radish,https://www.tasteatlas.com/bell-peppers,https://www.tasteatlas.com/Vinegar,,,https://cdn.tasteatlas.com/images/ingredientgroups/6cc06996a7c64acbad818a27541e75f6.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/f479498dbb304d8d85d743c4f7ed3cc6.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,
https://www.tasteatlas.com/kwek-kwek,https://cdn.tasteatlas.com//images/dishes/1d281047ddfe49939db03de5c3c0e607.jpg?mw=660,43,Snack,https://www.tasteatlas.com/Snacks,Kwek kwek,4.2,Best in   (San Fernando),Souq Pampanga,https://www.tasteatlas.com/SouqPampanga,"Deep-fried kwek kwek is a type of , the omnipresent Filippino street food. While tokneneng is made with boiled chicken or duck eggs, kwek kwek is the smaller sized variety, which usually employs tiny quail eggs. Both types are di...",https://www.tasteatlas.com/kwek-kwek/wheretoeat,tokneneng,https://www.tasteatlas.com/corn-starch,https://www.tasteatlas.com/quail-eggs,https://www.tasteatlas.com/annatto-powder,,,,,,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/d4115c30c4a34d0aa5cda670d0c47049.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/46c4a64b09a848c68ead6431aaa66031.png?h=120&w=120,,,,
https://www.tasteatlas.com/batchoy,https://cdn.tasteatlas.com//Images/Dishes/003381e8403549379c39353d1e9ba18b.jpg?mw=660,44,Soup,https://www.tasteatlas.com/Soups,Batchoy,4.3,Best in   (Iloilo City),Netong's Original Special La Paz Batchoy,https://www.tasteatlas.com/NetongsOriginalSpecialLaPazBatchoy,"The hearty batchoy is a popular Filipino soup consisting of pork offal, chicken or beef stock, and fresh round egg noodles. Generously seasoned with shrimp paste and (occasionally) soy sauce, the soup is usually topped with pork cracklings, fried ...",https://www.tasteatlas.com/batchoy/wheretoeat,,https://www.tasteatlas.com/Noodles-shapes,https://www.tasteatlas.com/stocks,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/bone-marrow,https://www.tasteatlas.com/organ-meats,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/iloilo-city,Iloilo City,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c468037556934cc3ac4010c2deb9ab2e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,
https://www.tasteatlas.com/pancit-bihon,https://cdn.tasteatlas.com//Images/Dishes/dbaa5f137bf24eec8728ede0bda31415.jpg?mw=660,45,Noodle Dish,https://www.tasteatlas.com/Noodles,Pancit bihon,4.4,Best in   (Pasig),Three Sisters Restaurant,https://www.tasteatlas.com/three-sisters-restaurant,Pancit bihon is a famous Filipino stir-fry consisting of rice noodles combined with sliced pork or chicken and various vegetables. The dish is infused with soy sauce and it is usually lightly seasoned with lemon juice. Just like other pancit varie...,https://www.tasteatlas.com/pancit-bihon/wheretoeat,,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/Noodles-shapes,https://www.tasteatlas.com/soy-sauce,https://www.tasteatlas.com/Green-beans,https://www.tasteatlas.com/Carrots,,,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,
https://www.tasteatlas.com/butsi,https://cdn.tasteatlas.com//images/dishes/f51df1494d3b4ba9b0793d19e3fb6825.jpg?mw=660,46,Snack,https://www.tasteatlas.com/Snacks,Butsi,3.9,Best in   (Quezon City),Xin Tian Di,https://www.tasteatlas.com/XinTianDi,"Butsi balls are the Filipino version of traditional Chinese  sweets. They are made with glutinous rice flour that is formed in small round shapes and stuffed with a variety of sweet fillings such as sweetened mung bean, creamy lot...",https://www.tasteatlas.com/butsi/wheretoeat,jian dui,https://www.tasteatlas.com/rice-flours,https://www.tasteatlas.com/mung-bean,https://www.tasteatlas.com/coconuts,https://www.tasteatlas.com/red-bean-paste,https://www.tasteatlas.com/Sesame-seeds,,,,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/1e11168597844a658f5fbea1f1c84d32.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/43773d40b43a4beda98cca01bef445e0.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/6e3eab9cdfbf4f2284bb578f93894239.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/725082941a654eb0925163274078bea9.png?h=120&w=120,,
https://www.tasteatlas.com/tapsilog,https://cdn.tasteatlas.com//Images/Dishes/7651b17a6e7f4f7dadb85131bb63409a.jpg?mw=660,47,Breakfast,https://www.tasteatlas.com/Breakfast,Tapsilog,4.5,Best in   (Marikina),Tapsi ni Vivian,https://www.tasteatlas.com/TapsiNiVivian,"One of the most common breakfast staples in the Philippines is tapsilog, a plate which consists of sliced beef jerky, known as , a heap of garlic rice, and a fried egg. It is believed that the dish grew out of necessity, to cater to t...",https://www.tasteatlas.com/tapsilog/wheretoeat,tapa,https://www.tasteatlas.com/tapa,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Rice,https://www.tasteatlas.com/garlic,,,,,https://cdn.tasteatlas.com/images/dishes/19529868e6de4923a66df47bb3318e75.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,
https://www.tasteatlas.com/kinilaw,https://cdn.tasteatlas.com//images/dishes/20c15b33c94640c5b81b0d3e229a75bd.jpg?mw=660,48,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Kinilaw,3.9,Best in   (Davao City),Luz Kinilaw Place,https://www.tasteatlas.com/LuzKinilawPlace,"Kinilaw is a Filipino appetizer made with raw, cubed fish in a dressing based on vinegar. The appetizer is typically garnished with onions, ginger, chili peppers, and garlic. Fish should be washed in vinegar, not soaked in it, turning the pink fle...",https://www.tasteatlas.com/kinilaw/wheretoeat,,https://www.tasteatlas.com/tuna,https://www.tasteatlas.com/Vinegar,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/ginger,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/Hot-peppers,,,https://cdn.tasteatlas.com/images/ingredientgroups/4e4cfd59133b4cecb5ba6f2d60f1988d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,
https://www.tasteatlas.com/proben,https://cdn.tasteatlas.com//images/dishes/6d30e5669f9d4010a5247d3c861c9612.jpg?mw=660,49,Offal Dish,https://www.tasteatlas.com/Offal,Proben,4.2,,,,"Proben (occasionally referred to as  is a satisfying Filipino snack, and one of the most popular street food items in the country. It is prepared with an unusual chicken organ named , a component that is in m...",https://www.tasteatlas.com/proben/wheretoeat,proven),https://www.tasteatlas.com/organ-meats,https://www.tasteatlas.com/corn-starch,,,,,,,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,,,,,
https://www.tasteatlas.com/nata-de-coco,https://cdn.tasteatlas.com//Images/Dishes/bd303310d4b246c7b71bfd7c1937cfec.jpg?mw=660,50,Dessert,https://www.tasteatlas.com/Desserts,Nata de coco,4.2,,,,"Nata de coco is a unique Filipino specialty that is made with fermented coconut water and usually eaten as a dessert. After days of fermentation, it transforms into a jelly-like substance with a soft, chewy, and gelatinous texture. Plain nata de c...",https://www.tasteatlas.com/nata-de-coco/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bilo-bilo,https://cdn.tasteatlas.com//images/dishes/5ecde5798513448f816658077b2541d4.jpg?mw=660,51,Sweet Soup,https://www.tasteatlas.com/sweet-soups,Bilo-bilo,3.9,,,,"The sweet bilo-bilo is a popular Filipino treat made with chewy rice balls cooked in a creamy coconut milk blend. It can also incorporate bananas, tapioca pearls, sweet potatoes, or sliced jackfruit. Whether served warm or cold, bilo-bilo is usual...",https://www.tasteatlas.com/bilo-bilo/wheretoeat,,https://www.tasteatlas.com/rice-flours,https://www.tasteatlas.com/coconut-milk,https://www.tasteatlas.com/Sweet-potatoes,https://www.tasteatlas.com/tapioca,https://www.tasteatlas.com/durian,https://www.tasteatlas.com/Bananas,,,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/79d9c7e3ce1c4d81b1c725b1336df5f9.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/647dd95002664e5d84e658abb8ea4d20.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/42a15b8ae72e47538b01fce9b138f197.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/f648aa29c948438fbf2b83a2cddaf7bf.png?h=120&w=120,
https://www.tasteatlas.com/lugaw,https://cdn.tasteatlas.com//images/dishes/154e20dab25241c8b779a52022f53008.jpg?mw=660,52,Porridge,https://www.tasteatlas.com/Porridge,Lugaw,4.0,Best in   (Quezon City),Lugawan Republic,https://www.tasteatlas.com/LugawanRepublic,"Lugaw is a Filipino rice porridge that is traditionally thought of as soft food for sick people, due to the fact that it doesn't require much chewing. Warm, filling, and mushy, the dish acts as an ideal base for any type of meat and seasonings, ju...",https://www.tasteatlas.com/lugaw/wheretoeat,,https://www.tasteatlas.com/Rice,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/fish-sauces,https://www.tasteatlas.com/ginger,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/scallions,,,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,
https://www.tasteatlas.com/gulaman,https://cdn.tasteatlas.com//images/dishes/796fd4d35ff545a7b6e50690ab12a233.jpg?mw=660,53,Dessert,https://www.tasteatlas.com/Desserts,Gulaman,3.9,Best in   (Makati),Sentro 1771,https://www.tasteatlas.com/Sentro1771,"Gulaman is the Filipino term for a or , a gum extracted from algae, but the name also refers to a broad category of Filipino dishes which are made with the same ingredient. Sharing similar characteristics with gelat...",https://www.tasteatlas.com/gulaman/wheretoeat,gar-agar,https://www.tasteatlas.com/gelatin,https://www.tasteatlas.com/vanilla,https://www.tasteatlas.com/condensed-milk,,,,,,https://cdn.tasteatlas.com/images/ingredientgroups/76ed8cb8d1614ed3ad1a00cc06313dbe.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bc2b9a3ae21642f9819aff5afd874137.png?h=120&w=120,,,,
https://www.tasteatlas.com/champorado,https://cdn.tasteatlas.com//Images/Dishes/5608453485f44e11a92f0f558b8e8301.jpg?mw=660,54,Porridge,https://www.tasteatlas.com/Porridge,Champorado,4.3,Best in   (Taguig),Early Bird Breakfast Club,https://www.tasteatlas.com/EarlyBirdBreakfastClub,"Champorado is a thick Filipino rice pudding. Originally prepared with chocolate, nowadays it is usually made with cooked glutinous rice blended with sugar and cocoa powder. The origins of the dish derive from a Mexican chocolate-based drink known ...",https://www.tasteatlas.com/champorado/wheretoeat,,https://www.tasteatlas.com/Rice,https://www.tasteatlas.com/cocoa-beans,https://www.tasteatlas.com/Sugar,https://www.tasteatlas.com/condensed-milk,,,,,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/77b5bbf2dfcc42e0b1af9cccb884bd48.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bc2b9a3ae21642f9819aff5afd874137.png?h=120&w=120,,,
https://www.tasteatlas.com/afritada,https://cdn.tasteatlas.com//Images/Dishes/135e23217f27462a8636955925d04cef.jpg?mw=660,55,Stew,https://www.tasteatlas.com/Stews,Afritada,4.4,Best in   (Marikina),Kusina Ni Kambal,https://www.tasteatlas.com/KusinaNiKambal,"Afritada is one of many traditional Filipino stews which use a tangy tomato sauce as the key ingredient. Since it is an incredibly popular dish, there may be variations in recipes, but it is usually prepared with diced chicken or pork stewed in to...",https://www.tasteatlas.com/afritada/wheretoeat,,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/tomato-sauce,https://www.tasteatlas.com/Potatoes,https://www.tasteatlas.com/bell-peppers,https://www.tasteatlas.com/Carrots,,,,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/46bce93d102c432885fd501717da1d6b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,
https://www.tasteatlas.com/sinigang-na-baboy,https://cdn.tasteatlas.com//images/dishes/906dd0157c7f4dbe8f95e0ca5722b05f.jpg?mw=660,56,Meat Soup,https://www.tasteatlas.com/meat-soups,Sinigang na baboy,4.8,Best in   (Quezon City),Max's Restaurant,https://www.tasteatlas.com/MaxsRestaurant,"This variety of sinigang - Filipino savory and sour soup - consists of various pork cuts that are simmered along tamarind fruit. Tomatoes, onions, garlic, okra, white radish, water spinach and green long peppers are also commonly used for this sou...",https://www.tasteatlas.com/sinigang-na-baboy/wheretoeat,,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/tamarind,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/Okras,,,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/3bc14d735a994464870f3aae64819a42.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,
https://www.tasteatlas.com/bopis,https://cdn.tasteatlas.com//images/dishes/7f01e3750f7342e8a57152ea374f2e47.jpg?mw=660,57,Stew,https://www.tasteatlas.com/Stews,Bopis,4.4,Best in   (Legazpi),1st Colonial Grill,https://www.tasteatlas.com/1st-colonial-grill,"Bopis is a traditional Filipino dish which usually consists of animal’s (usually beef or pork) heart and lungs that are stewed alongside garlic, onions, and a variety of vegetables and spices. Eaten throughout the country, the dish appears i...",https://www.tasteatlas.com/bopis/wheretoeat,,https://www.tasteatlas.com/organ-meats,https://www.tasteatlas.com/Vinegar,https://www.tasteatlas.com/fish-sauces,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/Carrots,,,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,
https://www.tasteatlas.com/pancit-malabon,https://cdn.tasteatlas.com//images/dishes/9e885ea1983c4d17b1c03a55e1acaa62.jpg?mw=660,58,Noodle Dish,https://www.tasteatlas.com/Noodles,Pancit malabon,4.0,Best in   (Malabon),Nanay's Pancit Malabon,https://www.tasteatlas.com/NanaysPancitMalabon,"Pancit Malabon belongs to a broad group of traditional Filipino stir-fried noodle dishes. It is prepared with thick rice noodles doused in a flavorful shrimp-infused sauce and usually incorporates various seafood ingredients such as shrimps, squid...",https://www.tasteatlas.com/pancit-malabon/wheretoeat,,https://www.tasteatlas.com/Noodles-shapes,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/shrimps,https://www.tasteatlas.com/fish-sauces,https://www.tasteatlas.com/Cabbages,https://www.tasteatlas.com/chicharron,https://www.tasteatlas.com/malabon,Malabon,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/c388cecc9404401d92c1d14a28853e03.png?h=120&w=120,
https://www.tasteatlas.com/pancit-lomi,https://cdn.tasteatlas.com//images/dishes/2fe4d125421243e1ab55e02ffc320aa0.jpg?mw=660,59,Noodle Dish,https://www.tasteatlas.com/Noodles,Pancit lomi,4.2,Best in   (Lipa),Liam's Lomi House,https://www.tasteatlas.com/liams-lomi-house,"Pancit lomi is a hearty Filipino soup consisting of fresh egg noodles served in a rich, flavorful broth. Many regional varieties are thickened with flour or eggs and incorporate pork or chicken, sliced pork liver, and a variety of vegetables. The ...",https://www.tasteatlas.com/pancit-lomi/wheretoeat,,https://www.tasteatlas.com/Noodles-shapes,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/organ-meats,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/Cabbages,https://www.tasteatlas.com/Carrots,,,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,
https://www.tasteatlas.com/sapin-sapin,https://cdn.tasteatlas.com//Images/Dishes/0e5561646d3844a0895a9bdc6e92b545.jpg?mw=660,60,Dessert,https://www.tasteatlas.com/Desserts,Sapin-sapin,4.5,Best in   (Malabon),Original Dolor®’s,https://www.tasteatlas.com/DolorsKakanin,"The colorful sapin-sapin is a unique Filipino rice cake. It is made with a simple batter of rice and coconut milk, and usually consists of three separate layers which are tinted and flavored with different colors and aromas. The most popular combi...",https://www.tasteatlas.com/sapin-sapin/wheretoeat,,https://www.tasteatlas.com/rice-flours,https://www.tasteatlas.com/coconut-milk,https://www.tasteatlas.com/condensed-milk,https://www.tasteatlas.com/vanilla,https://www.tasteatlas.com/yams,https://www.tasteatlas.com/latik,https://www.tasteatlas.com/province-of-abra,Abra,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bc2b9a3ae21642f9819aff5afd874137.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/a13c5e129e9248b1b643b5e2a65df4e7.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/ff586fdc2144485eb3825093d6617904.png?h=120&w=120,
