search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/flygande-jakob,https://cdn.tasteatlas.com//images/dishes/4e34e98494d940c993c750b3e4932b51.jpg?mw=660,38,Casserole,https://www.tasteatlas.com/casserole,Flygande Jakob,,"Flygande Jakob or  is a Swedish casserole made with a combination of chicken, chili sauce, bananas, bacon, cream, and roasted peanuts. The dish is baked in an oven, then served with rice and a green salad on the side. This unu...",https://www.tasteatlas.com/flygande-jakob/wheretoeat,,,,,,,,,,,,,flying Jacob,,,,n/a
https://www.tasteatlas.com/biff-a-la-lindstrom,https://cdn.tasteatlas.com//images/dishes/0e04fd13b5794ff3afdd83f1eb309d03.jpg?mw=660,39,Beef Dish,https://www.tasteatlas.com/beef-dishes,Biff à la Lindström,4.1,"A classic Swedish dish, biff à la Lindström is a piquant Swedish burger, which distinguishes itself from other burgers in its use of pickled beets and capers that add a unique flavor to it. Minced beef, eggs, chopped onions, pickled be...",https://www.tasteatlas.com/biff-a-la-lindstrom/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/pizza-vulkanen,https://cdn.tasteatlas.com//images/dishes/a0e3a9551fae40e2bd2a187880f1f4e6.jpg?mw=660,40,Pizza,https://www.tasteatlas.com/Pizzas,Pizza Vulkanen,,"Invented by chef Halmat Givra of  restaurant in Piteå, volcano pizza is a visually impressive dish with extra everything – there are pockets of cheese and ham, salami, bacon, and beef tenderloin in a wid...",https://www.tasteatlas.com/pizza-vulkanen/wheretoeat,,,,,,,,,,,,,Nya Gul & Blå,https://www.tasteatlas.com/pitea,,Piteå,n/a
https://www.tasteatlas.com/klenat,https://cdn.tasteatlas.com//Images/Dishes/4eff9dc0434e4df9b9c5bc26b96a9f52.jpg?mw=660,41,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Klenät,,"The rhomb-shaped, crispy  is a popular deep-fried pastry enjoyed in many Nordic countries. Made with the buttery yeasted dough, often enriched with various liqueurs, it is primarily rolled, shaped into a knotted trapezoid, and ...",https://www.tasteatlas.com/klenat/wheretoeat,,,,,,,,,,,,,klenät,,,,n/a
https://www.tasteatlas.com/kavring,https://cdn.tasteatlas.com//images/dishes/c0a6453438c242fe9799aba50e1f7c24.jpg?mw=660,42,Bread,https://www.tasteatlas.com/Breads,Kavring,,"Kavring is a classic Swedish bread that started by traveling through the Nordic countries. It originated as a crisp rye bread in Norway, and then, in the late 1800s, it evolved into a slightly sweet, tender, and fragrant loaf in southern Sweden. T...",https://www.tasteatlas.com/kavring/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/skane-county,https://cdn.tasteatlas.com/Images/Emblems/54423cf5415842e38a13bfc2c9cbf1bc.png,Skåne County,n/a
https://www.tasteatlas.com/polsa,https://cdn.tasteatlas.com//images/dishes/f41024315a654824b4e42986db00fabc.jpg?mw=660,43,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Pӧlsa,,"Pölsa is a classic Swedish dish made with ground beef or pork that is mixed with liver and hearts, combined with beef stock, chopped onions, barley grains, white pepper, marjoram, and ground allspice. The dish is believed to have its roots in...",https://www.tasteatlas.com/polsa/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kottsoppa,https://cdn.tasteatlas.com//images/dishes/06f1fa1230454b14b2c59caf5ae87e65.jpg?mw=660,44,Meat Soup,https://www.tasteatlas.com/meat-soups,Kӧttsoppa,,"Köttsoppa is a hearty meat and vegetable soup that is commonly served in Sweden for lunch or dinner. The usual ingredients for its preparation include boiled meat, typically beef, chopped carrots, onions, parsnip, celery, and leeks, cooked in...",https://www.tasteatlas.com/kottsoppa/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/flaskpannkaka,https://cdn.tasteatlas.com//images/dishes/bebd99df74284c889eee72f20a3ffea4.jpg?mw=660,45,Pancake,https://www.tasteatlas.com/pancakes,Fläskpannkaka,3.5,"A beloved Swedish classic called fläskpannkaka is a thick and fluffy pork pancake. The pancake batter is made with flour, eggs, milk, salt, and butter. It is evenly distributed over crispy pork or bacon in a pan, then baked until golden. This...",https://www.tasteatlas.com/flaskpannkaka/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bostongurka,https://cdn.tasteatlas.com//images/dishes/c3555398ea294b91bc72770870a45385.jpg?mw=660,46,Relish,https://www.tasteatlas.com/relishes,Bostongurka,3.8,"Bostongurka is a Swedish relish made with pickled gherkins, onions, red bell peppers, and spices such as mustard seeds. The relish was invented by a Swedish company named Felix, basing it on a Hungarian recipe. Originally, Bostongurka was prepared...",https://www.tasteatlas.com/bostongurka/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/punschrulle,https://cdn.tasteatlas.com//images/dishes/82e2b6d4e5e24b94b7ee1dc0ec1525f5.jpg?mw=660,47,Cookie,https://www.tasteatlas.com/Cookies,Punschrulle,3.9,"These Swedish cookies are covered in green marzipan while the inside is filled with a combination of crumbled cookies or cakes, cocoa, and Swedish liqueur that combines arrack, neutral alcohol, sugar, water, and wine—and wh...",https://www.tasteatlas.com/punschrulle/wheretoeat,,,,,,,,,,,,,punsch -,,,,
https://www.tasteatlas.com/hallongrotta,https://cdn.tasteatlas.com//images/dishes/0f891f6997974c84bb114496ed66dccb.jpg?mw=660,48,Cookie,https://www.tasteatlas.com/Cookies,Hallongrotta,4.1,"Hallongrotta is the name for Swedish cookies which have been prepared and consumed at least since the 1800s, at Swedish coffee parties called . The cookies are typically made with butter, flour, baking powder, sugar, vanilla, and ...",https://www.tasteatlas.com/hallongrotta/wheretoeat,,,,,,,,,,,,,kafferep,,,,
https://www.tasteatlas.com/skomakarlada,https://cdn.tasteatlas.com//images/dishes/3f33765c932c4750bb45e55809d1b3cd.jpg?mw=660,49,Beef Dish,https://www.tasteatlas.com/beef-dishes,Skomakarlåda,,Skomakarlåda is a traditional Swedish dish consisting of a beef slice that is served with gravy on a bed of mashed potatoes. It is typically topped with diced bacon and chopped pieces of leek. The dish is considered a homemade specialty in S...,https://www.tasteatlas.com/skomakarlada/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/gubbrora,https://cdn.tasteatlas.com//images/dishes/21b986eb7c3144e48e1f4460e4442106.jpg?mw=660,50,Appetizer,https://www.tasteatlas.com/Appetizers,Gubbröra,,"Gubbröra is a traditional appetizer originating from Sweden. It's usually made with a combination of anchovies, hard-boiled eggs, onions, sour cream, chives, dill, and white pepper. The salted anchovies are cut into small pieces and mixed wit...",https://www.tasteatlas.com/gubbrora/wheretoeat,https://www.tasteatlas.com/anchovies,https://cdn.tasteatlas.com/images/ingredientgroups/9d1bd646966e4ee890a98352232dfc61.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/sillsalat,https://cdn.tasteatlas.com//images/dishes/e15e0fedddb54422b29a37bcd5bd2841.jpg?mw=660,51,Salad,https://www.tasteatlas.com/Salads,Sillsalat,,"Traditionally served on the Christmas smörgåsbord, sillsalat is a Swedish salad that combines finely sliced or minced pickled herring with diced boiled potatoes, pickled beets, pickles, apples, and chopped onions. All the ingredients ar...",https://www.tasteatlas.com/sillsalat/wheretoeat,https://www.tasteatlas.com/preserved-herrings,https://cdn.tasteatlas.com/images/ingredientgroups/b5ce5e3a128a4cc1b6631bd0bfea0b6e.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,https://www.tasteatlas.com/Picklings,https://cdn.tasteatlas.com/images/dishgroups/ed693cb967654e728565a8ad08057db4.png?h=120&w=120,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/kalvsylta,https://cdn.tasteatlas.com//images/dishes/f1c3862a8b84421aa4d3f394b5de3f62.jpg?mw=660,52,Veal Dish,https://www.tasteatlas.com/veal-dishes,Kalvsylta,,"Jellied veal, or kalvsylta in Swedish, is a simple meat dish made with minced veal that is simmered in meat stock along with gelatin and seasonings. The jellied veal is then placed in a mold and cooled before serving. Traditionally served with oth...",https://www.tasteatlas.com/kalvsylta/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/langkal,https://cdn.tasteatlas.com//images/dishes/7673d0de8b42474c9d5ffc767eefceca.jpg?mw=660,53,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Långkål,,"Långkål is a traditional Swedish dish originating from Halland. It's made with a combination of kale, stock, butter, cream, sugar, salt, and white pepper. The kale is boiled in stock until soft, chopped up, then fried in butter, lard, ...",https://www.tasteatlas.com/langkal/wheretoeat,https://www.tasteatlas.com/Kale,https://cdn.tasteatlas.com/images/ingredientgroups/701848c621f34e81afb592bc9e82225c.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/white-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/c2d23bb0f25c4d1389eb94230df1d272.png?h=120&w=120,,https://www.tasteatlas.com/halland-county,https://cdn.tasteatlas.com/Images/Emblems/284c1311b3e244c991fd2af949caca66.png,Halland County,n/a
https://www.tasteatlas.com/flasklagg-med-rotmos,https://cdn.tasteatlas.com//images/dishes/5611eda415c04478a4fb1042ee81d213.jpg?mw=660,54,Pork Dish,https://www.tasteatlas.com/pork-dishes,Fläsklägg med rotmos,,"This classic Swedish dish consists of ham hock that is served with mashed root vegetables on the side. The ham hock is typically cured and cooked together with onions, carrots, allspice, and bay leaves, while the root mash usually combines rutabag...",https://www.tasteatlas.com/flasklagg-med-rotmos/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/allspice,https://cdn.tasteatlas.com/images/ingredientgroups/9f382c998e6b46b79ab26b34cd3b0c2c.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/rutabagas,https://cdn.tasteatlas.com/images/ingredientgroups/b77720f99126418480274a6309dc0f3f.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/blodplattar,https://cdn.tasteatlas.com//images/dishes/bc872282d08c4ebbac3a4b50e627630f.jpg?mw=660,55,Pancake,https://www.tasteatlas.com/pancakes,Blodplättar,,"Blood pancakes are enjoyed throughout Sweden, Finland, and Norway. They are prepared with a regular pancake batter that is elevated with the addition of animal blood. Whether they are formed as thinner, crêpe-like pancakes or as smaller, che...",https://www.tasteatlas.com/blodplattar/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/flaskkorv,https://cdn.tasteatlas.com//images/dishes/33c992045f674dd3b71a8e2eacd147eb.jpg?mw=660,56,Sausage,https://www.tasteatlas.com/Sausages,Fläskkorv,,"Fläskkorv is one of Sweden’s traditional raw sausages along with , , and . As its name suggests, this type of sausage is mainly composed of pork meat and fat which is seasoned ...",https://www.tasteatlas.com/flaskkorv/wheretoeat,,,,,,,,,,,,,julkorv,,,,n/a
https://www.tasteatlas.com/fruktsoppa,https://cdn.tasteatlas.com//images/dishes/17ef60257dec426fbb27454fb3b29eb3.jpg?mw=660,57,Sweet Soup,https://www.tasteatlas.com/sweet-soups,Fruktsoppa,,"A sweet fruit soup traditionally prepared during holidays and for various celebrations in Sweden, fruktsoppa is often served on the Swedish Christmas buffet. This dish is similar to a fruit compote, composed of a combination of dried fruits, usual...",https://www.tasteatlas.com/fruktsoppa/wheretoeat,https://www.tasteatlas.com/Apricots,https://cdn.tasteatlas.com/images/ingredientgroups/0a0cb8afaa784da8896f7d5404da7ef1.png?h=120&w=120,https://www.tasteatlas.com/Prunes,https://cdn.tasteatlas.com/images/ingredientgroups/75fe720786dd42e0896eef781fd7e6b2.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/grisfotter,https://cdn.tasteatlas.com//images/dishes/06c34195f4d448228cda5855d2676c75.jpg?mw=660,58,Pork Dish,https://www.tasteatlas.com/pork-dishes,Grisfötter,,"Grisfötter is a traditional Swedish delicacy typically served on the Swedish Christmas smörgåsbord. This dish consists of salted pig’s trotters, which are simmered for several hours until tender. Once cooked, the meat is pick...",https://www.tasteatlas.com/grisfotter/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/skansk-spettkaka,https://cdn.tasteatlas.com//Images/Dishes/37e060b4554f4f4e88b0f6281f31e3fc.jpg?mw=660,59,Cake,https://www.tasteatlas.com/cakes,Skånsk spettkaka,,"Skånsk spettkaka or  is a visually appealing conical cake from Scania, Sweden, traditionally made using only fresh eggs, sugar, and potato flour. This spit cake has been baked in Sweden since the 1600s, and the first rec...",https://www.tasteatlas.com/skansk-spettkaka/wheretoeat,,,,,,,,,,,,,pyramid cake,https://www.tasteatlas.com/skane-county,https://cdn.tasteatlas.com/Images/Emblems/54423cf5415842e38a13bfc2c9cbf1bc.png,Skåne County,n/a
https://www.tasteatlas.com/anglamat,https://cdn.tasteatlas.com//images/dishes/ad8c4f21d13c4aa6a07c53c6de50aa50.jpg?mw=660,60,Dessert,https://www.tasteatlas.com/Desserts,Änglamat,,"Tilslørte bondepiker is a traditional Scandinavian dessert that's popular in Norway, Sweden, and Denmark. It's made with three simple ingredients that are staples of most Norwegian kitchens – breadcrumbs (often mixed with cinnamon), w...",https://www.tasteatlas.com/anglamat/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/halv-special,https://cdn.tasteatlas.com//images/dishes/af374ac7293e4e7186a33ab7c0163d9a.jpg?mw=660,61,Hot Dog,https://www.tasteatlas.com/hot-dogs,Halv special,,"Halv special is a Swedish hot dog variety that consists of a standard hot dog, but with a twist – it's covered in mashed potatoes. The word  means , but there's also a version called hel special, with  m...",https://www.tasteatlas.com/halv-special/wheretoeat,,,,,,,,,,,,,halv,https://www.tasteatlas.com/gothenburg,https://cdn.tasteatlas.com/images/emblems/e51d4d0d6e964755b2fbb448a4651714.png,Gothenburg,n/a
https://www.tasteatlas.com/aggost,https://cdn.tasteatlas.com//images/dishes/eec97a6bc24c4b0490c930fe809c7d45.jpg?mw=660,62,Dessert,https://www.tasteatlas.com/Desserts,Äggost,,"Äggost, meaning , is the pride and joy of the region of Bohuslän where everyone enjoys it on special occasions and during holidays such as Christmas, Easter, and Midsummer. This delicious treat is typically made with a...",https://www.tasteatlas.com/aggost/wheretoeat,,,,,,,,,,,,,egg cheese,,,,n/a
https://www.tasteatlas.com/kroppkaka,https://cdn.tasteatlas.com//images/dishes/57c412e0cbaa4b32aef121c5f6910d13.jpg?mw=660,63,Dumplings,https://www.tasteatlas.com/Dumplings,Kroppkaka,,"Kroppkaka is a popular Swedish dish from the island of Öland, the smallest province in Sweden. There are many recipes for this dish, but it usually consists of potato-based dumplings that are stuffed with fried onions, bacon, allspice, and wh...",https://www.tasteatlas.com/kroppkaka/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/allspice,https://cdn.tasteatlas.com/images/ingredientgroups/9f382c998e6b46b79ab26b34cd3b0c2c.png?h=120&w=120,https://www.tasteatlas.com/white-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/c2d23bb0f25c4d1389eb94230df1d272.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,,https://www.tasteatlas.com/oland-island,,Öland Island,n/a
https://www.tasteatlas.com/skansk-applekaka,https://cdn.tasteatlas.com//images/dishes/6d3dfcf400044237a3d6813f1eb7b1f9.jpg?mw=660,64,Dessert,https://www.tasteatlas.com/Desserts,Skånsk äppelkaka,,"Hailing from Skåne region, this local version of a traditional apple cake combines apples with sugar, breadcrumbs or crumbled rye bread, butter, and cinnamon. The apples are mashed or sliced and then layered with a sweetened mixture of bread...",https://www.tasteatlas.com/skansk-applekaka/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/skane-county,https://cdn.tasteatlas.com/Images/Emblems/54423cf5415842e38a13bfc2c9cbf1bc.png,Skåne County,n/a
https://www.tasteatlas.com/bruna-bonor-och-flask,https://cdn.tasteatlas.com//images/dishes/2897ec3778c14723a98cbf66b6fa5c21.jpg?mw=660,65,Pork Dish,https://www.tasteatlas.com/pork-dishes,Bruna bönor och fläsk,,"Bruna bönor och fläsk is a traditional Swedish dish made with a combination of brown beans, salt, vinegar, sugar, pork belly, butter, and potatoes. The beans are boiled until tender, then seasoned with sugar and vinegar. The pork belly i...",https://www.tasteatlas.com/bruna-bonor-och-flask/wheretoeat,https://www.tasteatlas.com/bruna-bonor-fran-oland,https://cdn.tasteatlas.com/images/dishes/2772b28aaeea42c0a8476ada103981e7.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/semmelwrap,https://cdn.tasteatlas.com//images/dishes/31be5eb96c1d420b86524aaea310d243.jpg?mw=660,66,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Semmelwrap,,"Semmelwrap is a Swedish pastry and a modern twist on the classic  bun, which is traditionally consumed on Shrove Tuesday. Unlike semla, the dough for semmelwrap is rolled very thin, then lightly baked and rolled into a wrap, which is...",https://www.tasteatlas.com/semmelwrap/wheretoeat,,,,,,,,,,,,,semla,https://www.tasteatlas.com/stockholm,https://cdn.tasteatlas.com/images/emblems/f5913499161340ffa0110f1fdc885a65.png,Stockholm,n/a
https://www.tasteatlas.com/calskrove,https://cdn.tasteatlas.com//images/dishes/81f6c401230749ddabd189419e45e32c.jpg?mw=660,67,Pizza,https://www.tasteatlas.com/Pizzas,Calskrove,,"This behemoth of a meal is an invention of the  restaurant from the Swedish town of Skellefteå. It consists of a calzone pizza that is stuffed with hamburgers (along with bread, toppings, and dressings) and French fries. T...",https://www.tasteatlas.com/calskrove/wheretoeat,,,,,,,,,,,,,Tre Kronor,https://www.tasteatlas.com/skelleftea,https://cdn.tasteatlas.com/images/emblems/da934036e8c24be88dbf2742416e5e0a.png,Skellefteå,n/a
https://www.tasteatlas.com/mandelmusslor,https://cdn.tasteatlas.com//images/dishes/d694c39180e8427280f0401ac60bd27a.jpg?mw=660,68,Cookie,https://www.tasteatlas.com/Cookies,Mandelmusslor,,"Mandelmusslor are traditional cookies originating from Sweden. They're made with a combination of wheat flour, sugar, ground almonds, butter, and eggs. The ingredients are shaped into a smooth dough, and the dough is then pressed into fluted tart ...",https://www.tasteatlas.com/mandelmusslor/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,,,,n/a
https://www.tasteatlas.com/mandelkubb,https://cdn.tasteatlas.com//images/dishes/08a119de57ea49e09c835b12a1059fd8.jpg?mw=660,69,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Mandelkubb,,Mandelkubb is a traditional Swedish pastry characterized by its bittersweet flavor. It is best described as an almond bun. Its name and its distinct flavor are both derived from the main ingredient – bitter almonds. These are crushed and mix...,https://www.tasteatlas.com/mandelkubb/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/svartsoppa,https://cdn.tasteatlas.com//images/dishes/9871702298244b5397ce18a260dd62ee.jpg?mw=660,70,Offal Soup,https://www.tasteatlas.com/offal-soups,Svartsoppa,,"Svartsoppa is a blood soup that is traditionally served as the first course of Swedish goose dinner, enjoyed annually on St Martin’s Eve. Mostly associated with the region of Skåne, this soup is typically made with goose blood (sometim...",https://www.tasteatlas.com/svartsoppa/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/skane-county,https://cdn.tasteatlas.com/Images/Emblems/54423cf5415842e38a13bfc2c9cbf1bc.png,Skåne County,n/a
https://www.tasteatlas.com/budapestbakelse,https://cdn.tasteatlas.com//images/dishes/129ce6eece264fe491cd9e2178a3488c.jpg?mw=660,71,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Budapestbakelse,,"Despite its name, Budapestbakelse is not a specialty coming from Hungary’s capital, but Sweden. Often referred to as , this delicious dessert consists of a pastry made with creamy meringue and toasted hazelnuts, filled ...",https://www.tasteatlas.com/budapestbakelse/wheretoeat,,,,,,,,,,,,,Budapest roll,,,,n/a
https://www.tasteatlas.com/svamptoast,https://cdn.tasteatlas.com//images/dishes/f4de83bf1794449290c169e54f1314c8.jpg?mw=660,72,Sandwich,https://www.tasteatlas.com/sandwiches,Svamptoast,,"Svamptoast is a traditional Swedish open-faced sandwich. It's usually made with a combination of chanterelles or wild mushrooms, bread, butter, onions, heavy cream, parsley, lemon juice, salt, and pepper. The mushrooms are chopped and sauté...",https://www.tasteatlas.com/svamptoast/wheretoeat,https://www.tasteatlas.com/chanterelles,https://cdn.tasteatlas.com/images/ingredientgroups/663900a4ace04d8a80917486eb84dfa9.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/heavy-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d022e931aba84bc5a866b4bfdd9e88a0.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/napoleonbakelse,https://cdn.tasteatlas.com//images/dishes/cf25a0df20934da7895955cdeda84162.jpg?mw=660,73,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Napoleonbakelse,,"A layered pastry know as Napoleonbakelse is a Swedish version of the French . The flaky pastry is made with flour, butter, water, egg yolks, salt, and lemon juice or vinegar. Once baked, the pastry is cut into rectangles, whi...",https://www.tasteatlas.com/napoleonbakelse/wheretoeat,,,,,,,,,,,,,mille-feuille,,,,n/a
