search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,item-location href,item-location src,item-location,search-results__item-description 2,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/kartoffelsalat,https://cdn.tasteatlas.com//images/dishes/d55ebd4e29a84257b422d093049f98d0.jpg?mw=660,24,Salad,https://www.tasteatlas.com/Salads,Kartoffelsalat,4.1,Best in   (Nuremberg),Bratwursthäusle,https://www.tasteatlas.com/Bratwursthausle,"Kartoffelsalat is a traditional German potato salad hailing from the region of Swabia in Southern Germany. It typically consists of boiled and sliced potatoes, chopped onions, beef broth, white vinegar, oil, mild German mustard, sugar, and pepper....",READ MORE,https://www.tasteatlas.com/kartoffelsalat/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,https://www.tasteatlas.com/baden-wurttemberg,https://cdn.tasteatlas.com/images/emblems/063e23a44b8a4d39b6b8e51136f82829.png,Baden-Württemberg,,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,
https://www.tasteatlas.com/apfelkuchen,https://cdn.tasteatlas.com//images/dishes/9431647425da41eca54ec0e194dc9c2d.jpg?mw=660,25,Cake,https://www.tasteatlas.com/cakes,Apfelkuchen,4.5,Best in   (Oldsum),Stellys Hüüs,https://www.tasteatlas.com/StellysHuus,"German apple cake is a delightful combination of dense, buttery dough and sliced, halved, or diced apples. Depending on the region, the cake is often dusted with cinnamon sugar, covered in crumbly , or doused in vanilla-flavored c...",READ MORE,https://www.tasteatlas.com/apfelkuchen/wheretoeat,,,,,,,,,,,,,,streusel,,,
https://www.tasteatlas.com/kartoffelkloe,https://cdn.tasteatlas.com//images/dishes/fcad82d8615348e09e7cb3e8086b70ff.jpg?mw=660,26,Dumplings,https://www.tasteatlas.com/Dumplings,Kartoffelklöße,4.4,Best in   (Munich),Schneider Bräuhaus,https://www.tasteatlas.com/SchneiderBrauhaus,"Kartoffelklöße or kartoffelknödel are traditional German potato dumplings that are consumed all over the country but are especially popular in Bavaria, Thuringia, and the Rhineland area. Depending on the variation, the dumplings ma...",READ MORE,https://www.tasteatlas.com/kartoffelkloe/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/potato-flours,https://cdn.tasteatlas.com/images/ingredientgroups/2b484794801a4932a1a59a33f6e1372f.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,,,,,,,
https://www.tasteatlas.com/bratkartoffeln,https://cdn.tasteatlas.com//images/dishes/f3d4da8b29c147e09c10990fbd5baa3e.jpg?mw=660,27,Side Dish,https://www.tasteatlas.com/Sides,Bratkartoffeln,4.4,Best in   (Hamburg),Opitz,https://www.tasteatlas.com/opitz,"Pan-fried potatoes are a classic, versatile German dish that is easily adapted with additional ingredients and comes in different flavor combinations. The potatoes are traditionally diced or sliced, then combined with bacon, ham, onions, vegetable...",READ MORE,https://www.tasteatlas.com/bratkartoffeln/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bockwurst,https://cdn.tasteatlas.com//Images/Dishes/d982a999ad144808bd4c949c46262d26.jpg?mw=660,28,Sausage,https://www.tasteatlas.com/Sausages,Bockwurst,3.7,,,,"Bockwurst is one of the most common sausage varieties enjoyed in Germany. The sausages were originally prepared with finely ground veal, but today they can employ various types of meat and numerous combinations of spices and fresh herbs. They come...",READ MORE,https://www.tasteatlas.com/bockwurst/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/berlin,https://cdn.tasteatlas.com/images/emblems/5c14c5ee7d154df180b76023d7468c41.png,Berlin,,,,
https://www.tasteatlas.com/wiener-wurstchen,https://cdn.tasteatlas.com//images/dishes/976eb563cd82455b80299a178652d540.jpg?mw=660,29,Sausage,https://www.tasteatlas.com/Sausages,Wiener Würstchen,4.0,,,,"Considered a variation on the traditional  (frankfurter sausage), wiener würstchen is the name of a German sausage that is typically prepared with a mixture of pork and beef. The combination is finely choppe...",READ MORE,https://www.tasteatlas.com/wiener-wurstchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/frankfurt,https://cdn.tasteatlas.com/images/emblems/511b40cb337c436cb4dae8cfc86f6b91.png,Frankfurt,frankfurter würstchen,,,
https://www.tasteatlas.com/matzah-ball,https://cdn.tasteatlas.com//images/dishes/2ed427796fa84aff986d6544e34b9f6c.jpg?mw=660,30,Soup,https://www.tasteatlas.com/Soups,Matzah Ball Soup,3.9,Best in   (Berlin),Mogg,https://www.tasteatlas.com/mogg,"The center of every Jewish Seder—Passover meal—is a bowl of chicken broth with large matzah balls. The dish is deeply rooted in Jewish tradition, and it is believed that it originated among the Ashkenazi Jews who invented it as an adap...",READ MORE,https://www.tasteatlas.com/matzah-ball/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/fischbrotchen,https://cdn.tasteatlas.com//images/dishes/3f10f33c272640879f4261cf86e4d15a.jpg?mw=660,31,Sandwich,https://www.tasteatlas.com/sandwiches,Fischbrötchen,3.8,Best in   (Hamburg),Brücke 10,https://www.tasteatlas.com/brucke-10,"Fischbrötchen is a commonly consumed sandwich in Northern Germany, made with fish and a variety of other ingredients such as pickles, remoulade, onions, lettuce, or horseradish. The ingredients are typically placed in round or elongated bread...",READ MORE,https://www.tasteatlas.com/fischbrotchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/schleswig-holstein,https://cdn.tasteatlas.com/images/emblems/ff1ce87283864edd93bb2b8d5ce75389.png,Schleswig-Holstein,,,,
https://www.tasteatlas.com/spanferkel,https://cdn.tasteatlas.com//images/dishes/e7242e0c48944638b5e412b5c9c413c4.jpg?mw=660,32,Pork Dish,https://www.tasteatlas.com/pork-dishes,Spanferkel,4.8,Best in   (Dresden),Sophienkeller im Taschenbergpalais,https://www.tasteatlas.com/SophienkellerImTaschenbergpalais,"Spanferkel is the German version of roasted suckling pig. Whether it is prepared cut or whole, the piglet is usually roasted in the oven or on a spit, and comes in numerous regional varieties that are often smothered in oil or butter, stuffed, the...",READ MORE,https://www.tasteatlas.com/spanferkel/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/curry-powders,https://cdn.tasteatlas.com/images/ingredientgroups/09b56b89a52c4d2191a3f0396ca9a473.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,,,,,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,
https://www.tasteatlas.com/obazda,https://cdn.tasteatlas.com//images/dishes/e919188787ad41fea097b44b6325eb8b.jpg?mw=660,33,Spread,https://www.tasteatlas.com/spreads,Obazda,4.1,,,,"This Bavarian cheese spread was originally invented to make use of ripened soft cheese. It consists of a creamy combination of butter, paprika, and typically Camembert and Brie, or optionally Romadur, Limburger, and sometimes even cottage cheese. ...",READ MORE,https://www.tasteatlas.com/obazda/wheretoeat,https://www.tasteatlas.com/camembert,https://cdn.tasteatlas.com/images/dishes/88438e14feaa4c90909f8232440914bc.png?h=120&w=120,https://www.tasteatlas.com/brie-de-meaux,https://cdn.tasteatlas.com/images/dishes/dee7e91ccaf649288dc0c6dc7c1e467e.png?h=120&w=120,https://www.tasteatlas.com/limburger,https://cdn.tasteatlas.com/images/dishes/1f4ba1003d9c41b89e6bab2f7cdb34c7.png?h=120&w=120,https://www.tasteatlas.com/romadur,https://cdn.tasteatlas.com/images/dishes/2c8c30c4685345d3925df5e92537e478.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/bavaria,https://cdn.tasteatlas.com/images/emblems/563f7d3882da4e19b19f6f4c2c5ff12f.png,Bavaria,,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,
https://www.tasteatlas.com/knockwurst,https://cdn.tasteatlas.com//Images/Dishes/1c46d7b4f3f7415291263991792be7d2.jpg?mw=660,34,Sausage,https://www.tasteatlas.com/Sausages,Knockwurst,4.0,,,,"Knockwurst or  is a preboiled German sausage made from ground pork, beef, or a combination of both. The sausage is heavily seasoned with garlic and has a high fat content. Unlike  and other similar sausages, kn...",READ MORE,https://www.tasteatlas.com/knockwurst/wheretoeat,,,,,,,,,,,,,,knackwurst,,,
https://www.tasteatlas.com/donauwelle,https://cdn.tasteatlas.com//images/dishes/77d7ae4a8b59481bb918a9fc9b599e40.jpg?mw=660,35,Cake,https://www.tasteatlas.com/cakes,Donauwelle,4.1,,,,"Donauwelle is a German and Austrian sheet cake. It consists of two pound cakes, one on the bottom, flavored with vanilla, and one on top of it, flavored with chocolate. Cherries, buttercream, and chocolate ganache are then added to the top, and as...",READ MORE,https://www.tasteatlas.com/donauwelle/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kassler,https://cdn.tasteatlas.com//images/dishes/ddc0a692de0e4a7f890078e44947682b.jpg?mw=660,36,Pork Dish,https://www.tasteatlas.com/pork-dishes,Kassler,4.0,,,,"Kassler is a traditional Oktoberfest dish made with cured and smoked pork. The meat is usually smoked with alder or beechwood. When served, pork is almost always accompanied by sauerkraut and mashed or boiled potatoes on the side. The origin of th...",READ MORE,https://www.tasteatlas.com/kassler/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/eisbein,https://cdn.tasteatlas.com//images/dishes/ff0dd8144a584d38b995e3ee0269369f.jpg?mw=660,37,Pork Dish,https://www.tasteatlas.com/pork-dishes,Eisbein,4.1,Best in   (Berlin),Gasthaus Krombach,https://www.tasteatlas.com/gasthaus-krombach,"Eisbein is a German dish, traditionally served in Berlin. The name, which when translated means  refers to a pork knuckle or pork hock which is first cured or pickled and then boiled with vegetables and herbs. In Berlin, the hock i...",READ MORE,https://www.tasteatlas.com/eisbein/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/allspice,https://cdn.tasteatlas.com/images/ingredientgroups/9f382c998e6b46b79ab26b34cd3b0c2c.png?h=120&w=120,https://www.tasteatlas.com/berlin,https://cdn.tasteatlas.com/images/emblems/5c14c5ee7d154df180b76023d7468c41.png,Berlin,ice leg,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,
https://www.tasteatlas.com/jagerschnitzel,https://cdn.tasteatlas.com//images/dishes/4d27fc7631314b6587c4728506032c6d.jpg?mw=660,38,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Jägerschnitzel,4.4,Best in   (Frankfurt am Main),Apfelwein Wagner,https://www.tasteatlas.com/ApfelweinWagner,"Jägerschnitzel is a traditional German version of schnitzel that is topped with a gravy called , meaning . Originally made with venison or wild boar, nowadays the most common types of meat u...",READ MORE,https://www.tasteatlas.com/jagerschnitzel/wheretoeat,,,,,,,,,,,,,,Jägersoße,,,
https://www.tasteatlas.com/butterkuchen,https://cdn.tasteatlas.com//Images/Dishes/9844ee1a85a644e7b95f77b023a30462.jpg?mw=660,39,Cake,https://www.tasteatlas.com/cakes,Butterkuchen,4.3,Best in   (Saarbrücken),Café Lolo,https://www.tasteatlas.com/CafeLolo,"Butterkuchen is a simple cake that is mostly sold in bakeries and typically enjoyed with afternoon coffee. In some parts of Germany, it has become such an integral part of life that it’s served for special occasions such as weddings and fune...",READ MORE,https://www.tasteatlas.com/butterkuchen/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/schaufele,https://cdn.tasteatlas.com//Images/Dishes/a671265f9946433e854781982b8f4047.jpg?mw=660,40,Pork Dish,https://www.tasteatlas.com/pork-dishes,Schäufele,4.2,Best in   (Nuremberg),Schäufelewärtschaft,https://www.tasteatlas.com/schaufelewartschaft,"Schäufele is a traditional dish from the south of Germany, using pig’s shoulder as the main ingredient. Depending on the region, the meat can be cured and smoked beforehand, seasoned, and then it is either roasted or boiled. Additional ...",READ MORE,https://www.tasteatlas.com/schaufele/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,,,,,https://www.tasteatlas.com/chicken-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/26ef22f9ecfa4b85961173e2165f1ab8.png?h=120&w=120,
https://www.tasteatlas.com/zimtsterne,https://cdn.tasteatlas.com//images/dishes/fe20a460c6294b7aa6ca729f6eae8b3e.jpg?mw=660,41,Cookie,https://www.tasteatlas.com/Cookies,Zimtsterne,4.1,,,,"Zimtsterne are crispy star-shaped German cookies. They are made with a combination of whipped egg whites that are mixed with sugar, cinnamon, ground nuts—traditionally almonds with the occasional addition of hazelnuts—and vanilla sugar...",READ MORE,https://www.tasteatlas.com/zimtsterne/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/Hazelnuts,https://cdn.tasteatlas.com/images/ingredientgroups/6e18a366b01e44b2b0c7fbdb8f22a5c6.png?h=120&w=120,,,,,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,
https://www.tasteatlas.com/quarkballchen,https://cdn.tasteatlas.com//images/dishes/6fc6ffc53482429a86784cef19c2c3db.jpg?mw=660,42,Snack,https://www.tasteatlas.com/Snacks,Quarkbällchen,4.3,,,,"Quarkbällchen, meaning , is a traditional German snack that is typically made by combining quark, flour, eggs, sugar, vanilla sugar, and baking powder. Milk, melted butter, cinnamon, lemon zest, and corn or potato starch a...",READ MORE,https://www.tasteatlas.com/quarkballchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/bavaria,https://cdn.tasteatlas.com/images/emblems/563f7d3882da4e19b19f6f4c2c5ff12f.png,Bavaria,quark balls,,,
https://www.tasteatlas.com/mettwurst,https://cdn.tasteatlas.com//images/dishes/144baa70a4ab4a519b438c78ac217929.jpg?mw=660,43,Sausage,https://www.tasteatlas.com/Sausages,Mettwurst,4.5,,,,"Mettwurst is a long and thin German sausage made with a combination of pork and beef, flavored with anything from garlic, pepper, marjoram, caraway, and mace to alcoholic beverages such as rum and cognac. The sausage is cured and cold smoked or ai...",READ MORE,https://www.tasteatlas.com/mettwurst/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bienenstich,https://cdn.tasteatlas.com//images/dishes/d383b22afa004cbc9c15652e632ca87b.jpg?mw=660,44,Cake,https://www.tasteatlas.com/cakes,Bienenstich,4.3,,,,"This classic German cake consists of a creamy filling that is enclosed between two layers of yeasted pastry dough. The cake is topped with a gooey combination of sugar or honey, cream, and slivered almonds, while the fillings typically include swe...",READ MORE,https://www.tasteatlas.com/bienenstich/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/gansebraten,https://cdn.tasteatlas.com//images/dishes/3ba0706b9df24f3ea4d1b8692199de21.jpg?mw=660,45,Goose Dish,https://www.tasteatlas.com/goose-dishes,Gänsebraten,4.2,,,,"Gänsebraten is a traditional German roast specialty consisting of a whole goose that has been brined, stuffed, and roasted to perfection. The goose is typically seasoned with various aromatic herbs and spices such as marjoram, thyme, nutmeg, ...",READ MORE,https://www.tasteatlas.com/gansebraten/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/buletten,https://cdn.tasteatlas.com//images/dishes/c3054524160d4aebb1057b449bceac18.jpg?mw=660,46,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Buletten,4.1,,,,"Berliner buletten are traditional German meat patties originating from Berlin. They're usually made with a combination of ground pork and beef, soaked bread rolls, eggs, sautéed onions, garlic, butter, parsley, caraway, salt, pepper, and oi...",READ MORE,https://www.tasteatlas.com/buletten/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/berlin,https://cdn.tasteatlas.com/images/emblems/5c14c5ee7d154df180b76023d7468c41.png,Berlin,,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,
https://www.tasteatlas.com/nurnberger-lebkuchen,https://cdn.tasteatlas.com//images/dishes/d25cbd1cf222408f9f189909349fbc62.jpg?mw=660,47,Cookie,https://www.tasteatlas.com/Cookies,Nürnberger Lebkuchen,4.3,,,,"The history of Nuremberg's gingerbread is closely tied to the city's role as a crossroad of several European trade routes, a position that bestowed the city with spices from distant countries. Nürnberger Lebkuchen are typically large, round g...",READ MORE,https://www.tasteatlas.com/nurnberger-lebkuchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/nuremberg,https://cdn.tasteatlas.com/images/emblems/f7fcd49a4ebc42b8a79e2f6546d52452.png,Nuremberg,,,,
https://www.tasteatlas.com/baumkuchen,https://cdn.tasteatlas.com//Images/Dishes/8c67b6d8146046a5a7719ff135a68298.jpg?mw=660,48,Cake,https://www.tasteatlas.com/cakes,Baumkuchen,4.2,Best in   (Wernigerode),Baumkuchenhaus,https://www.tasteatlas.com/Baumkuchenhaus,"The German version of spit cake, known as baumkuchen, is just one of many similar cakes found throughout Europe. There are various conflicting theories about its origin—one points in the direction of a German town called Salzwedel in the 19t...",READ MORE,https://www.tasteatlas.com/baumkuchen/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/nudelsuppe,https://cdn.tasteatlas.com//images/dishes/de7401d4633447e3a4caab3afcfd79e4.jpg?mw=660,49,Noodle Soup,https://www.tasteatlas.com/noodle-soups,Nudelsuppe,3.9,,,,"Nudelsuppe is a simple German noodle soup that typically consists of noodles in clear soup. Traditionally, the base for the soup is a rich chicken or beef broth with German soup vegetables or soup greens () such as carrots,...",READ MORE,https://www.tasteatlas.com/nudelsuppe/wheretoeat,https://www.tasteatlas.com/Poultry,https://cdn.tasteatlas.com/images/ingredientgroups/ce97fb1a7de24853979f61e8ea541fb0.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/parsnips,https://cdn.tasteatlas.com/images/ingredientgroups/c8df7467755a46948c91e21ae29dcec0.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,,,,Suppengrün,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,
https://www.tasteatlas.com/rote-grutze,https://cdn.tasteatlas.com//images/dishes/753af0b8690f4e699fc6579d9cbe8305.jpg?mw=660,50,Dessert,https://www.tasteatlas.com/Desserts,Rote Grütze,4.2,,,,"Rote grütze is a traditional dessert made mainly with redcurrants, which can be combined with other red summer berries such as raspberries, strawberries, blackcurrants, or blackberries. The fruit is mixed and cooked along with sugar and potat...",READ MORE,https://www.tasteatlas.com/rote-grutze/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/steckerlfisch,https://cdn.tasteatlas.com//images/dishes/a0fb44cd9e504fe3a0e7294ef47c99fe.jpg?mw=660,51,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Steckerlfisch,4.2,,,,"Steckerlfisch (from , meaning  or  in Bavarian) is a staple fish specialty in beer gardens and at folk fests and fairs throughout Germany, especially in the regions of Bavaria and Franconia. It...",READ MORE,https://www.tasteatlas.com/steckerlfisch/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/bavaria,https://cdn.tasteatlas.com/images/emblems/563f7d3882da4e19b19f6f4c2c5ff12f.png,Bavaria,steckerl,,,
https://www.tasteatlas.com/schwenkbraten,https://cdn.tasteatlas.com//images/dishes/fabead09ab0647bd82a67d80bcdd1e0f.jpg?mw=660,52,Pork Dish,https://www.tasteatlas.com/pork-dishes,Schwenkbraten,4.4,,,,"A barbecue specialty hailing from Saarland, schwenkbraten consists of marinated pork steaks that are grilled on a , a unique grill which is suspended from a tripod and swung over an open wood fire by a  (th...",READ MORE,https://www.tasteatlas.com/schwenkbraten/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/thyme,https://cdn.tasteatlas.com/images/ingredientgroups/45790b24a3b24deb93df46bad31f8b4c.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/saarland,https://cdn.tasteatlas.com/images/emblems/dd589af568554cdea4cf6d0d223bf80c.png,Saarland,schwenker,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,
https://www.tasteatlas.com/frankfurter-wurstchen,https://cdn.tasteatlas.com//images/dishes/2435974ef6974fa2bdb941c1cb106d16.jpg?mw=660,53,Sausage,https://www.tasteatlas.com/Sausages,Frankfurter Würstchen,4.1,,,,"As the name suggests, frankfurter würstchen is a variety of sausage hailing from Frankfurt, where it has been traditionally prepared for centuries. Lightly seasoned and slim, the sausage is made entirely with pork and is typically added into ...",READ MORE,https://www.tasteatlas.com/frankfurter-wurstchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/frankfurt,https://cdn.tasteatlas.com/images/emblems/511b40cb337c436cb4dae8cfc86f6b91.png,Frankfurt,,,,
https://www.tasteatlas.com/zwiebelkuchen,https://cdn.tasteatlas.com//Images/Dishes/76819712a7334a7aa09f85960c48f79e.jpg?mw=660,54,Savory Pie,https://www.tasteatlas.com/savory-pies,Zwiebelkuchen,3.8,Best in   (Berlin),Böse Buben Bar,https://www.tasteatlas.com/bose-buben-bar,"Although it translates to , German zwiebelkuchen is better described as a savory onion pie. The base of the dish is a thin, buttery crust that is usually made with yeasted dough. The center of the pie is filled with a combinatio...",READ MORE,https://www.tasteatlas.com/zwiebelkuchen/wheretoeat,,,,,,,,,,,https://www.tasteatlas.com/baden-wurttemberg,https://cdn.tasteatlas.com/images/emblems/063e23a44b8a4d39b6b8e51136f82829.png,Baden-Württemberg,onion cake,,,
