search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/trziske-brzole,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,32,Stew,https://www.tasteatlas.com/Stews,Tržiške bržole,"Tržiške bržole is a traditional Slovenian stew originating from the Tržič and Gorenjska (Upper Carniola) area. The stew is usually made with a combination of mutton, onions, garlic, juniper berries, bay leaves, stock, potatoes, summer savor...",https://www.tasteatlas.com/trziske-brzole/wheretoeat,https://www.tasteatlas.com/mutton,https://cdn.tasteatlas.com/images/ingredientgroups/82790d17b4894b93847171b62d7fdfb4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/juniper-berries,https://cdn.tasteatlas.com/images/ingredientgroups/1ef507bfb71f4ed4ae5013e2e5b1676e.png?h=120&w=120,https://www.tasteatlas.com/upper-carniola,Upper Carniola,,n/a
https://www.tasteatlas.com/vipavska-jota,https://cdn.tasteatlas.com//images/dishes/4f57888e68ea487eb643be3cd23d684c.jpg?mw=660,33,Stew,https://www.tasteatlas.com/Stews,Vipavska jota,"Vipavska jota is a traditional Slovenian thick soup or stew originating from the Vipava area. It's usually made with a combination of beans, potatoes, sauerkraut, lard, garlic, flour, bay leaves, salt, and pepper. The sauerkraut is boiled in salte...",https://www.tasteatlas.com/vipavska-jota/wheretoeat,https://www.tasteatlas.com/Beans,https://cdn.tasteatlas.com/images/ingredientgroups/beb3c7faee1444a98263bf3973fc3e5c.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/sauerkraut,https://cdn.tasteatlas.com/images/dishes/6c957380abbf401db35d842a763e6eed.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/vipava-vipava,Vipava,,n/a
https://www.tasteatlas.com/bujta-repa,https://cdn.tasteatlas.com//images/dishes/6f861461bc434be6a75733a10c909f02.jpg?mw=660,34,Porridge,https://www.tasteatlas.com/Porridge,Bujta repa,"This hearty porridge is traditionally prepared with a combination of sour turnip, millet, and pork bones that have some meat and fat on them such as pork head, skin, or neck cuts. The dish is usually seasoned with a preserve or a...",https://www.tasteatlas.com/bujta-repa/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/prekmurje,Prekmurje,zaseka -,n/a
https://www.tasteatlas.com/sireki,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,35,Cheese Dish,https://www.tasteatlas.com/cheese-dishes,Sireki,"Sireki is a traditional Slovenian snack or appetizer originating from the Slovenske Gorice area. It’s made with a combination of cottage cheese, salt, paprika, and cumin. The cheese is mashed with a fork, seasoned with spices, then shaped in...",https://www.tasteatlas.com/sireki/wheretoeat,https://www.tasteatlas.com/cottage-cheeses,https://cdn.tasteatlas.com/images/ingredientgroups/e176137b58cf40289899e813d0588113.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,https://www.tasteatlas.com/slovene-hills,Slovene Hills,,n/a
https://www.tasteatlas.com/stajerska-kisla-juha,https://cdn.tasteatlas.com//images/dishes/dcf205ff287a4c87a89c9aaa96b0c37f.jpg?mw=660,36,Soup,https://www.tasteatlas.com/Soups,Styrian Sour Soup (Štajerska kisla juha),"Štajerska kisla juha is a traditional Slovenian sour soup originating from Lower Styria. It’s usually made with a combination of pig’s trotters, pork head, garlic, onions, salt, pepper, marjoram, parsley, thyme, apple or wine vi...",https://www.tasteatlas.com/stajerska-kisla-juha/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/styria-slovenia,Styria,,n/a
https://www.tasteatlas.com/strudelj,https://cdn.tasteatlas.com//images/dishes/3b2f81f2aae14025b922c2584594d602.jpg?mw=660,37,Dessert,https://www.tasteatlas.com/Desserts,Strudelj,"As the name suggests, strudelj is the Slovenian version of , which is especially popular in the Vipava area. Since fruit is always at hand in the valley, sweet strudelj is one of the favorite desserts of the locals. Cherry strudelj...",https://www.tasteatlas.com/strudelj/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/municipality-of-vipava,Municipality of Vipava,strudel,n/a
https://www.tasteatlas.com/funsterc,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,38,Egg Dish,https://www.tasteatlas.com/egg-dishes,Funšterc,"Funšterc is a Slovenian omelet prepared with flour, water, eggs, and salt. The ingredients are mixed into a smooth batter which is then poured into a frying pan or a baking tin and baked in lard or oil. In the past, this omelet was especial...",https://www.tasteatlas.com/funsterc/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Beans,https://cdn.tasteatlas.com/images/ingredientgroups/beb3c7faee1444a98263bf3973fc3e5c.png?h=120&w=120,https://www.tasteatlas.com/upper-savinja-valley,Upper Savinja Valley,,n/a
https://www.tasteatlas.com/selinka,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,39,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Šelinka,"Šelinka or  is a Slovenian celery soup originating from the Vipava area. A long time ago, the soup was very popular, but now it has almost been forgotten. In the past, women used to prepare the soup for dinner, when it...",https://www.tasteatlas.com/selinka/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/municipality-of-vipava,Municipality of Vipava,šjelna,n/a
https://www.tasteatlas.com/gluhi-struklji,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,40,Dumplings,https://www.tasteatlas.com/Dumplings,Gluhi štruklji,"Gluhi štruklji or  is a Slovenian specialty originating from the Vipava area. The dumplings are made with a combination of flour, leavening agent, full-fat milk, eggs, oil, salt, sugar, butter, breadcrumbs, and ground ...",https://www.tasteatlas.com/gluhi-struklji/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/vipava-vipava,Vipava,snideno testo,n/a
https://www.tasteatlas.com/bovski-krafi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,41,Dessert,https://www.tasteatlas.com/Desserts,Bovški Krafi,"Bovški krafi is a traditional Slovenian dish originating from the town of Bovec. This dessert is made by filling pockets of dough with a combination of dried pears, corn meal, fried onions, ground walnuts, raisins, and a splash of rum. The ...",https://www.tasteatlas.com/bovski-krafi/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/bovec,Bovec,,n/a
https://www.tasteatlas.com/drazgoski-kruhek,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,42,Cookie,https://www.tasteatlas.com/Cookies,Dražgoški kruhek,"Dražgoški kruhek is a type of gingerbread that is prepared with honey-flavored dough, and it is usually enriched with various spices such as cloves or cinnamon. The gingerbread comes in different shape and sizes, but each is skillfully impr...",https://www.tasteatlas.com/drazgoski-kruhek/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/drazgose,Dražgoše,,n/a
https://www.tasteatlas.com/korejevec,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,43,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Korejevec,"Korejevec is a traditional Slovenian soup originating from the Kozje region. It's usually made with a combination of yellow and red carrots, shallots, garlic, wine vinegar, beans, flour, paprika, lard, cracklings, bay leaves, marjoram, salt, and p...",https://www.tasteatlas.com/korejevec/wheretoeat,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Beans,https://cdn.tasteatlas.com/images/ingredientgroups/beb3c7faee1444a98263bf3973fc3e5c.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/white-wine-vinegars,https://cdn.tasteatlas.com/images/ingredientgroups/5ec7d5e7a1c44fa9b25bcef37eeb02aa.png?h=120&w=120,https://www.tasteatlas.com/kozje,Kozje,,n/a
https://www.tasteatlas.com/aleluja,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,44,Soup,https://www.tasteatlas.com/Soups,Aleluja,"Aleluja (lit. Hallelujah) is a traditional Slovenian soup originating from the Dolenjska region. This typical Easter soup is prepared with water in which the Easter ham was cooked, dried turnip peels, salt, pepper, seasonal vegetables, eggs, and f...",https://www.tasteatlas.com/aleluja/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/dolenjske-toplice,Dolenjske Toplice,,n/a
https://www.tasteatlas.com/kozjanski-krapi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,45,Dumplings,https://www.tasteatlas.com/Dumplings,Kozjanski krapi,"These boiled dumplings consist of a millet and cottage cheese filling that is tucked inside a thin layer of buckwheat dough. Krapi are usually formed into crescent shapes, and they are typically served doused in cream and sprinkled with pork crack...",https://www.tasteatlas.com/kozjanski-krapi/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/smarje-pri-jelsah,Šmarje pri Jelšah,,n/a
https://www.tasteatlas.com/mavzelj,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,46,Offal Dish,https://www.tasteatlas.com/Offal,Mavželj,"Mavželj is a traditional Slovenian dish originating from the Upper Carniola and Slovene Carinthia regions. The dish is usually made with a combination of pork (head, lungs, brains), cornmeal, onions, and spices. The offal is chopped and mixed with...",https://www.tasteatlas.com/mavzelj/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cornmeal,https://cdn.tasteatlas.com/images/ingredientgroups/6797b68e16ed459c9ad8ee5fc1441414.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,,https://www.tasteatlas.com/upper-carniola,Upper Carniola,,n/a
https://www.tasteatlas.com/povitnek,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,47,Savory Pie,https://www.tasteatlas.com/savory-pies,Povitnek,"Povitnek is a traditional Slovenian dish originating from the Koroška (Carinthia) region. The dough is made with a combination of wheat flour, eggs, oil, salt, and lukewarm water. The filling is made with cottage cheese, eggs, sour cream, a...",https://www.tasteatlas.com/povitnek/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/cottage-cheeses,https://cdn.tasteatlas.com/images/ingredientgroups/e176137b58cf40289899e813d0588113.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/carinthia-slovenia,Carinthia,,n/a
https://www.tasteatlas.com/kostelski-zelodec,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,48,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Kostelski želodec,"Kostelski želodec is a traditional Slovenian dish originating from the town of Kostel. This typical Easter dish is made with a combination of smoked or dry-cured pig stomach or colon, stale bread, yeast, eggs, smoked ham, bacon, salt, and pepper. ...",https://www.tasteatlas.com/kostelski-zelodec/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kostel,Kostel,,n/a
https://www.tasteatlas.com/prekmas,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,49,Stew,https://www.tasteatlas.com/Stews,Prekmaš,"Prekmaš is a traditional Slovenian peasant dish originating from the Kamnik area. This simple dish is made with a combination of ocvirki (a type of pork cracklings), apples, beans, and salt. The cracklings are lightly fried in a pot and mix...",https://www.tasteatlas.com/prekmas/wheretoeat,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/Beans,https://cdn.tasteatlas.com/images/ingredientgroups/beb3c7faee1444a98263bf3973fc3e5c.png?h=120&w=120,https://www.tasteatlas.com/cvarci,https://cdn.tasteatlas.com/images/dishes/9e036c27d214403fa1ff2cc93fe9ba98.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,https://www.tasteatlas.com/kamnik,Kamnik,,n/a
https://www.tasteatlas.com/regratova-solata,https://cdn.tasteatlas.com//images/dishes/6ba8773f564944d4aa599c008e5af5ef.jpg?mw=660,50,Salad,https://www.tasteatlas.com/Salads,Regratova solata,"Regratova solata is a traditional Slovenian dandelion salad. The dandelion greens must be hand-picked early in the season when they're tender and young, without the flower buds which make the leaves quite bitter. The salad is typically made with a...",https://www.tasteatlas.com/regratova-solata/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/medla,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,51,Porridge,https://www.tasteatlas.com/Porridge,Medla,"Loška medla is a traditional Slovenian dish originating from the town of Škofja Loka. This porridge is usually made with a combination of millet groats, wheat or buckwheat flour, pork fat, smoked pork ribs, water, bacon, and salt. In...",https://www.tasteatlas.com/medla/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/skofja-loka,Škofja Loka,,n/a
https://www.tasteatlas.com/compe,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,52,Appetizer,https://www.tasteatlas.com/Appetizers,Čompe,"Čompe is a traditional Slovenian dish originating from the Soča area. The dish consists of boiled potatoes with cottage cheese and the list of ingredients includes medium-sized potatoes, cottage cheese, sour cream, white pepper, and salt. The unpe...",https://www.tasteatlas.com/compe/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/bovec,Bovec,,n/a
https://www.tasteatlas.com/vrtanek,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,53,Bread,https://www.tasteatlas.com/Breads,Vrtanek,"Vrtanek is a traditional festive bread that was usually prepared and served at various feasts and at the end of the harvest season. It is made with wheat flour, and the dough is braided and wrapped in a large decorative wreath. The bread is usuall...",https://www.tasteatlas.com/vrtanek/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/prekmurje,Prekmurje,,n/a
https://www.tasteatlas.com/sladka-repa,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,54,Side Dish,https://www.tasteatlas.com/Sides,Sladka repa,"Sladka repa or  is a sweet Slovenian dish made with a combination of turnips, lard, sugar, and flour. The dish is especially popular in the Vipava region. In order to prepare it, the turnips should be cut into small cubes and ...",https://www.tasteatlas.com/sladka-repa/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/municipality-of-vipava,Municipality of Vipava,sweet turnip,n/a
https://www.tasteatlas.com/maslovnik,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,55,Side Dish,https://www.tasteatlas.com/Sides,Maslovnik,"Maslovnik or  is a traditional Slovenian dish originating from the region of Gorenjska. This filling dish is prepared with white, buckwheat, or corn flour which is cooked into hot cream, both the sweet and the sour version...",https://www.tasteatlas.com/maslovnik/wheretoeat,https://www.tasteatlas.com/buckwheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/65687bd7a597488b978b8c7f601967d1.png?h=120&w=120,https://www.tasteatlas.com/corn-flours,https://cdn.tasteatlas.com/images/ingredientgroups/aa0dbd7a5bac4bfa8e827a70993fe6f2.png?h=120&w=120,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,,,https://www.tasteatlas.com/upper-carniola,Upper Carniola,másuvnjek,n/a
https://www.tasteatlas.com/vinski-zos,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,56,Sauce,https://www.tasteatlas.com/Sauces,Vinski zos,"Vinski zos or  is a Slovenian sauce made with breadcrumbs, white wine, butter, salt, and sugar. It is especially popular in the Vipava region. In order to prepare the sauce, breadcrumbs should be sautéed in butter until...",https://www.tasteatlas.com/vinski-zos/wheretoeat,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/municipality-of-vipava,Municipality of Vipava,vinska omaka,n/a
https://www.tasteatlas.com/ocvirkove-pogacice,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,57,Snack,https://www.tasteatlas.com/Snacks,Ocvirkove pogačice,"Ocvirkove pogačice is a traditional Slovenian snack originating from the Prekmurje region. The dough is made with a combination of flour, yeast, lard, sour cream, egg yolks, milk, and salt. It is rolled out, then topped with a combination of crack...",https://www.tasteatlas.com/ocvirkove-pogacice/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/pork-rinds,https://cdn.tasteatlas.com/images/ingredientgroups/44f7b7976b2d48df8c38c4001bc287f2.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/prekmurje,Prekmurje,,n/a
https://www.tasteatlas.com/ubrnjenik,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,58,Dumplings,https://www.tasteatlas.com/Dumplings,Ubrnjenik,"Ubrnjenik or  or  are traditional Slovenian dumplings originating from the Upper Savinja Valley region. The dumplings are made from roasted wheat, buckwheat (most commonly), or corn flour and boiling salted milk. Cr...",https://www.tasteatlas.com/ubrnjenik/wheretoeat,https://www.tasteatlas.com/buckwheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/65687bd7a597488b978b8c7f601967d1.png?h=120&w=120,https://www.tasteatlas.com/corn-flours,https://cdn.tasteatlas.com/images/ingredientgroups/aa0dbd7a5bac4bfa8e827a70993fe6f2.png?h=120&w=120,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/upper-savinja-valley,Upper Savinja Valley,obrnenk,n/a
https://www.tasteatlas.com/kozjanska-kruhova-potica,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,59,Cake,https://www.tasteatlas.com/cakes,Kozjanska kruhova potica,"Kozjanska kruhova potica is a traditional Slovenian dessert originating from the Kozjansko region. It's made with a combination of pulled pastry sheets, white bread, heavy cream, eggs, sugar, raisins, vanilla sugar, and milk. The pulled pastry she...",https://www.tasteatlas.com/kozjanska-kruhova-potica/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/heavy-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d022e931aba84bc5a866b4bfdd9e88a0.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://www.tasteatlas.com/kozje,Kozje,,n/a
