search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/makowiec,https://cdn.tasteatlas.com//images/dishes/3417b26bde8040c7990f2a20474ec16a.jpg?mw=660,23,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Makowiec,4.0,Best in   (Kraków),Ciastkarnia Vanilla,https://www.tasteatlas.com/ciastkarnia-vanilla,"Makowiec is the Polish name for poppy seed roll, a traditional cake where poppy seed paste is placed between layers of dough. Raisins, almonds, honey, and orange peel can be added to the cake in order to enhance its flavors. Ideally, makowiec shou...",,https://www.tasteatlas.com/makowiec/wheretoeat,https://www.tasteatlas.com/opium-poppies,https://cdn.tasteatlas.com/images/ingredientgroups/3981dfd084bb46799d7220bab126372c.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,
https://www.tasteatlas.com/pyzy,https://cdn.tasteatlas.com//images/dishes/e28dbfd690254f4db94342f6c41f6d20.jpg?mw=660,24,Dumplings,https://www.tasteatlas.com/Dumplings,Pyzy,3.8,Best in   (Warsaw),Szynk Praski,https://www.tasteatlas.com/SzynkPraski,"The dough for these famous Polish potato meat dumplings is made with mashed or grated raw potatoes – or occasionally a combination of both – mixed with flour, salt, and eggs in order to create a pliable and soft batter for the dish. Ev...",,https://www.tasteatlas.com/pyzy/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/potato-flours,https://cdn.tasteatlas.com/images/ingredientgroups/2b484794801a4932a1a59a33f6e1372f.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/boczek-sonina,https://cdn.tasteatlas.com/images/dishes/7f090287b3a64fa9bbab4cc621bf8cef.png?h=120&w=120,,,,
https://www.tasteatlas.com/chodnik,https://cdn.tasteatlas.com//Images/Dishes/964f8e85bea34a2abf75fe55d3f45862.jpg?mw=660,25,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Chłodnik litewski,3.8,Best in   (Kraków),Karma,https://www.tasteatlas.com/karma,"In Poland, the term chłodnik is used to denote various types of cold vegetable soups, but it is most commonly associated with the beetroot version, known as chłodnik litewski. The soup is made with beets that are simmered until tender and are usua...",,https://www.tasteatlas.com/chodnik/wheretoeat,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/radishes,https://cdn.tasteatlas.com/images/ingredientgroups/b5fc9e4af2ca4f48a844773d630190f8.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,,,,
https://www.tasteatlas.com/kluski-slaskie,https://cdn.tasteatlas.com//Images/Dishes/16c474959e64491aafde5feb67f5dd75.jpg?mw=660,26,Dumplings,https://www.tasteatlas.com/Dumplings,Kluski śląskie,4.5,Best in   (Katowice),Wunderbar,https://www.tasteatlas.com/wunderbar,"Characterized by their round shape and a small indentation in the center, Silesian dumplings are created with cooked potatoes that are mashed or riced before they are combined with potato flour or potato starch, and usually egg yolks. As the name ...",,https://www.tasteatlas.com/kluski-slaskie/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/potato-flours,https://cdn.tasteatlas.com/images/ingredientgroups/2b484794801a4932a1a59a33f6e1372f.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,https://www.tasteatlas.com/silesian-voivodeship,https://cdn.tasteatlas.com/images/emblems/9490367052ea470d80dc2be913977404.png,Silesian Voivodeship,
https://www.tasteatlas.com/pierogi-ruskie,https://cdn.tasteatlas.com//images/dishes/445a4a6744384c4d8c6a59c20710b614.jpg?mw=660,27,Dumplings,https://www.tasteatlas.com/Dumplings,Pierogi Ruskie,4.7,Best in   (Kraków),Pod Baranem,https://www.tasteatlas.com/PodBaranem,"Originating from the historical region of Red Ruthenia, these soft, crescent-shaped dumplings are filled with a combination of potatoes and cheese, which is occasionally modified with various seasonings or fried onions. Pierogi ruskie are usually ...",,https://www.tasteatlas.com/pierogi-ruskie/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/fresh-cheeses,https://cdn.tasteatlas.com/images/ingredientgroups/59b7f9c3624d4c5aa041912fbc728f5b.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,https://www.tasteatlas.com/subcarpathian-voivodeship,https://cdn.tasteatlas.com/images/emblems/e6df9b76b0df41b79569b67634ad7653.png,Subcarpathian Voivodeship,
https://www.tasteatlas.com/mazurek,https://cdn.tasteatlas.com//Images/Dishes/0b52aea7c2e8475fbf592515080018b8.jpg?mw=660,28,Cake,https://www.tasteatlas.com/cakes,Mazurek,3.7,,,,"Mazurek is a flat cake with various bases and toppings, originating from Poland. It is traditionally baked for Easter, and is characterized by its low height of only 1 or 2 centimeters. Although not much is known about the history of mazurek, it i...",,https://www.tasteatlas.com/mazurek/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/zupa-ogorkowa,https://cdn.tasteatlas.com//Images/Dishes/8eaa8958fa6f40cea8f819f7ed895c57.jpg?mw=660,29,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Zupa ogórkowa,4.0,,,,"Traditional Polish cucumber soup consists of grated pickled cucumbers, diced potatoes, a variety of root vegetables, and numerous fresh herbs and spices. The soup is usually blended with a flavorful meat broth, and it is sometimes thickened with f...",,https://www.tasteatlas.com/zupa-ogorkowa/wheretoeat,https://www.tasteatlas.com/pickled-cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/56d0a8dfb98446e3a2ab9baeaf87e5e8.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/parsnips,https://cdn.tasteatlas.com/images/ingredientgroups/c8df7467755a46948c91e21ae29dcec0.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,,,,
https://www.tasteatlas.com/grochowka,https://cdn.tasteatlas.com//Images/Dishes/94ce91f2b775480db278365b48ebc5aa.jpg?mw=660,30,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Grochówka,4.1,,,,"The creamy grochówka is a popular Polish soup prepared with green or yellow split peas. The basic version is usually enriched with diced potatoes, root vegetables, various smoked meat cuts, and marjoram. Because it is inexpensive and nutrit...",,https://www.tasteatlas.com/grochowka/wheretoeat,https://www.tasteatlas.com/split-peas,https://cdn.tasteatlas.com/images/ingredientgroups/0d5e2194becd43f987fa5d1e49c7160a.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,,,,
https://www.tasteatlas.com/zrazy,https://cdn.tasteatlas.com//Images/Dishes/e811a211895549ef918fcdded4091cea.jpg?mw=660,31,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Zrazy,4.0,Best in   (Warsaw),U Kucharzy,https://www.tasteatlas.com/UKucharzy,"The term  encompasses a wide variety of traditional Polish meat dishes. It may refer to pounded and braised cutlets, but nowadays the name is used almost interchangeably for various types of stuffed meat rolls, known in Poland as",zrazy,https://www.tasteatlas.com/zrazy/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kotlet-schabowy,https://cdn.tasteatlas.com//Images/Dishes/8d0072c22f2a4cd991d4d6c3319ceb64.jpg?mw=660,32,Pork Dish,https://www.tasteatlas.com/pork-dishes,Kotlet schabowy,4.4,Best in   (Warsaw),Schabowy,https://www.tasteatlas.com/schabowy,"Considered to be a variation of the more famous , the breaded pork cutlet known as kotlet Schabowy is one of the most popular Polish dishes. Even though it appeared in the 19th century under the influence of Austrian and G...",Wiener schnitzel,https://www.tasteatlas.com/kotlet-schabowy/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,
https://www.tasteatlas.com/wiejska,https://cdn.tasteatlas.com//Images/Dishes/65bb4d2fe285457fa7b24c6464aeb2ee.jpg?mw=660,33,Sausage,https://www.tasteatlas.com/Sausages,Wiejska,4.0,,,,"Among the broad group of Polish sausages, the smoked wiejska kielbasa stands out as the most traditional and popular variety of them all. The sausage is usually prepared with fat trimmings and a combination of ground pork and veal, and then it is ...",,https://www.tasteatlas.com/wiejska/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kotlet-mielony,https://cdn.tasteatlas.com//Images/Dishes/3fe8148797f841d7a06efa619c0cc1ab.jpg?mw=660,34,Pork Dish,https://www.tasteatlas.com/pork-dishes,Kotlet mielony,4.3,,,,"The Polish version of popular breaded meat patties consists of ground pork, soaked bread, eggs, and a variety of spices and fresh herbs. Usually shaped into flattened round or oval shapes, the patties are pan-fried until they are dark brown and cr...",,https://www.tasteatlas.com/kotlet-mielony/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,,,,
https://www.tasteatlas.com/kaszanka,https://cdn.tasteatlas.com//images/dishes/1b5df68e501c4e2eb900cb8c0be7a8ba.jpg?mw=660,35,Blood Sausage,https://www.tasteatlas.com/blood-sausages,Kaszanka,3.2,,,,"Even though there are numerous regional varieties of this famous Polish blood sausage, it typically consists of pork offal, animal’s blood, barley or buckwheat, and a variety of spices and fresh herbs. Kaszanka was probably created under the...",,https://www.tasteatlas.com/kaszanka/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/sledzie,https://cdn.tasteatlas.com//Images/Dishes/0b34458f7925499b9f88df1032120a2a.jpg?mw=660,36,Appetizer,https://www.tasteatlas.com/Appetizers,Śledzie,3.8,Best in   (Kraków),Ambasada Śledzia,https://www.tasteatlas.com/AmbasadaSledzia,"Śledzie is a Polish specialty consisting of herrings pickled in various ingredients such as vinegar, oil, sour cream, and onions. Due to the large amount of marinades and flavors, there is also a special variety of sweet herrings. Śledzie is tradi...",,https://www.tasteatlas.com/sledzie/wheretoeat,https://www.tasteatlas.com/preserved-herrings,https://cdn.tasteatlas.com/images/ingredientgroups/b5ce5e3a128a4cc1b6631bd0bfea0b6e.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,,,,
https://www.tasteatlas.com/racuchy,https://cdn.tasteatlas.com//Images/Dishes/c3c81c55264f4364b323a78ef38a0f1a.jpg?mw=660,37,Pancake,https://www.tasteatlas.com/pancakes,Racuchy,4.2,Best in   (Lublin),Sielsko Anielsko,https://www.tasteatlas.com/sielsko-anielsko,"A mix between classic American pancakes and thin crepes, fluffy  are an authentic Polish dessert. They are traditionally made with apples, but the plain varieties are also quite popular. Eggs, milk or buttermilk, sugar, and yeast o...",racuchy,https://www.tasteatlas.com/racuchy/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/paszteciki,https://cdn.tasteatlas.com//Images/Dishes/6de07fd3c23b48958c24f6e77c9f4a68.jpg?mw=660,38,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Paszteciki,4.2,Best in   (Szczecin),Bar Pasztecik,https://www.tasteatlas.com/bar-pasztecik,"Polish paszteciki are popular pastries or rolls consisting of either yeast-risen or buttery dough that is wrapped around various fillings such as mushrooms, cabbage, or minced meat. While these baked delicacies are a part of the traditional Polish...",,https://www.tasteatlas.com/paszteciki/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/szczecin,https://cdn.tasteatlas.com/images/emblems/c0b425947afc42fe9b47d5b49d9f50e6.png,Szczecin,
https://www.tasteatlas.com/kremowka,https://cdn.tasteatlas.com//images/dishes/57b18bc1ab7d4980a645a81b9c65cf49.jpg?mw=660,39,Cake,https://www.tasteatlas.com/cakes,Kremówka,4.1,Best in   (Wadowice),Cukiernia Wadowice - Kawiarnia Mieszczańska,https://www.tasteatlas.com/cukiernia-wadowice---kawiarnia-mieszczanska,"This popular Polish dessert is a variation of the classic , a treat known under different names in many central and eastern European countries. In its simplest form, kremówka couples vanilla-flavored pastry cream that ...",cremeschnitte,https://www.tasteatlas.com/kremowka/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://www.tasteatlas.com/corn-starch,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,,,,
https://www.tasteatlas.com/paczki,https://cdn.tasteatlas.com//images/dishes/5d7bb143eccb46dcba3e9a5f08c4e150.jpg?mw=660,40,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Pączki,4.2,Best in   (Warsaw),Cukiernia Pawłowicz,https://www.tasteatlas.com/cukiernia-pawowicz,"Krapfen was probably the first European-style doughnut to appear, followed by similar varieties in other countries. These pastries are traditionally prepared with leavened dough that is deep-fried until golden and crispy on the outside, while they...",,https://www.tasteatlas.com/paczki/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/rurki,https://cdn.tasteatlas.com//images/dishes/23f9282fa8f34b1bb99dc19ab3214d95.jpg?mw=660,41,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Rurki,4.2,,,,"Called  or  in Poland, this sweet specialty is a type of cream roll consisting of thin pastry that’s typically filled with whipped cream or pastry cream. It is often dubbed  due to...",rurki,https://www.tasteatlas.com/rurki/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/faworki,https://cdn.tasteatlas.com//Images/Dishes/bbb33f5f5b5740ac95ed9a5e0dc2a491.jpg?mw=660,42,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Faworki,3.7,,,,"Polish faworki are crispy deep-fried pastries that are very similar to  in taste and appearance. They are made with a thick and elastic dough consisting of egg yolks, flour, cream, and different flavorings. Rolled into thin, re...",angel wings,https://www.tasteatlas.com/faworki/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/karpatka,https://cdn.tasteatlas.com//images/dishes/25b1f51376be4cc9b93f8b4384f4be3c.jpg?mw=660,43,Cake,https://www.tasteatlas.com/cakes,Karpatka,4.5,,,,"This popular Polish cream cake usually consists of two layers of pâte à choux coupled with a thick layer of creamy, vanilla-flavored pastry cream. Occasionally, the bottom crust is replaced with shortcrust pastry, while the top is alw...",,https://www.tasteatlas.com/karpatka/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/corn-starch,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,,,,
https://www.tasteatlas.com/zupa-jarzynowa,https://cdn.tasteatlas.com//Images/Dishes/a2f13814b82d418680187b64e9d608b9.jpg?mw=660,44,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Zupa jarzynowa,3.5,,,,"Versatile vegetable soups are staples of traditional Polish cuisine. They are prepared with meat or vegetable broths, various vegetables such as carrots, potatoes, peas, or cauliflower, and they are occasionally thickened with cream to provide a r...",,https://www.tasteatlas.com/zupa-jarzynowa/wheretoeat,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/Cauliflowers,https://cdn.tasteatlas.com/images/ingredientgroups/4bde61ee6a82496da9aee124b9602d28.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,
https://www.tasteatlas.com/kogel-mogel,https://cdn.tasteatlas.com//Images/Dishes/2a808178c5fd4d66ab3c8e209f5fccd1.jpg?mw=660,45,Dessert,https://www.tasteatlas.com/Desserts,Kogel mogel,4.2,,,,"Kogel mogel is a creamy dessert consisting of egg yolks and sugar as its key ingredients. The dessert is flavored with various ingredients such as rum, cocoa, honey, or vanilla. It is typically served chilled, but it can also be served warm, when ...",,https://www.tasteatlas.com/kogel-mogel/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kapusta-zasmazana,https://cdn.tasteatlas.com//images/dishes/02bc3209efc94b4180aa9c16ad766b22.jpg?mw=660,46,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Kapusta zasmażana,4.6,,,,"Whether it is prepared with red or green sauerkraut, this creamy and flavorful delicacy is one of the most common side dishes in traditional Polish cuisine. Finely chopped sauerkraut is slowly stewed alongside various spices such as bay leaves and...",,https://www.tasteatlas.com/kapusta-zasmazana/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/cwika,https://cdn.tasteatlas.com//Images/Dishes/40c5dd40f7e640999b3ec6e914faeaf6.jpg?mw=660,47,Side Dish,https://www.tasteatlas.com/Sides,Ćwikła,3.7,,,,"A combination of grated beetroot and horseradish is an irreplaceable part of every festive meal in Poland. This popular side dish is occasionally enriched with the addition of apples, caraway seeds, wine, and various seasonings. It is recommended ...",,https://www.tasteatlas.com/cwika/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/gzik,https://cdn.tasteatlas.com//Images/Dishes/0c7c211e88e6469d9c30db02cd34603b.jpg?mw=660,48,Dip,https://www.tasteatlas.com/dips,Gzik,4.4,,,,"The basic version of this traditional Polish spread consists of fresh cottage cheese, yogurt, milk, and chives, while some varieties occasionally incorporate radish, onions, or hard-boiled eggs. The seasonings and the texture of gzik are easily ad...",,https://www.tasteatlas.com/gzik/wheretoeat,https://www.tasteatlas.com/ricotta,https://cdn.tasteatlas.com/images/dishes/25e32ef970264cd6a4ff095ad569c189.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,,,,,,,,
https://www.tasteatlas.com/kwasnica,https://cdn.tasteatlas.com//images/dishes/e5db1770c3a6467e80a09b066f549a44.jpg?mw=660,49,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Kwaśnica,4.3,,,,"This popular sauerkraut soup is one of the traditional Polish dishes originating from the country's mountainous region, and it is often associated with the town Żywiec. Since it is prepared with fermented sauerkraut juice and smoked meat, it has a...",,https://www.tasteatlas.com/kwasnica/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/zywiec,,Żywiec,
