search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,item-location href,item-location,mini-ingredients__link href,mini-ingredients__link href 2,mini-ingredients__link href 3,mini-ingredients__link href 4,mini-ingredients__link href 5,mini-ingredients__link href 6,mini-ingredients__image src,mini-ingredients__image src 2,mini-ingredients__image src 3,mini-ingredients__image src 4,mini-ingredients__image src 5,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/matambre-relleno,https://cdn.tasteatlas.com//images/dishes/cfbc85bff6eb44be949eb4407fc4b7e6.jpg?mw=660,19,Beef Dish,https://www.tasteatlas.com/beef-dishes,Matambre relleno,3.3,,,,"Matambre relleno or  is the Argentinian rolled and stuffed rose meat. The beef is butterflied, filled with diced vegetables and hard-boiled eggs, then rolled and grilled. It is a traditional dish of Argentinian gauchos, c...",matambre arrolado,https://www.tasteatlas.com/matambre-relleno/wheretoeat,,,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Olive-oil,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/coriander,https://www.tasteatlas.com/parsley,https://www.tasteatlas.com/red-chili-flakes,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0ea6693aa6ea4ac88e0277319fdec69e.png?h=120&w=120,
https://www.tasteatlas.com/matambre-a-la-pizza,https://cdn.tasteatlas.com//images/dishes/1265e7ac543f4facaa1a8ffe208c14f9.jpg?mw=660,20,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Matambre a la pizza,3.4,Best in   (Buenos Aires),Parrilla El Tano,https://www.tasteatlas.com/parrilla-el-tano,"Matambre a la pizza is a traditional meat dish originating from Argentina. It's made with matambre flank steak that's marinated in milk and grilled on one side. The steak is then turned over to grill on the other side, while the already-grilled si...",,https://www.tasteatlas.com/matambre-a-la-pizza/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/salsa-criolla,https://cdn.tasteatlas.com//images/dishes/ed1645daebe74872a0e3969b85f2d33a.jpg?mw=660,21,Salsa,https://www.tasteatlas.com/salsas,Salsa Criolla,4.2,,,,"Salsa criolla is the onion-based condiment served alongside many Argentinian and Peruvian dishes. Next to thinly sliced onions, it can incorporate a huge variety of ingredients such as bell peppers, avocados, jalapeños, tomatoes, and genero...",,https://www.tasteatlas.com/salsa-criolla/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/dulce-de-batata,https://cdn.tasteatlas.com//images/dishes/7c9d609703034ac6b1cb4ca2095e35a3.jpg?mw=660,22,Dessert,https://www.tasteatlas.com/Desserts,Dulce de batata,3.6,,,,"Dulce de batata is a jelly-like dessert prepared with a base of mashed sweet potatoes, sugar, vanilla flavoring, and a thickening agent. When cooked, dulce is left to set and should always be well-chilled. It is usually enjoyed as a dessert, which...",,https://www.tasteatlas.com/dulce-de-batata/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tortas-fritas,https://cdn.tasteatlas.com//images/dishes/b0ba725af07e4488b174620773a5ae18.jpg?mw=660,23,Snack,https://www.tasteatlas.com/Snacks,Tortas fritas,4.3,,,,"Tortas fritas are fried biscuits from Argentina consisting of flour, butter, lard, milk, and baking powder. The dish is traditionally consumed with a cup of yerba mate, usually on rainy afternoons during autumn and winter. It is customarily served...",,https://www.tasteatlas.com/tortas-fritas/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tira-de-asado,https://cdn.tasteatlas.com//Images/Dishes/a8ba3009074a4f2bbfdb09af78c1ac24.jpg?mw=660,24,Beef Dish,https://www.tasteatlas.com/beef-dishes,Tira de asado,4.6,Best in   (Buenos Aires),Happening,https://www.tasteatlas.com/Happening,"Typically seasoned only with salt, then grilled for a few minutes, tira de asado is a famous Argentine dish consisting of long strips of grilled beef ribs. The beef is cross-cut in a way that the long strips of meat are interspersed with knots of ...",,https://www.tasteatlas.com/tira-de-asado/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tomates-rellenos,https://cdn.tasteatlas.com//images/dishes/92f86b0758df4c4b91f47fc3798a5774.jpg?mw=660,25,Appetizer,https://www.tasteatlas.com/Appetizers,Tomates rellenos,3.4,,,,"Argentinian stuffed tomatoes can be prepared with cherry tomatoes, or the larger, regular-sized varieties. The tomato shell is used as a container which is filled with a variety of ingredients – most commonly rice, tuna, or hard-boiled eggs....",,https://www.tasteatlas.com/tomates-rellenos/wheretoeat,,,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Rice,https://www.tasteatlas.com/tuna,https://www.tasteatlas.com/mayonnaise,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/4e4cfd59133b4cecb5ba6f2d60f1988d.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,
https://www.tasteatlas.com/postre-vigilante,https://cdn.tasteatlas.com//images/dishes/150625535b244c2fb7849f6eefc42e55.jpg?mw=660,26,Cheese Dessert,https://www.tasteatlas.com/cheese-desserts,Postre vigilante,3.3,Best in   (Buenos Aires),La Morada,https://www.tasteatlas.com/la-morada-buenos-aires,"Vigilante is a simple Argentinian dessert consisting of a thick slice of cheese topped with a sweet, jelly-like fruit paste (). Although it is usually prepared with quince or sweet potato dulce, regional varieties include goat cheese...",dulce,https://www.tasteatlas.com/postre-vigilante/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/sanguche-de-milanesa,https://cdn.tasteatlas.com//images/dishes/6ddac8c089fb4a49b37487bce17d432d.jpg?mw=660,27,Sandwich,https://www.tasteatlas.com/sandwiches,Sánguche de milanesa,4.2,Best in   (Buenos Aires),Café Paulin,https://www.tasteatlas.com/cafe-paulin,"Sánguche de milanesa is a popular sandwich hailing from Argentina, although it's also popular in Uruguay. The sandwich typically consists of a split baguette or long bread roll that's filled with milanesa, mayonnaise, tomatoes, onions, and ...",,https://www.tasteatlas.com/sanguche-de-milanesa/wheretoeat,https://www.tasteatlas.com/tucuman-province,Tucumán Province,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/breadcrumbs,https://www.tasteatlas.com/baguette,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/5c7420c35b604d558e477833585dd37d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,
https://www.tasteatlas.com/empanadas-tucumanas,https://cdn.tasteatlas.com//Images/Dishes/15eeb7348fe24cbf80c11e668e967a8e.jpg?mw=660,28,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Empanadas Tucumanas,4.6,Best in   (Buenos Aires),1810 Cocina Regional,https://www.tasteatlas.com/1810CocinaRegional,"These empanadas are a specialty of the region of Tucumán, and they are quite different than numerous empanadas found in Buenos Aires. Tucumanas are typically handmade according to old, traditional recipes, and are characterized by a crispy ...",,https://www.tasteatlas.com/empanadas-tucumanas/wheretoeat,https://www.tasteatlas.com/tucuman-province,Tucumán Province,https://www.tasteatlas.com/wheat-flours,https://www.tasteatlas.com/Lard,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,
https://www.tasteatlas.com/postre-balcarce,https://cdn.tasteatlas.com//images/dishes/4d345b0222354c5a935dfd0c8218fe2e.jpg?mw=660,29,Cake,https://www.tasteatlas.com/cakes,Postre Balcarce,3.9,Best in   (San José de Balcarce),Comoantes Postres y Alfajores,https://www.tasteatlas.com/comoantes-postres-y-alfajores,"This Argentinian dessert is a luscious combination of sponge cake, whipped cream, almond paste, dulce de leche, meringue, walnuts, and candied chestnuts, while the top is dusted with powdered sugar and coconut. Created in 1958, the cake was invent...",,https://www.tasteatlas.com/postre-balcarce/wheretoeat,https://www.tasteatlas.com/balcarce,San José de Balcarce,,,,,,,,,,,,,
https://www.tasteatlas.com/faina,https://cdn.tasteatlas.com//images/dishes/8d8c27d5bb624d329d14d5b0ff406c52.jpg?mw=660,30,Flatbread,https://www.tasteatlas.com/Flatbreads,Fainá,3.3,Best in   (Buenos Aires),El Cuartito,https://www.tasteatlas.com/ElCuartito,"Fainá is a unique flatbread made with chickpea flour, black pepper, and lots of fresh herbs. It is extremely popular throughout Argentina and Uruguay. The most prevalent theory about its origin says that Genovese immigrants brought it to Bu...",,https://www.tasteatlas.com/faina/wheretoeat,https://www.tasteatlas.com/buenos-aires,Buenos Aires,,,,,,,,,,,,,
https://www.tasteatlas.com/salsa-golf,https://cdn.tasteatlas.com//Images/Dishes/744ae869783b4411abfe60dba01bf483.jpg?mw=660,31,Sauce,https://www.tasteatlas.com/Sauces,Salsa golf,3.2,,,,"Salsa golf is a creamy Argentinian sauce which usually consists of a mix of mayonnaise and ketchup. It can be prepared with homemade or store-bought ingredients, and can also include mustard, lemon, and a variety of fresh and dry spices and herbs....",,https://www.tasteatlas.com/salsa-golf/wheretoeat,,,https://www.tasteatlas.com/mayonnaise,https://www.tasteatlas.com/ketchup,,,,,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/64adc6ca5bbd48e283fb1a4515c749f0.png?h=120&w=120,,,,,
https://www.tasteatlas.com/flan-mixto,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,32,Dessert,https://www.tasteatlas.com/Desserts,Flan mixto,4.1,Best in   (Buenos Aires),Parrilla Peña,https://www.tasteatlas.com/ParrillaPena,"Flan mixto is a typical Argentinian combination of a custard flan that is served with a dollop of whipped cream and dulce de leche. The flan is similar to , consisting of a light custard base and a sweet caramel toppin...",crème caramel,https://www.tasteatlas.com/flan-mixto/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/asado-con-cuero,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,33,Beef Dish,https://www.tasteatlas.com/beef-dishes,Asado con cuero,,,,,"An authentic gaucho dish, asado con cuero consists of beef with its hide still attached, grilled over an open fire. This is a very old, traditional way of preparing beef that dates back to the Argentine gauchos, who roasted their beef long and slo...",,https://www.tasteatlas.com/asado-con-cuero/wheretoeat,https://www.tasteatlas.com/pampas,Pampas,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/berenjenas-en-escabeche,https://cdn.tasteatlas.com//images/dishes/06e8356237b34f2db8f5107554c2c6f8.jpg?mw=660,34,Side Dish,https://www.tasteatlas.com/Sides,Berenjenas en escabeche,4.4,Best in   (Buenos Aires),La Cabrera Parrilla Palermo,https://www.tasteatlas.com/LaCabrera,"Berenjenas en escabeche is a classic Argentinian side dish consisting of eggplant slices that are boiled in a water-vinegar mixture with bay leaves until tender. They are then left to soak in a jar filled with olive oil, crushed red pepper, dried ...",,https://www.tasteatlas.com/berenjenas-en-escabeche/wheretoeat,,,https://www.tasteatlas.com/Eggplants,https://www.tasteatlas.com/bay-leaves,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/Vinegar,https://www.tasteatlas.com/Olive-oil,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,
https://www.tasteatlas.com/cubanitos,https://cdn.tasteatlas.com//images/dishes/dbb75b6d423a4374a52079a3d0e9da03.jpg?mw=660,35,Wafer,https://www.tasteatlas.com/wafers,Cubanitos,4.2,Best in   (Buenos Aires),Freddo,https://www.tasteatlas.com/freddo,"Cubanitos (lit. little Cubans) is an Argentine sweet and crispy wafer tube oozing a sweet filling. Wafer pastry is made by combining flour, sugar, butter, vanilla extract, cinnamon, and (sometimes) egg whites. Once baked, the wafer is rolled into ...",,https://www.tasteatlas.com/cubanitos/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bolas-de-fraile,https://cdn.tasteatlas.com//images/dishes/9d3b1b6793094437913f3ea4dd3c6bea.jpg?mw=660,36,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Bolas de fraile,3.9,,,,"Bolas de fraile is the Argentine version of a doughnut. It is made without a hole in the center, and the doughnut is filled with dulce de leche, then dusted with powdered sugar. It is believed that bolas de fraile is derived from a popular Germany...",,https://www.tasteatlas.com/bolas-de-fraile/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/milhojas-de-dulce-de-leche,https://cdn.tasteatlas.com//images/dishes/2e6fbcec8f294a5a92ab6092c70d6f3d.jpg?mw=660,37,Cake,https://www.tasteatlas.com/cakes,Milhojas de dulce de leche,4.4,,,,"This Argentinian dessert combines layers of crispy puff pastry with dulce de leche. The layers are occasionally coated with crème pâtissière, while the top is sometimes decorated with Italian meringue. It is believed that the c...",,https://www.tasteatlas.com/milhojas-de-dulce-de-leche/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/milanesa-a-caballo,https://cdn.tasteatlas.com//images/dishes/c798ae0c06de4c79936072b220444cb1.jpg?mw=660,38,Beef Dish,https://www.tasteatlas.com/beef-dishes,Milanesa a caballo,3.6,,,,"Milanesa a caballo is a variation on the popular milanesa steak that's breaded and fried. In this version, the milanesa is topped with a fried egg, then served accompanied by fries on the side. The steaks should be thin and of high quality, while ...",,https://www.tasteatlas.com/milanesa-a-caballo/wheretoeat,,,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/breadcrumbs,https://www.tasteatlas.com/Potatoes,,,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,,,
https://www.tasteatlas.com/pastelitos-criollos,https://cdn.tasteatlas.com//images/dishes/7cccdf7d9685414cad379d55f00eb25e.jpg?mw=660,39,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Pastelitos Criollos,4.6,,,,"These crispy Argentinian pastries are typically star-shaped, while the center is filled with quince or sweet potato preserve (dulce). They are usually deep-fried and then brushed with a sugar glaze. Optionally, they can be filled with dulce de lec...",,https://www.tasteatlas.com/pastelitos-criollos/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/cordero-patagonico-al-asador,https://cdn.tasteatlas.com//images/dishes/c828689c2cdc4d70b42981755be29a74.jpg?mw=660,40,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Cordero patagónico al asador,4.7,,,,"Cordero patagónico al asador is a Patagonian meat delicacy consisting of a whole, opened, and butterflied lamb roasted over an open fire. The lamb is attached to an iron cross, and it is then placed near the fire, slightly angled in order t...",,https://www.tasteatlas.com/cordero-patagonico-al-asador/wheretoeat,https://www.tasteatlas.com/patagonia,Patagonia,,,,,,,,,,,,,
https://www.tasteatlas.com/trucha-a-la-parrilla,https://cdn.tasteatlas.com//images/dishes/c893d42be55844f6907a2d728de695d4.jpg?mw=660,41,Freshwater Fish Dish,https://www.tasteatlas.com/freshwater-fish-dishes,Trucha a la parrilla,,Best in   (San Carlos de Bariloche),Jauja Restaurante y Parrilla,https://www.tasteatlas.com/jauja-restaurante-y-parrilla,"Trucha a la parrilla is a fish dish consisting of trout fillets covered in a marinade of lemon juice, chopped parsley, cumin, garlic, salt, and pepper. The trout is then grilled on a parrilla over low heat, until it becomes crispy, and it should t...",,https://www.tasteatlas.com/trucha-a-la-parrilla/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/torta-negra-galesa,https://cdn.tasteatlas.com//images/dishes/e224f58bfc40408398a642d0c26e35f3.jpg?mw=660,42,Cake,https://www.tasteatlas.com/cakes,Torta negra Galesa,4.1,Best in   (Puerto Madryn),Dragón Rojo,https://www.tasteatlas.com/dragon-rojo,Torta negra galesa (or ) is a Patagonian fruitcake invented by Welsh settlers in the Chubut River region in the late 18th century. The settlers wanted to make a cake that would remind them of home and would keep well for w...,black Welsh cake,https://www.tasteatlas.com/torta-negra-galesa/wheretoeat,https://www.tasteatlas.com/chubut-province,Chubut Province,,,,,,,,,,,,,
https://www.tasteatlas.com/dorada-a-la-parrilla,https://cdn.tasteatlas.com//images/dishes/7972bd53485e4091822b9ada99786867.jpg?mw=660,43,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Dorada a la parrilla,,,,,"Dorada a la parrilla is an Argentine fish dish that consists of grilled dorado fish coated with a sauce consisting of white wine, chopped aromatic herbs, oil, salt, and ground black pepper. The process of grilling the fish on a parrilla provides t...",,https://www.tasteatlas.com/dorada-a-la-parrilla/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/chupin-de-pescado,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,44,Stew,https://www.tasteatlas.com/Stews,Chupín de pescado,,,,,"Chupín de pescado is a delicately flavored fish stew typical of the Entre Ríos region. It can be made with any fish, most commonly surubí or patí, which is cut into fillets or cubes, and then simmered with chopped veget...",,https://www.tasteatlas.com/chupin-de-pescado/wheretoeat,https://www.tasteatlas.com/entre-rios-province,Entre Ríos Province,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/milanesa-de-peceto,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,45,Beef Dish,https://www.tasteatlas.com/beef-dishes,Milanesa de peceto,,,,,"Milanesa de peceto is a meat dish originating from Argentina. It's made with  (eye of round) steak that's lean and is said to taste the best when roasted rare. However, for the preparation of this dish, the peceto is dipped in a mix...",peceto,https://www.tasteatlas.com/milanesa-de-peceto/wheretoeat,,,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/breadcrumbs,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/parsley,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,n/a
https://www.tasteatlas.com/guiso-carrero,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,46,Stew,https://www.tasteatlas.com/Stews,Guiso carrero,,,,,"Guiso carrero is a traditional Argentine stew consisting of vegetables, meat, and pasta. Chunks of meat are browned and combined with chopped vegetables such as onions, green peppers, crushed tomatoes, potatoes, pumpkin, corn, and garlic. The comb...",,https://www.tasteatlas.com/guiso-carrero/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/colchon-de-arvejas,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,47,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Colchón de arvejas,,,,,"Colchón de arvejas (lit. pea mattress) is a hearty vegetable dish hailing from Argentina. It typically consists of sautéed onions, tomatoes, bell peppers, carrots, and peas. The combination is usually seasoned with salt, pepper, and ...",,https://www.tasteatlas.com/colchon-de-arvejas/wheretoeat,,,https://www.tasteatlas.com/bell-peppers,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/Carrots,https://www.tasteatlas.com/Peas,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,n/a
https://www.tasteatlas.com/lomo-de-llama-argentine,https://cdn.tasteatlas.com//images/dishes/4335192ade6f443d8a97070407b2eaaf.jpg?mw=660,48,Meat Cut,https://www.tasteatlas.com/meat-cuts,Lomo de llama,,,,,"is llama tenderloin, a prized cut from the loin of a llama. This cut is incredibly tender, succulent, and juicy, and it can be prepared similarly to beef tenderloin - as steaks, fillets, or fillet medallions. Llama meat is, ...",Lomo de llama,https://www.tasteatlas.com/lomo-de-llama-argentine/wheretoeat,https://www.tasteatlas.com/argentine-northwest,Argentine Northwest,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/carbonada-criolla,https://cdn.tasteatlas.com//images/dishes/db2092dfe9164be3b1a23f89610f248b.jpg?mw=660,49,Stew,https://www.tasteatlas.com/Stews,Carbonada Criolla,,,,,"Hailing from Patagonia, this hearty meat stew is usually prepared with chunks of beef, potatoes, squash, sweet potatoes, corn, and tomatoes. It is typically enriched with dried or fresh fruit, usually apricots or raisins, and it is sometimes place...",,https://www.tasteatlas.com/carbonada-criolla/wheretoeat,https://www.tasteatlas.com/patagonia,Patagonia,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Potatoes,https://www.tasteatlas.com/Pumpkins,https://www.tasteatlas.com/Sweet-potatoes,https://www.tasteatlas.com/Corn,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/e9b4f1746e4b409e96acc5ec788b0fda.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/79d9c7e3ce1c4d81b1c725b1336df5f9.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,n/a
https://www.tasteatlas.com/revuelto-de-gramajo,https://cdn.tasteatlas.com//images/dishes/c7a215b3b289438b89437f21d11ecbdf.jpg?mw=660,50,Breakfast,https://www.tasteatlas.com/Breakfast,Revuelto de Gramajo,3.9,Best in   (Buenos Aires),Club del Progreso,https://www.tasteatlas.com/club-del-progreso,"Revuelto de Gramajo is a popular Argentine hangover cure that is typically consumed and served for breakfast. It consists of only a few selected ingredients – scrambled eggs, thinly sliced ham, and fried potatoes, although some like to add g...",,https://www.tasteatlas.com/revuelto-de-gramajo/wheretoeat,,,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/cured-ham,https://www.tasteatlas.com/Potatoes,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/Green-peas,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/e24fe15038ed4b04b5ba1b336664583a.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cb61262bb051447d914bf92cd5823005.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,
