search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,item-location href,item-location,score-text--na
https://www.tasteatlas.com/hurmasica,https://cdn.tasteatlas.com//Images/Dishes/28cc8c3e17cf4c9d9bd1e2299c5138e1.jpg?mw=660,27,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Hurmašica,3.7,Best in   (Sarajevo),Slastičarna Ramis,https://www.tasteatlas.com/slasticarna-ramis,"Hurmašica is a Bosnian treat prepared by dousing the pastry dough consisting of butter, eggs, sugar, and flour in lemon-flavored sugar syrup. Just like many other Bosnian dishes, this dessert also came from Turkey, where its relative is the...",https://www.tasteatlas.com/hurmasica/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/sogan-dolma,https://cdn.tasteatlas.com//images/dishes/d619441ba6944f4ca6b4f72a50835cf0.jpg?mw=660,28,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Sogan-dolma,3.9,,,,"Though its name stems from the Turkish , which translates as , this dish is a part of traditional Bosnian cuisine. It consists of onion bulbs that are blanched and stuffed with a flavorful combination o...",https://www.tasteatlas.com/sogan-dolma/wheretoeat,,,,,,,,,,,,,soğan dolması,,,
https://www.tasteatlas.com/klepe,https://cdn.tasteatlas.com//images/dishes/08ffa822754c4291bfc9d898e56942ab.jpg?mw=660,29,Dumplings,https://www.tasteatlas.com/Dumplings,Klepe,3.8,Best in   (Sarajevo),Avlija,https://www.tasteatlas.com/avlija,"Klepe are Bosnian meat-filled dumplings that are often said to be similar to ravioli. The dough is made with flour, eggs, and salt, while the filling consists of ground meat and onions seasoned with salt and pepper. These dumplings are first boile...",https://www.tasteatlas.com/klepe/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,,,,
https://www.tasteatlas.com/cicvara-trebinje,https://cdn.tasteatlas.com//images/dishes/944d503c4971471daa0f66e334aa6cef.jpg?mw=660,30,Porridge,https://www.tasteatlas.com/Porridge,Cicvara,,,,,"Cicvara is a traditional peasant dish originating from Montenegro and some areas in Herzegovina. The dish is usually made with a combination of corn flour, fresh cottage cheese or semi-hard cheese, milk, water, salt, and matured kaymak. One altern...",https://www.tasteatlas.com/cicvara-trebinje/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/trebinje,Trebinje,n/a
https://www.tasteatlas.com/somun,https://cdn.tasteatlas.com//images/dishes/00bde205d69849b1a58434d6274c7b41.jpg?mw=660,31,Flatbread,https://www.tasteatlas.com/Flatbreads,Somun,4.7,,,,"Somun is a yeast-raised flatbread that's popular all over the Balkans and similar to pide or pitta. It's usually made with a combination of flour, water, salt, and yeast. Once the dough has been prepared, it's traditionally baked on top of old sto...",https://www.tasteatlas.com/somun/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,,,,,,,,,,
https://www.tasteatlas.com/prijesnac,https://cdn.tasteatlas.com//images/dishes/06931ea8834640bf893ce6573c1e6c3f.jpg?mw=660,32,Savory Pie,https://www.tasteatlas.com/savory-pies,Prijesnac,,,,,"Prijesnac is a traditional cheese pie originating from the Trebinje area of Herzegovina and the northern parts of Montenegro. The pie is made with a combination of cottage cheese, kaymak or sour cream, eggs, milk, flour, oil, salt, and baking powd...",https://www.tasteatlas.com/prijesnac/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/trebinje,Trebinje,n/a
https://www.tasteatlas.com/cimbur,https://cdn.tasteatlas.com//images/dishes/86463305a9104f85855eb9886fb35e53.jpg?mw=660,33,Egg Dish,https://www.tasteatlas.com/egg-dishes,Čimbur,,,,,"Čimbur is a simple Bosnian dish that is similar to scrambled eggs. It is made by sautéing onions in butter and oil and then adding eggs to the combination, which should be mixed the entire time, and the eggs should be neither runny nor too ...",https://www.tasteatlas.com/cimbur/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,,,,,,n/a
https://www.tasteatlas.com/cimbur-s-mesom,https://cdn.tasteatlas.com//images/dishes/f3e95c66a6184419814d1e02e605e3b6.jpg?mw=660,34,Egg Dish,https://www.tasteatlas.com/egg-dishes,Čimbur s mesom,,,,,"Čimbur s mesom is a Bosnian dish consisting of ground meat and eggs. The meat is sautéed with onions, ground paprika, and (optionally) tomatoes or tomato sauce. After that, whole eggs are cracked on top of the meat, and they are then slowly...",https://www.tasteatlas.com/cimbur-s-mesom/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/buredzici,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,35,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Buredžici,4.3,,,,"These miniature versions of the popular Bosnian  consist of phyllo dough that is stuffed with minced meat. They are prepared by rolling thin sheets of dough, locally known as , which are then sprinkled with seasoned min...",https://www.tasteatlas.com/buredzici/wheretoeat,,,,,,,,,,,,,burek,,,
https://www.tasteatlas.com/smokvara,https://cdn.tasteatlas.com//images/dishes/d1b920ebc2db4d1daf6791ecf75acb64.jpg?mw=660,36,Dessert,https://www.tasteatlas.com/Desserts,Smokvara,,Best in   (Stolac),Old Mill Stolac,https://www.tasteatlas.com/old-mill-stolac,"Smokvara is a traditional dessert hailing from Herzegovina. It is prepared with a dark-brown dough consisting of fig —a thick syrup-like product—wheat and corn flour, sugar, oil, and water. The dough is shaped into flat ...",https://www.tasteatlas.com/smokvara/wheretoeat,,,,,,,,,,,,,pekmez,https://www.tasteatlas.com/herzegovina-neretva,Herzegovina-Neretva Canton,n/a
https://www.tasteatlas.com/pura-s-lucinicom,https://cdn.tasteatlas.com//images/dishes/dfa4c97269de4010a43286e5d789459a.jpg?mw=660,37,Side Dish,https://www.tasteatlas.com/Sides,Pura s lučinicom,4.6,Best in   (Tomislavgrad),Hajdučke Vrleti,https://www.tasteatlas.com/hajducke-vrleti,"Pura s lučinicom is a traditional Herzegovinian dish made with corn flour that has been milled on a water mill. After it has been combined with water and cooked, it is drizzled over with a combination of homemade sour milk, butter, and garlic. Lig...",https://www.tasteatlas.com/pura-s-lucinicom/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/herzegovina-neretva,Herzegovina-Neretva Canton,
https://www.tasteatlas.com/orasnica,https://cdn.tasteatlas.com//images/dishes/7f3b60ceb3824e4d8261960b736425c3.jpg?mw=660,38,Cookie,https://www.tasteatlas.com/Cookies,Orašnica,,,,,"A favorite homemade treat during the holiday season,  are traditional Bosnian walnut cookies. Everyone has their own version, however, the standard recipe for orašnice only uses three ingredients - egg whites, sugar,...",https://www.tasteatlas.com/orasnica/wheretoeat,,,,,,,,,,,,,orašnice,,,n/a
https://www.tasteatlas.com/ustipci-s-lucinicom,https://cdn.tasteatlas.com//images/dishes/fee43c99a5b540a2bbbef20c5c6bcdbc.jpg?mw=660,39,Snack,https://www.tasteatlas.com/Snacks,Uštipci s lučinicom,4.6,Best in   (Tomislavgrad),Hajdučke Vrleti,https://www.tasteatlas.com/hajducke-vrleti,"This traditional Herzegovinian meal is made with delicious, oily fritters that are drizzled with homemade sour milk combined with butter and garlic. The fritters are made according to an old Herzegovinian recipe utilizing flour, eggs, milk, and sa...",https://www.tasteatlas.com/ustipci-s-lucinicom/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/herzegovina-neretva,Herzegovina-Neretva Canton,
https://www.tasteatlas.com/hercegovacki-ustipci,https://cdn.tasteatlas.com//images/dishes/1670dc563bfc48abbe7536d207a2cf89.jpg?mw=660,40,Snack,https://www.tasteatlas.com/Snacks,Hercegovački uštipci,,,,,"Hercegovački uštipak is a simple fritter that originates from Herzegovina. In the past, these fritters were typical peasant food, but nowadays it's a quick snack or a replacement for bread. They're made with flour, water, salt, and a bit of...",https://www.tasteatlas.com/hercegovacki-ustipci/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pitica,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,41,Flatbread,https://www.tasteatlas.com/Flatbreads,Pitica,,,,,"Pitica is a yeast-raised, spongy flatbread that's popular all over the Balkans and similar to pide or pitta. It's usually made with a combination of flour, water, salt, and yeast. Once the dough has been prepared, it's baked in the oven at high te...",https://www.tasteatlas.com/pitica/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,,,,,,,,,,n/a
https://www.tasteatlas.com/gradacacka-kutija,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,42,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Gradačačka kutija,,,,,"Gradačačka kutija is a traditional dish originating from Gradačac in Bosnia and Herzegovina. The dish is unique because it's traditionally prepared in a shoebox. It consists of diced veal or lamb, onions, parsley, celery, carrots, oil, salt, black...",https://www.tasteatlas.com/gradacacka-kutija/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,https://www.tasteatlas.com/gradacac,Gradačac,n/a
