search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/goong-ob-woon-sen,https://cdn.tasteatlas.com//images/dishes/e13ebd4a08bf4e828546e8654a5e5e16.jpg?mw=660,25,Noodle Dish,https://www.tasteatlas.com/Noodles,Thai Shrimp and Glass Noodles (Goong ob woon sen),4.4,,,,"This simple Thai stir-fry combines glass noodles and whole shrimps. The dish is usually prepared in clay pots with larger tiger prawns or freshwater shrimps and comes topped with soy sauce, peppercorns, coriander, and ginger, while variations may ...",,READ MORE,https://www.tasteatlas.com/goong-ob-woon-sen/wheretoeat,https://www.tasteatlas.com/cellophane-noodles,https://cdn.tasteatlas.com/images/dishes/028c8224e1e94957b730e1b8e2190af8.png?h=120&w=120,https://www.tasteatlas.com/prawns,https://cdn.tasteatlas.com/images/ingredientgroups/f8c173a0e0e547ae889f483169ce22f8.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/peppercorns,https://cdn.tasteatlas.com/images/ingredientgroups/208d4c78a6af42c8b06206069f6b1f81.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,
https://www.tasteatlas.com/khao-khluk-kapi,https://cdn.tasteatlas.com//images/dishes/c33dbd62fd834fd4b0d7423f7b0507d0.jpg?mw=660,26,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Khao khluk kapi,4.2,,,,"Khao khluk kapi is a Thai rice dish made with cooked rice that is fried with shrimp paste, and then topped with or served alongside a number of ingredients, including crispy dried shrimps, slices of sweet pork or chicken, chilis, raw mango grating...",,READ MORE,https://www.tasteatlas.com/khao-khluk-kapi/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/shrimp-paste,https://cdn.tasteatlas.com/images/dishes/bc7f81b6fdb74746a59d2abb0835c07c.png?h=120&w=120,https://www.tasteatlas.com/Mangoes,https://cdn.tasteatlas.com/images/ingredientgroups/2083447576eb4f5e9d6c3f6f6bf1aaba.png?h=120&w=120,,,
https://www.tasteatlas.com/suki,https://cdn.tasteatlas.com//Images/Dishes/10c206a4463e403a9218c47c5838a072.jpg?mw=660,27,Soup,https://www.tasteatlas.com/Soups,Suki,,Best in   (Bangkok),MK Restaurant,https://www.tasteatlas.com/MKRestaurant,"Suki is the Thai version of a communal hot pot dish. It grew out of Chinese and Japanese traditions of preparing and cooking ingredients tableside in a shared bowl. The assembling of the dish starts with a bowl placed in the middle of the table, u...",,READ MORE,https://www.tasteatlas.com/suki/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/yen-ta-fo,https://cdn.tasteatlas.com//Images/Dishes/5ac53d8672b64782bac0bae2e93ac448.jpg?mw=660,28,Soup,https://www.tasteatlas.com/Soups,Yen ta fo,,Best in   (Bangkok),Yen Ta Fo JC,https://www.tasteatlas.com/YenTaFoJc,"The pink-colored yen ta fo is a Thai soup consisting of various types of noodles served in a hearty chicken or pork broth seasoned with the pungent, fermented red bean curd. Each bowl of this flavor-packed soup is topped with various condiments su...",,READ MORE,https://www.tasteatlas.com/yen-ta-fo/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mooncake-thailand,https://cdn.tasteatlas.com//Images/Dishes/76c513e6c3214386b6c1dd9c98a564cc.jpg?mw=660,29,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Mooncake,3.4,,,,"An ancient Chinese delicacy eaten during the Mid-August Festival or Moon Festival, known as mooncake, is a pie-like pastry made with a shortcrust base called that is traditionally filled with black sesame seed or lotus seed past...",yueh ping,READ MORE,https://www.tasteatlas.com/mooncake-thailand/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/lye-water,https://cdn.tasteatlas.com/images/ingredientgroups/ffa9e3d74c7f49b7a956a749bdff29ae.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,
https://www.tasteatlas.com/mu-kratha,https://cdn.tasteatlas.com//images/dishes/5bd3515dbb584ba38357689ee28a3ee7.jpg?mw=660,30,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Mu kratha,,,,,"This Thai pork dish is a crossover between Korean barbecue and Chinese hot pot. Slices of meat are grilled on top of a dome in the middle of the pan, which is surrounded by a broth in which other ingredients such as vegetables, fish balls, or mush...",,READ MORE,https://www.tasteatlas.com/mu-kratha/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/chim-chum,https://cdn.tasteatlas.com//images/dishes/3d787f690d37439f8123148ef0dcca14.jpg?mw=660,31,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Thai Meat Hotpot with Galangal and Lemongrass (Chim chum),,,,,"The term  refers to a traditional Thai dish as well as the earthenware pot in which the dish is cooked. The preparation starts with a broth that is flavored with galangal, lemongrass, and Thai basil. Various vegetables are added ...",chim chum,READ MORE,https://www.tasteatlas.com/chim-chum/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mu-wan,https://cdn.tasteatlas.com//images/dishes/f1ffecb647a341c796f93c4996c86781.jpg?mw=660,32,Pork Dish,https://www.tasteatlas.com/pork-dishes,Mu wan,,,,,"This traditional Thai dish is prepared with various pork cuts that are cut into bite-sized pieces before they are fried in a subtly sweet combination of sugar and spices. Best prepared with fatty cuts such as pork belly, neck, or shoulder, the mea...",,READ MORE,https://www.tasteatlas.com/mu-wan/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/phat-phrik,https://cdn.tasteatlas.com//images/dishes/9fd036c20fa2440d99b42d3244337d72.jpg?mw=660,33,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Phat phrik,,,,,"Phat phrik is a variety of dry Thai curry that usually combines green beans and a choice of fish, pork, or tofu. Just like other types of Thai curries, the dish is based on a thick paste consisting of different spices such as chilis, lemongrass, g...",,READ MORE,https://www.tasteatlas.com/phat-phrik/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/khanom-khrok,https://cdn.tasteatlas.com//images/dishes/a2517fe49b9941dd92c67404a56004c5.jpg?mw=660,34,Pancake,https://www.tasteatlas.com/pancakes,Khanom khrok,4.1,Best in   (Bangkok),Supanniga Eating Room,https://www.tasteatlas.com/SupannigaEatingRoom,"This small-sized Thai dessert, which is often referred to as a pancake, pudding, or a cake, is created with a batter that combines rice flour and coconut milk. The dessert is baked in large iron pans that have small, round indentations, and it is ...",,READ MORE,https://www.tasteatlas.com/khanom-khrok/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/khua-kling,https://cdn.tasteatlas.com//images/dishes/eb8f5e4962d14159b31684a97e00368a.jpg?mw=660,35,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Khua kling,,Best in   (Bangkok),Khua Kling Pak Sod,https://www.tasteatlas.com/khua-kling-pak-sod,"This southern Thai variety of dry curry combines spicy curry paste and ground pork. The fragrant paste consists of red chili peppers, lemongrass, garlic, turmeric, cilantro, galangal, and shrimp paste, while the whole dish is seasoned with palm su...",,READ MORE,https://www.tasteatlas.com/khua-kling/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/shrimp-paste,https://cdn.tasteatlas.com/images/dishes/bc7f81b6fdb74746a59d2abb0835c07c.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/galangal,https://cdn.tasteatlas.com/images/dishes/c52b694f5b164f788edfb48fc570081f.png?h=120&w=120,https://www.tasteatlas.com/lemongrass,https://cdn.tasteatlas.com/images/ingredientgroups/af3b6147b513480cb4545ac1e19d36d0.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/southern-thailand,Southern Thailand,n/a
https://www.tasteatlas.com/tom-saep,https://cdn.tasteatlas.com//images/dishes/6789bf2c99a0482995631ffd09c09d90.jpg?mw=660,36,Soup,https://www.tasteatlas.com/Soups,Tom saep,,Best in   (Bangkok),Somtum Der,https://www.tasteatlas.com/somtum-der,"Often dubbed as the northern Thai version of the popular , this spicy and sour soup consist of a flavorful broth that is usually infused with kaffir lime leaves, Thai basil, lemongrass, and galangal. Although it is traditionally pr...",tom yum,READ MORE,https://www.tasteatlas.com/tom-saep/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/northern-thailand,Northern Thailand,n/a
https://www.tasteatlas.com/chao-kuai,https://cdn.tasteatlas.com//images/dishes/6868403a5a554aa9b50745aac839aac7.jpg?mw=660,37,Dessert,https://www.tasteatlas.com/Desserts,Grass Jelly (Chao kuai),,,,,"Also known as grass jelly, chao kuai is a traditional Thai dessert typically served with crushed ice and sprinkled with brown sugar. This refreshing dessert is made with a jelly base which is prepared by cooking the leaves and stalks of Mesona chi...",,READ MORE,https://www.tasteatlas.com/chao-kuai/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/foi-thong,https://cdn.tasteatlas.com//images/dishes/68670dfafdb94f5bb8e34cde545aa434.jpg?mw=660,38,Dessert,https://www.tasteatlas.com/Desserts,Golden Threads (Foi thong),,,,,Foi thong is a Thai dessert made by drizzling egg yolks (usually duck egg yolks) through a narrow funnel into a sugary syrup in order to create long and sweet golden strings. Pandan leaves are typically used in the syrup to give it a special flavo...,,READ MORE,https://www.tasteatlas.com/foi-thong/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/larb-thailand,https://cdn.tasteatlas.com//Images/Dishes/ee53a74cf91c4d2ea455f9eb898cdfaf.jpg?mw=660,39,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Larb,4.7,,,,"Larb is a heavily seasoned meat salad that's garnished with freshly chopped herbs and  — toasted ground rice. Considered the unofficial dish of Laos, larb was first invented in the Chinese province of Yunnan, but became de...",khao khoua,READ MORE,https://www.tasteatlas.com/larb-thailand/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kaeng-som,https://cdn.tasteatlas.com//images/dishes/08e0465d28dd4060b8e98a81417b6b6b.jpg?mw=660,40,Stew,https://www.tasteatlas.com/Stews,Sour Spicy Fish Curry (Kaeng som),,,,,"Kaeng som is a sour, water-based Thai curry that is typically prepared with fish or shrimps and a thick paste that usually incorporates shallots, chilis, and shrimps. The dish comes in numerous varieties, and it can greatly differ depending on the...",,READ MORE,https://www.tasteatlas.com/kaeng-som/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/central-thailand,Central Thailand,n/a
https://www.tasteatlas.com/kaeng-pa,https://cdn.tasteatlas.com//images/dishes/af6e227271fa4321879cadb91e4d67c6.jpg?mw=660,41,Stew,https://www.tasteatlas.com/Stews,Jungle Curry (Kaeng pa),,,,,"Kaeng pa (also called  or ) is a traditional variety of Thai curry hailing from the northern, forested parts of the country. This curry is watery in consistency since it doesn't contain any coconut milk. O...",jungle curry,READ MORE,https://www.tasteatlas.com/kaeng-pa/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/White-fish,https://cdn.tasteatlas.com/images/ingredientgroups/673fcb2e26434e1ca0adcf5734d193fe.png?h=120&w=120,https://www.tasteatlas.com/galangal,https://cdn.tasteatlas.com/images/dishes/c52b694f5b164f788edfb48fc570081f.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/northern-thailand,Northern Thailand,n/a
https://www.tasteatlas.com/mu-yang,https://cdn.tasteatlas.com//images/dishes/fe18b31df77c41bfac6c264d1ead2d1f.jpg?mw=660,42,Pork Dish,https://www.tasteatlas.com/pork-dishes,Mu yang,,,,,"The star ingredient in this simple Thai dish is grilled pork, most commonly grilled pork neck (). Before grilling, the meat is usually marinated in a flavorful combination of fish sauce, palm sugar, soy sauce, lime juice, and Th...",ko mu yang,READ MORE,https://www.tasteatlas.com/mu-yang/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/palm-sugars,https://cdn.tasteatlas.com/images/ingredientgroups/e1441990dd6d498697a3bd28ff42c165.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/whisky,https://cdn.tasteatlas.com/images/dishes/1aab7c26321f4752a80b251a72423854.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/khanom-chin-nam-ya,https://cdn.tasteatlas.com//images/dishes/39c1ad299a114909a96a72a238e7c13a.jpg?mw=660,43,Stew,https://www.tasteatlas.com/Stews,Khanom chin nam ya,,,,,"This fiery Thai fish curry is usually associated with Central Thailand, although similar varieties can be found throughout the country. The most popular version consists of fresh rice noodles () that are served with a thick and...",khanom chin,READ MORE,https://www.tasteatlas.com/khanom-chin-nam-ya/wheretoeat,https://www.tasteatlas.com/White-fish,https://cdn.tasteatlas.com/images/ingredientgroups/673fcb2e26434e1ca0adcf5734d193fe.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/shrimp-paste,https://cdn.tasteatlas.com/images/dishes/bc7f81b6fdb74746a59d2abb0835c07c.png?h=120&w=120,https://www.tasteatlas.com/Bean-sprouts,https://cdn.tasteatlas.com/images/ingredientgroups/cb386a4f4d0b44c3be41be20a039b18b.png?h=120&w=120,https://www.tasteatlas.com/long-beans,https://cdn.tasteatlas.com/images/dishes/2eacc293bd844f32be0e58da4617a3f2.png?h=120&w=120,https://www.tasteatlas.com/central-thailand,Central Thailand,n/a
https://www.tasteatlas.com/suea-rong-hai,https://cdn.tasteatlas.com//images/dishes/be1f0efbfdc844ffaad195b2ef9e960f.jpg?mw=660,44,Beef Dish,https://www.tasteatlas.com/beef-dishes,Suea rong hai,,,,,"Also known as , this classic Thai dish consists of grilled slices of spicy marinated beef brisket that is served sided with sticky rice. The dish is typically accompanied with a spicy dipping sauce made with Thai chilis, g...",the crying tiger,READ MORE,https://www.tasteatlas.com/suea-rong-hai/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/Limes,https://cdn.tasteatlas.com/images/ingredientgroups/64e50731ad814053bbaa3e63f1006784.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/white-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/c2d23bb0f25c4d1389eb94230df1d272.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/northeastern-thailand,Northeastern Thailand,n/a
https://www.tasteatlas.com/khao-khai-chiao,https://cdn.tasteatlas.com//images/dishes/364b01e71b9a46d6b8ef3c243521563a.jpg?mw=660,45,Egg Dish,https://www.tasteatlas.com/egg-dishes,Khao khai chiao,3.9,,,,"This Thai-style omelet is traditionally served over rice. It consists of eggs, fish sauce, a splash of lemon juice or vinegar, and optionally some soy sauce, cornstarch, or rice flour. This mixture is cooked in vegetable oil until slightly brown. ...",,READ MORE,https://www.tasteatlas.com/khao-khai-chiao/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/corn-starch,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,,,
https://www.tasteatlas.com/phak-bung-fai-daeng,https://cdn.tasteatlas.com//images/dishes/e21f9ed2e05a4e02aeb8150e859c4c64.jpg?mw=660,46,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Phak bung fai daeng,,,,,"Phak bung fai daeng is a vegetable stir-fry consisting of chopped Chinese water morning glory, fried along with red bird’s eye chilis, soybean sauce, oyster sauce, fish sauce, salted soybean paste, sugar, oil, and chicken broth or water. The...",,READ MORE,https://www.tasteatlas.com/phak-bung-fai-daeng/wheretoeat,https://www.tasteatlas.com/water-spinach,https://cdn.tasteatlas.com/images/ingredientgroups/f1661d678aaa4e279d73a8ab89bb91d1.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/bird's-eye-chili,https://cdn.tasteatlas.com/images/ingredientgroups/4620219ecaba4005b20188e567a64cf0.png?h=120&w=120,https://www.tasteatlas.com/oyster-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/3fcc75346cd44dda81650ed14e70ad48.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/doenjang,https://cdn.tasteatlas.com/images/dishes/6e0ea79792494e3b973ea38d96ff5a79.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/kaeng-tai-pla,https://cdn.tasteatlas.com//images/dishes/14594ed5b53740638f93a93ba86c582e.jpg?mw=660,47,Stew,https://www.tasteatlas.com/Stews,Thai Fish Entrails Sour Curry (Kaeng tai pla),,,,,"This thick and aromatic fish curry originated in southern Thailand. The base of the dish is prepared with—fermented fish entrails—and a spicy curry paste consisting of chili peppers, galangal, shrimp paste, turmeric, s...",tai pla,READ MORE,https://www.tasteatlas.com/kaeng-tai-pla/wheretoeat,https://www.tasteatlas.com/tai-pla,https://cdn.tasteatlas.com/images/dishes/703ed0ecf7aa40558b7a1ba0f8e7bc95.png?h=120&w=120,https://www.tasteatlas.com/shrimp-paste,https://cdn.tasteatlas.com/images/dishes/bc7f81b6fdb74746a59d2abb0835c07c.png?h=120&w=120,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/bamboo-shots,https://cdn.tasteatlas.com/images/dishes/a95c8ecb6f17438082aee18b5a8c6e59.png?h=120&w=120,https://www.tasteatlas.com/lemongrass,https://cdn.tasteatlas.com/images/ingredientgroups/af3b6147b513480cb4545ac1e19d36d0.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/southern-thailand,Southern Thailand,n/a
https://www.tasteatlas.com/luk-chin-ping,https://cdn.tasteatlas.com//images/dishes/f776b095d2394515b2919d7a2aa98488.jpg?mw=660,48,Meatballs,https://www.tasteatlas.com/meatballs,Luk chin ping,,,,,"This Thai snack consists of grilled or deep-fried meatballs made with a mixture of ground meat (usually beef or pork) combined with herbs and seasonings. The dish is served on a bamboo skewer, typically accompanied by a sweet-and-spicy dipping sau...",,READ MORE,https://www.tasteatlas.com/luk-chin-ping/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mu-daet-diao,https://cdn.tasteatlas.com//images/dishes/d46a974b6fbf48dda43f185665b29c42.jpg?mw=660,49,Pork Dish,https://www.tasteatlas.com/pork-dishes,Mu daet diao,,,,,"Mu daet diao is an authentic Thai dish made with sliced pork meat that is soaked overnight or for a few hours in a marinade of salt and fish sauce. It is then allowed to dry in the sun for several hours before preparation. For added flavor, the ma...",,READ MORE,https://www.tasteatlas.com/mu-daet-diao/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/7e769e37c51d4b6dba28771a3145d1bd.png?h=120&w=120,https://www.tasteatlas.com/oyster-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/3fcc75346cd44dda81650ed14e70ad48.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/khai-phalo,https://cdn.tasteatlas.com//images/dishes/61131aad9f3d427c95fa7464d0652fb2.jpg?mw=660,50,Stew,https://www.tasteatlas.com/Stews,Thai Egg Stew (Khai phalo),,,,,"With the well-known Chinese five-spice mix at its core, khai phalo is a Chinese-inspired Thai egg stew consisting of shelled, hard-boiled eggs cooked in a soy sauce-based broth, along with vegetables or meat, usually chicken wings or pork, coriand...",,READ MORE,https://www.tasteatlas.com/khai-phalo/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/coriander-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/7e769e37c51d4b6dba28771a3145d1bd.png?h=120&w=120,,,n/a
