search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,item-location src,score-text--na
https://www.tasteatlas.com/pigs-in-blankets,https://cdn.tasteatlas.com//images/dishes/90d2c8255d574bf0aa4272a42c6401c1.jpg?mw=660,107,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Pigs in Blankets,3.6,Best in   (Cannon Beach),Pig 'N Pancake,https://www.tasteatlas.com/pig-n-pancake,"Pigs in blankets consist of sausages that are wrapped in dough and baked until the dough develops a golden-brown color. They are internationally popular, especially in countries such as the United States, United Kingdom, Germany, Canada, and Denma...",,READ MORE,https://www.tasteatlas.com/pigs-in-blankets/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tuna-sandwich,https://cdn.tasteatlas.com//images/dishes/a1aa838e3db74633bec4e3542291670e.jpg?mw=660,108,Sandwich,https://www.tasteatlas.com/sandwiches,Tuna Sandwich,3.5,Best in   (Manhattan),Eisenberg's Sandwich Shop,https://www.tasteatlas.com/eisenbergsSandwichShop,"Tuna sandwich most usually consists of two slices of bread with a combination of canned tuna and mayonnaise in between. The sandwich may be enriched by the addition of ingredients such as chopped celery, black olives, cucumbers, pickles, onions, o...",,READ MORE,https://www.tasteatlas.com/tuna-sandwich/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/preserved-tunas,https://cdn.tasteatlas.com/images/ingredientgroups/8385427fc4c7418ca70f2fdfc973b30d.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,https://www.tasteatlas.com/Picklings,https://cdn.tasteatlas.com/images/dishgroups/ed693cb967654e728565a8ad08057db4.png?h=120&w=120,,,,
https://www.tasteatlas.com/french-dip-sandwich,https://cdn.tasteatlas.com//images/dishes/f05f9de1183e4c258f17d6edc154c738.jpg?mw=660,109,Sandwich,https://www.tasteatlas.com/sandwiches,French Dip Sandwich,4.0,Best in   (Los Angeles),Philippe the Original,https://www.tasteatlas.com/PhilippeTheOriginal,"French dip is a Californian sandwich that, despite its name, doesn't have much to do with France, except for the fact that it is served , a French expression meaning. The sandwich consists of thinly sliced ...",au jus,READ MORE,https://www.tasteatlas.com/french-dip-sandwich/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,,,,https://www.tasteatlas.com/california,California,https://cdn.tasteatlas.com/Images/Emblems/2d340b00812644ddafe5abf7ab819c10.png,
https://www.tasteatlas.com/tostones,https://cdn.tasteatlas.com//images/dishes/24b79f565fed40fcb7cdd521825ee5b5.jpg?mw=660,110,Side Dish,https://www.tasteatlas.com/Sides,Tostones,4.0,Best in   (San Juan),Café El Punto,https://www.tasteatlas.com/cafe-el-punto,"Tostones is a traditional side dish that's popular throughout Latin America and the Caribbean, especially in Puerto Rico. Unlike platanos fritos, where only ripe plantains are used, tostones are made with unripe, hard, very green plantains. They a...",,READ MORE,https://www.tasteatlas.com/tostones/wheretoeat,https://www.tasteatlas.com/Plantains,https://cdn.tasteatlas.com/images/ingredientgroups/5bddeceb27324bafa35ead9958fce998.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,https://www.tasteatlas.com/puerto-rico,"Puerto Rico, Caribbean",https://cdn.tasteatlas.com/images/emblems/991ba2c8db814656b1ada870983b4323.png,
https://www.tasteatlas.com/deviled-eggs-USA,https://cdn.tasteatlas.com//images/dishes/89e445946d0b43ae9858b1b7610f59fb.jpg?mw=660,111,Egg Dish,https://www.tasteatlas.com/egg-dishes,Deviled Eggs,3.6,Best in   (Charleston),The Glass Onion,https://www.tasteatlas.com/the-glass-onion,"Deviled eggs typically consist of shelled and halved hard-boiled eggs that have had their boiled yolks removed and blended with ingredients such as mayonnaise, mustard, pickle relish, and seasonings into a smooth paste, which is then added back to...",,READ MORE,https://www.tasteatlas.com/deviled-eggs-USA/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,
https://www.tasteatlas.com/italian-beef,https://cdn.tasteatlas.com//Images/Dishes/4551b83e880b4be58db74a5302dc780a.jpg?mw=660,112,Sandwich,https://www.tasteatlas.com/sandwiches,Italian Beef,3.9,Best in   (Chicago),Portillo's,https://www.tasteatlas.com/Portillos,"Italian beef is a popular Chicagoan sandwich consisting of thinly sliced, seasoned layers of roast beef in a dense and chewy Italian-style roll, topped with either pickled  relish or roasted green bell peppers. The sandwich is ...",giardiniera,READ MORE,https://www.tasteatlas.com/italian-beef/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/giardiniera,https://cdn.tasteatlas.com/images/dishes/5b1b975c37974de5a0b756fe9b5fa30c.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/chicago,Chicago,https://cdn.tasteatlas.com/images/emblems/348d9b7eac4e43d1a60ef698ff9f2157.png,
https://www.tasteatlas.com/sweet-potato-pie,https://cdn.tasteatlas.com//Images/Dishes/ec36a9e917e14937915b6d59b4cac2f2.jpg?mw=660,113,Sweet Pie,https://www.tasteatlas.com/sweet-pies,Sweet Potato Pie,3.8,Best in   (Chicago),Jimmy Jamm Sweet Potato Pies,https://www.tasteatlas.com/JimmyJammSweetPotatoPies,"Sweet potato pie is a traditional pie with origins in the southern parts of the United States of America, and it's especially popular in North Carolina. The dessert is prepared as an open pie without the top crust; its interior usually filled a co...",,READ MORE,https://www.tasteatlas.com/sweet-potato-pie/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/southern-united-states,Southern United States,,
https://www.tasteatlas.com/mission-burrito,https://cdn.tasteatlas.com//images/dishes/00bddcc06cab4acc82300a79f98a6c0f.jpg?mw=660,114,Wrap,https://www.tasteatlas.com/wraps,Mission Burrito,4.1,Best in   (San Francisco),La Taqueria,https://www.tasteatlas.com/LaTaqueria,"The first Mission burrito was made either at  taqueria in San Francisco's Mission District on September 26, 1961 or at  taqueria on September 29, 1969. The burrito is quite large and consists of a big, press-steam...",El Faro,READ MORE,https://www.tasteatlas.com/mission-burrito/wheretoeat,https://www.tasteatlas.com/tortilla,https://cdn.tasteatlas.com/images/dishes/71424c047e8f496db4f914468e06080d.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/monterey-jack,https://cdn.tasteatlas.com/images/dishes/b3c46134bdd841eeb035a78b1f1362dd.png?h=120&w=120,https://www.tasteatlas.com/black-beans,https://cdn.tasteatlas.com/images/ingredientgroups/23e2317d37d54983bf78237cb224ee70.png?h=120&w=120,https://www.tasteatlas.com/pinto-beans,https://cdn.tasteatlas.com/images/ingredientgroups/2d186ef1fb4f4255a3b0954a05abbae5.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/san-francisco,San Francisco,https://cdn.tasteatlas.com/images/emblems/289fc5435d3a41ea9ab9e00913fe427d.png,
https://www.tasteatlas.com/devils-food-cake,https://cdn.tasteatlas.com//Images/Dishes/f81ea7bda4774bd49fbd8a9c36970356.jpg?mw=660,115,Chocolate Cake,https://www.tasteatlas.com/chocolate-cakes,Devil's Food Cake,4.0,Best in   (Las Vegas),Strip House,https://www.tasteatlas.com/StripHouse,"As decadently dark, sinful, and tempting as its name implies, devil's food cake was invented in the early 1900s as an antipode to the already famed . It emerged at a time when baking chocolate and unsweetened cocoa powder b...",angel food cake,READ MORE,https://www.tasteatlas.com/devils-food-cake/wheretoeat,https://www.tasteatlas.com/Chocolate,https://cdn.tasteatlas.com/images/ingredientgroups/55f79b1267184622bb38fc2e41b2203e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/cocoa-beans,https://cdn.tasteatlas.com/images/ingredientgroups/77b5bbf2dfcc42e0b1af9cccb884bd48.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,
https://www.tasteatlas.com/chili-dog,https://cdn.tasteatlas.com//images/dishes/ac2d10106ddd49fb96e7a44c4288d752.jpg?mw=660,116,Hot Dog,https://www.tasteatlas.com/hot-dogs,Chili Dog,4.1,Best in   (Atlanta),The Varsity,https://www.tasteatlas.com/TheVarsity,"Chili dog is an American creation consisting of a sausage in a standard bun, topped with chili sauce and other ingredients depending on personal preferences, such as onions or cheese. The dish is often sold at numerous street stands, local eaterie...",,READ MORE,https://www.tasteatlas.com/chili-dog/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/crab-cakes,https://cdn.tasteatlas.com//Images/Dishes/38a76a984d3f47398102385f5fd4650d.jpg?mw=660,117,Crab Dish,https://www.tasteatlas.com/crab-dishes,Maryland Crab Cakes,4.4,Best in   (Baltimore),Faidley Seafood,https://www.tasteatlas.com/FaidleySeafood,"No other dish represents Maryland's cuisine better than the crab cake - a fishcake consisting of crab meat and ingredients such as mayonnaise, eggs, bread crumbs, milk, and seasonings. The blue crab is considered to be the ideal choice of crab for...",,READ MORE,https://www.tasteatlas.com/crab-cakes/wheretoeat,https://www.tasteatlas.com/crabs,https://cdn.tasteatlas.com/images/ingredientgroups/37e8f7030f474704ac241bb0695a92f9.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/moutarde-de-dijon,https://cdn.tasteatlas.com/images/dishes/d09d00c1261e4a4898c25514f35bb67c.png?h=120&w=120,https://www.tasteatlas.com/maryland,Maryland,https://cdn.tasteatlas.com/images/emblems/0ef3aff6e85e4e66ace450ceebf523a2.png,
https://www.tasteatlas.com/chicago-style-hot-dog,https://cdn.tasteatlas.com//Images/Dishes/3239984822454364aca5225c379252b0.jpg?mw=660,118,Hot Dog,https://www.tasteatlas.com/hot-dogs,Chicago-Style Hot Dog,4.4,Best in   (Chicago),Portillo's,https://www.tasteatlas.com/Portillos,"Chicago-style hot dog's history begins with street cart hot dog vendors who first started selling them during the harsh times of the Great Depression. Chicago dog was born as the vendors offered a flavorful, hot meal on a bun and started selling i...",,READ MORE,https://www.tasteatlas.com/chicago-style-hot-dog/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/chicago,Chicago,https://cdn.tasteatlas.com/images/emblems/348d9b7eac4e43d1a60ef698ff9f2157.png,
https://www.tasteatlas.com/bacon-egg-and-cheese-sandwich,https://cdn.tasteatlas.com//images/dishes/6c2940a0d7b243df9e92ca6e93d6d304.jpg?mw=660,119,Sandwich,https://www.tasteatlas.com/sandwiches,"Bacon, Egg and Cheese Sandwich",3.8,Best in   (Los Angeles),Eggslut,https://www.tasteatlas.com/eggslut,"This American sandwich belongs to the group of  and consists of bread that is often toasted or buttered, crispy bacon, fried or scrambled eggs, and cheese. It is often served with a cup of coffee on the side. There are...",breakfast sandwiches,READ MORE,https://www.tasteatlas.com/bacon-egg-and-cheese-sandwich/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,,,,,,,,
https://www.tasteatlas.com/breakfast-sandwich,https://cdn.tasteatlas.com//images/dishes/d1371c5f8ab043f7b30e2a3b284ed1c0.jpg?mw=660,120,Sandwich type,https://www.tasteatlas.com/sandwich-types,Breakfast Sandwich,3.8,Best in   (Los Angeles),Eggslut,https://www.tasteatlas.com/eggslut,"A breakfast sandwich refers to any kind of sandwich filled with foods that are usually considered a breakfast staple such as cured meats, eggs, cheese, and various types of bread. Before the explosion of breakfast sandwiches in the United States, ...",,READ MORE,https://www.tasteatlas.com/breakfast-sandwich/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/shrimp-and-grits,https://cdn.tasteatlas.com//images/dishes/0709b35b381e4d84923bba4d4f2b6c2b.jpg?mw=660,121,Shrimp/Prawn Dish,https://www.tasteatlas.com/shrimps-and-prawns,Shrimp and Grits,4.3,Best in   (Charleston),82 Queen,https://www.tasteatlas.com/82Queen,"What started as a simple fisherman's dish made with shrimp cooked in bacon grease, then served over creamy grits is today a cult Southern dish due to the fact that Craig Claiborne mentioned it in the New York Times in 1985, after he tried the dish...",,READ MORE,https://www.tasteatlas.com/shrimp-and-grits/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/southern-united-states,Southern United States,,
https://www.tasteatlas.com/spam,https://cdn.tasteatlas.com//Images/Dishes/49b45a503b5447fdae1f4c2f7a2d70ef.jpg?mw=660,122,Pork Dish,https://www.tasteatlas.com/pork-dishes,Spam,2.8,Best in   (San Francisco),Liholiho Yacht Club,https://www.tasteatlas.com/liholiho-yacht-club,"Who thought that only six ingredients in a can would become America's national dish? The square-shaped mixture of pork, water, salt, sugar, potato starch, and sodium nitrate called  sold more than eight billion cans since the product ...",Spam,READ MORE,https://www.tasteatlas.com/spam/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/waldorf-salad,https://cdn.tasteatlas.com//images/dishes/43dbd894a8df4a54bff839c695c54150.jpg?mw=660,123,Salad,https://www.tasteatlas.com/Salads,Waldorf Salad,3.9,Best in   (Manhattan),Peacock Alley in Waldorf Astoria New York,https://www.tasteatlas.com/peacockalley,"Waldorf salad had been invented in 1896 by Oscar Tschirky, a dining room manager at New York's . Originally, the salad consisted of apples, celery, and mayonnaise, and was a huge success. Interestingly, finely chopped...",Waldorf-Astoria Hotel,READ MORE,https://www.tasteatlas.com/waldorf-salad/wheretoeat,https://www.tasteatlas.com/Lettuce,https://cdn.tasteatlas.com/images/ingredientgroups/7e0f57e1acdf4336ae728bbaf80a1f36.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,,,https://www.tasteatlas.com/new-york-city,New York City,https://cdn.tasteatlas.com/images/emblems/06a79df5dbdf4bb3bbb16eb9b1a83e42.png,
https://www.tasteatlas.com/grilled-pizza,https://cdn.tasteatlas.com//Images/Dishes/ce948490b0db4c43a206d70b52e58e3d.jpg?mw=660,124,Pizza,https://www.tasteatlas.com/Pizzas,Grilled Pizza,3.3,Best in   (Providence),Al Forno,https://www.tasteatlas.com/AlForno,"This variety of pizza is made by placing the stretched dough on the grates over hot coals, cooking it one side, flipping the dough, and topping it in reverse – cheese first, sauce second. It is then returned on the grates in order for the ot...",,READ MORE,https://www.tasteatlas.com/grilled-pizza/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/providence,Providence,https://cdn.tasteatlas.com/images/emblems/a8ac6b62a45943a98bd13b522ea2d36f.png,
https://www.tasteatlas.com/sloppy-joe,https://cdn.tasteatlas.com//Images/Dishes/1776550f698b42c98d3aac96b530d35d.jpg?mw=660,125,Sandwich,https://www.tasteatlas.com/sandwiches,Sloppy Joe,3.1,Best in   (Las Vegas),Rick Moonen's RM Seafood,https://www.tasteatlas.com/RickMoonensRMSeafood,"Sloppy Joe is an all-American, simple sandwich consisting of ground beef, onions, seasonings, and tomato sauce or ketchup on a hamburger bun. The sandwich probably started as a variation of the ""loose meat"" sandwiches that didn't contain tomato sa...",,READ MORE,https://www.tasteatlas.com/sloppy-joe/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/tomato-sauce,https://cdn.tasteatlas.com/images/dishes/46bce93d102c432885fd501717da1d6b.png?h=120&w=120,https://www.tasteatlas.com/worcestershire-sauce,https://cdn.tasteatlas.com/images/dishes/bd541fdde25746e991d836c691f315d2.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,,,,
https://www.tasteatlas.com/hotdish,https://cdn.tasteatlas.com//Images/Dishes/9578f661f7ad4929a1629c881e14b771.jpg?mw=660,126,Casserole,https://www.tasteatlas.com/casserole,Hotdish,3.8,Best in   (Minneapolis),HauteDish,https://www.tasteatlas.com/Hautedish,"Hotdish is a Midwestern food icon that is especially popular in the states of Minnesota and North Dakota. Any casserole served hot in a single dish can be called hotdish, and it usually consists of starches such as potatoes or pasta, meat (often g...",,READ MORE,https://www.tasteatlas.com/hotdish/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/minnesota,Minnesota,https://cdn.tasteatlas.com/Images/Emblems/0c2ff061ba5848d48ac31a455e110ad9.png,
https://www.tasteatlas.com/general-tsos-chicken-USA,https://cdn.tasteatlas.com//Images/Dishes/83e1b8854aaa4fbb8dcb0e82532e5206.jpg?mw=660,127,Fried Chicken Dish,https://www.tasteatlas.com/fried-chicken-dishes,General Tso's Chicken,3.8,Best in   (Charleston),Cru Cafe,https://www.tasteatlas.com/CruCafe,"General Tso’s chicken is a Chinese-American sweet and spicy dish consisting of chicken dices that are first deep-fried, then stir-fried together with ginger, garlic, scallions, and hot chili peppers in a sauce made from sugar, soy sauce, ric...",,READ MORE,https://www.tasteatlas.com/general-tsos-chicken-USA/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,,,,
https://www.tasteatlas.com/pasta-primavera,https://cdn.tasteatlas.com//images/dishes/c33a33e5504344b9ac899a7120a76f99.jpg?mw=660,128,Pasta,https://www.tasteatlas.com/pasta,Pasta Primavera,3.2,Best in   (Manhattan),Le Cirque,https://www.tasteatlas.com/le-cirque,"Pasta primavera is a dish combining pasta and lightly cooked vegetables along with some fresh herbs and spices. Despite its Italian-sounding name, the dish was actually invented by Ed Giobbi during his hunting trip to Nova Scotia. He brought the r...",,READ MORE,https://www.tasteatlas.com/pasta-primavera/wheretoeat,https://www.tasteatlas.com/spaghetti,https://cdn.tasteatlas.com/images/dishes/4abb17e5a4824c6fa3f6de4d631eb54e.png?h=120&w=120,https://www.tasteatlas.com/Broccoli,https://cdn.tasteatlas.com/images/ingredientgroups/c2c817f763b84582b82614e8838c1b46.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,https://www.tasteatlas.com/Asparagus,https://cdn.tasteatlas.com/images/ingredientgroups/f66bd394edcd44a48ac6bc06ff71fabd.png?h=120&w=120,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/new-york-city,New York City,https://cdn.tasteatlas.com/images/emblems/06a79df5dbdf4bb3bbb16eb9b1a83e42.png,
https://www.tasteatlas.com/patty-melt,https://cdn.tasteatlas.com//images/dishes/8d26517ccc144c5f99285bac7ce99ef3.jpg?mw=660,129,Sandwich,https://www.tasteatlas.com/sandwiches,Patty Melt,3.4,Best in   (Chicago),Top Notch Beefburgers,https://www.tasteatlas.com/TopNotchBeefburgers,"Patty melt is an American sandwich consisting of Swiss cheese and an onion-topped hamburger patty between slices of grilled rye bread. The flavorful sandwich was invented in California in the late 1940s by Tiny Naylor, the owner of ...",Biff's,READ MORE,https://www.tasteatlas.com/patty-melt/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,,,,,https://www.tasteatlas.com/california,California,https://cdn.tasteatlas.com/Images/Emblems/2d340b00812644ddafe5abf7ab819c10.png,
https://www.tasteatlas.com/popcorn-chicken,https://cdn.tasteatlas.com//Images/Dishes/afffe579d147479e8fae655fed7d4b4e.jpg?mw=660,130,Fried Chicken Dish,https://www.tasteatlas.com/fried-chicken-dishes,Popcorn Chicken,3.7,Best in   (Philadelphia),Redcrest Fried Chicken,https://www.tasteatlas.com/redcrest-fried-chicken,"Popcorn chicken is an American dish consisting of tiny, bite-sized pieces of chicken that have been breaded or battered and deep-fried. The name of the dish refers to the small pieces of chicken that are reminiscent of popcorn after they have been...",,READ MORE,https://www.tasteatlas.com/popcorn-chicken/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/southern-united-states,Southern United States,,
