search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6
https://www.tasteatlas.com/pecena-kachna,https://cdn.tasteatlas.com//Images/Dishes/3af3506f91fe46a58fef80929de19103.jpg?mw=660,28,Duck Dish,https://www.tasteatlas.com/duck-dishes,Pečená kachna,4.7,Best in   (Prague),V Zátiší,https://www.tasteatlas.com/v-zatisi,"In the Czech Republic, roasted duck is known as pečená kachna. The duck is usually seasoned with caraway seeds and marjoram, then slowly roasted in the oven until golden brown and crispy. It is traditionally served alongside potatoes, bread...",,https://www.tasteatlas.com/pecena-kachna/wheretoeat,https://www.tasteatlas.com/Duck,https://cdn.tasteatlas.com/images/ingredientgroups/0a14c8f14ae348468a1f8f23c4738bef.png?h=120&w=120,https://www.tasteatlas.com/caraway,https://cdn.tasteatlas.com/images/ingredientgroups/09d9a789fcdb43c1839777b7e1b8d9d2.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/vdolky,https://cdn.tasteatlas.com//images/dishes/232869a183914813b0ee16427ef71429.jpg?mw=660,29,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Vdolky,4.2,,,,"These soft, tender Czech doughnuts are prepared with yeasted dough that is occasionally flavored with lemon zest. They are typically round and have a small indentation on the top, which is used to hold all of the delicious filling. Even though the...",,https://www.tasteatlas.com/vdolky/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/mazanec,https://cdn.tasteatlas.com//Images/Dishes/4541fa5525bd4e0681ef1904f29e775e.jpg?mw=660,30,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Mazanec,3.9,,,,"Mazanec is a traditional sweet Easter bread prepared with a brioche-like dough that is enriched with raisins, lemon zest, and rum. Shaped into large, round loaves, before baking it is sprinkled with sliced almonds, and the top is usually incised w...",,https://www.tasteatlas.com/mazanec/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/zelnacka,https://cdn.tasteatlas.com//Images/Dishes/f9ee594312504dbe9437b01c1f04b5db.jpg?mw=660,31,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Zelňačka,4.1,,,,"Zelňačka is a traditional Czech sauerkraut soup. Although there are numerous varieties of this Czech classic, most of them consist of sour cabbage, potatoes, cream, and traditional Czech smoked meat. Thick, filling, and generously spiced with cara...",,https://www.tasteatlas.com/zelnacka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/valassky-frgal,https://cdn.tasteatlas.com//Images/Dishes/165d224b3e9a4858a39f5e6ed076afa4.jpg?mw=660,32,Cake,https://www.tasteatlas.com/cakes,Valašský frgál,4.6,,,,"Also known as ,  or , Valašský frgál is a traditionally made, round-shaped sweet cake with toppings, produced in the Moravian Wallachia region in the south-eastern par...",vdolek,https://www.tasteatlas.com/valassky-frgal/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/koblihy,https://cdn.tasteatlas.com//images/dishes/5d7bb143eccb46dcba3e9a5f08c4e150.jpg?mw=660,33,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Koblihy,4.2,Best in   (Prague),Maso a Kobliha,https://www.tasteatlas.com/maso-a-kobliha,"Krapfen was probably the first European-style doughnut to appear, followed by similar varieties in other countries. These pastries are traditionally prepared with leavened dough that is deep-fried until golden and crispy on the outside, while they...",,https://www.tasteatlas.com/koblihy/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/rybi-polevka,https://cdn.tasteatlas.com//images/dishes/e70686a70de54ffb820f89afa310f41c.jpg?mw=660,34,Fish Soup,https://www.tasteatlas.com/fish-soups,Rybí polévka,2.9,,,,"Rybí polévka is a traditional Czech fish soup that is enjoyed as a part of the festive Christmas Eve dinner. It is typically prepared with carp, various root vegetables, and different spices, but some versions also use white wine, cr...",,https://www.tasteatlas.com/rybi-polevka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/buchty-na-pare,https://cdn.tasteatlas.com//images/dishes/1173ca878ff049f4b9332fa8bfa8f746.jpg?mw=660,35,Dumplings,https://www.tasteatlas.com/Dumplings,Buchty na páře,4.0,,,,"Germknödel is a famous Austrian steamed yeast dumpling. It consists of soft dough which is filled with rum-spiced plum jam. Before serving, the dumpling is generously doused with melted butter or vanilla-based sauce and sprinkled with a consi...",,https://www.tasteatlas.com/buchty-na-pare/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120
https://www.tasteatlas.com/fazolova,https://cdn.tasteatlas.com//Images/Dishes/eb9a5f86be7c49719b02c8bb0ae7df61.jpg?mw=660,36,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Fazolová,4.0,,,,"Fazolová is a traditional Czech bean soup. Although it appears in numerous varieties, it usually consists of plump white beans cooked in a flavorful broth alongside potatoes, root vegetables, and smoked meat. Occasionally, it can be altered...",,https://www.tasteatlas.com/fazolova/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/parek-v-rohliku,https://cdn.tasteatlas.com//Images/Dishes/fd9142e5e6834804ac1caf50ed48f769.jpg?mw=660,37,Hot Dog,https://www.tasteatlas.com/hot-dogs,Párek v rohlíku,3.7,,,,"Párek v rohlíku is a Czech dish that consists of small  sausages served inside bread rolls. In many ways, this Czech classic resembles a , but the bread rolls are usually hollowed and the sausage is comp...",parek,https://www.tasteatlas.com/parek-v-rohliku/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/ryzovy-nakyp,https://cdn.tasteatlas.com//images/dishes/a40f4530a3b44b568c374e42792a4538.jpg?mw=660,38,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Rýžový nákyp,3.0,,,,"Rýžový nákyp is a traditional Czech and Slovak rice pudding that is often served as the main course. It consists or rice cooked in milk that is chilled and combined with egg yolks, sugar, butter, vanilla, and beaten egg whites...",,https://www.tasteatlas.com/ryzovy-nakyp/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/kure-na-paprice,https://cdn.tasteatlas.com//Images/Dishes/e2aa0fe2ded8470c9b2798c843aba311.jpg?mw=660,39,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Kuře na paprice,4.1,,,,"Kuře na paprice is a Czech interpretation of the famous Hungarian . The dish consists of braised chicken pieces doused in a creamy sauce that is generously spiced with Hungarian sweet paprika. Like the original dish, the ...",chicken paprikash,https://www.tasteatlas.com/kure-na-paprice/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/kyselo,https://cdn.tasteatlas.com//Images/Dishes/8bc711fa68744d589307ba2ce4d288f5.jpg?mw=660,40,Soup,https://www.tasteatlas.com/Soups,Kyselo,3.3,,,,"Kyselo is a hearty Czech sourdough soup which originated in Krkonoše mountains. The base of the soup is sourdough, usually made with fermented rye flour, poured in a caraway-spiced broth, and cooked until thickened. Even though there are nu...",,https://www.tasteatlas.com/kyselo/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/jitrnice,https://cdn.tasteatlas.com//Images/Dishes/12344d1fd170450b82df6c0334479028.jpg?mw=660,41,Sausage,https://www.tasteatlas.com/Sausages,Jitrnice,3.9,,,,"Jitrnice are one of the most common pork sausages in the Czech Republic. Although there are numerous regional varieties, they mostly consist of pork cuts, various internal organs, and pork liver. Depending on the tradition, some prefer to incorpor...",,https://www.tasteatlas.com/jitrnice/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/zemlovka,https://cdn.tasteatlas.com//Images/Dishes/5ffc7b775a754bb8a9f84a9546f7bf33.jpg?mw=660,42,Dessert,https://www.tasteatlas.com/Desserts,Žemlovka,3.5,,,,"Žemlovka is a traditional Czech and Slovak baked dessert consisting of sliced bread that is layered with various fruits. It is usually made with soft white bread rolls such as  or , which are soaked in sweet, van...",rohlík,https://www.tasteatlas.com/zemlovka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/cockova-polevka,https://cdn.tasteatlas.com//Images/Dishes/38ad99a8009349b3a47cf8460d84d3cc.jpg?mw=660,43,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Čočková polévka,3.7,,,,"Čočková polévka is a comforting Czech lentil soup. It is usually made with brown or green dry lentils, root vegetables, and various spices such as marjoram or coriander. Occasionally, it is thickened with flour, while spicy sausages ...",,https://www.tasteatlas.com/cockova-polevka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/zeleninova-polevka,https://cdn.tasteatlas.com//Images/Dishes/0762c83b83044bb6927065b46b04633e.jpg?mw=660,44,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Zeleninová polévka,3.1,,,,"Zeleninová polévka is a Czech vegetable soup that is usually served as a nutritious appetizer. This hearty dish has numerous varieties and can incorporate various root or leafy vegetables. Most commonly, it consists of diced or slice...",,https://www.tasteatlas.com/zeleninova-polevka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/rajska-omacka,https://cdn.tasteatlas.com//Images/Dishes/016bc95accc24e16bf7f53fdf63be7f9.jpg?mw=660,45,Sauce,https://www.tasteatlas.com/Sauces,Rajská omáčka,4.0,,,,"One of the most popular condiments in traditional Czech cuisine is a creamy tomato sauce called rajská omáčka. It is made with a homogeneous mixture of pureed tomatoes, boiled until it achieves the right consistency. The slightly tar...",,https://www.tasteatlas.com/rajska-omacka/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/peppercorns,https://cdn.tasteatlas.com/images/ingredientgroups/208d4c78a6af42c8b06206069f6b1f81.png?h=120&w=120,https://www.tasteatlas.com/allspice,https://cdn.tasteatlas.com/images/ingredientgroups/9f382c998e6b46b79ab26b34cd3b0c2c.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,
https://www.tasteatlas.com/cibulacka,https://cdn.tasteatlas.com//Images/Dishes/47893a98377f40bd88fbfd17ce2677ba.jpg?mw=660,46,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Cibulačka,4.1,,,,"Although cibulačka originated from the famous French, this Czech version has become one of the favorite soup varieties in the country. It is a simple and pungent dish consisting of caramelized onions cooked with a ...",soupe à l'oignon,https://www.tasteatlas.com/cibulacka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/krupicova-kase,https://cdn.tasteatlas.com//Images/Dishes/4361e0772ee647d1bab1a06a1a11046f.jpg?mw=660,47,Pudding,https://www.tasteatlas.com/puddings,Krupicová kaše,3.6,,,,"Krupicová kaše is a Czech term referring to a popular semolina pudding that is cooked in lightly sweetened milk. Although modern varieties are often flavored with cinnamon, rum, raisins, ground walnuts, or fresh fruit, krupicov&aacut...",,https://www.tasteatlas.com/krupicova-kase/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/stramberske-usi,https://cdn.tasteatlas.com//images/dishes/7b4b45ab1d4a4046905e93a01b1e11fd.jpg?mw=660,48,Cookie,https://www.tasteatlas.com/Cookies,Štramberské uši,4.3,,,,"Štramberské uši is a baked product made from flour, sugar, eggs, water, baking powder, honey or caramel, and spices such as cloves, aniseed, cinnamon, and star anise. After baking, the dough is twisted into a cone shape, makin...",,https://www.tasteatlas.com/stramberske-usi/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/makovy-zavin,https://cdn.tasteatlas.com//images/dishes/3417b26bde8040c7990f2a20474ec16a.jpg?mw=660,49,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Makový závin,4.0,Best in   (Prague),Pekárna Kabát,https://www.tasteatlas.com/PekarnaKabat,"Makowiec is the Polish name for poppy seed roll, a traditional cake where poppy seed paste is placed between layers of dough. Raisins, almonds, honey, and orange peel can be added to the cake in order to enhance its flavors. Ideally, makowiec shou...",,https://www.tasteatlas.com/makovy-zavin/wheretoeat,https://www.tasteatlas.com/opium-poppies,https://cdn.tasteatlas.com/images/ingredientgroups/3981dfd084bb46799d7220bab126372c.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120
https://www.tasteatlas.com/jahodove-knedliky,https://cdn.tasteatlas.com//Images/Dishes/7e6f3e033d7d4f5ea59fd1ccd48109be.jpg?mw=660,50,Dumplings,https://www.tasteatlas.com/Dumplings,Jahodové knedlíky,4.5,Best in   (Prague),Café Savoy,https://www.tasteatlas.com/cafe-savoy,"These traditional Czech dumplings consist of a pliable, soft dough that is wrapped around whole strawberries. Whether they are made with leavened, potato, or quark cheese dough, the end result is always a delectable, visually appealing treat. Just...",,https://www.tasteatlas.com/jahodove-knedliky/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/quarks,https://cdn.tasteatlas.com/images/ingredientgroups/adddf40ecafb49cfbea0cb18d74ac987.png?h=120&w=120,https://www.tasteatlas.com/Strawberries,https://cdn.tasteatlas.com/images/ingredientgroups/253b91600d4a40f0833c4251fb774fd6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120
https://www.tasteatlas.com/jidase,https://cdn.tasteatlas.com//images/dishes/9154a6ca809841c9a9c9fd363f369dc4.jpg?mw=660,51,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Jidáše,,,,,"Jidáše or  is a traditional Czech Easter bread that's shaped into a rolled rope or a noose as a reference to Judas who hanged himself after he had betrayed Jesus. They're made with a combination of flour, butter, eg...",Judas bun,https://www.tasteatlas.com/jidase/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/veka,https://cdn.tasteatlas.com//Images/Dishes/6c577f53563f4d809a503a31ef54e2db.jpg?mw=660,52,Bread,https://www.tasteatlas.com/Breads,Veka,3.5,,,,"Veka is a white bread variety that is similar to the famous French , commonly found in Czech, Slovak, and Polish cuisines. Made with yeasted wheat dough, it is usually shaped into small loaves, shorter and wider than the tradition...",baguette,https://www.tasteatlas.com/veka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/koprova-omacka,https://cdn.tasteatlas.com//Images/Dishes/ad13a400ddc448a197c7deccbab1bbff.jpg?mw=660,53,Sauce,https://www.tasteatlas.com/Sauces,Koprová omáčka,3.4,,,,"Czech cuisine abounds in various sauces, and one of the most common types is a thick and creamy dill sauce known as koprová omáčka. The base of this sauce is a creamy mixture of milk or meat broth that is thickened with wheat flour a...",,https://www.tasteatlas.com/koprova-omacka/wheretoeat,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,,
https://www.tasteatlas.com/drstkova,https://cdn.tasteatlas.com//Images/Dishes/69d9b93da7a348fba16525bee312407f.jpg?mw=660,54,Offal Soup,https://www.tasteatlas.com/offal-soups,Dršťková,3.6,,,,"Dršťková is a traditional Czech tripe soup consisting of beef tripe braised in generous amounts of onions and sweet paprika. Although it has numerous regional varieties, this hearty soup typically has a thick consistency, a light red...",,https://www.tasteatlas.com/drstkova/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/velikonocni-beranek,https://cdn.tasteatlas.com//Images/Dishes/6307810ab0564d85ac901b2bab1fda18.jpg?mw=660,55,Cake,https://www.tasteatlas.com/cakes,Velikonoční beránek,3.7,,,,"Exclusively associated with Easter, this traditional Czech cake is prepared with a simple egg-based batter that is baked in a lamb-shaped mold. The buttery, light sponge is occasionally enriched with dried fruit or colorful jelly bits, and the who...",,https://www.tasteatlas.com/velikonocni-beranek/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/hrachova-polevka,https://cdn.tasteatlas.com//images/dishes/e30737b893bf4ce5b60f9946eee3081a.jpg?mw=660,56,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Hrachová polévka,4.0,,,,"This traditional Czech soup is prepared with fresh peas, green split peas, or yellow split peas. It often incorporates flavorful broths, various root vegetables, smoked meat, and spices such as cumin or marjoram. Although it can vary in color and ...",,https://www.tasteatlas.com/hrachova-polevka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/svestkove-knedliky,https://cdn.tasteatlas.com//Images/Dishes/877adca5a2964509870a63e89c387131.jpg?mw=660,57,Dumplings,https://www.tasteatlas.com/Dumplings,Švestkové knedlíky,4.0,Best in   (Prague),Café Savoy,https://www.tasteatlas.com/cafe-savoy,"One of the classics of traditional Czech cuisine are these sweet, succulent plum dumplings known as švestkové knedlíky. They are prepared with leavened, potato, or fresh cheese dough that is wrapped around whole pitted plums. ...",,https://www.tasteatlas.com/svestkove-knedliky/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Plums,https://cdn.tasteatlas.com/images/ingredientgroups/6b5b38011c7d4e43af117c875ad232b2.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/poppy-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/97155d8b74314c729dd497a01bcad98b.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120
https://www.tasteatlas.com/merunkove-knedliky,https://cdn.tasteatlas.com//images/dishes/92d5e3b4dc13428a84b3d09c4f008031.jpg?mw=660,58,Dumplings,https://www.tasteatlas.com/Dumplings,Meruňkové knedlíky,4.1,Best in   (Prague),Café Savoy,https://www.tasteatlas.com/cafe-savoy,"These soft dumplings consist of whole apricots that are wrapped in a thin layer of leavened, potato, or fresh cheese dough. Always served warm, the dumplings are usually complemented with melted butter, cinnamon sugar, poppy seeds, or sweetened ch...",,https://www.tasteatlas.com/merunkove-knedliky/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Apricots,https://cdn.tasteatlas.com/images/ingredientgroups/0a0cb8afaa784da8896f7d5404da7ef1.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/poppy-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/97155d8b74314c729dd497a01bcad98b.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120
https://www.tasteatlas.com/misa-rezy,https://cdn.tasteatlas.com//images/dishes/56bd17095c5a4a05bc58efc54328895b.jpg?mw=660,59,Cheese Dessert,https://www.tasteatlas.com/cheese-desserts,Míša řezy,3.9,,,,"Míša řezy is a traditional Czech dessert made with quark cheese (tvaroh) as the key ingredient. The cake consists of three distinct layers – a base of chocolate sponge cake, a layer of quark cheese, sugar, and butter, and the f...",,https://www.tasteatlas.com/misa-rezy/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/nudle-s-makem,https://cdn.tasteatlas.com//Images/Dishes/19d081135e3146c48e4b7a343aa0ba99.jpg?mw=660,60,Dessert,https://www.tasteatlas.com/Desserts,Nudle s mákem,2.8,,,,"The simple and nutritious nudle s mákem is a dish consisting of wide, thin wheat pasta that is doused in copious amounts of melted butter, and then dusted with poppy seeds and sugar. Once considered a rich and luscious meal, today it repres...",,https://www.tasteatlas.com/nudle-s-makem/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/smazenice,https://cdn.tasteatlas.com//images/dishes/fa1c33e9b85f41d1a49b67a2a69110a1.jpg?mw=660,61,Egg Dish,https://www.tasteatlas.com/egg-dishes,Smaženice,3.7,,,,"Smaženice is a popular Czech dish consisting of diced mushrooms that are braised with onions, seasoned with cumin, and combined with lightly beaten eggs. This rustic dish is commonly prepared in many Czech households, and it is usually served alon...",,https://www.tasteatlas.com/smazenice/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,,
https://www.tasteatlas.com/houbovy-kuba,https://cdn.tasteatlas.com//images/dishes/ac5d9fd1d0a04e7cac33aaa71a2e45ae.jpg?mw=660,62,Casserole,https://www.tasteatlas.com/casserole,Houbový kuba,,,,,"Traditionally associated with Christmastime, this Czech casserole consists of precooked barley and a combination of various dried forest mushrooms. Typically seasoned with caraway and marjoram, houbový kuba is baked until crispy and served ...",,https://www.tasteatlas.com/houbovy-kuba/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/horicke-trubicky,https://cdn.tasteatlas.com//images/dishes/c9708249777e4ea191815c6cb38b5d80.jpg?mw=660,63,Wafer,https://www.tasteatlas.com/wafers,Hořické Trubičky,4.0,,,,"Hořické trubičky are rolled wafers produced in the town of Hořice and neighbouring municipalities in the Czech Republic. The rolls are from 5 to 19 centimetres long and light beige in colour. They have the scent and taste of a wafer, with a...",,https://www.tasteatlas.com/horicke-trubicky/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/rajska-polevka,https://cdn.tasteatlas.com//Images/Dishes/b880c26286684a369bf84fbea06ef04c.jpg?mw=660,64,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Rajská polévka,4.2,,,,"Whether it is prepared with fresh tomatoes or pureed tomato sauce, this creamy and refreshing soup is a staple dish of traditional Czech cuisine. It is usually seasoned with bay leaves, cinnamon, allspice, or cloves, and thickened with sauté...",,https://www.tasteatlas.com/rajska-polevka/wheretoeat,,,,,,,,,,,,
https://www.tasteatlas.com/bramborove-sisky-s-makem,https://cdn.tasteatlas.com//Images/Dishes/0cdc7f9720504dadb6b7a3228c055da9.jpg?mw=660,65,Dumplings,https://www.tasteatlas.com/Dumplings,Bramborové šišky s mákem,3.9,,,,"This flavorful Czech dish consists of potato dumplings that are traditionally dusted with sweetened, vanilla-flavored poppy seeds. Characterized by their cylindrical shape and delicate texture, the dumplings are shortly boiled, then served while s...",,https://www.tasteatlas.com/bramborove-sisky-s-makem/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/poppy-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/97155d8b74314c729dd497a01bcad98b.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120
https://www.tasteatlas.com/houbova-polevka,https://cdn.tasteatlas.com//images/dishes/0bc87ad74d8d4c2197c4b46ad1a3ba8d.jpg?mw=660,66,Mushroom Soup,https://www.tasteatlas.com/mushroom-soups,Houbová polévka,4.1,,,,"Whether it is prepared with dry, fresh, frozen, or canned mushrooms, this traditional Czech soup is distinguished by its creamy consistency and an earthy flavor. It usually incorporates flavorful broths and various vegetables, while the whole dish...",,https://www.tasteatlas.com/houbova-polevka/wheretoeat,,,,,,,,,,,,
