search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na,search-results__item-description 2
https://www.tasteatlas.com/lo-bah,https://cdn.tasteatlas.com//images/dishes/5b167f5b51a34e1ea03afb140fb514e6.jpg?mw=660,27,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Loh bak,Best in   (George Town),Kheng Pin Cafe,https://www.tasteatlas.com/kheng-pin-cafe,Loh bak or ngo hiang is a dish that presumably originated among Teochew and Hokkien communities. It consists of various meat and vegetable fillings that are wrapped in bean curd skins before they are deep-fried until crispy. The main ingredient us...,https://www.tasteatlas.com/lo-bah/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/kuih-serimuka,https://cdn.tasteatlas.com//images/dishes/89b853497e9b47b4abf4a8ebb9a2d72b.jpg?mw=660,28,Dessert,https://www.tasteatlas.com/Desserts,Kuih serimuka,Best in   (Ampang Jaya),Mak Jah Corner,https://www.tasteatlas.com/mak-jah-corner,"Serimuka is a kuih variety that consists of two separate layers. The bottom is made with glutinous rice cooked in coconut milk, while the top layer is a vibrant green coconut milk custard that is flavored and colored with pandan leaves. The desser...",https://www.tasteatlas.com/kuih-serimuka/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/mooncake-malaysia,https://cdn.tasteatlas.com//Images/Dishes/76c513e6c3214386b6c1dd9c98a564cc.jpg?mw=660,29,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Mooncake,,,,"An ancient Chinese delicacy eaten during the Mid-August Festival or Moon Festival, known as mooncake, is a pie-like pastry made with a shortcrust base called that is traditionally filled with black sesame seed or lotus seed past...",https://www.tasteatlas.com/mooncake-malaysia/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/lye-water,https://cdn.tasteatlas.com/images/ingredientgroups/ffa9e3d74c7f49b7a956a749bdff29ae.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,,yueh ping
https://www.tasteatlas.com/nasi-goreng-kampung,https://cdn.tasteatlas.com//images/dishes/fdd9ec62ece449568aba60231bdca803.jpg?mw=660,30,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Nasi goreng kampung,,,,"Nasi goreng kampung is a traditional nasi goreng (fried rice) variety originating from Malaysia, but it's also popular in Singapore and Indonesia. Although there are many recipes, it's usually made with a combination of rice, onions, shallots, gar...",https://www.tasteatlas.com/nasi-goreng-kampung/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/water-spinach,https://cdn.tasteatlas.com/images/ingredientgroups/f1661d678aaa4e279d73a8ab89bb91d1.png?h=120&w=120,https://www.tasteatlas.com/anchovies,https://cdn.tasteatlas.com/images/ingredientgroups/9d1bd646966e4ee890a98352232dfc61.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/nasi-goreng-kambing,https://cdn.tasteatlas.com//images/dishes/8071b4062d2d4d4288540c575738380e.jpg?mw=660,31,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Nasi goreng kambing,,,,"Nasi goreng kambing is a traditional nasi goreng (fried rice) variety originating from Malaysia, but it's also popular in Singapore and Indonesia. Although there are many versions, the dish is usually made with a combination of rice, minced mutton...",https://www.tasteatlas.com/nasi-goreng-kambing/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/nasi-ulam,https://cdn.tasteatlas.com//images/dishes/ec08e3d9742343abae366b533318ce72.jpg?mw=660,32,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Nasi ulam,,,,"This flavorful combination of well-chilled rice and various fresh herbs is believed to have originated among the Peranakan ethnic minority, but it is nowadays enjoyed throughout Malaysia, as well as in some parts of Thailand and Indonesia, especia...",https://www.tasteatlas.com/nasi-ulam/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/maggi-goreng,https://cdn.tasteatlas.com//images/dishes/14f512c2991b4eee993594ee1f9e96d7.jpg?mw=660,33,Noodle Dish,https://www.tasteatlas.com/Noodles,Maggi goreng,,,,"Maggi goreng is an instant-noodle dish, popular in the Mamak (Indian-Muslim) sub-culture of Malaysia. The name comes from the well-known brand of instant noodles , but the recipe doesn't necessarily use this particular brand. The bas...",https://www.tasteatlas.com/maggi-goreng/wheretoeat,,,,,,,,,,,,,,,,,Maggi
https://www.tasteatlas.com/keropok-lekor,https://cdn.tasteatlas.com//images/dishes/576460f5d7c04f34bde13783e77b6f64.jpg?mw=660,34,Snack,https://www.tasteatlas.com/Snacks,Keropok lekor,Best in   (Kuala Terengganu),Kak Yah's Keropok Stall,https://www.tasteatlas.com/kak-yahs-keropok-stall,"Keropok lekor is a Malaysian snack and a specialty of the Terengganu region. In order to prepare it, ground fish such as herring, ikan tamban, ikan kerisi, or ikan selayang are combined with sago flour, and the combination is formed into long, sau...",https://www.tasteatlas.com/keropok-lekor/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/terengganu,https://cdn.tasteatlas.com/images/emblems/fa84ce034cf14aad9149878019623131.png,Terengganu,n/a,
https://www.tasteatlas.com/rotiboy,https://cdn.tasteatlas.com//images/dishes/d0d7c4c1d35c42cf825fc0b5fc0fc6a1.jpg?mw=660,35,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Rotiboy,Best in   (George Town),Rotiboy Bakeshoppe,https://www.tasteatlas.com/rotiboy-bakeshoppe,"These Malaysian buns were invented at the namesake bakery in Penang. First marketed as , they consist of a leavened dough that is filled with butter and topped with a layer of coffee-infused buttercream. During baking, ...",https://www.tasteatlas.com/rotiboy/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/penang,https://cdn.tasteatlas.com/images/emblems/debc7efe8a014c53a5c8ceb68dfda2aa.png,Penang,n/a,Mexican coffee buns
https://www.tasteatlas.com/lor-mee,https://cdn.tasteatlas.com//images/dishes/f08d050688f547b18eaf7a43b3643608.jpg?mw=660,36,Noodle Dish,https://www.tasteatlas.com/Noodles,Lor mee,Best in   (Kuala Lumpur),Hennessy Lor Mee,https://www.tasteatlas.com/hennessy-lor-mee,"Lor mee is a noodle dish that can be found in Malaysia and Singapore. It consists of thick yellow noodles in a starchy gravy made with eggs, cornstarch, and spices. The noodles are additionally enriched with seafood, fish cakes, hard-boiled eggs, ...",https://www.tasteatlas.com/lor-mee/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/roti-jala,https://cdn.tasteatlas.com//images/dishes/b092f825ce4d47648d5160df0813451d.jpg?mw=660,37,Pancake,https://www.tasteatlas.com/pancakes,Roti jala,Best in   (Kuala Lumpur),Merchant's Lane,https://www.tasteatlas.com/merchants-lane,"Roti jala is a popular Malaysian snack, a savory crepe consisting of flour, eggs, milk, and turmeric powder. Literally translated,  means , referring to its intricate net design inspired by the nets of Malaysian...",https://www.tasteatlas.com/roti-jala/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,,,,,https://www.tasteatlas.com/johor,https://cdn.tasteatlas.com/images/emblems/25545bf948f848a99b91c21357af0f76.png,Johor,n/a,roti jala
https://www.tasteatlas.com/bahulu,https://cdn.tasteatlas.com//images/dishes/4931bfd9bf9c4441b7e3aa13e01b7643.jpg?mw=660,38,Dessert,https://www.tasteatlas.com/Desserts,Bahulu,,,,"Often called , these traditional sponge cakes are commonly enjoyed on various special occasions such as Chinese New Year and Eid al-Fitr (Hari Raya), which marks the end of Ramadan. They come in many different sizes an...",https://www.tasteatlas.com/bahulu/wheretoeat,,,,,,,,,,,,,,,,n/a,Malaysian madeleines
https://www.tasteatlas.com/sambal-belacan,https://cdn.tasteatlas.com//images/dishes/589043995531458c9c9a97a909c0e671.jpg?mw=660,39,Sauce,https://www.tasteatlas.com/Sauces,Sambal belacan,,,,Sambal terasi is a traditional Indonesian and Malaysian sauce and a variety of sambal. It's made with a combination of red chili peppers and shrimp paste (terasi) as the main ingredients. Various other ingredients are added to the sauce such as ga...,https://www.tasteatlas.com/sambal-belacan/wheretoeat,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/shrimp-paste,https://cdn.tasteatlas.com/images/dishes/bc7f81b6fdb74746a59d2abb0835c07c.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/pulut-durian,https://cdn.tasteatlas.com//images/dishes/82455eee431b4c98ac7bf7300f3d1130.jpg?mw=660,40,Dessert,https://www.tasteatlas.com/Desserts,Pulut durian,,,,"Pulut durian is a traditional Asian dessert that's popular in Malaysia, Thailand, and Singapore. It's usually made with a combination of durian flesh, glutinous rice, coconut milk, salt, sugar, and pandan leaves. The glutinous rice is seasoned wit...",https://www.tasteatlas.com/pulut-durian/wheretoeat,https://www.tasteatlas.com/durian,https://cdn.tasteatlas.com/images/dishes/42a15b8ae72e47538b01fce9b138f197.png?h=120&w=120,https://www.tasteatlas.com/glutinous-rice,https://cdn.tasteatlas.com/images/ingredientgroups/a1799e6fcf0b4167830830ecd6ae6ec9.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/pandan-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ad18e8abd49441ec8e4640aeedc1b54c.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/mee-bandung,https://cdn.tasteatlas.com//images/dishes/5b668af6886641549cf706772b053459.jpg?mw=660,41,Noodle Dish,https://www.tasteatlas.com/Noodles,Mee bandung,,,,"Mee bandung is a Malay noodle dish that originated in Muar. The dish combines yellow noodles with a thick, spicy sauce that consists of chilies, onions, shrimp paste, and dried shrimps. Each mee bandung is topped with a variety of condiments that ...",https://www.tasteatlas.com/mee-bandung/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/muar,,Muar,n/a,
https://www.tasteatlas.com/mee-goreng-mamak,https://cdn.tasteatlas.com//images/dishes/f68cd603428842889c5366eebe988c42.jpg?mw=660,42,Noodle Dish,https://www.tasteatlas.com/Noodles,Mee goreng mamak,,,,"Mee goreng mamak is a versatile stir-fry noodle dish from the Maritime Southeast Asia region, initially introduced by the Indian-Muslim community. It is a spicy-savory course that pairs the noodles with a combination of fish cakes, chicken, prawns...",https://www.tasteatlas.com/mee-goreng-mamak/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/mee-siam,https://cdn.tasteatlas.com//images/dishes/38d76c6f763345919779e65c33aad430.jpg?mw=660,43,Noodle Dish,https://www.tasteatlas.com/Noodles,Mee Siam,Best in   (Kuala Lumpur),Baba Low's,https://www.tasteatlas.com/baba-lows,"Mee siam or  is a dish that is popular in Malaysia and Singapore, and it is believed to have been inspired by Thai cuisine and flavors. It is made with vermicelli noodles which are fried with small shrimps, bean sprouts, so...",https://www.tasteatlas.com/mee-siam/wheretoeat,,,,,,,,,,,,,,,,n/a,Siamese noodles
https://www.tasteatlas.com/roti-pisang,https://cdn.tasteatlas.com//images/dishes/6b9b180fd9c7420b80d5ef68a1133efb.jpg?mw=660,44,Street Food Sweets,https://www.tasteatlas.com/street-food-sweets,Roti pisang,Best in   (Kuala Lumpur),Valentine Roti,https://www.tasteatlas.com/valentine-roti,"This sweet variety of the traditional Malaysian roti employs bananas as the star ingredient. The unleavened roti dough is stretched until thin, and the combination of sliced bananas, eggs, and sugar is then wrapped in the dough. Roti is usually pa...",https://www.tasteatlas.com/roti-pisang/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Bananas,https://cdn.tasteatlas.com/images/ingredientgroups/f648aa29c948438fbf2b83a2cddaf7bf.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/condensed-milk,https://cdn.tasteatlas.com/images/ingredientgroups/bc2b9a3ae21642f9819aff5afd874137.png?h=120&w=120,,,,,,n/a,
https://www.tasteatlas.com/penang-hokkien-mee,https://cdn.tasteatlas.com//images/dishes/50a59611e1e345a2bac097b8c4a0a1ee.jpg?mw=660,45,Noodle Dish,https://www.tasteatlas.com/Noodles,Penang Hokkien Mee,Best in   (Petaling Jaya),Ah Wah Hokkien Mee,https://www.tasteatlas.com/ah-wah-hokkien-mee,"Penang version of the dish known as Hokkien mee is significantly different from the varieties that can be found in other parts of Malaysia and Singapore. Often referred as prawn mee, the dish consists of a broth that is flavored with prawns and po...",https://www.tasteatlas.com/penang-hokkien-mee/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/penang,https://cdn.tasteatlas.com/images/emblems/debc7efe8a014c53a5c8ceb68dfda2aa.png,Penang,n/a,
https://www.tasteatlas.com/kerabu,https://cdn.tasteatlas.com//images/dishes/06be1a473e2e4d33990823ebace6705d.jpg?mw=660,46,Salad,https://www.tasteatlas.com/Salads,Kerabu,,,,"Malaysian kerabu dishes typically denote various combinations of fresh vegetables and zesty dressings that are usually served alongside rice. The dish can include different vegetables and fruits such as cucumbers, bean sprouts, mangos, shallots, w...",https://www.tasteatlas.com/kerabu/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/bubur-lambuk,https://cdn.tasteatlas.com//images/dishes/fbc622d481cb461584b5a233c06a0b52.jpg?mw=660,47,Porridge,https://www.tasteatlas.com/Porridge,Bubur lambuk,,,,"Malaysians prefer to break the fast with sweet and soft food which won't strain their stomach, so they traditionally prepare bubur lambuk – a dish that can be literally translated as , referring to the fact that it...",https://www.tasteatlas.com/bubur-lambuk/wheretoeat,,,,,,,,,,,,,,,,n/a,scattered porridge
https://www.tasteatlas.com/papparoti,https://cdn.tasteatlas.com//images/dishes/6c8b40ee77894969b1adfcd9ab89e6c2.jpg?mw=660,48,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Papparoti,,,,"Papparoti is a bun originating from Malaysia. Although the papparoti is nowadays trademarked, it started as a new version of roti flatbread which was made into a bun in 2002 by a Malaysian woman. The buns are made with a combination of flour, suga...",https://www.tasteatlas.com/papparoti/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/ulam,https://cdn.tasteatlas.com//images/dishes/5b7f81aa074640e9b6ba8184c6255e6e.jpg?mw=660,49,Salad,https://www.tasteatlas.com/Salads,Ulam,,,,"Ulam is a term that denotes different Malaysian-style salads that are typically prepared with a variety of fresh herbs and vegetables such as betel leaves, cucumbers, or banana blossom, but they can also incorporate shoots, roots, seeds, and fruit...",https://www.tasteatlas.com/ulam/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/kari-ikan,https://cdn.tasteatlas.com//images/dishes/d485fda917544433950f2c9bf571be94.jpg?mw=660,50,Stew,https://www.tasteatlas.com/Stews,Kari ikan,,,,"Kari ikan is a delicious fish curry originating from Malaysia. It is typically made with a combination of fish that is cut into pieces, coconut milk, and a variety of spices such as fenugreek, cumin, curry leaves, chili peppers, mustard seeds, tam...",https://www.tasteatlas.com/kari-ikan/wheretoeat,https://www.tasteatlas.com/haddock,https://cdn.tasteatlas.com/images/dishes/284d85d0ba604348ab077c0c4a4541e7.png?h=120&w=120,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/halibuts,https://cdn.tasteatlas.com/images/ingredientgroups/c35d613ad5af4343866b074968b6ecb5.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/fenugreek,https://cdn.tasteatlas.com/images/ingredientgroups/a2f0007aa54545818af4ab1ebd1ba96e.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/roti-telur,https://cdn.tasteatlas.com//images/dishes/47762c271f844b0eb493ca8d8096c378.jpg?mw=660,51,Street Food,https://www.tasteatlas.com/Street-food,Roti telur,,,,"This simple variation of Malay roti canai is prepared with a cracked or lightly beaten egg that is encased inside the flaky roti dough. Roti telur is traditionally wrapped into rectangular shapes, and just like other types of savory roti snacks, i...",https://www.tasteatlas.com/roti-telur/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/kari-kambing,https://cdn.tasteatlas.com//images/dishes/7921578d01104653830e90f4e8e7f499.jpg?mw=660,52,Stew,https://www.tasteatlas.com/Stews,Kari kambing,,,,"Kari kambing is a goat curry that is popular in Malaysia and Indonesia. It is made with a combination of goat meat cut into chunks, potatoes, tomatoes, curry leaves, ginger, onions, coconut milk, chili peppers, and various other spices such as gal...",https://www.tasteatlas.com/kari-kambing/wheretoeat,https://www.tasteatlas.com/Goat,https://cdn.tasteatlas.com/images/ingredientgroups/284c1ffb7c3842819b1484d3dd665106.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/curry-leaves,https://cdn.tasteatlas.com/images/dishes/5981aa590b034bf8bbf4330af51cd41e.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,n/a,
https://www.tasteatlas.com/nasi-goreng-usa,https://cdn.tasteatlas.com//images/dishes/ce15bd63b2234e36a4a56e79c9318e7a.jpg?mw=660,53,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Nasi goreng USA,,,,"Nasi goreng USA is a traditional fried rice dish that's popular in Malaysia, Thailand, Singapore, and Indonesia. This variation of nasi goreng is distinguished by the additional ingredients accompanying fried rice such as chicken, squid, prawns, t...",https://www.tasteatlas.com/nasi-goreng-usa/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/satay-celup,https://cdn.tasteatlas.com//images/dishes/b9401f8457d247db85e9ed50e5f7ec9f.jpg?mw=660,54,Street Food,https://www.tasteatlas.com/Street-food,Steamboat Satay (Satay celup),Best in   (Malacca),Restaurant Ban Lee Siang,https://www.tasteatlas.com/restaurant-ban-lee-siang,"Satay celup is a traditional Malaysian dish, particularly popular in the Malacca state (also known as ""the historic state""), where it is considered a local favorite. It is a self-serve dish, consisting of skewers of marinated meat, raw seafood, or...",https://www.tasteatlas.com/satay-celup/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/prawns,https://cdn.tasteatlas.com/images/ingredientgroups/f8c173a0e0e547ae889f483169ce22f8.png?h=120&w=120,https://www.tasteatlas.com/squids,https://cdn.tasteatlas.com/images/ingredientgroups/1233d683cc3a467fb0a06d38a4f2aa77.png?h=120&w=120,https://www.tasteatlas.com/tofu,https://cdn.tasteatlas.com/images/dishes/9a7358d6b7dc42cb8156a394d174dc44.png?h=120&w=120,https://www.tasteatlas.com/Peanuts,https://cdn.tasteatlas.com/images/ingredientgroups/2880e31ec7bc4b538f2d2884786b69c3.png?h=120&w=120,https://www.tasteatlas.com/melaka,https://cdn.tasteatlas.com/images/emblems/c33c228cb5e14e92aab35df710667c4a.png,Malacca,n/a,
https://www.tasteatlas.com/cincin,https://cdn.tasteatlas.com//images/dishes/97547d773f8144eb9db20e7358bd00a8.jpg?mw=660,55,Cookie,https://www.tasteatlas.com/Cookies,Cincin,,,,"Translated as , this traditional Malay kuih is usually associated with the Brunei Malay community in Sabah. They are prepared with rice flour and a combination of red palm sugar (niham) and coconut-based  sugar. U...",https://www.tasteatlas.com/cincin/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/sabah,https://cdn.tasteatlas.com/images/emblems/5728562c43ea4ae996f24db5ef368f22.png,Sabah,n/a,ring cakes
https://www.tasteatlas.com/kuih-kaswi,https://cdn.tasteatlas.com//images/dishes/94e4bb01144d4f129eff8c8966d225b4.jpg?mw=660,56,Cake,https://www.tasteatlas.com/cakes,Kuih kaswi,,,,"This steamed Malaysian dessert is prepared with a combination of rice and tapioca flour, white sugar, alkaline water, and usually dark palm sugar, which gives these cakes their characteristic dark-brown color. The batter is usually steamed in smal...",https://www.tasteatlas.com/kuih-kaswi/wheretoeat,,,,,,,,,,,,,,,,n/a,
https://www.tasteatlas.com/pie-tee,https://cdn.tasteatlas.com//images/dishes/b2257cc7536c43d781f9be3a2144b009.jpg?mw=660,57,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Pie tee,,,,"Pie tee is a dish consisting of a thin pastry—shaped in the form of a cup—which is filled with various sliced vegetables such as bamboo shoots, turnips, and carrots. The shells are made with the help of a  mold that is ...",https://www.tasteatlas.com/pie-tee/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/rice-flours,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/bamboo-shots,https://cdn.tasteatlas.com/images/dishes/a95c8ecb6f17438082aee18b5a8c6e59.png?h=120&w=120,https://www.tasteatlas.com/Turnips,https://cdn.tasteatlas.com/images/ingredientgroups/e063a9431e8f4714b9ef42b808482935.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,,,n/a,pie tee
https://www.tasteatlas.com/mee-sup,https://cdn.tasteatlas.com//images/dishes/d00e4a07544e419c92e3d46b9d045e75.jpg?mw=660,58,Noodle Dish,https://www.tasteatlas.com/Noodles,Mee sup,,,,"Mee sup (translated simply as ) is a traditional Malaysian dish with a spicy broth base. There are many different varieties of mee sup that combine either tofu, prawns, pork, or other types of meat with a variable blend of vege...",https://www.tasteatlas.com/mee-sup/wheretoeat,,,,,,,,,,,,,,,,n/a,noodle soup
https://www.tasteatlas.com/sago-gula-melaka,https://cdn.tasteatlas.com//images/dishes/1192fa8d07124192bb6b1bb7e5de323e.jpg?mw=660,59,Pudding,https://www.tasteatlas.com/puddings,Sago gula melaka,,,,"Just as its name would imply, sago gula melaka is a pudding dessert made from sago (the starch extracted from the pith of various palm stems) and gula melaka (palm sugar syrup). This pudding is a favorite among Malaysian desserts, although it is n...",https://www.tasteatlas.com/sago-gula-melaka/wheretoeat,,,,,,,,,,,,,,,,n/a,
