search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/pkhali,https://cdn.tasteatlas.com//Images/Dishes/1d4cc0b55d1b41d1acda068c5059a746.jpg?mw=660,24,Side Dish,https://www.tasteatlas.com/Sides,Pkhali,4.4,Best in   (Tbilisi),Zakhar Zakharich,https://www.tasteatlas.com/ZakharZakharich,"Pkhali is a traditional Georgian dish made with a large number of different leaves such as spinach, beetroot, cabbage, or nettles, although it can also be prepared with nuts and vegetables. The leaves are chopped and minced, then combined with vin...",https://www.tasteatlas.com/pkhali/wheretoeat,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/nettles,https://cdn.tasteatlas.com/images/ingredientgroups/1846e1baa7354c30b1aa14a1d6b273c4.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,
https://www.tasteatlas.com/bazhe,https://cdn.tasteatlas.com//images/dishes/fbdd823a18a8442cbbaf4650e03b49aa.jpg?mw=660,25,Sauce,https://www.tasteatlas.com/Sauces,Bazhe,4.0,,,,"Bazhe is a popular Georgian sauce made with water, vinegar, walnuts, garlic, and spices such as coriander, salt, parsley, fennel, and crushed red pepper. It has a smooth consistency, and it is traditionally served at Georgian feasts. The sauce is ...",https://www.tasteatlas.com/bazhe/wheretoeat,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/fennel,https://cdn.tasteatlas.com/images/ingredientgroups/64c246113f4147b6a1bff6eae8667ae4.png?h=120&w=120,,,
https://www.tasteatlas.com/mchadi,https://cdn.tasteatlas.com//Images/Dishes/7114fa72a0f04dce8bedef50c7276c2e.jpg?mw=660,26,Bread,https://www.tasteatlas.com/Breads,Mchadi,4.5,,,,"Mchadi is a popular, traditional Georgian bread consisting of cornmeal, salt, and water. The dough is usually fried in hot oil until golden brown. It is recommended to serve mchadi warm with kidney beans and cheese on the side.",https://www.tasteatlas.com/mchadi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/gozinaki,https://cdn.tasteatlas.com//images/dishes/05379d665e7242ab9ffef5853a8162eb.jpg?mw=660,27,Dessert,https://www.tasteatlas.com/Desserts,Gozinaki,4.4,,,,"Gozinaki is a traditional Georgian dessert with a crunchy texture, made with honey-fried, caramelized nuts such as walnuts, almonds, and hazelnuts. This sweet treat is often cut into diamond shapes, and it is traditionally consumed on Christmas an...",https://www.tasteatlas.com/gozinaki/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/skhmeruli,https://cdn.tasteatlas.com//images/dishes/b19724ae79b84cedbe5497c3bde69c9a.jpg?mw=660,28,Poultry Dish,https://www.tasteatlas.com/Poultry-dishes,Skhmeruli,,,,,"Skhmeruli is a traditional Georgian dish of chicken in garlic and milk sauce. The dish is made with a combination of chicken pieces, oil, butter, garlic, milk (or sour cream), salt, and pepper. The chicken is browned in a pan, then placed into a b...",https://www.tasteatlas.com/skhmeruli/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/chashushuli,https://cdn.tasteatlas.com//images/dishes/22a3c353ca9d4dde8ae4411b2601f7d8.jpg?mw=660,29,Stew,https://www.tasteatlas.com/Stews,Chashushuli,,,,,"Similar to a goulash, chashushuli is a hearty beef and tomato stew hailing from Georgia. The stew is typically made with a combination of beef (sometimes veal or pork), tomatoes, onions, water or meat broth, mushrooms, garlic, and a generous amoun...",https://www.tasteatlas.com/chashushuli/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/imereti,Imereti,n/a
https://www.tasteatlas.com/ojakhuri,https://cdn.tasteatlas.com//Images/Dishes/f27757082b4243febc4125cc19763e8c.jpg?mw=660,30,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Ojakhuri,4.5,,,,"Ojakhuri is a Georgian dish consisting of roasted meat (pork, chicken, lamb, or beef) and potatoes. The name of the dish means in Georgian, so every family has their own recipe, variations, and they all use different seasoning...",https://www.tasteatlas.com/ojakhuri/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/khashlama,https://cdn.tasteatlas.com//Images/Dishes/d4eb43a7b67b44ca99071a1378628090.jpg?mw=660,31,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Khashlama,4.1,,,,"Georgian khashlama is a straightforward and traditional meat dish originating from the Caucasus region. Although time-consuming, the dish is made by simply boiling large chunks of meat, usually beef, veal, or lamb, in hot water. The traditional ve...",https://www.tasteatlas.com/khashlama/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kakheti,Kakheti,
https://www.tasteatlas.com/mingrelian-khachapuri,https://cdn.tasteatlas.com//images/dishes/f143bb074f5b4683aacc80adb142d0b8.jpg?mw=660,32,Savory Pie,https://www.tasteatlas.com/savory-pies,Mingrelian khachapuri,4.8,Best in   (Batumi),Kiziki,https://www.tasteatlas.com/kiziki,"Mingrelian khachapuri is a Georgian khachapuri variety originating from Samegrelo. Although it's quite similar to its Imeretian cousin, this khachapuri is round and it's topped with even more cheese (usually  Imeretian cheese...",https://www.tasteatlas.com/mingrelian-khachapuri/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/imeruli,https://cdn.tasteatlas.com/images/dishes/0f1804c5e9704b99ba9734855399ee04.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/samegrelo-upper-svaneti,Samegrelo-Upper Svaneti,
https://www.tasteatlas.com/satsivi,https://cdn.tasteatlas.com//Images/Dishes/20410ba23f95484f986fdde84c293bc5.jpg?mw=660,33,Sauce,https://www.tasteatlas.com/Sauces,Satsivi,4.4,,,,"Satsivi is a thick and aromatic nut-based paste that is traditionally prepared in Georgia. It uses walnuts as the main ingredient and is typically served as an accompaniment to meat dishes. However, it can also be served with vegetable dishes, alo...",https://www.tasteatlas.com/satsivi/wheretoeat,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,,,
https://www.tasteatlas.com/pelamushi,https://cdn.tasteatlas.com//Images/Dishes/c3ecdfc653854fe1b524b736e7856902.jpg?mw=660,34,Dessert,https://www.tasteatlas.com/Desserts,Pelamushi,4.2,,,,"Pelamushi is a Georgian dessert made with pressed and condensed grape juice, sugar, and flour. The liquid is gradually heated until it thickens, and it is then poured into serving dishes, bowls, or various molds, in order to create attractive shap...",https://www.tasteatlas.com/pelamushi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/shotis-puri,https://cdn.tasteatlas.com//Images/Dishes/6baaa1f54cf745eebf7c579bdd99c636.jpg?mw=660,35,Bread,https://www.tasteatlas.com/Breads,Shotis puri,4.2,,,,"Shotis puri or  is a Georgian baton-like bread made with whole wheat flour, salt, water, and yeast. It is traditionally baked until golden brown in a deep, circular oven called a . The freshly baked bread is then placed ...",https://www.tasteatlas.com/shotis-puri/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tklapi,https://cdn.tasteatlas.com//Images/Dishes/73e59c8240944d2fb32b33c5c2d8c563.jpg?mw=660,36,Dessert,https://www.tasteatlas.com/Desserts,Tklapi,4.0,,,,"Tklapi is a unique Georgian dessert consisting of cooked fruit puree that is poured on a tray in a very thin layer and left to dry in the sun for a few days. It is typically prepared with fruits such as wild plums, pears, mulberry, figs, or apples...",https://www.tasteatlas.com/tklapi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/penovani-khachapuri,https://cdn.tasteatlas.com//images/dishes/a823e6bccf9e407e8ae8721f20458bf4.jpg?mw=660,37,Savory Pie,https://www.tasteatlas.com/savory-pies,Penovani khachapuri,4.4,,,,"Penovani khachapuri is a Georgian khachapuri variety originating from Samtskhe-Javakheti. In order to prepare it, a combination of Imeruli and Sulguni cheese is grated and combined with egg yolks. The mixture is placed on a piece of puff pastry th...",https://www.tasteatlas.com/penovani-khachapuri/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/imeruli,https://cdn.tasteatlas.com/images/dishes/0f1804c5e9704b99ba9734855399ee04.png?h=120&w=120,https://www.tasteatlas.com/sulguni,https://cdn.tasteatlas.com/images/dishes/666ba955d1744c369c7d48ab1403df39.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,https://www.tasteatlas.com/samtskhe-javakheti,Samtskhe-Javakheti,
https://www.tasteatlas.com/satsebeli,https://cdn.tasteatlas.com//images/dishes/9863a849c63e43998e976e7a87b6ea5b.jpg?mw=660,38,Sauce,https://www.tasteatlas.com/Sauces,Satsebeli,,,,,"Satsebeli is a traditional sauce originating from Georgia. It's usually made with a combination of tomatoes, red bell peppers, garlic, salt, cayenne pepper (or ajika paste), and oil. The tomatoes are chopped, mixed with sea salt, and covered overn...",https://www.tasteatlas.com/satsebeli/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ajika,https://cdn.tasteatlas.com/images/dishes/78b91b9166844ead90429a3fa8ca8e7b.png?h=120&w=120,https://www.tasteatlas.com/cayenne-pepper,https://cdn.tasteatlas.com/images/dishes/e2e04922bd2647f3a8cf147a736c34b5.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/chanakhi,https://cdn.tasteatlas.com//Images/Dishes/13756d3e74e34a6caeb08cf96fbc8a9e.jpg?mw=660,39,Stew,https://www.tasteatlas.com/Stews,Chanakhi,,,,,"Chanakhi is a hearty Georgian stew made with lamb, eggplant, sweet peppers, and tomatoes. The stew is typically flavored and seasoned with coriander, basil, pepper, and salt. This flavorful dish is traditionally served in individual clay pots, cal...",https://www.tasteatlas.com/chanakhi/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/basil,https://cdn.tasteatlas.com/images/ingredientgroups/71d3ba7ab4d243b6bd51683ad625a2c6.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/kuchmachi,https://cdn.tasteatlas.com//Images/Dishes/0a7d2d51f6ff42feaaefeb79a3be3059.jpg?mw=660,40,Offal Dish,https://www.tasteatlas.com/Offal,Kuchmachi,3.8,,,,"Kuchmachi is a Georgian dish made with kidneys, livers, lungs, spleens, and hearts of chickens, pigs, or beef. The offal is cooked with butter, onions, garlic, and seasonings such as bay leaves, black pepper, salt, and coriander, while some people...",https://www.tasteatlas.com/kuchmachi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/buglama-georgia,https://cdn.tasteatlas.com//Images/Dishes/7b7e08fbd55c48a09dafd32afb4c7e83.jpg?mw=660,41,Stew,https://www.tasteatlas.com/Stews,Buglama,,,,,"Buglama is a popular Azerbaijani and Georgian dish consisting of lamb pieces that are stewed with onions, tomatoes, peppers, a variety of spices including black pepper and bay leaves, and a small amount of liquid. The name of the dish means steame...",https://www.tasteatlas.com/buglama-georgia/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/mujuji,https://cdn.tasteatlas.com//images/dishes/d39ae45d5fd64814bd54e7573f0063a2.jpg?mw=660,42,Offal Dish,https://www.tasteatlas.com/Offal,Mujuji,3.3,,,,"Mujuji is a traditional Georgian dish consisting of jellied pork offal such as tails, ears, and feet. The offal is combined with vinegar, vegetables, and spices such as onions, carrots, garlic, allspice, cinnamon, bay leaves, and peppercorns. This...",https://www.tasteatlas.com/mujuji/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/khashi,https://cdn.tasteatlas.com//images/dishes/147bc6ff491c4a988229a0c420788389.jpg?mw=660,43,Offal Soup,https://www.tasteatlas.com/offal-soups,Khashi,3.3,Best in   (Tbilisi),Culinarium Khasheria,https://www.tasteatlas.com/culinarium-khasheria,"Widely regarded as an excellent hangover cure and a great remedy, khashi is a soup made by boiling beef intestines, tripe, shank, as well as other organs such as kidneys. Carrots, onions, bell peppers, and various greens may also be used. After th...",https://www.tasteatlas.com/khashi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/jonjoli,https://cdn.tasteatlas.com//Images/Dishes/9cfad75ccc5540e182d0b9e9775dd8a0.jpg?mw=660,44,Pickling,https://www.tasteatlas.com/Picklings,Jonjoli,3.7,,,,"Jonjoli is an unusual Georgian appetizer made with pickled sprouts from the local  bushes. The sprouts are combined with olive oil or other pickled vegetables such as peppers, tomatoes, or cucumbers. The dish is usually garnished w...",https://www.tasteatlas.com/jonjoli/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/abkhazura,https://cdn.tasteatlas.com//images/dishes/e54e1f3694454d569349db8a505930ee.jpg?mw=660,45,Meatballs,https://www.tasteatlas.com/meatballs,Abkhazura,,,,,"Abkhazura is a traditional Georgian dish originating from Abkhazia. These spicy meatballs are prepared with a combination of beef, pork, parsley, dill, coriander, pepper, onions, and summer savory. The meat needs to be tightly rolled in caul fat b...",https://www.tasteatlas.com/abkhazura/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/abkhazia,Abkhazia,n/a
https://www.tasteatlas.com/achma,https://cdn.tasteatlas.com//images/dishes/0c68684b7d954ae489365636cbb47379.jpg?mw=660,46,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Achma,,,,,,https://www.tasteatlas.com/achma/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/Adjara,Adjara,n/a
https://www.tasteatlas.com/gurian-khachapuri,https://cdn.tasteatlas.com//images/dishes/e33d904996d843b788b724717a3adc02.jpg?mw=660,47,Savory Pie,https://www.tasteatlas.com/savory-pies,Gurian khachapuri,,,,,"This khachapuri variety hails from Guria, a province in the west of Georgia. Unlike other khachapuri pies, this one is crescent-shaped and it's prepared for Orthodox Christmas. The dough is filled with a combination of grated cheese and hard-boile...",https://www.tasteatlas.com/gurian-khachapuri/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/mozzarella,https://cdn.tasteatlas.com/images/dishes/0f49880c948545228967a4db32b39d41.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/guria,Guria,n/a
https://www.tasteatlas.com/ossetian-khachapuri,https://cdn.tasteatlas.com//images/dishes/8d806bf7f6ba4ba6bdc46965831a634b.jpg?mw=660,48,Savory Pie,https://www.tasteatlas.com/savory-pies,Ossetian khachapuri,,,,,"This khachapuri variety originates from Ossetia, Georgia. Similar in shape to the Imeruli khachapuri, this one is made with boiled potatoes and cheese that are folded between two layers of dough. People love this khachapuri variety because the che...",https://www.tasteatlas.com/ossetian-khachapuri/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/south-ossetia,South Ossetia,n/a
https://www.tasteatlas.com/svanetian-khachapuri,https://cdn.tasteatlas.com//images/dishes/3ec4ea5dcc8d4481b5221df11685fcfa.jpg?mw=660,49,Savory Pie,https://www.tasteatlas.com/savory-pies,Svanetian khachapuri,,,,,"This khachapuri variety hails from Georgia's Svaneti region, hence the name. The dough is the same as the one used for other types of khachapuri, while the filling is made with a combination of high-fat cheese, eggs, and green onions. The dough is...",https://www.tasteatlas.com/svanetian-khachapuri/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/samegrelo-upper-svaneti,Samegrelo-Upper Svaneti,n/a
https://www.tasteatlas.com/chvishtari,https://cdn.tasteatlas.com//images/dishes/2a25f974a1d2415abd8338e1d50a649a.jpg?mw=660,50,Bread,https://www.tasteatlas.com/Breads,Chvishtari,,,,,"Chvishtari is a traditional Georgian cornbread originating from Svaneti. It's usually made with a combination of cornflour, milk, eggs, oil, salt, and cheese such as feta, sulguni, and halloumi. The dough is kneaded with the cheeses until it becom...",https://www.tasteatlas.com/chvishtari/wheretoeat,https://www.tasteatlas.com/corn-flours,https://cdn.tasteatlas.com/images/ingredientgroups/aa0dbd7a5bac4bfa8e827a70993fe6f2.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/feta,https://cdn.tasteatlas.com/images/dishes/b6119c63563e4b2498614cd594494c86.png?h=120&w=120,https://www.tasteatlas.com/halloumi,https://cdn.tasteatlas.com/images/dishes/cfe9937bc3264d3aba7114896714aa45.png?h=120&w=120,https://www.tasteatlas.com/sulguni,https://cdn.tasteatlas.com/images/dishes/666ba955d1744c369c7d48ab1403df39.png?h=120&w=120,https://www.tasteatlas.com/samegrelo-upper-svaneti,Samegrelo-Upper Svaneti,n/a
https://www.tasteatlas.com/nadugi,https://cdn.tasteatlas.com//images/dishes/3c4b8f1ef11245ccac77c55c50ee350c.jpg?mw=660,51,Cheese Dish,https://www.tasteatlas.com/cheese-dishes,Nadugi,,,,,"Nadugi is a traditional appetizer or spread originating from Georgia. It's usually made with a combination of sour cream, ricotta or Imeretian cheese, mint, salt, and chili peppers. The mint, salt, and chili peppers are ground into a paste. It is ...",https://www.tasteatlas.com/nadugi/wheretoeat,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/imeruli,https://cdn.tasteatlas.com/images/dishes/0f1804c5e9704b99ba9734855399ee04.png?h=120&w=120,https://www.tasteatlas.com/ricotta,https://cdn.tasteatlas.com/images/dishes/25e32ef970264cd6a4ff095ad569c189.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/soko-kecze,https://cdn.tasteatlas.com//images/dishes/2b3d53ff59ad42fbbf4434abbe2b36e4.jpg?mw=660,52,Snack,https://www.tasteatlas.com/Snacks,Soko kecze,,,,,"Simple, yet delicious, soko kecze is a Georgian specialty that can be translated as . The dish consists of mushrooms that are baked and served in a special  dish (clay dish). The mushrooms can be eithe...",https://www.tasteatlas.com/soko-kecze/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/shila-plavi,https://cdn.tasteatlas.com//images/dishes/58bb1e267ae24fa08d75018054c0c899.jpg?mw=660,53,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Shila plavi,,,,,"Shila plavi is a traditional rice dish originating from Georgia. The dish has two versions – with meat and with mushrooms. During fasting, the meat in the dish is replaced with mushrooms. The dish is made with a combination of meat or mushro...",https://www.tasteatlas.com/shila-plavi/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kayrma,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,54,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Kayrma,,,,,"Kayrma is a traditional meat dish originating from Georgia. The dish is usually made with a combination of lamb shoulder, oil, onions, garlic, pomegranate juice, bay leaves, and salt. The lamb and bay leaves are cooked in oil until the meat is alm...",https://www.tasteatlas.com/kayrma/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/pomegranates,https://cdn.tasteatlas.com/images/ingredientgroups/c9a43320590448f7ac2d33cb05431efe.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,n/a
