search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,item-location href,item-location,score-text--na
https://www.tasteatlas.com/bamies,https://cdn.tasteatlas.com//images/dishes/a2fb86aa37e243ab82a0412824d55bd5.jpg?mw=660,22,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Bamies,3.4,,,,"Braised okra is a Greek classic that is usually enjoyed as a light main course or a side dish. It consists of okra, sautéed onions, and fresh or canned tomatoes. All of the ingredients are braised in olive oil and seasoned with a variety of...",READ MORE,https://www.tasteatlas.com/bamies/wheretoeat,https://www.tasteatlas.com/Okras,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/tomato-pastes,https://cdn.tasteatlas.com/images/ingredientgroups/4284624f3cde451e9683452b5ccf0f21.png?h=120&w=120,,,,
https://www.tasteatlas.com/saganaki,https://cdn.tasteatlas.com//images/dishes/de7393bd433643bba1b7f6dd6ea2cfb5.jpg?mw=660,23,Appetizer,https://www.tasteatlas.com/Appetizers,Saganaki,4.6,Best in   (Athens),Lithos Tavern,https://www.tasteatlas.com/lithos-tavern,"Saganaki is a highly popular Greek appetizer where various vegetables, meats, or seafood such as shrimp or mussels are wrapped in cheese, then pan-fried or seared. The cheese can also be prepared on its own, without any accompaniments. It is then ...",READ MORE,https://www.tasteatlas.com/saganaki/wheretoeat,https://www.tasteatlas.com/graviera-agrafon,https://cdn.tasteatlas.com/images/dishes/3fe250d89fa74dafb68d5ea206bacc2a.png?h=120&w=120,https://www.tasteatlas.com/kasseri,https://cdn.tasteatlas.com/images/dishes/b0238d36ea6a4e0aba4535943ca2af56.png?h=120&w=120,https://www.tasteatlas.com/kefalotyri,https://cdn.tasteatlas.com/images/dishes/af57880fdd70483eb360272618b5c315.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,,
https://www.tasteatlas.com/apaki,https://cdn.tasteatlas.com//images/dishes/680f58a712ef4eb6a7f33de9ae598c49.jpg?mw=660,24,Pork Dish,https://www.tasteatlas.com/pork-dishes,Apáki,4.2,Best in   (Chania City),To Antikristo,https://www.tasteatlas.com/to-antikristo,"Apáki is a Cretan delicacy that is typically prepared with cured pork loin which is smoked using a combination of wood and various herbs such as oregano, marjoram, thyme, or sage. It is believed that this way of preparation hails from Byzan...",READ MORE,https://www.tasteatlas.com/apaki/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,https://www.tasteatlas.com/sage,https://cdn.tasteatlas.com/images/ingredientgroups/d2ae74716f4148ac9b4a9ca892013c81.png?h=120&w=120,https://www.tasteatlas.com/thyme,https://cdn.tasteatlas.com/images/ingredientgroups/45790b24a3b24deb93df46bad31f8b4c.png?h=120&w=120,,,,https://www.tasteatlas.com/crete,Crete,
https://www.tasteatlas.com/galaktoboureko,https://cdn.tasteatlas.com//images/dishes/a5ae61ea000444cfb3c7cc04c605a9f9.jpg?mw=660,25,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Galaktoboureko,4.5,Best in   (Athens),Kosmikon,https://www.tasteatlas.com/kosmikon,"This traditional Greek dessert consists of numerous phyllo sheets that are sprinkled with melted butter and coupled with a light semolina custard. When baked and well-chilled, the pastry is traditionally doused in the orange spiced, sugary syrup, ...",READ MORE,https://www.tasteatlas.com/galaktoboureko/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kourabiedes,https://cdn.tasteatlas.com//images/dishes/a8c9d19224984211863342413ea2fa00.jpg?mw=660,26,Cookie,https://www.tasteatlas.com/Cookies,Kourabiedes,3.9,,,,"These crispy and buttery shortbread cookies are a classic Greek dessert. Even though some variations occasionally employ walnuts, they are traditionally prepared with a rich dough that incorporates ground almonds, butter, and various flavorings su...",READ MORE,https://www.tasteatlas.com/kourabiedes/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bakaliaros,https://cdn.tasteatlas.com//images/dishes/1740d542706e472fbc7e3da356e0fd01.jpg?mw=660,27,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Bakaliaros,4.5,,,,"Though the term bakaliaros refers to cod fish, Greeks mainly use it to describe golden and crispy cod fritters. Whether it employs salt or fresh cod, the dish can be made with batter-fried pieces of cod or flaked cod that is then incorporated into...",READ MORE,https://www.tasteatlas.com/bakaliaros/wheretoeat,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/beer,https://cdn.tasteatlas.com/images/ingredientgroups/c21ad8ee42e84549a509ee396c633f0c.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,,,,
https://www.tasteatlas.com/paidakia,https://cdn.tasteatlas.com//images/dishes/ec887df80cab4d31a420d57b84716e39.jpg?mw=660,28,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Païdakia,4.8,,,,"Grilled lamb chops are a traditional Greek dish that is popular throughout the country and usually enjoyed as the main course. Lamb chops are usually marinated in various combinations of olive oil, lemon juice, and a variety of fresh herbs before ...",READ MORE,https://www.tasteatlas.com/paidakia/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/thyme,https://cdn.tasteatlas.com/images/ingredientgroups/45790b24a3b24deb93df46bad31f8b4c.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,https://www.tasteatlas.com/rosemary,https://cdn.tasteatlas.com/images/ingredientgroups/33093313b121454bb59b20c095fdb2e7.png?h=120&w=120,https://www.tasteatlas.com/peppercorns,https://cdn.tasteatlas.com/images/ingredientgroups/208d4c78a6af42c8b06206069f6b1f81.png?h=120&w=120,,,,
https://www.tasteatlas.com/kokkinisto,https://cdn.tasteatlas.com//images/dishes/b3899835a82f4b96bc75b0edd7222099.jpg?mw=660,29,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Kokkinisto,4.4,,,,"The term kokkinisto encompasses various Greek dishes consisting of different types of meat that are seared and slowly braised in a flavorful tomato sauce, usually alongside various herbs, spices, and red wine. Traditionally prepared with beef, chi...",READ MORE,https://www.tasteatlas.com/kokkinisto/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,,,,
https://www.tasteatlas.com/kalamarakia,https://cdn.tasteatlas.com//images/dishes/7e4530ad321f40c993667ad1f2ca5ffd.jpg?mw=660,30,Squid Dish,https://www.tasteatlas.com/squid-dishes,Kalamarakia tiganita,4.5,,,,"This classic Greek dish consists of squid rings and tentacles that are seasoned, dredged in flour, and fried until crispy and golden brown. Fried calamari is a restaurant staple, typically enjoyed as an appetizer or a meze dish. It is usually comp...",READ MORE,https://www.tasteatlas.com/kalamarakia/wheretoeat,https://www.tasteatlas.com/squids,https://cdn.tasteatlas.com/images/ingredientgroups/1233d683cc3a467fb0a06d38a4f2aa77.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/peppercorns,https://cdn.tasteatlas.com/images/ingredientgroups/208d4c78a6af42c8b06206069f6b1f81.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,,,,
https://www.tasteatlas.com/stifado,https://cdn.tasteatlas.com//Images/Dishes/5c4aa0b40cfa4c1d84571b78a62fe4b6.jpg?mw=660,31,Stew,https://www.tasteatlas.com/Stews,Stifado,4.6,Best in   (Rethymno),Taverna Alekos,https://www.tasteatlas.com/taverna-alekos,"Stifado is a hearty Greek one-pot stew that is ideal for a cold winter's day. Although the ingredients vary from region to region and from cook to cook, the essential ones are large amounts of onions, tomatoes, wine or vinegar, and sometimes garli...",READ MORE,https://www.tasteatlas.com/stifado/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Goat,https://cdn.tasteatlas.com/images/ingredientgroups/284c1ffb7c3842819b1484d3dd665106.png?h=120&w=120,https://www.tasteatlas.com/octopuses,https://cdn.tasteatlas.com/images/ingredientgroups/bdce1ea248964158af865718ad3c7e84.png?h=120&w=120,https://www.tasteatlas.com/snails,https://cdn.tasteatlas.com/images/ingredientgroups/426ef6e1a9194a05864b6afc06f47b10.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,,,
https://www.tasteatlas.com/omeletta,https://cdn.tasteatlas.com//images/dishes/eb5491e5ee62424f8e68c8032f933185.jpg?mw=660,32,Egg Dish,https://www.tasteatlas.com/egg-dishes,Omeletta,4.2,,,,"Although both dishes have a similar name, Greek omeletta is nothing like the French , but is instead more like a . The dish consists of fried potatoes, eggs, and vegetables such as bell peppers. The combination of...",READ MORE,https://www.tasteatlas.com/omeletta/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,,,,,,,omelette,,,
https://www.tasteatlas.com/biftekia,https://cdn.tasteatlas.com//images/dishes/609de59a96764a28969df98fd8284f7a.jpg?mw=660,33,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Biftekia,4.4,,,,"Biftekia is a traditional Greek dish that’s often described as a cross between burger patties and slightly flattened meatballs. The patties are made with a combination of ground pork, beef, or lamb, and the meat is mixed with onions, breadcr...",READ MORE,https://www.tasteatlas.com/biftekia/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,,,,
https://www.tasteatlas.com/avgolemono,https://cdn.tasteatlas.com//Images/Dishes/08f1670d1ce64bdf953576575daaa60d.jpg?mw=660,34,Soup,https://www.tasteatlas.com/Soups,Avgolemono,4.5,,,,"Avgolemono is a Greek soup made with whisked eggs and lemon juice that are combined in a broth up to a point when the soup develops a thick consistency, but not longer, as the ingredients would start to curdle. The soup is quite old, dating back t...",READ MORE,https://www.tasteatlas.com/avgolemono/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/chicken-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/26ef22f9ecfa4b85961173e2165f1ab8.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,,,,
https://www.tasteatlas.com/psarosoupa,https://cdn.tasteatlas.com//Images/Dishes/2b862b86a4bd4eaba2aceb4649f746de.jpg?mw=660,35,Fish Soup,https://www.tasteatlas.com/fish-soups,Psarosoupa,4.0,,,,"Greek psarosoupa (lit. fish soup) is a simple dish consists of fish—usually the firm-fleshed varieties like red mullet, snapper, cod, or red gurnard—poached with vegetables; most often a combination of carrots, celery, and onions, or l...",READ MORE,https://www.tasteatlas.com/psarosoupa/wheretoeat,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/red-mullets,https://cdn.tasteatlas.com/images/ingredientgroups/ff7eaf7f35d745129485a0b2c1216c6a.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,
https://www.tasteatlas.com/fasolakia,https://cdn.tasteatlas.com//images/dishes/bc4e00aadc3d400e87b6411377973d88.jpg?mw=660,36,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Fasolakia,3.8,,,,"A traditional summer staple in Greece, fasolakia is a simple, one-pot dish consisting of green beans that are simmered in olive oil alongside fresh, ripe tomatoes. It is occasionally enriched with other vegetables, such as onions, zucchini, or pot...",READ MORE,https://www.tasteatlas.com/fasolakia/wheretoeat,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,,,,
https://www.tasteatlas.com/spanakorizo,https://cdn.tasteatlas.com//images/dishes/7c91f5477faf4fb29291dd842df06c19.jpg?mw=660,37,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Spanakorizo,3.9,,,,"In its simplest form, spanakorizo consists of rice and spinach that are slowly simmered until creamy and well combined. The dish is usually generously seasoned with lemon juice and olive oil and is easily adapted with additional ingredients such a...",READ MORE,https://www.tasteatlas.com/spanakorizo/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kleftiko,https://cdn.tasteatlas.com//Images/Dishes/1c7b5cb1eb6642c9abbf6936cbeea24b.jpg?mw=660,38,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Kleftiko,4.8,,,,"Kleftiko is a typical Greek dish that is commonly prepared at festive events and celebrations, consisting of a succulent piece of lamb or goat meat that is wrapped in foil and baked in airtight ovens. Also spelled as , the name c...",READ MORE,https://www.tasteatlas.com/kleftiko/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,klephtiko,,,
https://www.tasteatlas.com/spoon-sweets,https://cdn.tasteatlas.com//images/dishes/63541fe6dc0f48e2ba3e718e7ac7d408.jpg?mw=660,39,Dessert,https://www.tasteatlas.com/Desserts,Spoon Sweets,3.8,,,,"Spoon sweets are a traditional Greek custom and a sign of hospitality – fruits, nuts, and vegetables are placed in sugar syrup, remaining firm and retaining their original color, flavor, and aroma. They are called spoon sweets because the st...",READ MORE,https://www.tasteatlas.com/spoon-sweets/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/portokalopita,https://cdn.tasteatlas.com//images/dishes/83ab1a5ec8974f88be658ff7a6f04b57.jpg?mw=660,40,Cake,https://www.tasteatlas.com/cakes,Portokalopita,4.4,,,,"This traditional Greek dessert consists of layered or torn phyllo sheets that are blended with a creamy, orange-flavored yogurt custard. When baked, the cake is doused in a thick, sugary, orange-spiked syrup. Portokalopita is a classic that comes ...",READ MORE,https://www.tasteatlas.com/portokalopita/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/crete,Crete,
https://www.tasteatlas.com/youvarlakia,https://cdn.tasteatlas.com//images/dishes/7d43ee7a9855448aa3d4f600d5cff81d.jpg?mw=660,41,Meat Soup,https://www.tasteatlas.com/meat-soups,Youvarlakia,4.3,,,,"This hearty Greek soup couples tender beef meatballs and a creamy, flavorful broth. The meatballs and the broth are usually seasoned with various fresh herbs, and the whole dish is finished with the addition of —the creamy...",READ MORE,https://www.tasteatlas.com/youvarlakia/wheretoeat,,,,,,,,,,,,,avgolemono,,,
https://www.tasteatlas.com/loukoumades,https://cdn.tasteatlas.com//images/dishes/e460c51adc3447639c4418cbaa439309.jpg?mw=660,42,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Loukoumades,3.9,Best in   (Athens),Krinos,https://www.tasteatlas.com/krinos,"This internationally known, decadent, and sugar-packed dessert is usually made with a mixture of flour, sugar, yeast, and salt, which is deep-fried and then bathed in syrup or honey. The origin of lokma fritters is ancient but often debated. It is...",READ MORE,https://www.tasteatlas.com/loukoumades/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/fava,https://cdn.tasteatlas.com//images/dishes/c3e25e479c1e436db79f05df0cd20f9c.jpg?mw=660,43,Dip,https://www.tasteatlas.com/dips,Fava,4.3,Best in   (Athens),Tavern Klimataria,https://www.tasteatlas.com/tavern-klimataria,"Though it only uses a few ingredients, Greek fava dip is an incredibly flavorful dish. It consists of yellow split peas that are cooked alongside onions and various spices until they completely disintegrate and transform into a creamy, velvety pur...",READ MORE,https://www.tasteatlas.com/fava/wheretoeat,https://www.tasteatlas.com/split-peas,https://cdn.tasteatlas.com/images/ingredientgroups/0d5e2194becd43f987fa5d1e49c7160a.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,
https://www.tasteatlas.com/vasilopita,https://cdn.tasteatlas.com//Images/Dishes/1b52851a8ec04d898ddb0fe43de1e786.jpg?mw=660,44,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Vasilopita,4.6,,,,"Vasilopita is a Greek New Year's cake with a coin or a trinket baked inside of it. The cake is enriched with a sweet flavoring, symbolizing the sweetness and joy of life and hope that the New Year will be abundant in health and happiness. Traditio...",READ MORE,https://www.tasteatlas.com/vasilopita/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/patatosalata,https://cdn.tasteatlas.com//images/dishes/8ccec4a8574044888a3f72ae24fff895.jpg?mw=660,45,Salad,https://www.tasteatlas.com/Salads,Patatosalata,4.3,,,,"Greek potato salad is incredibly versatile and can complement various Greek dishes. It usually consists of large bite-sized potato chunks that are coated in a flavorful dressing based on olive oil, mustard, yogurt, or mayonnaise. The salad is easi...",READ MORE,https://www.tasteatlas.com/patatosalata/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,,,,
https://www.tasteatlas.com/kolokithopita,https://cdn.tasteatlas.com//images/dishes/4ea719a7d46240449924c9fabdcf4a50.jpg?mw=660,46,Savory Pie,https://www.tasteatlas.com/savory-pies,Kolokithopita,4.6,,,,"The traditional version of this savory Greek pie employs a flavorful zucchini and feta filling which is placed between two layers of phyllo pastry, usually the homemade type that is slightly thicker than the store bought varieties. Similar version...",READ MORE,https://www.tasteatlas.com/kolokithopita/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,https://www.tasteatlas.com/feta,https://cdn.tasteatlas.com/images/dishes/b6119c63563e4b2498614cd594494c86.png?h=120&w=120,https://www.tasteatlas.com/gouda-holland,https://cdn.tasteatlas.com/images/dishes/dd6eeafc3198480c8988d211b8e3a301.png?h=120&w=120,https://www.tasteatlas.com/parmigiano-reggiano,https://cdn.tasteatlas.com/images/dishes/afbcb4f501e2409181f3c0c9174dff8b.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,,,,
