search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/papa-a-la-huancaina,https://cdn.tasteatlas.com//Images/Dishes/0c102db09dad401d90605a7c3e251138.jpg?mw=660,25,Salad,https://www.tasteatlas.com/Salads,Papa a la Huancaína,4.1,Best in   (La Victoria),Huancahuasi,https://www.tasteatlas.com/huancahuasi,"Originating from the Huancayo area of Peru, papa a la His an authentic and unique salad dish consisting of a spicy, creamy, and rich cheese sauce that is drizzled over boiled yellow or white potatoes. The sauce consist...",https://www.tasteatlas.com/papa-a-la-huancaina/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/huancayo,Huancayo,uancaína,
https://www.tasteatlas.com/salsa-de-palta,https://cdn.tasteatlas.com//images/dishes/4143a52c5468408590ffd56b52545957.jpg?mw=660,26,Dip,https://www.tasteatlas.com/dips,Salsa de palta,4.1,,,,"Affectionately called , salsa de palta is a healthy Peruvian dip made with a combination of ripe avocados, tomatoes, onions, ají or rocoto paste, and a splash of Peruvian lime juice. The ingredients are simply mas...",https://www.tasteatlas.com/salsa-de-palta/wheretoeat,https://www.tasteatlas.com/Avocados,https://cdn.tasteatlas.com/images/ingredientgroups/1a2a8fc0806246a492a2b86d39d87834.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Limes,https://cdn.tasteatlas.com/images/ingredientgroups/64e50731ad814053bbaa3e63f1006784.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,,,Peruvian guacamole,
https://www.tasteatlas.com/bistec-a-lo-pobre,https://cdn.tasteatlas.com//images/dishes/f3652e90306b44eaab3273a351e4a529.jpg?mw=660,27,Beef Dish,https://www.tasteatlas.com/beef-dishes,Bistec a lo pobre,4.4,,,,"Lomo a la pobre or bistec a lo pobre is a large meal that is popular in Chile and Peru. In its basic form, the meal consists of steak, fried onions, fried potatoes, and fried eggs. A large beef steak (usually rubbed with garlic) is fried, then top...",https://www.tasteatlas.com/bistec-a-lo-pobre/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,,,
https://www.tasteatlas.com/rocoto-relleno,https://cdn.tasteatlas.com//images/dishes/937139fdffb84422b4131fab3690a18b.jpg?mw=660,28,Appetizer,https://www.tasteatlas.com/Appetizers,Rocoto relleno,3.9,Best in   (Arequipa),Ary Quepay,https://www.tasteatlas.com/ary-quepay,"Rocoto relleno is the most famous appetizer from the Peruvian region of Arequipe, consisting of a spicy, oven-baked rocoto chili pepper stuffed with ground beef, pork, onions, and pieces of hard-boiled eggs. The stuffing is traditionally seasoned ...",https://www.tasteatlas.com/rocoto-relleno/wheretoeat,https://www.tasteatlas.com/rocoto-chile,https://cdn.tasteatlas.com/images/dishes/31957d80fde9448f96a910a374878e50.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/arequipa,Arequipa,,
https://www.tasteatlas.com/causa-rellena,https://cdn.tasteatlas.com//images/dishes/3d817fc2262748518bb3b1aa5a35584b.jpg?mw=660,29,Appetizer,https://www.tasteatlas.com/Appetizers,Causa rellena,4.4,Best in   (Miraflores),La Mar Cebichería,https://www.tasteatlas.com/LaMarCebicheria,"This traditional Peruvian delicacy is made with yellow potatoes and either tuna salad or chicken. Most often, the potatoes are molded or cut into circles, and the filling is sandwiched in between. The dish is flavored with mayonnaise, ají a...",https://www.tasteatlas.com/causa-rellena/wheretoeat,https://www.tasteatlas.com/yukon-gold,https://cdn.tasteatlas.com/images/dishes/35131332572c4eb78e265afe585c2f91.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,,,
https://www.tasteatlas.com/cau-cau,https://cdn.tasteatlas.com//images/dishes/e93b0284fd594b2e856a2253f1af2742.jpg?mw=660,30,Stew,https://www.tasteatlas.com/Stews,Cau cau,3.1,Best in   (Barranco),Isolina Taberna Peruana,https://www.tasteatlas.com/isolina-taberna-peruana,"Cau cau is a Peruvian tripe stew with Creole influences. In order to prepare it, strips of tripe should be cooked with ají amarillo chilis, onions, garlic, and big chunks of potatoes. The stew is typically garnished with chopped mint, and i...",https://www.tasteatlas.com/cau-cau/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Seafoods,https://cdn.tasteatlas.com/images/ingredientgroups/d102532d0d3842a49e8c81d499ffc6b1.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,
https://www.tasteatlas.com/escabeche-de-pollo,https://cdn.tasteatlas.com//images/dishes/591c7eb7e1584f0eb71cfed62705ebac.jpg?mw=660,31,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Escabeche de pollo,3.2,,,,"Escabeche de pollo is a Peruvian dish consisting of browned chicken pieces covered in pickling sauce. In Peru, escabeche is prepared as a pickled combination of onions, vinegar, honey, and hot chili peppers. Although fish escabeche is more popular...",https://www.tasteatlas.com/escabeche-de-pollo/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Honey,https://cdn.tasteatlas.com/images/ingredientgroups/a5a217a77bba4b058da954c06e385041.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,
https://www.tasteatlas.com/crema-volteada,https://cdn.tasteatlas.com//images/dishes/fb4ed9ce19124562aa3ba7dd126d8699.jpg?mw=660,32,Dessert,https://www.tasteatlas.com/Desserts,Crema volteada,4.4,,,,"Crema volteada (lit. ) is the Peruvian version of the Spanish  and the French , prepared with sugar, condensed milk, evaporated milk, vanilla essence, and eggs. The vanilla-flavor...",https://www.tasteatlas.com/crema-volteada/wheretoeat,,,,,,,,,,,,,,,upside-down cream,
https://www.tasteatlas.com/sancochado,https://cdn.tasteatlas.com//images/dishes/70ed12a3213f413a91a13fe9a4859302.jpg?mw=660,33,Soup,https://www.tasteatlas.com/Soups,Sancochado,3.6,Best in   (Santiago de Surco),El Torito,https://www.tasteatlas.com/el-torito,"Sancochado is a robust Peruvian soup that was originally prepared with around ten different meats, but nowadays only one or two are used in its preparation. Besides meat, sancochido is made with a variety of vegetables such as celery, carrots, oni...",https://www.tasteatlas.com/sancochado/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/pulpo-al-olivo,https://cdn.tasteatlas.com//images/dishes/3492f8f270b74f50983523223cc2c318.jpg?mw=660,34,Octopus Dish,https://www.tasteatlas.com/octopus-dishes,Pulpo al olivo,3.6,Best in   (Miraflores),Maido,https://www.tasteatlas.com/maido,"Pulpo al olivo is a traditional Peruvian meal that is served as an appetizer or main dish. The dish consists of octopus in olive sauce. The sauce is usually made with  olives, growing in the southern part of the country. Although th...",https://www.tasteatlas.com/pulpo-al-olivo/wheretoeat,https://www.tasteatlas.com/octopuses,https://cdn.tasteatlas.com/images/ingredientgroups/bdce1ea248964158af865718ad3c7e84.png?h=120&w=120,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,botija,
https://www.tasteatlas.com/solterito,https://cdn.tasteatlas.com//images/dishes/7dabae37a5c64ce9b85b8206a7f7348d.jpg?mw=660,35,Salad,https://www.tasteatlas.com/Salads,Solterito,,,,,"Solterito is a traditional Peruvian salad originating from Arequipa. Although there are as many versions of solterito as there are cooks, this refreshing salad is usually made with a combination of lima beans, onions, tomatoes, corn, diced queso f...",https://www.tasteatlas.com/solterito/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/arequipa-region,Arequipa Region,,n/a
https://www.tasteatlas.com/pan-con-relleno,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,36,Sandwich,https://www.tasteatlas.com/sandwiches,Pan con relleno,,,,,"Pan con relleno is a traditional sandwich originating from Peru. The key ingredient in the sandwich is relleno, a typical Peruvian blood sausage that can be replaced with any type of blood sausage. In order to prepare the sandwich, yellow chili pe...",https://www.tasteatlas.com/pan-con-relleno/wheretoeat,https://www.tasteatlas.com/baguette,https://cdn.tasteatlas.com/images/dishes/5c7420c35b604d558e477833585dd37d.png?h=120&w=120,https://www.tasteatlas.com/blood-sausages,https://cdn.tasteatlas.com/images/dishgroups/872dfd49f04347b68adbd1f73878e222.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/Sweet-potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/79d9c7e3ce1c4d81b1c725b1336df5f9.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/aji-criollo,https://cdn.tasteatlas.com//images/dishes/671006629fca4aefa823646c10c4c5f8.jpg?mw=660,37,Salsa,https://www.tasteatlas.com/salsas,Aji Criollo,4.3,,,,"Aji Criollo or  is a spicy Peruvian salsa prepared with a combination of yellow aji chili peppers and oil. The sauce is usually pleasantly spicy, but it can also be extremely hot and spicy, so one should be careful when tastin...",https://www.tasteatlas.com/aji-criollo/wheretoeat,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,,,,,,,,,salsa de aji,
https://www.tasteatlas.com/mazamorra-morada,https://cdn.tasteatlas.com//images/dishes/17ab7c872d3b4cd8b9633418fae97eb2.jpg?mw=660,38,Pudding,https://www.tasteatlas.com/puddings,Mazamorra morada,3.9,,,,"Mazamorra morada is a well-known Peruvian dessert made with purple corn as the key ingredient, giving the dessert its signature color and flavor. Besides purple corn, the pudding is made with various fruits such as apples, peaches, and pineapple, ...",https://www.tasteatlas.com/mazamorra-morada/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tacacho,https://cdn.tasteatlas.com//images/dishes/bab9c83c2f8f4bf4bda00a611c52ef2c.jpg?mw=660,39,Breakfast,https://www.tasteatlas.com/Breakfast,Tacacho,3.5,Best in   (Breña),El Pichito,https://www.tasteatlas.com/el-pichito,"Tacacho is a traditional Peruvian meal that is typically served for breakfast. It originates from the Amazonas region, where the natives boil or grill the plantains, peel them, then mash them in a large wooden mortar. When mashed, the plantains ar...",https://www.tasteatlas.com/tacacho/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/amazonas-peru,Amazonas,,
https://www.tasteatlas.com/tamalito,https://cdn.tasteatlas.com//images/dishes/2ffbaf58fb174d5ea3f3b61c996e0052.jpg?mw=660,40,Appetizer,https://www.tasteatlas.com/Appetizers,Tamalito,3.9,Best in   (Magdalena del Mar),La Paisana,https://www.tasteatlas.com/la-paisana,"Tamalito is the Peruvian version of tamales. They are smaller and drier than tamales, but both are prepared in a similar fashion. Green maize is first combined with lard, and the combination is then filled with ground beef and wrapped in corn leav...",https://www.tasteatlas.com/tamalito/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/amazonas-peru,Amazonas,,
https://www.tasteatlas.com/suspiro-de-limena,https://cdn.tasteatlas.com//images/dishes/a0d24d6ae1eb4d60827c30407982803d.jpg?mw=660,41,Dessert,https://www.tasteatlas.com/Desserts,Suspiro de Limeña,4.2,Best in   (San Isidro),Osaka San Isidro,https://www.tasteatlas.com/osaka-san-isidro,"Suspiro de Limeña is a traditional Peruvian dessert consisting of two main components: manjar blanco caramel cream, and fluffy meringue. The manjar blanco component consists of milk, sugar, egg yolks, and vanilla, while the meringue is made...",https://www.tasteatlas.com/suspiro-de-limena/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/ceviche-de-conchas-negras,https://cdn.tasteatlas.com//images/dishes/7bc76bdbd97b4fdda90b608211da1d03.jpg?mw=660,42,Clam Dish,https://www.tasteatlas.com/clam-dishes,Ceviche de conchas negras,4.4,Best in   (Surquillo),Bam Bam y Sus Conchas Negras,https://www.tasteatlas.com/bam-bam-y-sus-conchas-negras,"Ceviche de conchas negras is a variety of ceviche prepared with baseball-sized black clam ( or ), which is believed to have aphrodisiac properties. In Peru, conchas negras are typically harvested in...",https://www.tasteatlas.com/ceviche-de-conchas-negras/wheretoeat,https://www.tasteatlas.com/Clams,https://cdn.tasteatlas.com/images/ingredientgroups/bbb8d8d5cd2f4034814913837a014a44.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,,https://www.tasteatlas.com/tumbes-region,Tumbes Region,concha negra,
https://www.tasteatlas.com/salsa-de-rocoto,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,43,Salsa,https://www.tasteatlas.com/salsas,Salsa de rocoto,4.2,,,,"Salsa de rocoto is a hot Peruvian sauce or dip that's a staple at most tables in the country. It is prepared with fiery red rocoto peppers, oil, and lime juice, with the occasional addition of parsley, cilantro, or milk. Due to the fact that this ...",https://www.tasteatlas.com/salsa-de-rocoto/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/seco-de-cabrito,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,44,Stew,https://www.tasteatlas.com/Stews,Seco de cabrito,,,,,"Seco de cabrito is a traditional Peruvian dish that was originally prepared in the north of the country, but nowadays it's also popular in coastal areas. It consists of goat meat that's cooked with hot peppers, peas, carrots, and cilantro sauce. T...",https://www.tasteatlas.com/seco-de-cabrito/wheretoeat,https://www.tasteatlas.com/Goat,https://cdn.tasteatlas.com/images/ingredientgroups/284c1ffb7c3842819b1484d3dd665106.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/shambar,https://cdn.tasteatlas.com//images/dishes/4fb1717aba6941b78338f12adc5cd4ea.jpg?mw=660,45,Soup,https://www.tasteatlas.com/Soups,Shambar,,Best in   (Trujillo),El Rincón De Vallejo,https://www.tasteatlas.com/el-rincon-de-vallejo,"Shambar is a traditional Peruvian soup originating from the region of Trujillo. It is made with various types of beans, wheat, chickpeas, peas, and at least three different types of meat such as smoked pork, ham, pork skin, pork ears, beef, and ch...",https://www.tasteatlas.com/shambar/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/trujillo-peru,Trujillo,,n/a
https://www.tasteatlas.com/cuy-frito,https://cdn.tasteatlas.com//images/dishes/c58e764f1b6b477eabc4e51f39101bae.jpg?mw=660,46,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Cuy frito,3.9,Best in   (La Victoria),Huancahuasi,https://www.tasteatlas.com/huancahuasi,"Cuy frito or  is one of the oldest traditional Peruvian dishes that has been consumed since Incan times. It is made with guinea pigs, which are obviously not kept as pets in Peru – instead, they are fried to crispy perfe...",https://www.tasteatlas.com/cuy-frito/wheretoeat,,,,,,,,,,,,,,,cuy chactado,
https://www.tasteatlas.com/higado-encebollado-peru,https://cdn.tasteatlas.com//images/dishes/8cb42c16a0b644b7bb2c7abb37ab47f6.jpg?mw=660,47,Offal Dish,https://www.tasteatlas.com/Offal,Higado encebollado,3.3,,,,"Higado encebollado is a traditional dish that's popular throughout South America, especially in Mexico and Peru. It consists of beef liver and onions as the key ingredients. The liver is cut into thin slices, then seasoned with salt and pepper bef...",https://www.tasteatlas.com/higado-encebollado-peru/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/picante-de-mariscos,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,48,Seafood,https://www.tasteatlas.com/Seafood,Picante de mariscos,,,,,"Picante de mariscos is a traditional Peruvian dish originating from the coastal regions. This spicy stir-fry is usually prepared with a combination of garlic, oil, potatoes, onions, white wine, hot chili peppers, cumin ,parsley, and seafood such a...",https://www.tasteatlas.com/picante-de-mariscos/wheretoeat,https://www.tasteatlas.com/squids,https://cdn.tasteatlas.com/images/ingredientgroups/1233d683cc3a467fb0a06d38a4f2aa77.png?h=120&w=120,https://www.tasteatlas.com/mussels,https://cdn.tasteatlas.com/images/ingredientgroups/a050287a4d1149f5898090f628c216e8.png?h=120&w=120,https://www.tasteatlas.com/Clams,https://cdn.tasteatlas.com/images/ingredientgroups/bbb8d8d5cd2f4034814913837a014a44.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/chupe-de-pescado,https://cdn.tasteatlas.com//images/dishes/aab6dd44f37543aa93f0a4c21bd62007.jpg?mw=660,49,Fish Soup,https://www.tasteatlas.com/fish-soups,Chupe de pescado,,,,,"Chupe de pescado is a traditional Peruvian fish soup that's especially popular during Lent. Although it doesn't take too long to prepare the soup, it contains many ingredients, such as white fish (usually cod), flour, olive oil, tomatoes, carrots,...",https://www.tasteatlas.com/chupe-de-pescado/wheretoeat,https://www.tasteatlas.com/White-fish,https://cdn.tasteatlas.com/images/ingredientgroups/673fcb2e26434e1ca0adcf5734d193fe.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/choclo-con-queso,https://cdn.tasteatlas.com//images/dishes/c1dfd63f4e154ddaba988c66c3dfc218.jpg?mw=660,50,Appetizer,https://www.tasteatlas.com/Appetizers,Choclo con queso,4.5,,,,"Choclo con queso is a Peruvian meal that is often consumed as a snack, an appetizer, or a side dish. Peruvian choclo is a type of corn with large kernels, nutty flavor, and chewy texture. When paired with creamy and salty cheese, it results in cho...",https://www.tasteatlas.com/choclo-con-queso/wheretoeat,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,,,,
https://www.tasteatlas.com/turron-de-dona-pepa,https://cdn.tasteatlas.com//images/dishes/08cc16675ec44d0c8146fa0ceb834163.jpg?mw=660,51,Dessert,https://www.tasteatlas.com/Desserts,Turrón de Doña Pepa,4.0,,,,"Turrón de Doña Pepa is a traditional Peruvian dessert that is prepared and consumed in October, or, as it’s called in Peru, , meaning . This layered nougat is drizzled with chancac...",https://www.tasteatlas.com/turron-de-dona-pepa/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/lima,Lima,el mes morada,
https://www.tasteatlas.com/arroz-tapado,https://cdn.tasteatlas.com//images/dishes/056da5938cec47e18ab6bac8c4334c0c.jpg?mw=660,52,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Arroz tapado,3.3,,,,"Arroz tapado is a Peruvian dish that is easy to prepare and inexpensive. It is made with rice, peas, carrots, ground beef, tomato paste, onions, garlic, black olives, and chopped hard-boiled eggs. This dish is layered, usually in a way where rice ...",https://www.tasteatlas.com/arroz-tapado/wheretoeat,,,,,,,,,,,,,,,,
