search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__or,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,score-text--na,item-location href,item-location,mini-ingredients__link href 6,mini-ingredients__image src 6
https://www.tasteatlas.com/ghormeh-sabzi,https://cdn.tasteatlas.com//images/dishes/b937783340484cdd9a02639a4e64ef39.jpg?mw=660,31,Stew,https://www.tasteatlas.com/Stews,Ghormeh sabzi,4.6,"Ghormeh sabzi is an Iranian herb stew, commonly eaten everywhere in Iran and considered to be the national dish of the country. Although there are numerous ways to prepare the dish, the essential ingredient is a combination of fried herbs, usually...",,https://www.tasteatlas.com/ghormeh-sabzi/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,OR,https://www.tasteatlas.com/kidney-beans,https://cdn.tasteatlas.com/images/ingredientgroups/3669e837911f49f58012b43a55ae3f15.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,,,,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120
https://www.tasteatlas.com/nan-e-taftoon,https://cdn.tasteatlas.com//images/dishes/b99141f21f8049b19b08511e8115740b.jpg?mw=660,32,Flatbread,https://www.tasteatlas.com/Flatbreads,Nan-e taftoon,4.2,"Nan-e taftoon is an Iranian flatbread that is almost always prepared with whole wheat flour, milk, eggs, and yogurt. The dough is similar to pizza dough, resulting in a chewy, stringy texture. Traditionally, the dough is baked on the walls of a ta...",,https://www.tasteatlas.com/nan-e-taftoon/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/morgh-e-shekam-por,https://cdn.tasteatlas.com//Images/Dishes/f90c0ee970bb4450a3cead1de31c5c9d.jpg?mw=660,33,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Morgh e shekam por,,"Morgh e shekam por is a traditional Iranian stuffed chicken. The dish is usually made with smaller or extremely young chicken varieties, which are cleaned and marinated in a mix of oil, juice (usually apple, lemon, or lime), and spices such as saf...",,https://www.tasteatlas.com/morgh-e-shekam-por/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,OR,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/apple-juices,https://cdn.tasteatlas.com/images/ingredientgroups/ac29337701874456bd20202103e65dd8.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120
https://www.tasteatlas.com/nan-e-barbari,https://cdn.tasteatlas.com//Images/Dishes/df35c8c94448471a94b97f65b6629956.jpg?mw=660,34,Flatbread,https://www.tasteatlas.com/Flatbreads,Nan-e barbari,4.7,"Nan-e barbari is an Iranian wheat-based, leavened flatbread. It is usually formed into a long oval shape that is traditionally brushed with , a flour glaze which gives it a light golden crust, but keeps it light and airy on the insi...",roomal,https://www.tasteatlas.com/nan-e-barbari/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/tehran,Tehran,,
https://www.tasteatlas.com/ranginak,https://cdn.tasteatlas.com//images/dishes/9d62920cb5ad40f7aba7a4eda38772e2.jpg?mw=660,35,Dessert,https://www.tasteatlas.com/Desserts,Ranginak,4.4,"Hailing from Shiraz, this traditional Iranian dessert is prepared with toasted wheat flour and walnut-stuffed dates. Toasted flour, which is usually enriched with cinnamon, sugar, and cardamom, makes the bottom and the top layer of the dessert, wh...",,https://www.tasteatlas.com/ranginak/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/shiraz,Shiraz,,
https://www.tasteatlas.com/zeytoon-parvardeh,https://cdn.tasteatlas.com//images/dishes/3047c660bcdf467c96e3d0128a087d55.jpg?mw=660,36,Appetizer,https://www.tasteatlas.com/Appetizers,Zeytoon parvardeh,4.5,"Hailing from Iranian Gilan province, this simple dish consists of a flavorful combination of pitted olives and pomegranate molasses. The additional ingredients include ground walnuts, garlic, and various fresh herbs such as cilantro or mint, as we...",,https://www.tasteatlas.com/zeytoon-parvardeh/wheretoeat,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,https://www.tasteatlas.com/pomegranates,https://cdn.tasteatlas.com/images/ingredientgroups/c9a43320590448f7ac2d33cb05431efe.png?h=120&w=120,OR,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,https://www.tasteatlas.com/gilan-province,Gilan Province,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120
https://www.tasteatlas.com/halva-ardeh,https://cdn.tasteatlas.com//images/dishes/886db9f3771b4ae89412e2e3c274d6ec.jpg?mw=660,37,Dessert,https://www.tasteatlas.com/Desserts,Halva ardeh,4.4,"Halva ardeh is a sweet, dense Iranian paste that is usually prepared with a base of sugar and ground sesame or tahini. The mixture is occasionally studded with pistachios, but it is traditionally merely topped with pistachio slivers. Though it can...",,https://www.tasteatlas.com/halva-ardeh/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/mast-o-khiar,https://cdn.tasteatlas.com//Images/Dishes/3abc21675c36434fa9107e2332300ed4.jpg?mw=660,38,Dip,https://www.tasteatlas.com/dips,Mast o khiar,4.2,"Mast o khiar is a simple and refreshing Iranian dip made with yogurt and diced cucumbers. In its original form, it is generously seasoned with mint, but it can be easily adapted with other ingredients such as garlic, walnuts, raisins, and various ...",,https://www.tasteatlas.com/mast-o-khiar/wheretoeat,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,OR,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,,,,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120
https://www.tasteatlas.com/khoresht-mast,https://cdn.tasteatlas.com//images/dishes/6aa7bc194b524b928a174591f6157bfa.jpg?mw=660,39,Dessert,https://www.tasteatlas.com/Desserts,Khoresht mast,4.2,"Khoresht mast is a traditional Iranian dish hailing from Isfahan. Although it's often dubbed , khoresht mast is actually an unusual dessert that's often served as a side dish or an appetizer, made with a combination of sugar, r...",yogurt stew,https://www.tasteatlas.com/khoresht-mast/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/rose-waters,https://cdn.tasteatlas.com/images/ingredientgroups/e796f033c53745bf934c231bb17c0e1b.png?h=120&w=120,,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,https://www.tasteatlas.com/isfahan,Isfahan,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120
https://www.tasteatlas.com/kabab-torsh,https://cdn.tasteatlas.com//images/dishes/eb5098bfd29e41a7a1a7c97e5c156fc5.jpg?mw=660,40,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Kabab torsh,4.3,"This Iranian kebab variety is traditionally associated with the provinces of Gilan and Mazandaran. The kebab is usually made with lean cuts of beef or lamb which are marinated in a flavorful combination of pomegranate molasses, walnuts, garlic, pa...",,https://www.tasteatlas.com/kabab-torsh/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,OR,https://www.tasteatlas.com/pomegranates,https://cdn.tasteatlas.com/images/ingredientgroups/c9a43320590448f7ac2d33cb05431efe.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,https://www.tasteatlas.com/gilan-province,Gilan Province,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120
https://www.tasteatlas.com/faloodeh,https://cdn.tasteatlas.com//images/dishes/33ad6a41daed4a55bb5c078685e0d617.jpg?mw=660,41,Frozen Dessert,https://www.tasteatlas.com/frozen-desserts,Faloodeh,4.4,"Iranian faloodeh is a traditional sorbet which consists of frozen sugar syrup infused with rose water and mixed with thin vermicelli noodles. According to popular belief, faloodeh originated in Shiraz and is one of the first sorbet varieties in th...",,https://www.tasteatlas.com/faloodeh/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/shiraz,Shiraz,,
https://www.tasteatlas.com/meygoo-polo,https://cdn.tasteatlas.com//images/dishes/eec9d131636a46348c0e793c316e1f30.jpg?mw=660,42,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Meygoo polo,4.1,"This simple Iranian dish couples rice and shrimps. The rice is cooked , meaning that the water is completely drained, while the shrimps are usually sautéed or boiled separately, typically along with onions, garlic, and s...",kateh-style,https://www.tasteatlas.com/meygoo-polo/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/nogha,https://cdn.tasteatlas.com//Images/Dishes/908515b4faa247ed96ae29fe0b823b8d.jpg?mw=660,43,Dessert,https://www.tasteatlas.com/Desserts,Nogha,,"Nogha is a variety of the widely popular Iranian nougat called . Originally, Iranian nougat was made with an unusual exudate of an insect inhabiting wild tamarisk trees. The solid exudate was melted and sieved to create the rich and sw...",gaz,https://www.tasteatlas.com/nogha/wheretoeat,,,,,,,,,,,,n/a,https://www.tasteatlas.com/iranian-azerbaijan,Iranian Azerbaijan,,
https://www.tasteatlas.com/naz-khatun,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,44,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Naz khatun,,"Naz khatun is an authentic Iranian vegetable condiment which originated in the city of Behshahr. It is prepared with fire-roasted or oven-roasted eggplants, a rather large amount of herbs, and the unusual , a zesty drink made from...",verjuice,https://www.tasteatlas.com/naz-khatun/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,,https://www.tasteatlas.com/basil,https://cdn.tasteatlas.com/images/ingredientgroups/71d3ba7ab4d243b6bd51683ad625a2c6.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,n/a,https://www.tasteatlas.com/behshahr,Behshahr,https://www.tasteatlas.com/molasses,https://cdn.tasteatlas.com/images/ingredientgroups/c9234a3339e448149e70cb88c00f2ef5.png?h=120&w=120
https://www.tasteatlas.com/kuku-sib-zamini,https://cdn.tasteatlas.com//images/dishes/497f17db311948ccbb3f78adc477a471.jpg?mw=660,45,Potato Dish,https://www.tasteatlas.com/potato-dishes,Kuku sib zamini,4.3,"Kuku sib zamini is a variety of the famous Iranian  which employs potatoes as the base ingredient. Even though most kuku varieties are prepared stovetop in the form of a thick and large omelet, this potato version is usually formed an...",kuku,https://www.tasteatlas.com/kuku-sib-zamini/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,https://www.tasteatlas.com/gilan-province,Gilan Province,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120
https://www.tasteatlas.com/kuku-bademjan,https://cdn.tasteatlas.com//images/dishes/b2e5541277bd491083ed51ffaec299dc.jpg?mw=660,46,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Kuku bademjan,,"Among numerous varieties of Iranian  dishes, the eggplant-based kuku bedemjan is one of the classics. Besides eggplants and eggs, it can consist of various other vegetables, fresh herbs, spices, and occasionally chopped walnuts or tan...",kuku,https://www.tasteatlas.com/kuku-bademjan/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120
https://www.tasteatlas.com/naan-berenji,https://cdn.tasteatlas.com//images/dishes/37aa38b2fdc44c17b8a90f40311712db.jpg?mw=660,47,Cookie,https://www.tasteatlas.com/Cookies,Naan berenji,3.3,"Naan berenji are light and crunchy Iranian cookies made with rice flour. They are usually flavored with rose water or cardamom, formed into flat, round shapes, then decorated with poppy seeds, pistachios, or barberries. These traditional cookies a...",,https://www.tasteatlas.com/naan-berenji/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kermanshah-province,Kermanshah Province,,
https://www.tasteatlas.com/ash-e-jo,https://cdn.tasteatlas.com//Images/Dishes/02763c50915d4110b7b7c37dc3575f75.jpg?mw=660,48,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Ash-e jo,3.3,"Ash-e jo is a hearty Iranian soup which combines barley and various beans and lentils. It appears in numerous varieties and can be complemented with various vegetables, spices, and fresh herbs. Even though meat is easily incorporated into the soup...",,https://www.tasteatlas.com/ash-e-jo/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/ash-e-doogh,https://cdn.tasteatlas.com//images/dishes/5721fbd9feda4101a95c3486574438e8.jpg?mw=660,49,Soup,https://www.tasteatlas.com/Soups,Ash-e doogh,,"Ash-e doogh is a traditional Iranian soup that's especially popular in the region of Azeri. This thick soup is usually made with a combination of yogurt or ayran, vegetables such as purslane, spinach, onions, garlic, peas, and chickpeas, fresh her...",,https://www.tasteatlas.com/ash-e-doogh/wheretoeat,,,,,,,,,,,,n/a,,,,
https://www.tasteatlas.com/khoresh-qarch,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,50,Stew,https://www.tasteatlas.com/Stews,Khoresh qārch,,"Khoresh qārch is a traditional Iranian stew prepared with mushrooms as the main ingredient. Other ingredients include onions, chicken, garlic, flour, saffron, egg yolks, lemon juice, and oil. Near the end of cooking, saffron and lemon juice are ad...",,https://www.tasteatlas.com/khoresh-qarch/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120
https://www.tasteatlas.com/korma-iran,https://cdn.tasteatlas.com//Images/Dishes/8bf6e58d3a1545f6abd1dabe49dffa8d.jpg?mw=660,51,Stew,https://www.tasteatlas.com/Stews,Korma,4.4,"Korma is a creamy meat stew (although it could also be made in a vegetarian version) with a mild flavor, made with saffron, yogurt, and various spices such as coriander, ginger, cumin seeds, chiles, and turmeric. It is believed that it originated ...",,https://www.tasteatlas.com/korma-iran/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,,,,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120
https://www.tasteatlas.com/khoresh-alou-esfenaj,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,52,Stew,https://www.tasteatlas.com/Stews,Khoresh alou esfenaj,,"Khoresh alou esfenaj is a traditional Iranian spinach and dried plum stew. It's prepared with  (spinach),  (prunes, especially the dried yellow variety known as ), cubes of lamb or veal, onions, tu...",esfenaj,https://www.tasteatlas.com/khoresh-alou-esfenaj/wheretoeat,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Prunes,https://cdn.tasteatlas.com/images/ingredientgroups/75fe720786dd42e0896eef781fd7e6b2.png?h=120&w=120,OR,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120
https://www.tasteatlas.com/khoresh-aloo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,53,Stew,https://www.tasteatlas.com/Stews,Khoresh aloo,,"Khoresh aloo is a traditional stew originating from Iran. This savory-sweet stew is usually made with a combination of prunes, lamb or chicken, saffron, sugar, carrots, potatoes, onions, turmeric, salt, pepper, and oil. The onions and meat are sau...",,https://www.tasteatlas.com/khoresh-aloo/wheretoeat,https://www.tasteatlas.com/Prunes,https://cdn.tasteatlas.com/images/ingredientgroups/75fe720786dd42e0896eef781fd7e6b2.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,OR,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120
https://www.tasteatlas.com/khoresh-bamieh,https://cdn.tasteatlas.com//images/dishes/2f1f4f10162c4d888a03ee447c50bf4d.jpg?mw=660,54,Stew,https://www.tasteatlas.com/Stews,Khoresh bāmieh,,"Khoresh bāmieh is a traditional stew originating from Iran. The stew is usually made with a combination of beef or lamb, tomato paste, okra, onions, garlic, tomatoes, olive oil, turmeric, cinnamon, beef stock, bay leaves, salt, and peper. The meat...",,https://www.tasteatlas.com/khoresh-bamieh/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,OR,https://www.tasteatlas.com/Okras,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,https://www.tasteatlas.com/tomato-pastes,https://cdn.tasteatlas.com/images/ingredientgroups/4284624f3cde451e9683452b5ccf0f21.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120
https://www.tasteatlas.com/khoresh-karafs,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,55,Stew,https://www.tasteatlas.com/Stews,Khoresh karafs,,"Khoresh karafs is a traditional stew originating from Iran. The stew is usually made with a combination of celery, beef or lamb, onions, parsley, mint, garlic, lime juice, turmeric, oil, salt, and pepper. The onions and garlic are sautéed i...",,https://www.tasteatlas.com/khoresh-karafs/wheretoeat,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,OR,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120
https://www.tasteatlas.com/khoresh-lubia-sabz,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,56,Stew,https://www.tasteatlas.com/Stews,Khoresh lubia sabz,,"Khoresh lubia sabz is a traditional stew originating from Iran. The stew is usually made with a combination of green beans, chicken or lamb, onions, garlic, tomatoes, cumin, cinnamon, turmeric, red pepper flakes, lime juice, oil, salt, and pepper....",,https://www.tasteatlas.com/khoresh-lubia-sabz/wheretoeat,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,OR,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,n/a,,,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120
