search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/tilslorte-bondepiker,https://cdn.tasteatlas.com//images/dishes/ad8c4f21d13c4aa6a07c53c6de50aa50.jpg?mw=660,36,Dessert,https://www.tasteatlas.com/Desserts,Tilslørte bondepiker,"Tilslørte bondepiker is a traditional Scandinavian dessert that's popular in Norway, Sweden, and Denmark. It's made with three simple ingredients that are staples of most Norwegian kitchens – breadcrumbs (often mixed with cinnamon), w...",https://www.tasteatlas.com/tilslorte-bondepiker/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/fyrstekake,https://cdn.tasteatlas.com//images/dishes/c897ce729d28470eb931700ee6824f74.jpg?mw=660,37,Tart,https://www.tasteatlas.com/tarts,Fyrstekake,"The fragrant  is a classic Norwegian tart made with a thick layer of dense, cardamom-scented almond paste sandwiched between a rich, buttery dough. Also known as  or , this is by fa...",https://www.tasteatlas.com/fyrstekake/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sirupsnipper,https://cdn.tasteatlas.com//images/dishes/c1b49a83a2214b579cd73571d580aa9e.jpg?mw=660,38,Cookie,https://www.tasteatlas.com/Cookies,Sirupsnipper,"These Norwegian spiced cookies are typically prepared with a buttery pastry that is enriched with syrup (), cinnamon, ginger, ground white pepper, and aniseed. Sirupsnipper cookies are traditionally made with baker’s ammonia an...",https://www.tasteatlas.com/sirupsnipper/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sild-og-poteter,https://cdn.tasteatlas.com//images/dishes/b7bb5b13e33943daa3fcefa69d46c498.jpg?mw=660,39,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Herring and Potatoes (Sild og poteter),"Sild og poteter is a traditional dish originating from Norway. The dish is usually made with a combination of herring fillets, potatoes, pickled and sliced beets, onions, butter, dill, and sour cream. The herring fillets are placed on a platter an...",https://www.tasteatlas.com/sild-og-poteter/wheretoeat,https://www.tasteatlas.com/herrings,https://cdn.tasteatlas.com/images/ingredientgroups/80ae21710b104835bc0b61adebf572e0.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,n/a
https://www.tasteatlas.com/plukkfisk,https://cdn.tasteatlas.com//images/dishes/2b8d49e776784ea88f5c56b2b43e7398.jpg?mw=660,40,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Plukkfisk,"Plukkfisk is a traditional fish dish originating from Norway and it's especially popular in coastal settlements of Western Norway. The dish consists of potatoes, pieces of fish, and onions cooked in a bechamel sauce. Cod is traditionally used, but...",https://www.tasteatlas.com/plukkfisk/wheretoeat,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/pollocks,https://cdn.tasteatlas.com/images/ingredientgroups/65a845199e914140b5c0e78e23bff0cb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,n/a
https://www.tasteatlas.com/mor-monsen,https://cdn.tasteatlas.com//images/dishes/0f8c74b057f14294b729ddfb3c1f7f38.jpg?mw=660,41,Cake,https://www.tasteatlas.com/cakes,Mother Monson Cake (Mor Monsen),"Mor Monsen or Mother Monson is a traditional cake originating from Norway. It's usually made with a combination of flour, baking powder, eggs, sugar, butter, and lemon peel. The batter is spread in a baking pan, then sprinkled with currants or rai...",https://www.tasteatlas.com/mor-monsen/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/baking-powder,https://cdn.tasteatlas.com/images/ingredientgroups/f7e7555a30e44b63993b9aa893fd064c.png?h=120&w=120,n/a
https://www.tasteatlas.com/kalvedans,https://cdn.tasteatlas.com//images/dishes/61fb20e322cd47b28047f993ac73d892.jpg?mw=660,42,Dessert,https://www.tasteatlas.com/Desserts,Oven Cheese (Kalvedans),"This traditional Scandinavian dish is prepared with a combination of cow’s milk and beestings or colostrum – a yellow, rich milk produced by the animal right after it gave birth to a calf. The mixture is baked in the oven and the produ...",https://www.tasteatlas.com/kalvedans/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/serinakaker,https://cdn.tasteatlas.com//images/dishes/a711dbc01815497a95a73ca5e65b64d6.jpg?mw=660,43,Cookie,https://www.tasteatlas.com/Cookies,Serinakaker,"These round butter cookies are a Christmas staple in Norway. They are prepared with a simple base of flour, butter, and sugar, and are usually flavored with vanilla, while the top is often sprinkled with almond slivers. Serinakaker cookies are oft...",https://www.tasteatlas.com/serinakaker/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/brune-pinner,https://cdn.tasteatlas.com//images/dishes/460cb4d092904b439aa4d35acd49d37e.jpg?mw=660,44,Cookie,https://www.tasteatlas.com/Cookies,Brune pinner,The name of these crispy and chewy Norwegian Christmas cookies translates as  or . They are prepared with a buttery dough that is usually sweetened with light syrup and generously spiced with cinnamon. The dough i...,https://www.tasteatlas.com/brune-pinner/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/multekrem,https://cdn.tasteatlas.com//images/dishes/61d95d86b7704da18559cea1e260d645.jpg?mw=660,45,Dessert,https://www.tasteatlas.com/Desserts,Multekrem,"Multekrem is a traditional Norwegian dessert. Creamy and fluffy, it's made with a combination of whipped cream, cloudberries, and sugar. The dessert is especially popular during the Christmas season, when it can be found on most Norwegian tables. ...",https://www.tasteatlas.com/multekrem/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sot-suppe,https://cdn.tasteatlas.com//images/dishes/6d92b88d5ab74416a5bee99c07566240.jpg?mw=660,46,Sweet Soup,https://www.tasteatlas.com/sweet-soups,Sot suppe,"Sot suppe is a traditional sweet soup hailing from Norway. It's usually made with a combination of dried fruits, spices, and pearl tapioca. Prunes, raisins, and mixed dried fruits are mixed with sugar, water or apple juice, tapioca, cinnamon, lemo...",https://www.tasteatlas.com/sot-suppe/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/goro,https://cdn.tasteatlas.com//images/dishes/6f25acd893644927b7e95e82c34d55d7.jpg?mw=660,47,Cookie,https://www.tasteatlas.com/Cookies,Goro,"Goro are traditional Norwegian Christmas cookies. They're usually made with a combination of flour, butter, eggs, sugar, vanilla, cardamom, and heavy cream. The smooth dough is wrapped in plastic and left in the fridge to chill for at least 8 hour...",https://www.tasteatlas.com/goro/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/heavy-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d022e931aba84bc5a866b4bfdd9e88a0.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://www.tasteatlas.com/cardamom,https://cdn.tasteatlas.com/images/ingredientgroups/ebbde091cf4445a5ac10df8a51b7c894.png?h=120&w=120,n/a
https://www.tasteatlas.com/stekte-epler,https://cdn.tasteatlas.com//images/dishes/d9b0512d19814f9ebadfe000d7664aa5.jpg?mw=660,48,Dessert,https://www.tasteatlas.com/Desserts,Baked Apples (Stekte epler),"Stekte epler is a traditional dessert originating from Norway. Although there are many variations, the dessert is usually made with a combination of apples, marzipan, and butter. The apples are washed, dried, cored, and a small marzipan sausage is...",https://www.tasteatlas.com/stekte-epler/wheretoeat,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/marzipan,https://cdn.tasteatlas.com/images/dishes/3eccd4677f284cf982d06ebe14da3297.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,,,,,,,n/a
https://www.tasteatlas.com/lefserull,https://cdn.tasteatlas.com//images/dishes/315bf13fb56c4844abac3f6999741998.jpg?mw=660,49,Wrap,https://www.tasteatlas.com/wraps,Lefserull,"Lefserull is a traditional Norwegian wrap. This versatile group of wraps consists of lefse, a traditional Norwegian thin flatbread that's filled with different ingredients. The most popular choices include smoked salmon, cream cheese, arugula (roc...",https://www.tasteatlas.com/lefserull/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/reinsdyr-morbrad,https://cdn.tasteatlas.com//images/dishes/580316d313874605a4e6c49390e6645d.jpg?mw=660,50,Game Dish,https://www.tasteatlas.com/game-dishes,Reindeer Steak (Reinsdyr mørbrad),"Reinsdyr mørbrad is a traditional game meat dish originating from Norway. The dish consists of reindeer steaks that are fried or grilled to perfection, usually in reindeer fat, butter, and oil. The meat of domesticated and farmed reindeer i...",https://www.tasteatlas.com/reinsdyr-morbrad/wheretoeat,https://www.tasteatlas.com/reindeers,https://cdn.tasteatlas.com/images/ingredientgroups/c6f580d47fd9437b99e07de82b6efdd4.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/julekrydret-ribbe,https://cdn.tasteatlas.com//images/dishes/758b63611e2e4f5595e041be0f9ca959.jpg?mw=660,51,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Spiced Pork Ribs (Julekrydret ribbe),"Julekrydret ribbe is a traditional Norwegian meat dish consisting of spiced ribs. The preparation of spiced ribs is typically reserved for Christmas festivities. The ribs are rubbed with a mixture of ground anise seeds, minced ginger, salt, and bl...",https://www.tasteatlas.com/julekrydret-ribbe/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/anise,https://cdn.tasteatlas.com/images/ingredientgroups/aa683577ae3641bca8990e2d08faf594.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,n/a
https://www.tasteatlas.com/jarlsberg-torsk,https://cdn.tasteatlas.com//images/dishes/7bc38fb8724348e9a76fcbc16a41b6d6.jpg?mw=660,52,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Jarlsberg Cod (Jarlsberg torsk),"Jarlsberg torsk is a traditional fish dish originating from Norway. The dish is usually made with a combination of cod fillets, leeks, butter, tomatoes, Jarlsberg cheese, salt, garlic, milk, cream, and white pepper. The fish is cleaned, dried, and...",https://www.tasteatlas.com/jarlsberg-torsk/wheretoeat,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/jarlsberg,https://cdn.tasteatlas.com/images/dishes/c51dd7f911ce4509a3d2c74cc41db90a.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,n/a
https://www.tasteatlas.com/hveteboller,https://cdn.tasteatlas.com//images/dishes/ed3b143324224351bd023a581f213a18.jpg?mw=660,53,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Cardamom Buns (Hveteboller),"Hveteboller is a traditional sweet bread or cardamom bun originating from Norway. The buns are made with a combination of flour, milk, yeast, sugar, cardamom, salt, eggs, and butter. The light dough is kneaded until smooth and soft, and it is then...",https://www.tasteatlas.com/hveteboller/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/cardamom,https://cdn.tasteatlas.com/images/ingredientgroups/ebbde091cf4445a5ac10df8a51b7c894.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,n/a
https://www.tasteatlas.com/mosbromlefse,https://cdn.tasteatlas.com//images/dishes/621a1517580744c69bf66f3119ebdee7.jpg?mw=660,54,Snack,https://www.tasteatlas.com/Snacks,Møsbrømlefse,"Møsbrømlefse is a traditional Norwegian sweet snack originating from Salten. It consists of a lefse flatbread that's stuffed with melted goat cheese, buttermilk, syrup, and flour. The combination is slathered on the flatbread, and it...",https://www.tasteatlas.com/mosbromlefse/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kalrotstappe,https://cdn.tasteatlas.com//images/dishes/723e6dbdcb504a38a1346a9e57d54d51.jpg?mw=660,55,Side Dish,https://www.tasteatlas.com/Sides,Mashed Rutabaga (Kålrotstappe),"Kålrotstappe is a traditional dish originating from Norway. It's usually made with a combination of rutabagas, potatoes, cream, nutmeg, salt, white pepper, and water. The rutabagas are peeled, sliced, and boiled in salted water. They're drai...",https://www.tasteatlas.com/kalrotstappe/wheretoeat,https://www.tasteatlas.com/rutabagas,https://cdn.tasteatlas.com/images/ingredientgroups/b77720f99126418480274a6309dc0f3f.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/nutmegs,https://cdn.tasteatlas.com/images/ingredientgroups/7ee6cd3c42294ee7a9b8fc3e2184ac56.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,n/a
https://www.tasteatlas.com/hummersalat,https://cdn.tasteatlas.com//images/dishes/216d971db88041d19e230a6b3cdf9188.jpg?mw=660,56,Salad,https://www.tasteatlas.com/Salads,Lobster Salad (Hummersalat),"Hummersalat is a traditional salad originating from Norway. Although there are a few variations, the salad is usually made with a combination of lobsters, lettuce, asparagus, lemon, artichokes, mayonnaise, hard-boiled eggs, whipping cream, and tom...",https://www.tasteatlas.com/hummersalat/wheretoeat,https://www.tasteatlas.com/norwegian-lobster,https://cdn.tasteatlas.com/images/dishes/02c2ba26511f483d8fa580c2f6d6ee7b.png?h=120&w=120,https://www.tasteatlas.com/Lettuce,https://cdn.tasteatlas.com/images/ingredientgroups/7e0f57e1acdf4336ae728bbaf80a1f36.png?h=120&w=120,https://www.tasteatlas.com/Asparagus,https://cdn.tasteatlas.com/images/ingredientgroups/f66bd394edcd44a48ac6bc06ff71fabd.png?h=120&w=120,https://www.tasteatlas.com/Artichokes,https://cdn.tasteatlas.com/images/ingredientgroups/11a0e8e3bc9845e0b0845eae798563de.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,n/a
https://www.tasteatlas.com/sildesalat,https://cdn.tasteatlas.com//images/dishes/a7faf4ee60804b7b933e1f0efa431af3.jpg?mw=660,57,Salad,https://www.tasteatlas.com/Salads,Herring Salad (Sildesalat),"Sildesalat is a traditional herring salad originating from Norway. Although there are many variations, the salad is usually made with a combination of herring fillets, hard-boiled eggs, sour cream, mustard, onions, gherkins, and Granny Smith apple...",https://www.tasteatlas.com/sildesalat/wheretoeat,https://www.tasteatlas.com/herrings,https://cdn.tasteatlas.com/images/ingredientgroups/80ae21710b104835bc0b61adebf572e0.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/pickled-cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/56d0a8dfb98446e3a2ab9baeaf87e5e8.png?h=120&w=120,n/a
https://www.tasteatlas.com/vannkringler,https://cdn.tasteatlas.com//images/dishes/9ec6d82fdd804e73a37aa4312057b3d8.jpg?mw=660,58,Bread,https://www.tasteatlas.com/Breads,Bergen Pretzel Bread (Vannkringler),"Vannkringler or bergenskringler is a traditional Norwegian pretzel-shaped bread originating from Bergen. It's usually made with a combination of milk, yeast, flour, salt, and butter. The yeast is dissolved in lukewarm milk, and it's then mixed wit...",https://www.tasteatlas.com/vannkringler/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/kneippbrod,https://cdn.tasteatlas.com//images/dishes/1e64bb3d62904401b6fb42f6c99f44c0.jpg?mw=660,59,Bread,https://www.tasteatlas.com/Breads,Kneipp Bread (Kneippbrød),"Kneippbrød is a traditional bread originating from Norway that's named after Sebastian Kneipp, a 19th-century Bavarian priest, who is credited with being the first person to use the whole grain (shell, kernel, and germ) when making bread. A...",https://www.tasteatlas.com/kneippbrod/wheretoeat,https://www.tasteatlas.com/whole-wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/cfdb4bc709f04496acbc3e78e70017ec.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/canola-oils,https://cdn.tasteatlas.com/images/ingredientgroups/2f44fc8e9ce447e58ac245fd6f0f2f61.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/salmon-wrap,https://cdn.tasteatlas.com//images/dishes/c81af16ef90f46afb8089c7d4d201ba1.jpg?mw=660,60,Snack,https://www.tasteatlas.com/Snacks,Salmon Wrap,"Salmon wrap is a popular Norwegian dish consisting of smoked salmon and lefse—traditional Norwegian flatbread with a soft texture that is easily folded and wrapped. The dish belongs to a broader group of lefse rolls (), w...",https://www.tasteatlas.com/salmon-wrap/wheretoeat,https://www.tasteatlas.com/lefse,https://cdn.tasteatlas.com/images/dishes/3b9f2848a3d2449994d5b8d643d9e407.png?h=120&w=120,https://www.tasteatlas.com/norwegian-smoked-salmon,https://cdn.tasteatlas.com/images/dishes/757eb5ad0b194e2c9bc8cbd73acdeb2b.png?h=120&w=120,https://www.tasteatlas.com/cream-cheeses,https://cdn.tasteatlas.com/images/ingredientgroups/2c43b723665a4ffebeb3d58fab993d20.png?h=120&w=120,,,,,,,n/a
https://www.tasteatlas.com/sunnmorsbrod,https://cdn.tasteatlas.com//images/dishes/dd157505a9a14fe6a388ccdcc3b67117.jpg?mw=660,61,Bread,https://www.tasteatlas.com/Breads,Sunnmørsbrød,"Sunnmørsbrød is a traditional Norwegian bread originating from the district of Sunnmøre in the county of Møre og Romsdal. This typical hearty Norwegian bread is usually made with a combination of sugar, oil, maple syrup...",https://www.tasteatlas.com/sunnmorsbrod/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sandnotter,https://cdn.tasteatlas.com//images/dishes/7b2c2934102a4365b357a213b3d8721b.jpg?mw=660,62,Cookie,https://www.tasteatlas.com/Cookies,Sand Cookies (Sandnøtter),"Sandnøtter are traditional cookies originating from Norway. They're usually made with a combination of butter, potato starch flour, flour, sugar, vanilla sugar, eggs, and baking powder. The butter is mixed with sugar until fluffy, and the c...",https://www.tasteatlas.com/sandnotter/wheretoeat,https://www.tasteatlas.com/potato-starch-flours,https://cdn.tasteatlas.com/images/ingredientgroups/7a2d1e2d6311442db4ae3c2e49324c7e.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/vanilla-sugars,https://cdn.tasteatlas.com/images/ingredientgroups/dd8310eda17f409b87002a28dceee447.png?h=120&w=120,n/a
https://www.tasteatlas.com/rosettbakkels,https://cdn.tasteatlas.com//images/dishes/4f463ab605a642af833ef0952f899aaa.jpg?mw=660,63,Cookie,https://www.tasteatlas.com/Cookies,Rosettbakkels,"Rosettbakkels are traditional cookies with a unique rosetta shape, originating from Norway. The cookies are usually made with a combination of flour, milk, eggs, sugar, and oil for frying. The eggs, milk, sugar, and flour are mixed until the batte...",https://www.tasteatlas.com/rosettbakkels/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,n/a
