search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,item-location href,item-location src,item-location,search-results__item-description,search-results__item-description 2,read-more,search-results__item-description 3,score-text--na
https://www.tasteatlas.com/delice-de-bourgogne,https://cdn.tasteatlas.com//images/ingredients/afefdbf4076540ffa6bd65278f0b8f5e.jpg?mw=660,95,Cheese,https://www.tasteatlas.com/Cheese,Délice de Bourgogne,https://www.tasteatlas.com/burgundy,https://cdn.tasteatlas.com/images/emblems/fbe6ebd59b13404088d61d10f1200108.png,Burgundy,"is a French triple crème cheese originating from the region of Burgundy, hence the name. The cheese is made from cow’s milk and butterfat, and it has a fat content of 75%. Its texture is smooth and ...",Délice de Bourgogne,READ MORE,,
https://www.tasteatlas.com/jambon-dauvergne,https://cdn.tasteatlas.com//Images/Ingredients/cb291be30064465a8e65b1e17911ac77.jpg?mw=660,96,"Prosciutto, Jamon, Jambon",https://www.tasteatlas.com/prosciuttos-jamons-jambons,Jambon d'Auvergne,https://www.tasteatlas.com/auvergne,https://cdn.tasteatlas.com/Images/Emblems/53eab3cb408f4409b28c761d68ff80fa.png,Auvergne,"is a dried pork ham made from the hind leg, produced in the French region of Auvergne (departments of Cantal, Haute-Loire, Lot, Corréze and Puy-de-Dôme). The ham is dried, salted and matured for at least eig...",Jambon d'Auvergne,READ MORE,,
https://www.tasteatlas.com/brillat-savarin,https://cdn.tasteatlas.com//Images/Ingredients/10fdf701995b415c98ae6a1702dfcf21.jpg?mw=660,97,Cheese,https://www.tasteatlas.com/Cheese,Brillat-Savarin,https://www.tasteatlas.com/forges-les-eaux,https://cdn.tasteatlas.com/images/emblems/1daa9a5842744797b416e7c8d7fa3bf6.png,Forges-les-Eaux,"Originally known as , , or , this triple-cream cheese was first produced in the late 1800s near Forges-les-Eaux, Normandy. In the 1930s, to pay homage to an 18th-century gourme...",Excelsior,READ MORE,Délice des Gourmets,
https://www.tasteatlas.com/pont-leveque,https://cdn.tasteatlas.com//Images/Ingredients/4232f6ef268843caa97cd9fe9d8ac15b.jpg?mw=660,98,Cheese,https://www.tasteatlas.com/Cheese,Pont-l'Évêque,https://www.tasteatlas.com/pont-leveque-france,https://cdn.tasteatlas.com/images/emblems/50df0b4df4164f9f84e49719767393df.png,Pont-l'Évêque,is a soft cow's milk cheese made in Pays d'Auge. The square-shaped cheese is sold after it had matured for at least 14 days. It owes its unique flavor to the fact that the cows graze on pastures which have mild and damp envi...,Pont-l'Eveque,READ MORE,,
https://www.tasteatlas.com/maroilles,https://cdn.tasteatlas.com//images/ingredients/e7a1abd4db9c46a18d041aa81b63b9d2.jpg?mw=660,99,Cheese,https://www.tasteatlas.com/Cheese,Maroilles,https://www.tasteatlas.com/maroilles-france,https://cdn.tasteatlas.com/images/emblems/530ee279e51b440e8931258ae6c9bb0d.png,Maroilles,"is a soft cheese made from cow's milk and produced in four sizes, with a reddish-orange rind. It has been made in the Nord-Pas-de-Calais region in France since the 10th century and must mature for at least 35 days. Unlike most o...",Maroilles,READ MORE,,
https://www.tasteatlas.com/livarot,https://cdn.tasteatlas.com//images/ingredients/9c9ae75b5339435ca5fff19a03e704a7.jpg?mw=660,100,Cheese,https://www.tasteatlas.com/Cheese,Livarot,https://www.tasteatlas.com/livarot-france,https://cdn.tasteatlas.com/images/emblems/aa58a9b79cca48f0bc391882f60fbc52.png,Livarot,"is a soft, pungent cheese made from cow's milk, and it must always be sold in cylindrical form. It matures for at least 21 days in moist, warm cellars. The cheese has a unique visual appearance - it is encircled with five strips o...",Livarot,READ MORE,,
https://www.tasteatlas.com/saint-marcellin,https://cdn.tasteatlas.com//Images/Ingredients/b47fbe3639314935b8ec3a02b706cce9.jpg?mw=660,101,Cheese,https://www.tasteatlas.com/Cheese,Saint-Marcellin,https://www.tasteatlas.com/saint-marcellin-isere,https://cdn.tasteatlas.com/images/emblems/8738058130c94837b85fedc0f2a98c3c.png,Saint-Marcellin,"is a cheese made from full-fat cow's milk in the French regions of Drôme, Isére and Savoie, and it is named after the town of the same name belonging to the Isére region. The cheese comes in two varieti...",Saint-Marcellin,READ MORE,,
https://www.tasteatlas.com/abondance,https://cdn.tasteatlas.com//Images/Ingredients/f2cc606eff5f44498bb59b7f35f6664c.jpg?mw=660,102,Cheese,https://www.tasteatlas.com/Cheese,Abondance,https://www.tasteatlas.com/abondance-france,https://cdn.tasteatlas.com/images/emblems/0d8e5034a0554bba82f024f4664aa285.png,Abondance,"is a semi-cooked, pressed cheese made with unpasteurized milk from the ,  and  cow breeds. Easily recognizable by the concave edge of its orange-brown rind, Abondance...",Abondance,READ MORE,Abondance,
https://www.tasteatlas.com/lentille-verte-du-puy-1,https://cdn.tasteatlas.com//Images/Ingredients/8839590da3414a4e846da84df1b4f17c.jpg?mw=660,103,Lentils,https://www.tasteatlas.com/Lentils,Lentille verte du Puy,https://www.tasteatlas.com/haute-loire,https://cdn.tasteatlas.com/images/emblems/6e9bf6a0700642eaad771e1b8f8ed85c.png,Haute-Loire,"verte are commonly known as Puy lentils, grown in the French region of Haute-Loire and are considered superior in their texture and have a unique, peppery taste. The lentil seeds are dark green, with blue marbling...",Lentille,READ MORE,du Puy,n/a
https://www.tasteatlas.com/vadouvan,https://cdn.tasteatlas.com//images/ingredients/62a4028e116749a5bdbc1ca323d44359.jpg?mw=660,104,Spice Blend,https://www.tasteatlas.com/spice-blends,Vadouvan,,,,"is a French-style curry mix consisting of ingredients such as shallots, onion, cumin, garlic, turmeric, cardamom, curry leaves, black mustard, black pepper, and fenugreek. All of the ingredients are traditionally dried and pounde...",Vadouvan,READ MORE,,n/a
https://www.tasteatlas.com/chevrotin,https://cdn.tasteatlas.com//Images/Ingredients/2287c09e759641e4bb1f0c49375ebe39.jpg?mw=660,105,Cheese,https://www.tasteatlas.com/Cheese,Chevrotin,https://www.tasteatlas.com/haute-savoie,https://cdn.tasteatlas.com/images/emblems/58d44be42f334c078a79063d32625657.png,Haute-Savoie,is a mold-pressed cheese made from goat's milk in the region of Haute-Savoie in France. It has a fine white rind and is packaged with a thin sheet of spruce boards on its base that can be removed. The boards allow the cheese to ...,Chevrotin,READ MORE,,n/a
https://www.tasteatlas.com/pruneaux-dagen,https://cdn.tasteatlas.com//Images/Ingredients/186ce1bbdfbb4943b24eeb9b11d688f0.jpg?mw=660,106,Prune,https://www.tasteatlas.com/Prunes,Pruneaux d'Agen,https://www.tasteatlas.com/lot-et-garonne,https://cdn.tasteatlas.com/images/emblems/d788e5e426cf44faa7351f52d9d2b3f5.png,Lot-et-Garonne,"Agen prunes are the dried fruits of the  plum tree variety that is grown in the Aquitaine region of France, namely between the rivers of Lot and Garonne. Plums have been introduced to the region in the 13th century when a Crus...",prune d'Ente,READ MORE,,
https://www.tasteatlas.com/pierre-robert,https://cdn.tasteatlas.com//images/ingredients/17ac608e69564e218c770217a6f9a1d0.jpg?mw=660,107,Cheese,https://www.tasteatlas.com/Cheese,Pierre Robert,https://www.tasteatlas.com/seine-et-marne,https://cdn.tasteatlas.com/images/emblems/1ecc637d390143e582e5be3f4bf3e933.png,Seine-et-Marne,"is a French cheese produced in the region of Seine-et-Marne. Made with cow's milk, this triple-crème cheese has a mild, rich, and buttery flavor. It ages for about 3 weeks, and develops a soft and dense texture on the...",Pierre Robert,READ MORE,,n/a
https://www.tasteatlas.com/fromage-de-meaux,https://cdn.tasteatlas.com//images/ingredients/037b0501c98544f2b12d38213f892d97.jpg?mw=660,108,Cheese,https://www.tasteatlas.com/Cheese,Fromage de Meaux,https://www.tasteatlas.com/ile-de-france,https://cdn.tasteatlas.com/Images/Emblems/61a8f868dc194dbe84bc2022c91c716b.png,Île-de-France,"is a traditional French cheese and the pasteurized version of Brie de Meaux (made with raw milk). The cheese is made with pasteurized cow's milk, and it's left to age from 6 to 8 weeks before consumption. Underneath its v...",Fromage de Meaux,READ MORE,,n/a
https://www.tasteatlas.com/madame-loik,https://cdn.tasteatlas.com//images/ingredients/c35c952e36794056b242a4c7994e9395.jpg?mw=660,109,Cheese,https://www.tasteatlas.com/Cheese,Madame Loïk,https://www.tasteatlas.com/brittany,https://cdn.tasteatlas.com/Images/Emblems/1052b667411249e88436d3cda3677b85.png,Brittany,"is a French cheese made from cow's milk. It's a type of, meaning . Its texture is creamy, fluffy, and light, while the flavors are mild and fresh. There are a few ver...",Madame Loïk,READ MORE,fromage fouetté,
https://www.tasteatlas.com/chaource,https://cdn.tasteatlas.com//Images/Ingredients/209f8071a2e041fd9f6a2b9871b3a131.jpg?mw=660,110,Cheese,https://www.tasteatlas.com/Cheese,Chaource,https://www.tasteatlas.com/chaource-france,,Chaource,"is a tall, soft cheese made from cow's milk in the Aube region in France. It is made by the process of slow draining, and the cheese must mature for at least 14 days before it can be consumed, either young, when almost no rind ha...",Chaource,READ MORE,,
https://www.tasteatlas.com/saucisson-sec-dauvergne,https://cdn.tasteatlas.com//Images/Ingredients/1e53dc1951f94400a2782a445e0d068a.jpg?mw=660,111,Sausage/Salami,https://www.tasteatlas.com/Sausages-and-salamis,Saucisson sec d’Auvergne,https://www.tasteatlas.com/auvergne,https://cdn.tasteatlas.com/Images/Emblems/53eab3cb408f4409b28c761d68ff80fa.png,Auvergne,"is a variety of thick, dry cured sausage that originates from Auvergne, a region in central France well known for its long tradition of agriculture, farming, and meat curing. This particular sausage is made exclu...",Saucisse seche d'Auvergne,READ MORE,,
https://www.tasteatlas.com/salers,https://cdn.tasteatlas.com//Images/Ingredients/78f5a42e13bc406e83b8f965a117e559.jpg?mw=660,112,Cheese,https://www.tasteatlas.com/Cheese,Salers,https://www.tasteatlas.com/salers-france,https://cdn.tasteatlas.com/images/emblems/cbf20933eb3343aeb9ded3db351a8bba.png,Salers,"is a soft farm cheese made from cow's full-fat milk, the final product weighs 35 to 50 kilograms and has been produced in the French region of Cantal since the High Middle Ages. It's made immediately after milking and then matured ...",Salers,READ MORE,,
https://www.tasteatlas.com/langres,https://cdn.tasteatlas.com//Images/Ingredients/df3af7fb58a9442aa99da6de995846aa.jpg?mw=660,113,Cheese,https://www.tasteatlas.com/Cheese,Langres,https://www.tasteatlas.com/langres-france,https://cdn.tasteatlas.com/images/emblems/067651eefefa4d28a2530cc464462c28.png,Langres,"is a soft cheese made exclusively from cow's milk on the Langres plateau and the Bassigny pastures in the Champagne-Ardenne region. It has a long maturation period of at least 21 days, during which the cheeses are often rubbed wit...",Langres,READ MORE,,
https://www.tasteatlas.com/quatre-epices,https://cdn.tasteatlas.com//images/ingredients/0696ad6ceeb241fe9a4373669bd859b9.jpg?mw=660,114,Spice Blend,https://www.tasteatlas.com/spice-blends,Quatre épices,,,,"Quatre épices is a traditional French spice blend that's used to season and flavor a wide variety of foods such as roulades, soups, terrines, stews, gratins, and even sausages. The name of the blend means four spices, and those are black or...",,READ MORE,,n/a
https://www.tasteatlas.com/canard-a-foie-gras-du-sud-ouest,https://cdn.tasteatlas.com//Images/Ingredients/c2053337f94242e19fadc9724dcbc7c1.jpg?mw=660,115,Meat Product,https://www.tasteatlas.com/Meat-products,Canard á Foie Gras du Sud-Ouest,https://www.tasteatlas.com/midi-pyrenees,https://cdn.tasteatlas.com/images/emblems/20ffc1fdd174420fa31b955638ee41d8.png,Midi-Pyrénées,"Produced in the southwestern French regions of Aquitaine, Midi-Pyrénées, Limousin and Aude,  are luxury food products made with the liver from a male  or",Canard á foie gras du Sud-Ouest,,Muscovy,n/a
https://www.tasteatlas.com/volaille-de-bresse,https://cdn.tasteatlas.com//images/ingredients/b83cb143d0f8462197d0da4b87a9c039.jpg?mw=660,116,Poultry,https://www.tasteatlas.com/Poultry,Volaille de Bresse,https://www.tasteatlas.com/ain,https://cdn.tasteatlas.com/images/emblems/5b1474d340a4427a809d2e65a69b344f.png,Ain,"is the white variety of poultry from the French region Bresse and the  breed. The birds have blue feet, a red crest and white feathers and flesh, which has been mentioned in the municipal records since th...",Volaille de Bresse,READ MORE,Bresse,n/a
https://www.tasteatlas.com/belle-angevine,https://cdn.tasteatlas.com//images/ingredients/5ce24d65c730492ebfae66f717837b4d.jpg?mw=660,117,Pear,https://www.tasteatlas.com/Pears,Belle Angevine,https://www.tasteatlas.com/beaulieu-sur-layon,,Beaulieu-sur-Layon,"Belle Angevine is a unique pear variety originating from the 17th century. The pears are very large and heavy, which is why they often drop from trees before picking. They have a green skin which becomes yellow, and then red–meaning they are...",,READ MORE,,n/a
https://www.tasteatlas.com/citron-de-menton,https://cdn.tasteatlas.com//Images/Ingredients/ccc0e375055843faa3a064fe293b647c.jpg?mw=660,118,Lemon,https://www.tasteatlas.com/Lemons,Citron de Menton,https://www.tasteatlas.com/menton,https://cdn.tasteatlas.com/images/emblems/423862e0cf1f484fb47c4b81510ddb5f.png,Menton,"is a fresh, hand-harvested lemon grown in the Alpes-Maritimes region in France. The lemons must come from the varieties of , , ,   and",Citron de Menton,,Adamo,n/a
https://www.tasteatlas.com/noix-du-perigord-1,https://cdn.tasteatlas.com//Images/Ingredients/02be79b136e14492b39732abec99b480.jpg?mw=660,119,Walnuts,https://www.tasteatlas.com/Walnuts,Noix du Périgord,https://www.tasteatlas.com/dordogne,https://cdn.tasteatlas.com/images/emblems/ed274816340542ca8b98ab011d794773.png,Dordogne,"are early or dry walnuts or walnut kernels with a fine texture and a unique taste similar to black walnuts, produced in the French regions of Aveyron, Charente, Corréze, Dordogne, Lot and Lot-et-Garonne, whe...",Noix du Périgord,READ MORE,,n/a
https://www.tasteatlas.com/riz-de-camargue,https://cdn.tasteatlas.com//Images/Ingredients/d6b69636095048d7a7b6e5171c497c4f.jpg?mw=660,120,Rice,https://www.tasteatlas.com/Rice,Riz de Camargue,https://www.tasteatlas.com/bouches-du-rhone,https://cdn.tasteatlas.com/images/emblems/a01bcaadce17490199d0ae276e094dd0.png,Bouches-du-Rhône,"refers to the different varieties of rice originating from the Camargue region in France - full and brown rice, white rice, non-stick rice, pre-cooked rice and mixed rice, among others. The rice is cultivated in the area s...",Riz de Camargue,READ MORE,,n/a
https://www.tasteatlas.com/melon-du-quercy,https://cdn.tasteatlas.com//Images/Ingredients/9a6039e64dfd40c8a3b0b48d627bbd00.jpg?mw=660,121,Cantaloupe,https://www.tasteatlas.com/Cantaloupes,Melon du Quercy,https://www.tasteatlas.com/lot,https://cdn.tasteatlas.com/images/emblems/af98e012d7bc49b8bec35a5e4c2edc3b.png,Lot,"is an orange-fleshed melon with a green to yellow peel, produced in the French regions of Tarn et Garonne and Lot since the 18th century. When fully ripe, the melons are harvested, checked, sorted and graded. Due to the so...",Melon du Quercy,READ MORE,,n/a
https://www.tasteatlas.com/kintoa,https://cdn.tasteatlas.com//images/ingredients/09daafadd8f5423e95ea575b66ce8350.jpg?mw=660,122,Pork,https://www.tasteatlas.com/Pork,Kintoa,https://www.tasteatlas.com/pyrenees-atlantiques,https://cdn.tasteatlas.com/images/emblems/efe1c96ac8cf4164a7b06f87326a0644.png,Pyrénées-Atlantiques,"pork comes from renowned , farmed outdoors in small herds, feeding only on acorns, chestnuts, and ferns. The meat has a pronounced red color, marbled with white to pink intramuscular fat, and once co...",Kintoa,READ MORE,pie noir du Pays Basque,n/a
https://www.tasteatlas.com/fleur-de-sel-de-camargue,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,123,Salt,https://www.tasteatlas.com/Salt,Fleur de sel de Camargue,https://www.tasteatlas.com/camargue,,Camargue,"Fleur de sel (flower of salt) de Camargue is a traditional French sea salt originating from Camargue in Provence. The crystals are hand-raked and harvested in the area during summer, and every salt worker harvests them at dawn from the surface of ...",,READ MORE,,n/a
https://www.tasteatlas.com/crozets-de-savoie,https://cdn.tasteatlas.com//images/ingredients/5d100304532946caa97bb92dbc0e7e5b.jpg?mw=660,124,Pasta Variety,https://www.tasteatlas.com/pasta-varieties,Crozets de Savoie,https://www.tasteatlas.com/savoie,https://cdn.tasteatlas.com/images/emblems/353bcd5b7ce54073aae77b57506bc5bd.png,Savoie,"is a traditional French pasta variety originating from Savoie. This tiny flat square-shaped pasta is made from wheat or buckwheat (or both), salt, eggs, and water. In the past, it was usually made at home by housewives. It is beli...",Crozets,READ MORE,,n/a
https://www.tasteatlas.com/le-vieux-pane,https://cdn.tasteatlas.com//images/ingredients/06ad679b286d4c63acd776349eee78e5.jpg?mw=660,125,Cheese,https://www.tasteatlas.com/Cheese,Le Vieux Pane,https://www.tasteatlas.com/mayenne,https://cdn.tasteatlas.com/images/emblems/ec4b3f5c76164148903a5b0ff706e8dc.png,Mayenne,"is an industrial French cheese that's been produced since 1928 in the region of Mayenne. The cheese is made from pasteurized cow's milk. Underneath its thin, pungent, moist, and sticky washed rind, the texture is soft, sprin...",Le Vieux Pane,READ MORE,,n/a
https://www.tasteatlas.com/fourme-de-montbrison,https://cdn.tasteatlas.com//Images/Ingredients/6f8973ebf1e04e0f9bbb1693ad87f297.jpg?mw=660,126,Cheese,https://www.tasteatlas.com/Cheese,Fourme de Montbrison,https://www.tasteatlas.com/loire,https://cdn.tasteatlas.com/images/emblems/f1116eb0b82b44a594746f3ad3a3ca4d.png,Loire,"is an unpressed and salted soft cheese made from cow's milk in the Loire and Puy-de-Dôme regions in France. On the inside, there are blue mouldy veins dispersed throughout the body, with a mild, rustic taste rem...",Fourme de Montbrison,READ MORE,,n/a
https://www.tasteatlas.com/briquette-de-brebis,https://cdn.tasteatlas.com//images/ingredients/d60978347c784ccaa94d359f2533f508.jpg?mw=660,127,Cheese,https://www.tasteatlas.com/Cheese,Briquette de brebis,,https://cdn.tasteatlas.com/images/emblems/52c19fd519cf4f45a76d74009f9dd0ae.png,Aveyron,"Originating from Aveyron,  is a French cheese made with sheep's milk. In fact, the same milk is used to make the popular Roquefort. The texture of Briquette de brebis is soft and creamy, with nutty aromas and flavors. T...",Briquette de brebis,READ MORE,,n/a
https://www.tasteatlas.com/trappe-dechourgnac,https://cdn.tasteatlas.com//images/ingredients/9979c8e39fc04ecb86c0a57ae3c28a64.jpg?mw=660,128,Cheese,https://www.tasteatlas.com/Cheese,Trappe d'Echourgnac,https://www.tasteatlas.com/dordogne,https://cdn.tasteatlas.com/images/emblems/ed274816340542ca8b98ab011d794773.png,Dordogne,"is a French cheese produced in Dordogne at the Abbaye Notre-Dame de Bonne Espérance. The cheese is made from cow's milk, according to a traditional recipe based on Port Salut. The rind has a dark brown color, an...",Trappe d'Echourgnac,READ MORE,,n/a
https://www.tasteatlas.com/beaumont-cheese,https://cdn.tasteatlas.com//images/ingredients/6f9cc61f34b74913ace10a163b5a41cc.jpg?mw=660,129,Cheese,https://www.tasteatlas.com/Cheese,Beaumont,https://www.tasteatlas.com/rhone-alpes,https://cdn.tasteatlas.com/images/emblems/65e13529adfc46ac875b445534273602.png,Rhône-Alpes,"is a French cheese that is produced in the Rhône-Alpes region. It is made with raw cow's milk, and underneath its washed rind there is a creamy and smooth texture of the body with numerous little eyes. The flavor of Beaumon...",Beaumont,READ MORE,,n/a
https://www.tasteatlas.com/laguiole,https://cdn.tasteatlas.com//images/ingredients/c28a1e69e2144016a2ea6eb0fedc2c2a.jpg?mw=660,130,Cheese,https://www.tasteatlas.com/Cheese,Laguiole,https://www.tasteatlas.com/laguiole-france,https://cdn.tasteatlas.com/images/emblems/065946a690e34acc8df129b6f29800d6.png,Laguiole,"is a semi-soft, aromatic cheese made from raw, whole-cream cow's milk, with a thick light orange rind that turns light brown as it matures. Interestingly, the rind is so important that it is prohibited to sell grated Laguiole, an...",Laguiole,READ MORE,,n/a
https://www.tasteatlas.com/jambon-de-vendee,https://cdn.tasteatlas.com//Images/Ingredients/f05af31a67c24d978018727e8041114d.jpg?mw=660,131,"Prosciutto, Jamon, Jambon",https://www.tasteatlas.com/prosciuttos-jamons-jambons,Jambon de Vendée,https://www.tasteatlas.com/vendee,https://cdn.tasteatlas.com/images/emblems/abce2cb8c0724d5e8ec3c801b19ac0ff.png,Vendée,"is a smoked, cured and boneless ham made from pig's meat in the French region of Vendée. The pigs used to get the final product are reared in the open air where they roam freely. The ham is hand rubbed with ...",Jambon de Vendée,READ MORE,,n/a
https://www.tasteatlas.com/jambon-sec-des-ardennes,https://cdn.tasteatlas.com//Images/Ingredients/a6e71a252217458b8b14067e7bbb03a5.jpg?mw=660,132,"Prosciutto, Jamon, Jambon",https://www.tasteatlas.com/prosciuttos-jamons-jambons,Jambon Sec des Ardennes,https://www.tasteatlas.com/ardennes,https://cdn.tasteatlas.com/images/emblems/54d7dfb9d078489981a6edf6b5fbbb8c.png,Ardennes,"and are pig's meat hams that are dried and rubbed with salt containing special flavorings, spices (including juniper berries) and sugar, produced in the French region of Ard...",Jambon sec des Ardennes,READ MORE,Noix de Jambon sec des Ardennes,n/a
https://www.tasteatlas.com/abbaye-du-mont-des-cats,https://cdn.tasteatlas.com//images/ingredients/54cc406dc548495688b07fe4a82fced1.jpg?mw=660,133,Cheese,https://www.tasteatlas.com/Cheese,Abbaye du Mont des Cats,https://www.tasteatlas.com/godewaersvelde,,Godewaersvelde,"is a French cheese produced by monks in the eponymous monastery in Godewaersvelde. The cheese is made with pasteurized cow's milk. It matures for a minimum of one month, during which it is washed with brine and dye...",Abbaye du Mont des Cats,READ MORE,,n/a
https://www.tasteatlas.com/chabichou-du-poitou,https://cdn.tasteatlas.com//Images/Ingredients/51a946430ed64612ab955edd17712515.jpg?mw=660,134,Cheese,https://www.tasteatlas.com/Cheese,Chabichou du Poitou,https://www.tasteatlas.com/vienne,https://cdn.tasteatlas.com/images/emblems/f68ba38c22ef492d9c1df87a936fd045.png,Vienne,"is a soft cheese made from full-fat goat's milk, with a characteristic appearance - it is shaped like a small cone called , and it has a thin, wrinkled, white-grayish rind. It usually matures for 10-14 da...",Chabichou du Poitou,READ MORE,bonde,n/a
https://www.tasteatlas.com/bleu-du-vercors-sassenage,https://cdn.tasteatlas.com//images/ingredients/fdd4d3a369784037b603d3b710e119f7.jpg?mw=660,135,Cheese,https://www.tasteatlas.com/Cheese,Bleu du Vercors-Sassenage,https://www.tasteatlas.com/sassenage,https://cdn.tasteatlas.com/images/emblems/97a31db835ef4e85ab1864ac14460ad6.png,Sassenage,"is a blue cheese made from a mix of warm, raw fresh milk and last evening's cow's milk, with a white moldy rind that may become orange due to yeast and bacteria. It has been produced in the French regions of Dr&o...",Bleu du Vercors-Sassenage,READ MORE,,n/a
https://www.tasteatlas.com/brie-noir,https://cdn.tasteatlas.com//images/ingredients/f5878d327ce847ceb21fc186707d3ed1.jpg?mw=660,136,Cheese,https://www.tasteatlas.com/Cheese,Brie Noir,https://www.tasteatlas.com/seine-et-marne,https://cdn.tasteatlas.com/images/emblems/1ecc637d390143e582e5be3f4bf3e933.png,Seine-et-Marne,"or  is a French cheese with a distinctive dark color and a crumbly texture. The cheese is made from raw cow's milk. It ages for up to 2 years and develops an earthy, nutty, bitter, mushroomy, and acidic flavor...",Brie noir,READ MORE,black brie,n/a
https://www.tasteatlas.com/gaperon,https://cdn.tasteatlas.com//images/ingredients/490126e146984fb09e8703a667a4869c.jpg?mw=660,137,Cheese,https://www.tasteatlas.com/Cheese,Gaperon,https://www.tasteatlas.com/auvergne,https://cdn.tasteatlas.com/Images/Emblems/53eab3cb408f4409b28c761d68ff80fa.png,Auvergne,"is a hard French cheese made from cow’s milk and flavorings – namely, pepper and garlic. In the past, it was hung from the kitchen beams, but nowadays it ripens in fresh air on rye straw. It also used to be made with l...",Gaperon,READ MORE,,n/a
https://www.tasteatlas.com/gris-de-lille,https://cdn.tasteatlas.com//images/ingredients/39b4cce0238c4dd7a08d2cd456c3fa19.jpg?mw=660,138,Cheese,https://www.tasteatlas.com/Cheese,Gris de Lille,https://www.tasteatlas.com/nord-pas-de-calais,https://cdn.tasteatlas.com/images/emblems/090baf80c19e437e80a6989895378b8f.png,Nord-Pas-de-Calais,"(also known as ,, and ) is an extremely pungent French cheese produced in the region of Nord-Pas-de-Calais. The cheese is made with cow's milk, and it is washe...",Gris de Lille,READ MORE,Puant de Lille,n/a
https://www.tasteatlas.com/boulette-davesnes,https://cdn.tasteatlas.com//images/ingredients/6e8cd05ed2f34a1092f9d45a35e6ad3c.jpg?mw=660,139,Cheese,https://www.tasteatlas.com/Cheese,Boulette d'Avesnes,https://www.tasteatlas.com/avesnes-sur-helpe,,Avesnes-sur-Helpe,"is a French cheese made with cow's milk. The cheese is characterized by its conical shape. It is flavored with tarragon, cloves, parsley, and pepper. The rind is traditionally washed with beer and colored with paprika, ...",Boulette d'Avesnes,READ MORE,,n/a
https://www.tasteatlas.com/ardi-gasna,https://cdn.tasteatlas.com//images/ingredients/9d3632922395483dabe331873c39a262.jpg?mw=660,140,Cheese,https://www.tasteatlas.com/Cheese,Ardi Gasna,https://www.tasteatlas.com/midi-pyrenees,https://cdn.tasteatlas.com/images/emblems/20ffc1fdd174420fa31b955638ee41d8.png,Midi-Pyrénées,"is a French cheese produced in the region of Midi-Pyrénées. It's made from raw sheep's milk, which is the reason for its name, , meaning  in Basque. This hard cheese with ...",Ardi Gasna,READ MORE,ardi gasna,n/a
https://www.tasteatlas.com/jambon-sec-de-corse,https://cdn.tasteatlas.com//Images/Ingredients/2812f1f3242e447ebfac6ee28215755a.jpg?mw=660,141,"Prosciutto, Jamon, Jambon",https://www.tasteatlas.com/prosciuttos-jamons-jambons,Jambon sec de Corse,https://www.tasteatlas.com/corsica,https://cdn.tasteatlas.com/images/emblems/f74a5d9e4ce448b2b9b222bf88f5feca.png,Corsica,"is a salted, dry-cured and matured ham made from the meat of the local  breed of pork, coming from the French island of Corsica, where the soil and climate favorably influence the taste of the meat. Th...",Jambon sec de Corse,READ MORE,Nustrale,n/a
https://www.tasteatlas.com/fromager-daffinois,https://cdn.tasteatlas.com//images/ingredients/a44af01e40df42638d8f8239c6b08935.jpg?mw=660,142,Cheese,https://www.tasteatlas.com/Cheese,Fromager d'Affinois,https://www.tasteatlas.com/pelussin,,Pélussin,"is a French soft cheese made from cow’s milk. Although d'Affinois is quite similar to Brie in flavor and visual appearance, it is actually much creamier. The cheese has an edible bloomy rind and a silky-smo...",Fromager d’Affinois,READ MORE,,n/a
https://www.tasteatlas.com/coeur-de-camembert-au-calvados,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,143,Cheese,https://www.tasteatlas.com/Cheese,Coeur de Camembert au Calvados,https://www.tasteatlas.com/lower-normandy,https://cdn.tasteatlas.com/images/emblems/bbecdc559e7e4c7791638b1b603dff3e.png,Lower Normandy,"(also known as ) is a traditional French cheese produced in Lower Normandy. The cheese is aged just as Camembert, but then the rind is carefully scraped off when the cheese is half-ripe....",Coeur de Camembert au Calvados,READ MORE,Calva d'Auge,n/a
https://www.tasteatlas.com/fleur-du-maquis,https://cdn.tasteatlas.com//images/ingredients/c3597bb070cc4651a3cad297d13bae03.jpg?mw=660,144,Cheese,https://www.tasteatlas.com/Cheese,Fleur du maquis,https://www.tasteatlas.com/corsica,https://cdn.tasteatlas.com/images/emblems/f74a5d9e4ce448b2b9b222bf88f5feca.png,Corsica,"(also known as ) is a French cheese hailing from Corsica. The name means , with the maquis referring to the Corsican landscape. The cheese is made from sheep's milk and has...",Fleur du maquis,READ MORE,Brin d'amour,n/a
https://www.tasteatlas.com/abbaye-de-tamie,https://cdn.tasteatlas.com//images/ingredients/2c0c9e4e00b4471082b54f72d0b0f676.jpg?mw=660,145,Cheese,https://www.tasteatlas.com/Cheese,Abbaye de Tamié,https://www.tasteatlas.com/savoie,https://cdn.tasteatlas.com/images/emblems/353bcd5b7ce54073aae77b57506bc5bd.png,Savoie,is a French cheese that's been produced by the monks at the Abbey of Tamié in Savoie since the 12th century. The cheese is easily recognizable because it comes wrapped in paper that's decorated with a cross o...,Abbaye de Tamié,READ MORE,,n/a
