search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,search-results__item-description 2,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/pisto,https://cdn.tasteatlas.com//Images/Dishes/544ded0d15cc4d4c9d8f3669a28a92e8.jpg?mw=660,44,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Pisto,3.5,Best in   (Córdoba),Taberna San Miguel,https://www.tasteatlas.com/CasaElPisto,"Pisto is a traditional Spanish dish from La Mancha, consisting of a variety of cooked and fried vegetables such as tomatoes, onions, bell peppers, and courgettes. It is very similar to the famous . The dish can be served cold a...",READ MORE,https://www.tasteatlas.com/pisto/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,ratatouille,,,,,https://www.tasteatlas.com/castilla-la-mancha,https://cdn.tasteatlas.com/images/emblems/5b070866156243b6a73350622c4c78dd.png,Castilla-La Mancha,
https://www.tasteatlas.com/marmitako,https://cdn.tasteatlas.com//Images/Dishes/76627483ccea495f94d93c18fa444ec6.jpg?mw=660,45,Stew,https://www.tasteatlas.com/Stews,Marmitako,4.4,Best in   (San Vicente de la Barquera),Restaurante Boga Boga,https://www.tasteatlas.com/RestauranteBogaBoga,"Marmitako is an excellent representative of the Basque Country cuisine, a tuna stew made in a pot with various other ingredients such as potatoes, tomatoes, chili, and onions. The name of the dish is derived from the Basque word , ...",READ MORE,https://www.tasteatlas.com/marmitako/wheretoeat,https://www.tasteatlas.com/albacore-white-tuna,https://cdn.tasteatlas.com/images/dishes/bb9e703d150643fa81ca4936b68e2d20.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,marmita,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/basque-country,https://cdn.tasteatlas.com/images/emblems/68dba04cc39244dca4f604de3f9411c7.png,Basque Country,
https://www.tasteatlas.com/pinchitos,https://cdn.tasteatlas.com//images/dishes/e4b51ebe0d3741a7b11af4237a552b62.jpg?mw=660,46,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Pinchitos,4.4,Best in   (Bilbao),Café Iruña,https://www.tasteatlas.com/CafeIruna,"Pinchitos is an Andalusian dish with Moorish influences, consisting of marinated chicken, lamb, or pork pieces that are skewered and grilled over charcoals. The meat is usually seasoned with spices such as cumin, coriander, cinnamon, saffron, and ...",READ MORE,https://www.tasteatlas.com/pinchitos/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/andalusia,https://cdn.tasteatlas.com/images/emblems/9904fd9d304b4e05a3a9f260dd4abb55.png,Andalusia,
https://www.tasteatlas.com/chistorra,https://cdn.tasteatlas.com//Images/Dishes/59591a2d76424ddeb6ab5083d46a68c4.jpg?mw=660,47,Sausage,https://www.tasteatlas.com/Sausages,Chistorra,4.4,Best in   (Pamplona),Asador Olaverri,https://www.tasteatlas.com/AsadorOlaverri,"Chistorra is a fast-cured sausage made from pork, either from the belly or the jowl. Minced pork is sometimes combined with minced beef, and the sausage is traditionally flavored with garlic, salt, and paprika, which gives the sausage its characte...",READ MORE,https://www.tasteatlas.com/chistorra/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/basque-country,https://cdn.tasteatlas.com/images/emblems/68dba04cc39244dca4f604de3f9411c7.png,Basque Country,
https://www.tasteatlas.com/gambas-a-la-plancha,https://cdn.tasteatlas.com//images/dishes/f0b6dd5eec0d4260b7188504a7267f24.jpg?mw=660,48,Shrimp/Prawn Dish,https://www.tasteatlas.com/shrimps-and-prawns,Gambas à la plancha,4.8,Best in   (Madrid),La Casa del Abuelo,https://www.tasteatlas.com/LaCasaDelAbuelo,"This is a traditional Spanish tapa dish where whole shrimps are seasoned with salt, then quickly grilled on an iron skillet over high heat. It is recommended to enjoy them simply with a few squeezes of lemon or lime juice on top, while black peppe...",READ MORE,https://www.tasteatlas.com/gambas-a-la-plancha/wheretoeat,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/Limes,https://cdn.tasteatlas.com/images/ingredientgroups/64e50731ad814053bbaa3e63f1006784.png?h=120&w=120,,,,,,,,,
https://www.tasteatlas.com/coca,https://cdn.tasteatlas.com//Images/Dishes/9a74a88946be40eaa30dc212edd6a821.jpg?mw=660,49,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Coca,4.2,Best in   (Barcelona),L'antic bocoi del Gòtic,https://www.tasteatlas.com/LanticBocoiDelGotic,"Considered the star of Catalan baked goods, coca is a traditional Spanish pastry prepared in a few varieties: sweet, savory, open, and closed. Depending on the variety, coca may take on various shapes and forms and resemble a flatbread, a pizza, o...",READ MORE,https://www.tasteatlas.com/coca/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/catalonia,https://cdn.tasteatlas.com/images/emblems/e004ed0e929d4b5dbedd9b34af2206a6.png,Catalonia,
https://www.tasteatlas.com/rabas,https://cdn.tasteatlas.com//images/dishes/2eb6b7c7cffb462aa680a027a7f14c1a.jpg?mw=660,50,Appetizer,https://www.tasteatlas.com/Appetizers,Rabas,4.5,Best in   (Santander),La Tucho,https://www.tasteatlas.com/la-tucho,"Rabas or fried squid is the quintessential seafood tapa of the Cantabrian coast. Made with sliced squid strips or rings that are lightly battered or breaded before they are fried to crispy perfection, this dish is best savored when lightly seasone...",READ MORE,https://www.tasteatlas.com/rabas/wheretoeat,https://www.tasteatlas.com/squids,https://cdn.tasteatlas.com/images/ingredientgroups/1233d683cc3a467fb0a06d38a4f2aa77.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/cantabria,https://cdn.tasteatlas.com/images/emblems/f9a2d04b0b2f42dbb7a11e9023134def.png,Cantabria,
https://www.tasteatlas.com/escudella-i-carn-dolla,https://cdn.tasteatlas.com//Images/Dishes/92c44baf0f384ea3a2e590dc06c7e54c.jpg?mw=660,51,Stew,https://www.tasteatlas.com/Stews,Escudella i carn d'olla,4.1,Best in   (Barcelona),Terra d'Escudella,https://www.tasteatlas.com/TerraDEscudella,"Escudella i carn d'olla is a popular, traditional Catalan soup filled with pasta, meat such as chicken or lamb, prosciutto pieces, ground pork, and  sausage, with the addition of vegetables such as carrots, potatoes, and Swiss ch...",READ MORE,https://www.tasteatlas.com/escudella-i-carn-dolla/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/conchiglie,https://cdn.tasteatlas.com/images/dishes/859146e344ea4743b544a6fcfa82d2c8.png?h=120&w=120,https://www.tasteatlas.com/conchiglioni,https://cdn.tasteatlas.com/images/dishes/fbe755fb928b4ee5bd880a6f53f685f7.png?h=120&w=120,botiffara,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/botifarra,https://cdn.tasteatlas.com/images/dishes/56fb4591c1f14324af2057276243313e.png?h=120&w=120,https://www.tasteatlas.com/catalonia,https://cdn.tasteatlas.com/images/emblems/e004ed0e929d4b5dbedd9b34af2206a6.png,Catalonia,
https://www.tasteatlas.com/arroz-marinero,https://cdn.tasteatlas.com//images/dishes/12717c1ad54a4f31b83496091b0e3575.jpg?mw=660,52,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Arroz marinero,4.6,Best in   (A Coruña),O Fado,https://www.tasteatlas.com/o-fado,"Rice and seafood are the key ingredients to making arroz marinero, a traditional specialty that originates from Spain. The main ingredients are usually combined with sautéed vegetables such as onions, peppers, tomatoes, and garlic, and the ...",READ MORE,https://www.tasteatlas.com/arroz-marinero/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tomate-frito,https://cdn.tasteatlas.com//Images/Dishes/d64cccc69d554622bc7e44f5ba0c8d3f.jpg?mw=660,53,Sauce,https://www.tasteatlas.com/Sauces,Tomate frito,3.7,,,,"Tomate frito is a basic Spanish sauce consisting of puréed fried tomatoes, salt, sugar, olive oil, and onions. This traditional sauce is used in numerous fish and meat dishes, but it can also be used as a base for pasta, lasagna, or pizza. ...",READ MORE,https://www.tasteatlas.com/tomate-frito/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/turron,https://cdn.tasteatlas.com//images/dishes/35fc84595ca44625af71e1377e0bb389.jpg?mw=660,54,Dessert,https://www.tasteatlas.com/Desserts,Turrón,4.1,,,,"Turrón or , as it is known in the Catalan dialect, is the Spanish version of the world-famous confection called . This sweet delicacy typically combines roasted nuts (usually almonds, but also other types...",READ MORE,https://www.tasteatlas.com/turron/wheretoeat,https://www.tasteatlas.com/Honey,https://cdn.tasteatlas.com/images/ingredientgroups/a5a217a77bba4b058da954c06e385041.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,torró,https://www.tasteatlas.com/Hazelnuts,https://cdn.tasteatlas.com/images/ingredientgroups/6e18a366b01e44b2b0c7fbdb8f22a5c6.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,,,,
https://www.tasteatlas.com/conejo-con-arroz,https://cdn.tasteatlas.com//images/dishes/f68ecbdd1e804ef3bbe66237abb62cc2.jpg?mw=660,55,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Conejo con arroz,4.3,,,,"Conejo con arroz is a traditional Spanish dish that combines rice with rabbit meat. There are numerous variations on this specialty throughout Spain, with some calling for making the dish in the style of a , where it consists of a t...",READ MORE,https://www.tasteatlas.com/conejo-con-arroz/wheretoeat,,,,,,,,,paella,,,,,https://www.tasteatlas.com/calasparra,,Calasparra,
https://www.tasteatlas.com/tarta-de-santiago,https://cdn.tasteatlas.com//images/dishes/79f0830a22354b43bbc7ee1d5e2c3d26.jpg?mw=660,56,Cake,https://www.tasteatlas.com/cakes,Tarta de Santiago,4.3,,,,"Tarta de Santiago is a sponge cake made with eggs, almonds, and sugar, flavored with either lemon zest, grape marc, sweet wine, or brandy. Optionally, the cake can have a base layer made from puff pastry or shortcrust pastry. The earliest referenc...",READ MORE,https://www.tasteatlas.com/tarta-de-santiago/wheretoeat,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,,,https://www.tasteatlas.com/galicia,https://cdn.tasteatlas.com/images/emblems/95239c7d9c7e45dd9bd81c496b659164.png,Galicia,
https://www.tasteatlas.com/sopa-de-almendras,https://cdn.tasteatlas.com//images/dishes/01a7dfeed35e4322b31deeefa57ee9bb.jpg?mw=660,57,Soup,https://www.tasteatlas.com/Soups,Sopa de almendras,,Best in   (Traiguera),Casa dels Capellans,https://www.tasteatlas.com/casa-dels-capellans,"Sopa de almendras is a traditional Spanish soup. It's made with skinned and blanched almonds, garlic, stale bread, olive oil, stock, peppercorns, saffron, cumin or cinnamon, and vinegar or lemon juice. The almonds are fried with saffron, garlic, a...",READ MORE,https://www.tasteatlas.com/sopa-de-almendras/wheretoeat,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/peppercorns,https://cdn.tasteatlas.com/images/ingredientgroups/208d4c78a6af42c8b06206069f6b1f81.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/almendrados,https://cdn.tasteatlas.com//images/dishes/0471bce520e646a7b70e5b868b170cca.jpg?mw=660,58,Cookie,https://www.tasteatlas.com/Cookies,Almendrados,,Best in   (Los Canarios),Bar Parada,https://www.tasteatlas.com/bar-parada,"Almendrados are traditional Spanish cookies. They're made with a combination of blanched almonds, granulated sugar, eggs, and lemon zest. Egg whites are first beaten until stiff, then combined with sugar, egg yolks, lemon zest, and ground almonds....",READ MORE,https://www.tasteatlas.com/almendrados/wheretoeat,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,,,,,,n/a
https://www.tasteatlas.com/ensaladilla-rusa,https://cdn.tasteatlas.com//Images/Dishes/4ead9215212342ddbcaac246fc7a8398.jpg?mw=660,59,Salad,https://www.tasteatlas.com/Salads,Ensaladilla Rusa,4.0,Best in   (Málaga),Bar Nerva,https://www.tasteatlas.com/bar-nerva,"Olivier salad is a Russian salad with variable ingredients, but it is typically made with chopped vegetables, meat, and mayonnaise. The key ingredients include diced potatoes, vegetables, eggs, chicken, or ham. This salad is one of the most import...",READ MORE,https://www.tasteatlas.com/ensaladilla-rusa/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,https://www.tasteatlas.com/Picklings,https://cdn.tasteatlas.com/images/dishgroups/ed693cb967654e728565a8ad08057db4.png?h=120&w=120,,,,
https://www.tasteatlas.com/quince-paste,https://cdn.tasteatlas.com//Images/Dishes/768bcb5c8db94827aa88fb5ad12973f0.jpg?mw=660,60,Dessert,https://www.tasteatlas.com/Desserts,Quince Paste,3.7,Best in   (Madrid),Casa González,https://www.tasteatlas.com/casa-gonzalez,"Quince paste is an unusual fruit preserve often referred to as  in Spanish, or occasionally as . This delightful product is made with quince fruit, similar in appearance to large pears or apples, with green ...",READ MORE,https://www.tasteatlas.com/quince-paste/wheretoeat,,,,,,,,,membrillo,,,,,,,,
https://www.tasteatlas.com/natillas,https://cdn.tasteatlas.com//Images/Dishes/08a384868529486d9af0da9cfbdc5325.jpg?mw=660,61,Custard,https://www.tasteatlas.com/custards,Natillas,4.2,Best in   (Castrillo de Los Polvazares),Casa Coscolo,https://www.tasteatlas.com/CasaCoscolo,"Natillas is a traditional Spanish dessert made by boiling a combination of milk, egg yolks, sugar, flour, salt, and vanilla. Although the vanilla-flavored variety is the most popular one, natillas can also be flavored with chocolate or",READ MORE,https://www.tasteatlas.com/natillas/wheretoeat,,,,,,,,,turr&oa...,,,,,,,,
https://www.tasteatlas.com/arroz-con-pollo,https://cdn.tasteatlas.com//images/dishes/c115da59526047f58c7c2f9a7aef779f.jpg?mw=660,62,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Arroz con pollo,3.7,Best in   (Los Badalejos),Venta El Soldao,https://www.tasteatlas.com/VentaElSoldao,"Arroz con pollo is a dish originating from the times when Spain was under the Moorish influence, consisting of chicken, rice, stock, beer, sofrito, and numerous spices such as saffron, cumin, and coriander. It is believed that over the years, arro...",READ MORE,https://www.tasteatlas.com/arroz-con-pollo/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/beer,https://cdn.tasteatlas.com/images/ingredientgroups/c21ad8ee42e84549a509ee396c633f0c.png?h=120&w=120,https://www.tasteatlas.com/sofrito,https://cdn.tasteatlas.com/images/dishes/fd7ea0c439b946298da2cf7150eaeef0.png?h=120&w=120,,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,,,,
https://www.tasteatlas.com/bocadillo-seranito,https://cdn.tasteatlas.com//images/dishes/b0b69711fb4a4263869ee9b49ccb831e.jpg?mw=660,63,Sandwich,https://www.tasteatlas.com/sandwiches,Bocadillo serranito,4.2,Best in   (Seville),Hermanos Morales,https://www.tasteatlas.com/hermanos-morales,"Hailing from Seville, serranito is a classic bocadillo sandwich variety dating back to the 1970s. The sandwich typically consists of either a  (an oblong, crusty bread roll) or a  (a soft, rustic white bread ...",READ MORE,https://www.tasteatlas.com/bocadillo-seranito/wheretoeat,https://www.tasteatlas.com/mollete-spain,https://cdn.tasteatlas.com/images/dishes/2ba56a604f4a4ca0a5873aeda00b0f2d.png?h=120&w=120,https://www.tasteatlas.com/viena-andaluza,https://cdn.tasteatlas.com/images/dishes/e0a418e4abf147f9b026420a68b13df8.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/jamon-serrano,https://cdn.tasteatlas.com/images/dishes/9a0b7c0a139346aa98fac6095b0e9dc7.png?h=120&w=120,viena andaluza,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/seville,https://cdn.tasteatlas.com/images/emblems/6398bd131cd34eaf8a4d9028ec337adc.png,Seville,
https://www.tasteatlas.com/ensaimada-de-mallorca,https://cdn.tasteatlas.com//Images/Dishes/9a6b902cb0f84eb6aabd3fceba869ab1.jpg?mw=660,64,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Ensaïmada de Mallorca,4.3,Best in   (Palma),Ca'n Joan De S'aigo,https://www.tasteatlas.com/can-joan-de-saigo,Ensaimada de Mallorca is a spiral-shaped sweet pastry made with yeast dough that is combined with eggs and lard. This type of bread has been made on the island of Mallorca since the 17th century and the recipe has remained unchanged to this day. T...,READ MORE,https://www.tasteatlas.com/ensaimada-de-mallorca/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,,,https://www.tasteatlas.com/mallorca,,Mallorca,
https://www.tasteatlas.com/rabo-de-toro,https://cdn.tasteatlas.com//images/dishes/5d1064ee4af349a4b9a72993acc6e993.jpg?mw=660,65,Stew,https://www.tasteatlas.com/Stews,Rabo de toro,,Best in   (Córdoba),El Caballo Rojo,https://www.tasteatlas.com/el-caballo-rojo,"Rabo de toro is a traditional Spanish dish originating from the region of Andalusia, although it's eaten throughout the country. Each restaurant and region has their own recipe, but it's usually made with a combination of oxtail, olive oil, onions...",READ MORE,https://www.tasteatlas.com/rabo-de-toro/wheretoeat,https://www.tasteatlas.com/oxtails,https://cdn.tasteatlas.com/images/ingredientgroups/e4205d6fc2c749649c1c19bd914a2c7f.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/andalusia,https://cdn.tasteatlas.com/images/emblems/9904fd9d304b4e05a3a9f260dd4abb55.png,Andalusia,n/a
