search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,item-location href,item-location src,item-location,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/makovnjaca-croatia,https://cdn.tasteatlas.com//images/dishes/3417b26bde8040c7990f2a20474ec16a.jpg?mw=660,79,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Makovnjača,,,,4.0,,,,"Makowiec is the Polish name for poppy seed roll, a traditional cake where poppy seed paste is placed between layers of dough. Raisins, almonds, honey, and orange peel can be added to the cake in order to enhance its flavors. Ideally, makowiec shou...",https://www.tasteatlas.com/makovnjaca-croatia/wheretoeat,https://www.tasteatlas.com/opium-poppies,https://cdn.tasteatlas.com/images/ingredientgroups/3981dfd084bb46799d7220bab126372c.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,
https://www.tasteatlas.com/teletina-ispod-peke,https://cdn.tasteatlas.com//images/dishes/aa31c75cde0f4b699d1ce4ed4f6b9f19.jpeg?mw=660,80,Veal Dish,https://www.tasteatlas.com/veal-dishes,Teletina ispod peke,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,,,,,"Teletina ispod peke is a traditional Croatian dish that’s made with meat cooked under the lid (called peka in Croatian). It’s usually made with veal, potatoes, onions, carrots, bell peppers, oil, bay leaves, rosemary, and seasonings. T...",https://www.tasteatlas.com/teletina-ispod-peke/wheretoeat,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,,n/a
https://www.tasteatlas.com/salenjaci,https://cdn.tasteatlas.com//images/dishes/47850381ac734f9ea695d54e80acaf88.jpg?mw=660,81,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Salenjaci,https://www.tasteatlas.com/slavonia-and-baranja,https://cdn.tasteatlas.com/images/emblems/5a44733560674043be59d4b60c97d5f8.png,Slavonia and Baranja,3.8,,,,"These traditional Slavonian pastries take their name from the Croatian word , meaning leaf lard. Typically filled with homemade apricot or plum preserves, salenjaci are traditionally made in wintertime, especially during the pig slaug...",https://www.tasteatlas.com/salenjaci/wheretoeat,,,,,,,,,,,,,salo,
https://www.tasteatlas.com/pasteta-od-cvaraka,https://cdn.tasteatlas.com//images/dishes/afeaae1d95154797993ce3268d29b9b7.jpg?mw=660,82,Pâté,https://www.tasteatlas.com/pates,Pašteta od čvaraka,https://www.tasteatlas.com/slavonia-and-baranja,https://cdn.tasteatlas.com/images/emblems/5a44733560674043be59d4b60c97d5f8.png,Slavonia and Baranja,4.3,,,,"Pašteta od čvaraka is a Croatian spread made with pork rinds as main ingredients. The spread is a specialty of Slavonija and Baranja region, but in recent years, it has started to appear on the menus of restaurants throughout the country. A...",https://www.tasteatlas.com/pasteta-od-cvaraka/wheretoeat,https://www.tasteatlas.com/pork-rinds,https://cdn.tasteatlas.com/images/ingredientgroups/44f7b7976b2d48df8c38c4001bc287f2.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/pickled-cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/56d0a8dfb98446e3a2ab9baeaf87e5e8.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/licke-police,https://cdn.tasteatlas.com//images/dishes/93364ece610f4d279adb1c00525708d3.jpg?mw=660,83,Potato Dish,https://www.tasteatlas.com/potato-dishes,Ličke police,https://www.tasteatlas.com/lika-senj-county,https://cdn.tasteatlas.com/images/emblems/9f1346729cd94a159b9d516ffcdde7f7.png,Lika-Senj County,4.4,,,,"Often described as a poor man’s meal, Ličke police is a simple dish made with potatoes from Lika as the main ingredient. In order to prepare the dish, the potatoes should first be washed and dried, then cut into halves with their skin intact...",https://www.tasteatlas.com/licke-police/wheretoeat,https://www.tasteatlas.com/licki-krumpir,https://cdn.tasteatlas.com/images/dishes/2d1d4f0bd9b147acaac611c0c1eb9a2a.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,,,,
https://www.tasteatlas.com/kupus-s-mesom,https://cdn.tasteatlas.com//images/dishes/9500839a06b8450d81817bc2afedb8df.jpg?mw=660,84,Pork Dish,https://www.tasteatlas.com/pork-dishes,Kupus s mesom,https://www.tasteatlas.com/lika-senj-county,https://cdn.tasteatlas.com/images/emblems/9f1346729cd94a159b9d516ffcdde7f7.png,Lika-Senj County,3.6,,,,"Kupus s mesom is a typical winter dish prepared in the Croatian region of Lika. It consists of only two ingredients – sour cabbage and dried pork meat such as ribs, ham, and bacon. The meat should be washed and boiled first in order for it n...",https://www.tasteatlas.com/kupus-s-mesom/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,,,,,,,,,,
https://www.tasteatlas.com/bazlamaca,https://cdn.tasteatlas.com//images/dishes/fd6fd439eaec4ed9986ace6f870a5cf4.jpg?mw=660,85,Pie,https://www.tasteatlas.com/Pies,Zlevanka,https://www.tasteatlas.com/northern-croatia,,Northern Croatia,,Best in   (Veliko Trgovišće),Restoran Ribič,https://www.tasteatlas.com/restoran-ribic,"Zlevanka (also called , and a variety of other names) is a traditional peasant pie-like dish that is especially popular in the central and northern parts of Croatia. It consists of eggs, sugar, salt...",https://www.tasteatlas.com/bazlamaca/wheretoeat,,,,,,,,,,,,,bazlamača,n/a
https://www.tasteatlas.com/taske,https://cdn.tasteatlas.com//images/dishes/a43c954f0e6b4c659620279fc53d4f73.jpg?mw=660,86,Dessert,https://www.tasteatlas.com/Desserts,Taške,https://www.tasteatlas.com/slavonia-and-baranja,https://cdn.tasteatlas.com/images/emblems/5a44733560674043be59d4b60c97d5f8.png,Slavonia and Baranja,,Best in   (Ilok),Hotel Dunav,https://www.tasteatlas.com/hotel-dunav,"Taške (or tašci, tačke, tačkrli, lit. little purses) is a traditional Croatian dessert originating from the Slavonija and Baranja region, but it's also popular in northern parts of Croatia and neighboring Serbia (especially Vojvodina...",https://www.tasteatlas.com/taske/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/plum-jams,https://cdn.tasteatlas.com/images/ingredientgroups/92d581b9144e46459f54a49525cc4dee.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/poppy-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/97155d8b74314c729dd497a01bcad98b.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/stonska-torta,https://cdn.tasteatlas.com//images/dishes/fb981b21826c4c94a943918e0b0300d9.jpg?mw=660,87,Dessert,https://www.tasteatlas.com/Desserts,Stonska torta,https://www.tasteatlas.com/ston,,Ston,3.3,Best in   (Mali Ston),Kapetanova Kuća,https://www.tasteatlas.com/KapetanovaKuca,"The star ingredient in this rich cake is a pasta variety called —in shape similar to  or . Traditionally prepared in round cake tins, a thin layer of dough is used as a base, while the cooked makar...",https://www.tasteatlas.com/stonska-torta/wheretoeat,,,,,,,,,,,,,makaruli,
https://www.tasteatlas.com/cukarini,https://cdn.tasteatlas.com//images/dishes/0a76028cfc44471ebc3b71e5183f79a5.jpg?mw=660,88,Cookie,https://www.tasteatlas.com/Cookies,Cukarini,https://www.tasteatlas.com/korcula,,Korčula,3.9,Best in   (Korčula),Cukarin,https://www.tasteatlas.com/cukarin,"These crispy cookies are a part of the authentic sweet treats found on the island of Korčula. The cookies are characterized by their subtle citrus flavor, while the use of ammonium bicarbonate in the buttery base provides for an incredibly crumbly...",https://www.tasteatlas.com/cukarini/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/komiska-pogaca,https://cdn.tasteatlas.com//images/dishes/e4aa82e5d6a547fdb49d8aab9cc31d13.jpg?mw=660,89,Savory Pie,https://www.tasteatlas.com/savory-pies,Komiška pogača,https://www.tasteatlas.com/komiza,,Komiža,3.7,,,,"Komiška pogača is a traditional Croatian savory delicacy originating from Komiža. Unlike its cousin , this one is made with the addition of tomato sauce, making it more flavorful and juicier than viška pog...",https://www.tasteatlas.com/komiska-pogaca/wheretoeat,,,,,,,,,,,,,viška pogača,
https://www.tasteatlas.com/misanca,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,90,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Mišanca,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,,,,,"Although Dalmatian cuisine is well known for its array of aromas and flavors, some of the most interesting dishes are a result of poverty. Such is the case with mišanca – wild, edible herbs which used to be gathered in order to surviv...",https://www.tasteatlas.com/misanca/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/dzeladija,https://cdn.tasteatlas.com//images/dishes/2b152bbb1b4a4b258342247758a20f3e.jpg?mw=660,91,Pork Dish,https://www.tasteatlas.com/pork-dishes,Dželadija,https://www.tasteatlas.com/lika-senj-county,https://cdn.tasteatlas.com/images/emblems/9f1346729cd94a159b9d516ffcdde7f7.png,Lika-Senj County,,,,,"Dželadija or  is a typical meat dish originating from the Croatian region of Lika. Pork parts such as legs, ears, tail, skin, and head are covered with cold water, then placed over a low fire. When the water starts to boil, the s...",https://www.tasteatlas.com/dzeladija/wheretoeat,,,,,,,,,,,,,hladetina,n/a
https://www.tasteatlas.com/kastradina,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,92,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Kaštradina,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,,,,,"Kaštradina is a popular local specialty coming from the Croatian regions of Lika and Dalmatia. It is a salted, smoked, and dried product made from the meat of castrated lambs, sheep, or goats, hence the name  that ...",https://www.tasteatlas.com/kastradina/wheretoeat,,,,,,,,,,,,,kaštradina,n/a
https://www.tasteatlas.com/varazdinski-klipic,https://cdn.tasteatlas.com//images/dishes/a0ce21485466438aa81138805b4f75d8.jpg?mw=660,93,Snack,https://www.tasteatlas.com/Snacks,Varaždinski klipič,https://www.tasteatlas.com/varazdin,https://cdn.tasteatlas.com/images/emblems/031a092e8dc5498e99686940941e2b76.png,Varaždin,4.6,,,,"These elongated bread rolls are a specialty of the city of Varaždin, dating back to the 18th century, when Varaždin was the capital of Croatia. They consist of flour, milk, oil, yeast, sugar, and salt. Each klipič should be at least 23cm long, and...",https://www.tasteatlas.com/varazdinski-klipic/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,
https://www.tasteatlas.com/krpice-s-domacom-sunkom,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,94,Casserole,https://www.tasteatlas.com/casserole,Krpice s domaćom šunkom,https://www.tasteatlas.com/northern-croatia,,Northern Croatia,,,,,"Krpice s domaćom šunkom is a traditional Croatian meal that is typically baked as a casserole. It consists of  (a type of Croatian pasta), chopped homemade ham, onions, oil, salt, and pepper. The combination is placed in a ca...",https://www.tasteatlas.com/krpice-s-domacom-sunkom/wheretoeat,,,,,,,,,,,,,krpice,n/a
https://www.tasteatlas.com/ilocki-cevap,https://cdn.tasteatlas.com//images/dishes/9912c964a05b449ea1e8a00d1ff24d25.jpg?mw=660,95,Pork Dish,https://www.tasteatlas.com/pork-dishes,Iločki ćevap,https://www.tasteatlas.com/ilok,,Ilok,,,,,"Despite its name, Iločki ćevap does not belong to the group of  dishes. Originating from the Croatian city of Ilok, it consists of slices of pork loin or neck, tomatoes, bell peppers, chili peppers, onions, and white wine. In order ...",https://www.tasteatlas.com/ilocki-cevap/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,ćevapi,n/a
https://www.tasteatlas.com/riba-sa-slaninom,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,96,Freshwater Fish Dish,https://www.tasteatlas.com/freshwater-fish-dishes,Riba sa slaninom,https://www.tasteatlas.com/virovitica,,Virovitica,,,,,"Riba sa slaninom is a Croatian dish that is especially popular in the Virovitica area. It consists of trouts filled with slices of bacon. The fish is baked in the oven, and during baking, it is regularly drizzled over with melted butter. It is rec...",https://www.tasteatlas.com/riba-sa-slaninom/wheretoeat,https://www.tasteatlas.com/trout,https://cdn.tasteatlas.com/images/ingredientgroups/2fbc6fd5adf14320baff5ca728b452de.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,,,,,,,,n/a
https://www.tasteatlas.com/coravi-gulas,https://cdn.tasteatlas.com//images/dishes/4d4a1f4f521f4512bf4abb2bb2bfd0f9.jpg?mw=660,97,Stew,https://www.tasteatlas.com/Stews,Ćoravi gulaš,,,,,,,,"Ćoravi gulaš is a variety of goulash consisting of potatoes, onions, carrots, peas, and tomato juice. It is typically flavored with ground paprika, parsley, salt, pepper, bay leaves, and garlic. The stew can be thickened with flour, and it ...",https://www.tasteatlas.com/coravi-gulas/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/tomato-juices,https://cdn.tasteatlas.com/images/ingredientgroups/4dec0e8f3da949c2a42818439550dc18.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,,n/a
https://www.tasteatlas.com/juha-sa-struklima,https://cdn.tasteatlas.com//images/dishes/bf7a639b17b545cb9e0f7cbd7a081d34.jpg?mw=660,98,Soup,https://www.tasteatlas.com/Soups,Juha sa štruklima,https://www.tasteatlas.com/krapina-zagorje-county,https://cdn.tasteatlas.com/images/emblems/9f1f437fff374baf96203c4a88ae789b.png,Krapina-Zagorje County,4.2,,,,"Juha sa štruklima is a Croatian dish originating from the Zagorje region. It consists of štrukli served in soup. The dough for štrukli is made with a combination of flour, eggs, water, salt, and vinegar. It is stuffed with a c...",https://www.tasteatlas.com/juha-sa-struklima/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/torta-hrapacusa,https://cdn.tasteatlas.com//images/dishes/e2322167094a4475812ac9131a80440c.jpg?mw=660,99,Cake,https://www.tasteatlas.com/cakes,Torta hrapaćuša,https://www.tasteatlas.com/dol,,Dol,,Best in   (Dol),Konoba Toni,https://www.tasteatlas.com/toni2,"This rustic cake hails from the small town of Dol, located on the Croatian island Brač. Though the original recipe is still a closely guarded secret among the locals, the main elements of the cake include a thick sponge and a generous topping that...",https://www.tasteatlas.com/torta-hrapacusa/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://www.tasteatlas.com/rum,https://cdn.tasteatlas.com/images/dishes/7a2519c3071649deb754fcd426d36749.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,,n/a
https://www.tasteatlas.com/rigojanci,https://cdn.tasteatlas.com//Images/Dishes/3fee89bb8b0344618599c01abe0ad1f7.jpg?mw=660,100,Chocolate Cake,https://www.tasteatlas.com/chocolate-cakes,Rigojanči,,,,4.0,Best in   (Rijeka),Pivnica Cont,https://www.tasteatlas.com/pivnica-cont,"This classic Hungarian dessert consists of two layers of chocolate sponge held together by a luscious, mousse-like cocoa cream filling which is sometimes flavored with a splash of dark rum, while the cake itself is typically covered in a rich dark...",https://www.tasteatlas.com/rigojanci/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/cocoa-beans,https://cdn.tasteatlas.com/images/ingredientgroups/77b5bbf2dfcc42e0b1af9cccb884bd48.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,
https://www.tasteatlas.com/klasuni,https://cdn.tasteatlas.com//images/dishes/371f2d1741fc4d58b5293df539d190fb.jpg?mw=660,101,Cookie,https://www.tasteatlas.com/Cookies,Klašuni,https://www.tasteatlas.com/korcula,,Korčula,,Best in   (Korčula),Cukarin,https://www.tasteatlas.com/cukarin,"These small, incredibly fragrant cookies are a local delicacy of the island of Korčula. Usually formed into crescent shapes, they couple a buttery dough, traditionally made with ammonium bicarbonate, and a rich, nut-based filling. The dough and th...",https://www.tasteatlas.com/klasuni/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/rudarska-greblica,https://cdn.tasteatlas.com//images/dishes/f21730190b8b4b0fb105f39100c9f38c.jpg?mw=660,102,Savory Pie,https://www.tasteatlas.com/savory-pies,Rudarska greblica,https://www.tasteatlas.com/rude,,Rude,,Best in   (Rude),Pekarnica Nikl,https://www.tasteatlas.com/pekarnica-nikl,"Once a staple among the miners who would enjoy it during the long working hours, this savory pie consists of a cheese filling that is neatly wrapped between two thin layers of dough. The filling is occasionally enriched with other ingredients such...",https://www.tasteatlas.com/rudarska-greblica/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bracki-vitalac,https://cdn.tasteatlas.com//images/dishes/2f9a5eec94d04559b6e36c89e372b60c.jpeg?mw=660,103,Offal Dish,https://www.tasteatlas.com/Offal,Brački vitalac,https://www.tasteatlas.com/brac,,Brač,,Best in   (Donji Humac),Konoba Kopačina,https://www.tasteatlas.com/KonobaKopacina,"Vitalac is a traditional dish from the Croatian island of Brač. It is made with lamb or goat innards as the key ingredient. Liver, spleen, heart, and lungs are skewered, salted, and wrapped in lamb's sheath. The combination is then turned over coa...",https://www.tasteatlas.com/bracki-vitalac/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pretepena-juha,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,104,Soup,https://www.tasteatlas.com/Soups,Pretepena juha,https://www.tasteatlas.com/medimurje-county,https://cdn.tasteatlas.com/Images/Emblems/83244c014d1a4d49a6ad47b173fe16f0.png,Međimurje County,,Best in   (Mačkovec),Mala Hiža,https://www.tasteatlas.com/mala-hiza,"Pretepena juha is a traditional soup hailing from the Međimurje region of Croatia. It is typically made with high quality dried pork products, chopped sausages, eggs, flour, stock, chopped gourd, sour cream, onions, garlic, and various spices. Thi...",https://www.tasteatlas.com/pretepena-juha/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/dagnje-na-crvenu-buzaru,https://cdn.tasteatlas.com//images/dishes/3c52b28591f040ba9f2b7c8da9108192.jpg?mw=660,105,Mussel Dish,https://www.tasteatlas.com/mussel-dishes,Dagnje na crvenu buzaru,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,4.4,Best in   (Ston),Luka's Taverna,https://www.tasteatlas.com/lukas-taverna,"Mydia or  is a popular Greek and Croatian appetizer consisting of fresh mussels that are steamed in red wine along with fresh herbs, garlic, and a variety of garden vegetables. The dish is usually doused in a Medite...",https://www.tasteatlas.com/dagnje-na-crvenu-buzaru/wheretoeat,https://www.tasteatlas.com/mussels,https://cdn.tasteatlas.com/images/ingredientgroups/a050287a4d1149f5898090f628c216e8.png?h=120&w=120,https://www.tasteatlas.com/Red-wine,https://cdn.tasteatlas.com/images/ingredientgroups/b0e181d5d7e04d8181ad334840bec250.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,dagnje na crvenu buzaru,
https://www.tasteatlas.com/lepinja,https://cdn.tasteatlas.com//images/dishes/59375957b5db48cd88816b080c0760ef.jpg?mw=660,106,Flatbread,https://www.tasteatlas.com/Flatbreads,Lepinja,,,,,,,,"Lepinja is a yeast-raised, spongy flatbread that's popular all over the Balkans and similar to pide or pitta. It's usually made with a combination of flour, water, salt, and yeast. Once the dough has been prepared, it's baked in the oven at high t...",https://www.tasteatlas.com/lepinja/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/skradinska-torta,https://cdn.tasteatlas.com//images/dishes/011b8e83b5684b70901c9351c2b69f26.jpg?mw=660,107,Cake,https://www.tasteatlas.com/cakes,Skradinska torta,https://www.tasteatlas.com/skradin,,Skradin,,,,,"Skradinska torta is a unique Croatian cake originating from Skradin, hence the name. Although endless debates about certain ingredients (orange zest, lemon zest, Maraschino, mint, cinnamon) still exist, it is believed that only a few women from Sk...",https://www.tasteatlas.com/skradinska-torta/wheretoeat,,,,,,,,,,,,,,n/a
