search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/leskovacka-muckalica,https://cdn.tasteatlas.com//images/dishes/ac2a9ea92ad04aadab8325d9a103af82.jpg?mw=660,27,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Leskovačka mućkalica,,,,,"Leskovačka mućkalica is a traditional meat dish from Serbia. It is prepared with an array of ingredients, typically leftovers from yesterday's barbecue, such as grilled pork (fattier cuts are more appreciated), bacon, onions, roasted peppers, toma...",,https://www.tasteatlas.com/leskovacka-muckalica/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/leskovac,Leskovac,n/a
https://www.tasteatlas.com/leskovacka-kavurma,https://cdn.tasteatlas.com//images/dishes/35776b0f2f01468f9aee7e257a94fa0c.jpg?mw=660,28,Offal Dish,https://www.tasteatlas.com/Offal,Leskovačka kavurma,,Best in   (Leskovac),Groš,https://www.tasteatlas.com/gros,"This Serbian delicacy is prepared in a time-consuming process that includes slowly frying pork rinds until the fat is completely extracted. Common additions include pork offal such as lungs, liver, intestines, and parts of the head that are cooked...",,https://www.tasteatlas.com/leskovacka-kavurma/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/leskovac,Leskovac,n/a
https://www.tasteatlas.com/leskovacki-voz,https://cdn.tasteatlas.com//images/dishes/e28f75c9870f46cdb505de200ecb93c5.jpg?mw=660,29,Feast,https://www.tasteatlas.com/Feasts,Leskovački voz,,Best in   (Leskovac),Groš,https://www.tasteatlas.com/gros,"Originating from Leskovac, Serbia, leskovački voz is a popular barbecued meat dish that can also be considered a feast. Here's why – it consists of a variety of meat dishes and sides, and each meat dish is followed by another one. Typical di...",,https://www.tasteatlas.com/leskovacki-voz/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/leskovac,Leskovac,n/a
https://www.tasteatlas.com/corba-od-spanaca,https://cdn.tasteatlas.com//images/dishes/479fa6c1d3004e69bb7dffcb508bf342.jpg?mw=660,30,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Čorba od spanaća,,,,,"Čorba od spanaća is a traditional soup originating from Serbia, although nowadays it is quite common throughout the Balkans. The soup is prepared with pork fat, spinach, onions, garlic, flour, water, and milk. In order to prepare it, the spinach i...",,https://www.tasteatlas.com/corba-od-spanaca/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/slatko-od-kajsija,https://cdn.tasteatlas.com//images/dishes/b4931d7be62849ec9a4551e859f3e819.jpg?mw=660,31,Dessert,https://www.tasteatlas.com/Desserts,Slatko od kajsija,,,,,"Slatko od kajsija is a variety of Serbian —a fruit preserve—that is made with apricots in this case. The apricots are pitted and usually peeled and then slowly simmered in sugar syrup. Optionally, to preserve the fruit, ...",slatko,https://www.tasteatlas.com/slatko-od-kajsija/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/vasina-torta,https://cdn.tasteatlas.com//images/dishes/612d4d48dbb54b1294690b2f5f3f9e12.jpg?mw=660,32,Chocolate Cake,https://www.tasteatlas.com/chocolate-cakes,Vasina torta,,,,,"Vasina torta or  is an absolute classic of Serbian cuisine consisting of a walnut sponge base, a creamy filling made with walnuts, chocolate, and oranges, and two additional toppings –  (a mixture of e...",Vasa's cake,https://www.tasteatlas.com/vasina-torta/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/paracin,Paraćin,n/a
https://www.tasteatlas.com/bela-corba,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,33,Chicken Soup,https://www.tasteatlas.com/chicken-soups,Bela čorba,,,,,"Bela čorba is a traditional soup that's popular in Serbia. It's made with a combination of chicken breast meat (locally called ), eggs, potatoes, onions, flour, carrots, parsley, and seasonings. Some versions also include a scoop...",belo meso,https://www.tasteatlas.com/bela-corba/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/leskovacki-rostilj,https://cdn.tasteatlas.com//images/dishes/32dbee2bcb3245a3b2f223f8e58ef0bd.jpg?mw=660,34,Barbecue,https://www.tasteatlas.com/barbecue,Leskovački roštilj,,,,,"Leskovački roštilj refers to a traditional method of grilling meat which is considered the highest form of barbecue art in Serbia and beyond. Hailing from Leskovac, the technique, according to local belief, is thought to have been brought o...",,https://www.tasteatlas.com/leskovacki-rostilj/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/leskovac,Leskovac,n/a
https://www.tasteatlas.com/slatko-od-dunja,https://cdn.tasteatlas.com//images/dishes/219539e76da24205b1d539989a02a94a.jpg?mw=660,35,Dessert,https://www.tasteatlas.com/Desserts,Slatko od dunja,,,,,"Belonging to a wide variety of traditional preserves that are known as , this delicacy is prepared with a simple method in which diced or grated quinces are cooked in a flavorful mixture of water, sugar, and lemon juice. The preserv...",slatko,https://www.tasteatlas.com/slatko-od-dunja/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/belolucene-paprike,https://cdn.tasteatlas.com//images/dishes/e9bd7831a7b24306b8a19e6a7863af3f.jpg?mw=660,36,Salad,https://www.tasteatlas.com/Salads,Belolučene paprike,4.5,,,,"Belolučene paprike is a healthy Serbian salad made with a combination of roasted bell peppers, garlic, vinegar, salt, oil, and parsley. The ingredients are simply mixed together, and the combination is well-chilled before consumption. In summer, t...",,https://www.tasteatlas.com/belolucene-paprike/wheretoeat,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,
https://www.tasteatlas.com/pazarske-mantije,https://cdn.tasteatlas.com//images/dishes/493d77e0322042809a81b7adf2dce166.jpg?mw=660,37,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Pazarske mantije,,Best in   (Novi Pazar),Sidro,https://www.tasteatlas.com/sidro,"Pazarske mantije is a Serbian dish originating from Novi Pazar. This dish resembles the Bosnian  in flavor, but the shape is quite different – it's shaped into small spheres that are arranged in a baking pan and baked together....",burek,https://www.tasteatlas.com/pazarske-mantije/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/novi-pazar,Novi Pazar,n/a
https://www.tasteatlas.com/lepinja-serbia,https://cdn.tasteatlas.com//images/dishes/59375957b5db48cd88816b080c0760ef.jpg?mw=660,38,Flatbread,https://www.tasteatlas.com/Flatbreads,Lepinja,,,,,"Lepinja is a yeast-raised, spongy flatbread that's popular all over the Balkans and similar to pide or pitta. It's usually made with a combination of flour, water, salt, and yeast. Once the dough has been prepared, it's baked in the oven at high t...",,https://www.tasteatlas.com/lepinja-serbia/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bundevara,https://cdn.tasteatlas.com//Images/Dishes/587382341afe464ebeb053895a8bf08b.jpg?mw=660,39,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Bundevara,,,,,"Bundevara is a flavorful Serbian pie consisting of phyllo sheets that are filled with grated pumpkin, sugar, and spices such as cinnamon or nutmeg. The pie can be additionally enriched by the addition of raisins. It can be served either hot or col...",,https://www.tasteatlas.com/bundevara/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/slatko-od-tresanja,https://cdn.tasteatlas.com//images/dishes/3f9395eddc5d4f6ba20cc881ccea4d63.jpg?mw=660,40,Dessert,https://www.tasteatlas.com/Desserts,Slatko od trešanja,,,,,"Slatko od trešanja is a traditional Serbian fruit preserve made with cherries. Any type of cherries - red or white, wild or cultivated - may be used as long as they’re firm and not overripe. The cherries are typically cleaned, washed,...",,https://www.tasteatlas.com/slatko-od-tresanja/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/slatko-od-visanja,https://cdn.tasteatlas.com//images/dishes/0db3ffe662934d51be03fc9e941d2b37.jpg?mw=660,41,Dessert,https://www.tasteatlas.com/Desserts,Slatko od višanja,,,,,"A variety of Serbian , slatko od višanja is a fruit preserve that is based on sour cherries. According to the traditional method of preparation, the sour cherries are cleaned, washed, and pitted, then covered with sugar and l...",slatko,https://www.tasteatlas.com/slatko-od-visanja/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/slatko-od-smokve,https://cdn.tasteatlas.com//images/dishes/1277af3cd51b45e6af527f88640ad924.jpg?mw=660,42,Dessert,https://www.tasteatlas.com/Desserts,Slatko od smokve,,,,,"Slatko od smokve is a popular variety of Serbian , a type of fruit preserve that is made with seasonal fruit, in this case with figs. To make the preserve, ripe figs are typically washed, cleaned, and boiled in sugar syrup before th...",slatko,https://www.tasteatlas.com/slatko-od-smokve/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/skembe-corba,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,43,Offal Soup,https://www.tasteatlas.com/offal-soups,Škembe čorba,,,,,"Škembe čorba is a traditional Serbian soup made with a combination of tripe (usually pork or beef), onions, garlic, tomato sauce, bacon, and additional seasonings such as red pepper, black pepper, parsley, and bay leaves. The preparation pr...",,https://www.tasteatlas.com/skembe-corba/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/duvan-cvarci,https://cdn.tasteatlas.com//images/dishes/f5d7252fc4184b2e9b82142678833d4d.jpg?mw=660,44,Appetizer,https://www.tasteatlas.com/Appetizers,Duvan čvarci,,Best in   (Kraljevo),Brvnara,https://www.tasteatlas.com/brvnara,"Duvan čvarci is a version of pork cracklings originating from Serbia. Unlike the usual pork crackling, duvan cracklings contain only 10% of fat, which is the reason for their unique flavor. Another distinct feature is their appearance, which is re...",,https://www.tasteatlas.com/duvan-cvarci/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/sumadija-and-western-serbia,Šumadija and Western Serbia,n/a
https://www.tasteatlas.com/moravska-salata,https://cdn.tasteatlas.com//images/dishes/7296862306ca4ba39d38409b090af01b.jpg?mw=660,45,Salad,https://www.tasteatlas.com/Salads,Moravska salata,,Best in   (Niš),Nišlijska Mehana,https://www.tasteatlas.com/nislijska-mehana,"Moravska salata is a Serbian salad originating from Niš and Leskovac. The salad is made with a combination of leeks, tomatoes, roasted peppers, hot peppers, garlic, salt, and oil. The vegetables are chopped, seasoned with salt, and drizzled...",,https://www.tasteatlas.com/moravska-salata/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/nis,Niš,n/a
https://www.tasteatlas.com/svrljiski-belmuz,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,46,Appetizer,https://www.tasteatlas.com/Appetizers,Svrljiški belmuž,,,,,"Belmuž is a traditional shepherd's dish originating from eastern Serbia. This simple dish consists of only three ingredients – cheese, flour, and a bit of salt. The cheese used for the dish should be fresh and full-fat cow's or sheep's chees...",,https://www.tasteatlas.com/svrljiski-belmuz/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/southern-and-eastern-serbia,Southern and Eastern Serbia,n/a
https://www.tasteatlas.com/slatko-od-ruze,https://cdn.tasteatlas.com//images/dishes/df7419f8dcb642c7991bad7004d6ef9d.jpg?mw=660,47,Dessert,https://www.tasteatlas.com/Desserts,Slatko od ruže,,,,,"This unique variety of Serbian —a fruit preserve—is made with rose petals. It typically uses the petals of roses that have a pleasant odor, most commonly those of May roses which are characterized by a distinctively swee...",slatko,https://www.tasteatlas.com/slatko-od-ruze/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/secenica,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,48,Savory Pie,https://www.tasteatlas.com/savory-pies,Sečenica,,,,,"Sečenica is a traditional Serbian savory pie originating from Vranje. It's made with a combination of flour, oil, yeast, salt, sugar, milk, cheese, and eggs. Once the dough has been prepared, it's rolled into thin sheets, brushed with oil, then st...",,https://www.tasteatlas.com/secenica/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/vranje,Vranje,n/a
https://www.tasteatlas.com/slatko-od-lubenice,https://cdn.tasteatlas.com//images/dishes/2b3a18d92c2a43b7bbc65985d5fd80ed.jpg?mw=660,49,Dessert,https://www.tasteatlas.com/Desserts,Slatko od lubenice,,,,,"This Serbian preserve is prepared with white parts of watermelon rinds. When trimmed and cut, watermelon skin is cooked and then doused in a sugary syrup that is frequently spiced with lemon juice, vanilla, cinnamon, or cloves. The process transfo...",,https://www.tasteatlas.com/slatko-od-lubenice/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/propec,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,50,Savory Pie,https://www.tasteatlas.com/savory-pies,Propeć,,,,,"Propeć is a Serbian pie made with lard-based dough and a cheese filling. The dough typically incorporates flour, lard, salt, and eggs. When kneaded, it is divided into several smaller pieces that are thinly rolled into flat discs. The layers are c...",,https://www.tasteatlas.com/propec/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,,,https://www.tasteatlas.com/vranje,Vranje,n/a
https://www.tasteatlas.com/futoska-sarma,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,51,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Futoška sarma,,,,,"Futoška sarma is a traditional Serbian type of sarma originating from Futog in Vojvodina, hence the name. The dish is made with a combination of local Futog cabbage, pork, rice, onions, eggs, garlic, paprika powder, bacon, sausages, and dri...",,https://www.tasteatlas.com/futoska-sarma/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/futog,Futog,n/a
https://www.tasteatlas.com/calabrca,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,52,Appetizer,https://www.tasteatlas.com/Appetizers,Čalabrca,,,,,"Čalabrca is a simple Serbian dish made with phyllo pastry, oil, milk, and  (clotted cream). A spoonful of lard or oil is dropped into boiling water. Dried phyllo pastry is torn into pieces, and the pot of boiling water with oil is p...",kajmak,https://www.tasteatlas.com/calabrca/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/leskovacki-domaci-ajvar,https://cdn.tasteatlas.com//images/dishes/e5aac4b9307740838f7bb4c4a2560008.jpg?mw=660,53,Relish,https://www.tasteatlas.com/relishes,Leskovački domaći ajvar,,,,,"Leskovački domaći ajvar is a traditional Serbian condiment, spread, or relish called ajvar, originating from the Leskovac area. The ajvar is produced exclusively from local red pepper varieties such as domaća kanija, kurtovska kapija, and palanačk...",,https://www.tasteatlas.com/leskovacki-domaci-ajvar/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/leskovac,Leskovac,n/a
https://www.tasteatlas.com/herovke,https://cdn.tasteatlas.com//images/dishes/d8497a72862742e290092fd22d367248.jpg?mw=660,54,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Herovke,,,,,"Herovke are traditional sweet treats from Vojvodina, and they are especially popular in the region's Slovak community. They are made with flour, sugar, egg yolks, salt, sour cream, and  (local schnapps). The dough shouldn't be too h...",rakija,https://www.tasteatlas.com/herovke/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kovacica,Kovačica,n/a
https://www.tasteatlas.com/pupinova-pita,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,55,Sweet Pie,https://www.tasteatlas.com/sweet-pies,Pupinova pita,,,,,"Pupinova pita is a traditional Serbian plum pie. The base is prepared with a combination of flour, margarine, sugar, eggs, milk, and baking powder, while the filling contains plums, cherries, sugar, almonds, and vanilla sugar. The pie is named aft...",,https://www.tasteatlas.com/pupinova-pita/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/idvor,Idvor,n/a
https://www.tasteatlas.com/pasteta-od-fazana-vojvodina,https://cdn.tasteatlas.com//images/dishes/f569faf4b2f84e5cb9f2da6f3a2750d8.jpg?mw=660,56,Pâté,https://www.tasteatlas.com/pates,Pašteta od fazana,,,,,"Pašteta od fazana is a Croatian dish that is especially popular in the region of Slavonija and Baranja. This pâté is made with pheasant as the key ingredient, and due to the fact that every household has their own recipe, other...",,https://www.tasteatlas.com/pasteta-od-fazana-vojvodina/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/vojvodina,Vojvodina,n/a
https://www.tasteatlas.com/fontos-kolac,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,57,Cake,https://www.tasteatlas.com/cakes,Fontoš kolač,,,,,"Fontoš is a Serbian cake from the village of Debeljača. Since most of the villagers come from Hungary, they have brought over their culinary traditions, such as this cake. It is made with flour, yeast, milk, sugar, fat, cloves, margarine, s...",,https://www.tasteatlas.com/fontos-kolac/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/debeljaca,Debeljača,n/a
