search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,item-location href,item-location,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/cig-kofte,https://cdn.tasteatlas.com//images/dishes/4f83cb61982142c8b662b8ac3b6a930b.jpg?mw=660,44,Appetizer,https://www.tasteatlas.com/Appetizers,Çiğ köfte,4.6,Best in   (Fatih),Develi Kebap,https://www.tasteatlas.com/develi-kebap,"Çiğ köfte is the Turkish version of steak tartare, traditionally made with high-quality ground raw beef (or lamb) that is combined with bulgur, tomato paste, onions, garlic, pepper, and a selection of Turkish spices. The dish is consum...",,READ MORE,https://www.tasteatlas.com/cig-kofte/wheretoeat,https://www.tasteatlas.com/sanliurfa,Şanlıurfa,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Bulgurs,https://cdn.tasteatlas.com/images/ingredientgroups/7e6533f23fac450f86aece5b4095600e.png?h=120&w=120,https://www.tasteatlas.com/tomato-pastes,https://cdn.tasteatlas.com/images/ingredientgroups/4284624f3cde451e9683452b5ccf0f21.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/mehalabiya,https://cdn.tasteatlas.com//Images/Dishes/6b2a4d24ad8445d19d03df8b5cae3595.jpg?mw=660,45,Pudding,https://www.tasteatlas.com/puddings,Mehalabiya,3.9,,,,"Mehalabiya is a creamy Arabian dessert, in many ways similar to the French . It is made with a mixture of milk and sugar, cooked and thickened with cornstarch, and usually flavored with orange blossom or rose water. While hot, i...",blancmange,READ MORE,https://www.tasteatlas.com/mehalabiya/wheretoeat,,,https://www.tasteatlas.com/rice-flours,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/orange-flower-waters,https://cdn.tasteatlas.com/images/ingredientgroups/4918b7fb95df443787c975de8420b7c0.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,
https://www.tasteatlas.com/kumpir,https://cdn.tasteatlas.com//images/dishes/14daa3f8883145529f758498ced77cc9.jpg?mw=660,46,Snack,https://www.tasteatlas.com/Snacks,Kumpir,4.3,,,,"In Turkey, this staple street food item is prepared with a whole baked potato that is cut through the middle and comes filled with a combination of puréed potatoes, butter, and  cheese. The potatoes are usually large in size, ...",kaşar,READ MORE,https://www.tasteatlas.com/kumpir/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/irmik-helvas,https://cdn.tasteatlas.com//images/dishes/199c6385c93a49bf90f1372a1d70eddf.jpg?mw=660,47,Dessert,https://www.tasteatlas.com/Desserts,İrmik helvası,4.4,,,,"İrmik helvası is a granular Turkish dessert made with semolina, butter, sugar, milk, and pine nuts. Although the ingredients are simple, the preparation of irmik helvasi requires great skills. Sweetened hot milk is stirred into the semolina with t...",,READ MORE,https://www.tasteatlas.com/irmik-helvas/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/msr-ekmegi,https://cdn.tasteatlas.com//Images/Dishes/992f3c68ef3a4137856a6ff7f740fdb2.jpg?mw=660,48,Bread,https://www.tasteatlas.com/Breads,Mısır ekmeği,4.0,Best in   (Beyoğlu),Hayvore,https://www.tasteatlas.com/hayvore,"Mısır ekmeği is a savory Turkish cornbread that is especially popular in the Black Sea region of the country. Its texture is usually hard and dry because it is prepared without a raising agent. The bread can be shaped into circles, tubes, oblongs,...",,READ MORE,https://www.tasteatlas.com/msr-ekmegi/wheretoeat,https://www.tasteatlas.com/black-sea-region,Black Sea Region,,,,,,,,,,,,,
https://www.tasteatlas.com/yuvalama,https://cdn.tasteatlas.com//Images/Dishes/c73c0b95b1b442ff997469f92635af6e.jpg?mw=660,49,Meat Soup,https://www.tasteatlas.com/meat-soups,Yuvarlama çorbası,4.2,Best in   (Gaziantep),Aşina,https://www.tasteatlas.com/asina-gaziantep-mutfag,"Arguably the most laborious Turkish soup and one of Gaziantep's favorites, yuvarlama çorbası is made with spiced meatballs, chickpeas, yogurt broth, olive oil, and other optional ingredients. The soup is traditionally prepared for the three...",,READ MORE,https://www.tasteatlas.com/yuvalama/wheretoeat,https://www.tasteatlas.com/gaziantep,Gaziantep,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,
https://www.tasteatlas.com/tombik,https://cdn.tasteatlas.com//Images/Dishes/2ac43d164c1c4752ba592d64e5c9c98d.jpg?mw=660,50,Sandwich,https://www.tasteatlas.com/sandwiches,Tombik,4.4,Best in   (Beyoğlu),Bambi Cafe,https://www.tasteatlas.com/BambiCafe,Tombik or   is a variety of  where the shredded meat is stuffed in a bun-shaped flatbread known as . The bread has a crispy exterior and a soft interior. This dish is typicall...,gobit,READ MORE,https://www.tasteatlas.com/tombik/wheretoeat,,,https://www.tasteatlas.com/pide-ekmek,https://cdn.tasteatlas.com/images/dishes/fe3fb89b7f0a485185c8d777c88d9a4f.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Lettuce,https://cdn.tasteatlas.com/images/ingredientgroups/7e0f57e1acdf4336ae728bbaf80a1f36.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,,
https://www.tasteatlas.com/gullac,https://cdn.tasteatlas.com//Images/Dishes/35525e12bfc9457d9f4e04ffabcf1133.jpg?mw=660,51,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Güllaç,3.8,Best in   (Beyoğlu),Karaköy Güllüoğlu,https://www.tasteatlas.com/KarakoyGulluoglu,"Güllaç is a unique Turkish dessert that is the most popular during Ramadan. It consists of numerous layers of thin, cornstarch pastry which is soaked in rosewater-infused milk and stuffed with walnuts. Güllaç provides a hea...",,READ MORE,https://www.tasteatlas.com/gullac/wheretoeat,,,https://www.tasteatlas.com/wafers,https://cdn.tasteatlas.com/images/dishgroups/92d8692c3ae949a9a6e2772017904126.png?h=120&w=120,https://www.tasteatlas.com/rose-waters,https://cdn.tasteatlas.com/images/ingredientgroups/e796f033c53745bf934c231bb17c0e1b.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Hazelnuts,https://cdn.tasteatlas.com/images/ingredientgroups/6e18a366b01e44b2b0c7fbdb8f22a5c6.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,
https://www.tasteatlas.com/haslama,https://cdn.tasteatlas.com//Images/Dishes/999c8e5ab464456f856a0483b29e297c.jpg?mw=660,52,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Haşlama,3.4,Best in   (Beyoğlu),Nato Restaurant,https://www.tasteatlas.com/NatoRestaurant,"Haşlama is a traditional Turkish dish consisting of boiled lamb and vegetables such as carrots, potatoes, celery, and onions. The meat should be boiled until it is very tender and almost falls off the bone. The dish is traditionally served with a ...",,READ MORE,https://www.tasteatlas.com/haslama/wheretoeat,,,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,
https://www.tasteatlas.com/bulgur-pilav,https://cdn.tasteatlas.com//Images/Dishes/a84622c5aa364760b14a06e610abf903.jpg?mw=660,53,Side Dish,https://www.tasteatlas.com/Sides,Bulgur pilavı,3.9,Best in   (Pendik),Lipa Restaurant,https://www.tasteatlas.com/lipa-restaurant,"Bulgur pilavı is a nutritious Turkish pilaf that is often additionally flavored with onions, green peppers, tomatoes, and various spices. When the bulgur is tender and ready to consume, it is recommended to garnish it with fresh parsley. The dish ...",,READ MORE,https://www.tasteatlas.com/bulgur-pilav/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/iskembe-corbas,https://cdn.tasteatlas.com//Images/Dishes/46158ad50a5f4e14a0b8cea718268c0c.jpg?mw=660,54,Offal Soup,https://www.tasteatlas.com/offal-soups,İşkembe çorbası,3.4,Best in   (Beyoğlu),Lale İşkembecisi,https://www.tasteatlas.com/LaleIskembecisi,"İşkembe çorbası is a traditional Turkish tripe soup that is known as a great hangover cure. It consists of tripe, water, milk, flour, butter, and egg yolks. The soup is usually seasoned with salt and finished with red pepper, vinegar, and g...",,READ MORE,https://www.tasteatlas.com/iskembe-corbas/wheretoeat,,,https://www.tasteatlas.com/organ-meats,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/karnyark,https://cdn.tasteatlas.com//images/dishes/459bfe19234f4b10a03c4a1457f91076.jpg?mw=660,55,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Karnıyarık,4.2,Best in   (Beyoğlu),Karaköy Lokantası,https://www.tasteatlas.com/karakoy-lokantas,"Karnıyarık is a classic Turkish dish consisting of eggplants that are stuffed with a combination of ground meat (usually beef), tomatoes, and onions. The filling is typically seasoned only with salt and pepper, but garlic and parsley can also be a...",,READ MORE,https://www.tasteatlas.com/karnyark/wheretoeat,,,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,
https://www.tasteatlas.com/sigara-boregi,https://cdn.tasteatlas.com//images/dishes/98675be503064470916ec3dd6ef4f205.jpg?mw=660,56,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Sigara böreği,4.3,Best in   (Beyoğlu),Ma'Na,https://www.tasteatlas.com/mana,"The cylindrical sigara böreği is a famous Turkish deep-fried pastry. These small, crispy rolls of thin dough are stuffed with a creamy mixture of cheese and parsley. They are traditionally made with sheets of thin  dough, a comm...",yufka,READ MORE,https://www.tasteatlas.com/sigara-boregi/wheretoeat,,,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,
https://www.tasteatlas.com/kabak-mucveri,https://cdn.tasteatlas.com//images/dishes/c47f8173424f45ae8a807d8cf4ab6ce6.jpg?mw=660,57,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Kabak mücveri,4.1,Best in   (Şişli),Nişantaşı Hünkar,https://www.tasteatlas.com/nisantasi-hunkar,"Turkish zucchini fritters are traditionally prepared with a combination of grated zucchini, flour, and eggs, while typical additions include white Turkish cheese, onions, and herbs such as parsley, dill, or mint. The fritters are usually pan-fried...",,READ MORE,https://www.tasteatlas.com/kabak-mucveri/wheretoeat,,,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,
https://www.tasteatlas.com/etli-ekmek,https://cdn.tasteatlas.com//images/dishes/9682e980252e4f5ebe538a23ff3d1be8.jpg?mw=660,58,Flatbread,https://www.tasteatlas.com/Flatbreads,Etli ekmek,4.5,Best in   (Konya),Havzan Etliekmek 1,https://www.tasteatlas.com/havzan-etliekmek-1,"Etli ekmek is a delicious Turkish pizza-like dish originating from the city of Konya. The name of the dish means bread with meat. It consists of a thin, crispy flatbread made with flour, sugar, salt, yeast, and oil, which is then topped with groun...",,READ MORE,https://www.tasteatlas.com/etli-ekmek/wheretoeat,https://www.tasteatlas.com/konya,Konya,,,,,,,,,,,,,
https://www.tasteatlas.com/bal-kaymak,https://cdn.tasteatlas.com//images/dishes/d0cd7a6873014569b18ad89fccf53e3a.jpg?mw=660,59,Breakfast,https://www.tasteatlas.com/Breakfast,Bal kaymak,4.5,Best in   (Kadıköy),Borisin Yeri,https://www.tasteatlas.com/borisin-yeri,"A staple breakfast dish in Turkey, bal kaymak is a delicious combination of kaymak - a traditional dairy product produced from water buffalo milk, very similar to clotted cream - that is generously doused with honey. The dish is served as a spread...",,READ MORE,https://www.tasteatlas.com/bal-kaymak/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/cag-kebab,https://cdn.tasteatlas.com//images/dishes/0a6b6cdceb154117bd2a8269cf823a4c.jpg?mw=660,60,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Cağ kebabı,4.4,Best in   (Erzurum),Gel Gör Cağ Kebap,https://www.tasteatlas.com/gel-gor-cag-kebap,"Cağ kebabı is a kebab variety originating from the Turkish city of Erzurum. It is made with lamb that is marinated with onions, salt, and pepper for about 12 hours, and the meat is then placed on a big horizontal skewer and cooked over a wood fire...",,READ MORE,https://www.tasteatlas.com/cag-kebab/wheretoeat,https://www.tasteatlas.com/erzurum,Erzurum,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/lavash,https://cdn.tasteatlas.com/images/dishes/16f3181148e84a6c96e601e9fb65d813.png?h=120&w=120,,,
https://www.tasteatlas.com/midye-dolma,https://cdn.tasteatlas.com//images/dishes/4c7957b6a6a14d62846fb5a5d4229bfd.jpg?mw=660,61,Mussel Dish,https://www.tasteatlas.com/mussel-dishes,Midye dolma,4.1,Best in   (Beyoğlu),Şampiyon Kokoreç,https://www.tasteatlas.com/sampiyon-kokorec,"Midye dolma is a popular Turkish street food item consisting of mussels that are filled with an aromatic blend of rice, herbs, nuts, and spices such as raisins, pine nuts, saffron, black pepper, cinnamon, red pepper flakes, parsley, and dill. To c...",,READ MORE,https://www.tasteatlas.com/midye-dolma/wheretoeat,,,https://www.tasteatlas.com/mussels,https://cdn.tasteatlas.com/images/ingredientgroups/a050287a4d1149f5898090f628c216e8.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/nuts,https://cdn.tasteatlas.com/images/ingredientgroups/0641a2da3cfe4d998fced5b092b43999.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://www.tasteatlas.com/pine-nuts,https://cdn.tasteatlas.com/images/ingredientgroups/2108a7804fe04f57a002907791e0e43f.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,
https://www.tasteatlas.com/izmir-kofte,https://cdn.tasteatlas.com//images/dishes/1b6cb3d88d1c45bf8eaaf57470eecab0.jpg?mw=660,62,Meatballs,https://www.tasteatlas.com/meatballs,İzmir köfte,4.3,Best in   (Beyoğlu),Şahin Lokantası,https://www.tasteatlas.com/sahin-lokantas,"İzmir köfte is a Turkish comfort food dish consisting of köfte (meatballs), peppers, and potatoes in a simple tomato sauce. The dish can either be prepared on a stove or baked in the oven. Köfte are typically made with ground beef o...",,READ MORE,https://www.tasteatlas.com/izmir-kofte/wheretoeat,https://www.tasteatlas.com/izmir,İzmir,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,
https://www.tasteatlas.com/menemen,https://cdn.tasteatlas.com//images/dishes/e5641a3b4d5a4299a87cade8c9575bf4.jpg?mw=660,63,Spread,https://www.tasteatlas.com/spreads,Menemen,4.5,,,,"Menemen is a traditional Turkish spread consisting of tomatoes, eggs, peppers, and various spices. There are many version of menemen, so it can also contain garlic, cheese, spinach, sausage pieces, or onions (when menemen is served as a main dish)...",,READ MORE,https://www.tasteatlas.com/menemen/wheretoeat,,,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/kol-boregi,https://cdn.tasteatlas.com//images/dishes/6f4d21c610cd44ee806d7b7eba0d4b84.jpg?mw=660,64,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Kol böreği,4.1,,,,"Kol böreği is a Turkish  variety made with puff pastry that is shaped into a spiral. The pastry is filled with a variety of ingredients such as cheese, spinach, potatoes, or ground meat with pine nuts and currants. The name...",börek,READ MORE,https://www.tasteatlas.com/kol-boregi/wheretoeat,,,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/currants,https://cdn.tasteatlas.com/images/ingredientgroups/345ce7fb5e5e403b9541291fa31e30f7.png?h=120&w=120,https://www.tasteatlas.com/pine-nuts,https://cdn.tasteatlas.com/images/ingredientgroups/2108a7804fe04f57a002907791e0e43f.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,
https://www.tasteatlas.com/ramazan-pidesi,https://cdn.tasteatlas.com//images/dishes/bbd82a4a7e974cf7ad735b09f56ef16d.jpg?mw=660,65,Flatbread,https://www.tasteatlas.com/Flatbreads,Ramazan pidesi,4.3,,,,"Ramazan pidesi is a traditional Turkish leavened bread shaped into round, flat forms. It is made with flour, water, milk, yeast, sugar, salt, and either butter or olive oil. Traditionally consumed during the month of Ramazan, the bread is characte...",,READ MORE,https://www.tasteatlas.com/ramazan-pidesi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kunefe-turkey,https://cdn.tasteatlas.com//Images/Dishes/fea42741c0934a0494256d70187f0803.jpg?mw=660,66,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Kunefe,4.4,Best in   (Fatih),Hafız Mustafa,https://www.tasteatlas.com/hafiz-mustafa-eminonu,"Kunāfah consists of two crunchy layers of shredded and buttered  or  dough, filled with a luscious cheese cream that's often flavored with orange zest and cardamom, then drenched in a sugar syrup infused with lemon ju...",kataifi,READ MORE,https://www.tasteatlas.com/kunefe-turkey/wheretoeat,,,https://www.tasteatlas.com/akkawi,https://cdn.tasteatlas.com/images/dishes/09a76a10b5d44cffa5e62e170de95cf9.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,
