search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/dakbokkeumtang,https://cdn.tasteatlas.com//Images/Dishes/11e28068646246b99479599f6ba58753.jpg?mw=660,27,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Dakbokkeumtang,,Best in   (Seoul),Hosu Jip,https://www.tasteatlas.com/HosuJip,"Dakbokkeumtang is a South Korean dish consisting of chicken pieces, potatoes, onions, and carrots that are stir-fried in a mixture of soy sauce,  (fermented sauce), and garlic. The dish originated in the 20th century, with the in...",gochujang,https://www.tasteatlas.com/dakbokkeumtang/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/gochujang,https://cdn.tasteatlas.com/images/dishes/8e6dd4d41a5043c9b9894e45a9ddd4d4.png?h=120&w=120,n/a
https://www.tasteatlas.com/ssam,https://cdn.tasteatlas.com//images/dishes/36819f64c8eb4ac9bd9de2c51ea9a1b2.jpg?mw=660,28,Technique,https://www.tasteatlas.com/Techniques,Ssam,4.6,Best in   (Seoul),Jungsik,https://www.tasteatlas.com/jungsik,"Ssam is a South Korean technique that encompasses various dishes that are made by wrapping different ingredients in raw or blanched lettuce, other green leafy vegetables, as well as seaweed or other wrappers. The dishes are classified depending on...",,https://www.tasteatlas.com/ssam/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/patbingsu,https://cdn.tasteatlas.com//Images/Dishes/41a4d9f75d104a1e96bbac828b91b9da.jpg?mw=660,29,Frozen Dessert,https://www.tasteatlas.com/frozen-desserts,Patbingsu,4.2,Best in   (Seoul),Sulbing Insadong,https://www.tasteatlas.com/SulbingInsadong,"Patbingsu is a popular South Korean dessert, its name meaning . It consists of shaved ice, condensed milk, and sweet azuki bean paste. It is often topped with pieces of Korean rice cakes known as , fresh f...",red bean ice flakes,https://www.tasteatlas.com/patbingsu/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/bossam,https://cdn.tasteatlas.com//Images/Dishes/626cb09e273741b791f411523f790295.jpg?mw=660,30,Pork Dish,https://www.tasteatlas.com/pork-dishes,Bossam,4.0,Best in   (Seoul),Jungsik,https://www.tasteatlas.com/jungsik,"Bossam is a South Korean dish consisting of sliced and steamed pork that is wrapped in leaves of vegetables such as chard, beetroot, lettuce, or Chinese cabbage. When properly prepared, the meat should have a delicately smooth, creamy taste. It is...",,https://www.tasteatlas.com/bossam/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/jokbal,https://cdn.tasteatlas.com//images/dishes/31bd1b25fac54890a25c29113db2cb30.jpg?mw=660,31,Pork Dish,https://www.tasteatlas.com/pork-dishes,Jokbal,4.3,Best in   (Seoul),Oh-Hyang Jokbal,https://www.tasteatlas.com/OhHyangJokbal,"Jokbal is a popular South Korean dish consisting of boneless seasoned and steamed pig's legs. The meat is usually seasoned with a combination of soy sauce, ginger, and black taffy, giving the dish a unique flavor. Jokbal is traditionally served wi...",,https://www.tasteatlas.com/jokbal/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/Lettuce,https://cdn.tasteatlas.com/images/ingredientgroups/7e0f57e1acdf4336ae728bbaf80a1f36.png?h=120&w=120,,,,,
https://www.tasteatlas.com/gamjatang,https://cdn.tasteatlas.com//Images/Dishes/48665c7db3ff477e86946a46313dd3fc.jpg?mw=660,32,Stew,https://www.tasteatlas.com/Stews,Gamjatang,4.8,Best in   (Seoul),One Dang Gamjatang,https://www.tasteatlas.com/OneDangGamjatang,"Gamjatang is a flavorful Korean stew made with pork spine and potatoes as the key ingredients, along with bean paste, chili powder, and garlic which are also simmered in the pot. The dish is usually topped with sesame leaves and served with a bowl...",,https://www.tasteatlas.com/gamjatang/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/cellophane-noodles,https://cdn.tasteatlas.com/images/dishes/028c8224e1e94957b730e1b8e2190af8.png?h=120&w=120,https://www.tasteatlas.com/Sesame-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/725082941a654eb0925163274078bea9.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Beans,https://cdn.tasteatlas.com/images/ingredientgroups/beb3c7faee1444a98263bf3973fc3e5c.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/yakiniku-korea,https://cdn.tasteatlas.com//images/dishes/8778f2ab8696489d8b8c16fbd7a685e9.jpg?mw=660,33,Barbecue,https://www.tasteatlas.com/barbecue,Yakiniku,4.7,,,,is a term denoting a Japanese technique (with Korean origins) of cooking bite-sized pieces of meat and vegetables on a table grill. It can also refer to a number of dishes cooked using the same technique. Yakiniku has Korean orig...,Yakiniku,https://www.tasteatlas.com/yakiniku-korea/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/geotjeori,https://cdn.tasteatlas.com//images/dishes/48bd0a58e695461eb3b9824b761f108f.jpg?mw=660,34,Side Dish,https://www.tasteatlas.com/Sides,Geotjeori,4.3,,,,"Geotjeori is a fresh variety of kimchi. Just like classic kimchi, it is usually prepared with napa cabbage (), but unlike the more popular version, geotjeori is not fermented. It is typically made with tender and salted cabbage leav...",baechu,https://www.tasteatlas.com/geotjeori/wheretoeat,https://www.tasteatlas.com/napa-cabbage,https://cdn.tasteatlas.com/images/dishes/671bb902f41043dda85b12d0b2d8006b.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/anchovies,https://cdn.tasteatlas.com/images/ingredientgroups/9d1bd646966e4ee890a98352232dfc61.png?h=120&w=120,
https://www.tasteatlas.com/samgyetang,https://cdn.tasteatlas.com//Images/Dishes/9b22683553954492aab66e256ee98028.jpg?mw=660,35,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Samgyetang,3.8,Best in   (Seoul),Tosokchon,https://www.tasteatlas.com/Tosokchon,"Samgyetang is a flavorful soup from South Korea, consisting of a whole young chicken cooked with ginseng, garlic, and rice. In Korea, ginseng is revered for its medicinal properties, as it lowers blood sugar and boosts the body's immune system and...",,https://www.tasteatlas.com/samgyetang/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/pajeon,https://cdn.tasteatlas.com//Images/Dishes/eea6c47fd8414295b7c114e7569d8cc0.jpg?mw=660,36,Pancake,https://www.tasteatlas.com/pancakes,Pajeon,4.2,Best in   (Seoul),Nakseo Pajeon,https://www.tasteatlas.com/NakseoPajeon,"Pajeon is a variety of  (Korean pancakes), made with a batter of rice flour, eggs, and green onions (), the key ingredient in this dish, hence the name. It is a popular snack or an appetizer that is usually served with rice...",jeon,https://www.tasteatlas.com/pajeon/wheretoeat,https://www.tasteatlas.com/rice-flours,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,,,
https://www.tasteatlas.com/hotteok,https://cdn.tasteatlas.com//Images/Dishes/2c9592ae17394eb69b976076a6c00809.jpg?mw=660,37,Pancake,https://www.tasteatlas.com/pancakes,Hotteok,4.5,Best in   (Jeonju),Jeondong Hotteok,https://www.tasteatlas.com/jeondong-hotteok,"Hotteok is a popular Korean pancake that is usually filled with cinnamon, brown sugar, and nuts such as peanuts and walnuts. It is commonly sold as street food at numerous Korean street stands, especially when the weather is cold. The pancakes can...",,https://www.tasteatlas.com/hotteok/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/milmyeon,https://cdn.tasteatlas.com//images/dishes/46cc78e9fa3f4aabbdfefdd802558399.jpg?mw=660,38,Noodle Dish,https://www.tasteatlas.com/Noodles,Milmyeon,4.3,Best in   (Busan),Gaya Milmyeon,https://www.tasteatlas.com/gaya-milmyeon,"In many ways similar to its North Korean counterpart , which is based on buckwheat noodles, this Busan specialty is differentiated by the use of wheat noodles. The dish usually combines icy cold broth with wheat noodles, while t...",naengmyeon,https://www.tasteatlas.com/milmyeon/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/naengguk,https://cdn.tasteatlas.com//Images/Dishes/2122bbba654249d9bfd03da0519d68d9.jpg?mw=660,39,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Naengguk,,,,,Naengguk is a common name for a group of South Korean cold soups that are usually consumed during summer. It is believed that there is no better refreshment than a bowl of cold naengguk on a hot summer day. The soups are typically divided into two...,,https://www.tasteatlas.com/naengguk/wheretoeat,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/wakame,https://cdn.tasteatlas.com/images/dishes/4cc025922ec74e178da98e2f5b1abf39.png?h=120&w=120,https://www.tasteatlas.com/nori,https://cdn.tasteatlas.com/images/dishes/cd63a51f25fe46ffa8e029bb1607ad22.png?h=120&w=120,n/a
https://www.tasteatlas.com/gim-gui,https://cdn.tasteatlas.com//Images/Dishes/393d3eb6aac34e9db6acd36ab2f63195.jpg?mw=660,40,Side Dish,https://www.tasteatlas.com/Sides,Gim gui,4.3,,,,"Gim gui is a simple, yet delicious Korean side dish consisting of crispy and salty roasted seaweed. The dish is a common item in numerous bento boxes due to its great flavor and hefty doses of fiber, vitamins, minerals, and protein. Many people li...",,https://www.tasteatlas.com/gim-gui/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/songpyeon,https://cdn.tasteatlas.com//images/dishes/58b1d9aa32dd4da180e90b9436f798fd.jpg?mw=660,41,Dumplings,https://www.tasteatlas.com/Dumplings,Songpyeon,4.3,,,,Songpyeon are steamed South Korean rice cakes consisting of a rice flour shell which is tinted and wrapped around various fillings such as mung bean or sesame powder as well as creamy red bean or chestnut paste. The cakes are formed into half-moon...,,https://www.tasteatlas.com/songpyeon/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/yakgwa,https://cdn.tasteatlas.com//images/dishes/cc4b45ce26914f75882cea5c88940446.jpg?mw=660,42,Deep-fried Dessert,https://www.tasteatlas.com/deep-fried-desserts,Yakgwa,4.1,,,,"Yakgwa is a deep-fried Korean dessert that is prepared with wheat flour and sesame oil. Traditionally shaped into round or floral forms, the cookies are occasionally spiced, and after frying, they are doused in a sweet, honey-infused syrup. The na...",,https://www.tasteatlas.com/yakgwa/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/doenjang-jjigae,https://cdn.tasteatlas.com//images/dishes/2f9967691c87409b9f8a158a6abe0841.jpg?mw=660,43,Stew,https://www.tasteatlas.com/Stews,Doenjang jjigae,4.2,,,,"The star ingredient in this traditional Korean stew is fermented soybean paste (doenjang). Although there are many variations, this hearty dish typically consists of a flavorful broth that is enriched with rice water, anchovies, kelp, and a genero...",,https://www.tasteatlas.com/doenjang-jjigae/wheretoeat,https://www.tasteatlas.com/doenjang,https://cdn.tasteatlas.com/images/dishes/6e0ea79792494e3b973ea38d96ff5a79.png?h=120&w=120,https://www.tasteatlas.com/anchovies,https://cdn.tasteatlas.com/images/ingredientgroups/9d1bd646966e4ee890a98352232dfc61.png?h=120&w=120,https://www.tasteatlas.com/soybeans,https://cdn.tasteatlas.com/images/ingredientgroups/63fe7f33d0eb483f97007e7047a57f23.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,
https://www.tasteatlas.com/budae-jjigae,https://cdn.tasteatlas.com//images/dishes/67f809698d384be8977b6ac96e76acfc.jpg?mw=660,44,Stew,https://www.tasteatlas.com/Stews,Budae jjigae,4.3,,,,"This Korean stew usually combines kelp and anchovy stock with kimchi, baked beans, spam, and hot dog sausages, while the common addition also includes ramen noodles, pork, potato noodles, rice cakes, or tofu. Also known as , buda...",army stew,https://www.tasteatlas.com/budae-jjigae/wheretoeat,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/kimchi,https://cdn.tasteatlas.com/images/dishes/06213c37d1cc481ca4659e65f32f5d62.png?h=120&w=120,https://www.tasteatlas.com/white-beans,https://cdn.tasteatlas.com/images/ingredientgroups/dfc272699a8b491ebccf06d290c0b944.png?h=120&w=120,https://www.tasteatlas.com/spam,https://cdn.tasteatlas.com/images/dishes/56f2575f0aac47dbbcc1ad388f9b0d54.png?h=120&w=120,https://www.tasteatlas.com/hot-dog,https://cdn.tasteatlas.com/images/dishes/de9ae3c91f3e47008753b1ed04ac8b44.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,
https://www.tasteatlas.com/jeyuk-bokkeum,https://cdn.tasteatlas.com//images/dishes/6ad68d7ad2f5488199c38fb940c6a1a4.jpg?mw=660,45,Pork Dish,https://www.tasteatlas.com/pork-dishes,Jeyuk bokkeum,4.5,,,,"This South Korean classic consists of thinly sliced fatty pork cuts that are marinated and then grilled or pan-fried. The marinade is based on - a spicy Korean chili paste - and additions such as soy sauce, chili flakes, rice wi...",gochujang,https://www.tasteatlas.com/jeyuk-bokkeum/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/gochujang,https://cdn.tasteatlas.com/images/dishes/8e6dd4d41a5043c9b9894e45a9ddd4d4.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/red-chili-flakes,https://cdn.tasteatlas.com/images/ingredientgroups/0ea6693aa6ea4ac88e0277319fdec69e.png?h=120&w=120,https://www.tasteatlas.com/rice-wine,https://cdn.tasteatlas.com/images/dishes/7197a895bdd8441b85f96d2f775caea5.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/galbijjim,https://cdn.tasteatlas.com//images/dishes/8db6596d0a154e5f868c706b7f87647f.jpg?mw=660,46,Beef Dish,https://www.tasteatlas.com/beef-dishes,Galbijjim,4.3,,,,"Galbijjim is a traditional South Korean dish that is prepared by braising beef short ribs in a flavorful sauce consisting of honey, mirin, soy sauce, onions, garlic, ginger, and grated apples or pears. Other ingredients include various vegetables ...",,https://www.tasteatlas.com/galbijjim/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Honey,https://cdn.tasteatlas.com/images/ingredientgroups/a5a217a77bba4b058da954c06e385041.png?h=120&w=120,https://www.tasteatlas.com/mirin,https://cdn.tasteatlas.com/images/dishes/32562736878e4818a7f6291b3bb708b9.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/chamchi-gimbap,https://cdn.tasteatlas.com//images/dishes/0c1cceea9415481f8185b22d3b746f51.jpg?mw=660,47,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Chamchi gimbap,4.6,,,,"This  (Korean rice roll) is made with canned tuna. Apart from rice and fish, the fillings may include other ingredients that are typically used in gimbap such as fresh or pickled vegetables, eggs, or fish cakes, while the tuna is of...",gimbap,https://www.tasteatlas.com/chamchi-gimbap/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Seaweed,https://cdn.tasteatlas.com/images/ingredientgroups/b17c7b4b50fd42d393f0d1b6297f787f.png?h=120&w=120,https://www.tasteatlas.com/tuna,https://cdn.tasteatlas.com/images/ingredientgroups/4e4cfd59133b4cecb5ba6f2d60f1988d.png?h=120&w=120,https://www.tasteatlas.com/rice-vinegar,https://cdn.tasteatlas.com/images/dishes/51e1fbbcc27f43d79c0358b91eef1496.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,
https://www.tasteatlas.com/ogokbap,https://cdn.tasteatlas.com//images/dishes/e1595a5d0e2c46128c888930c58a7f95.jpg?mw=660,48,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Ogokbap,4.2,,,,"Glutinous rice or plain white rice is typically combined with four other grains and beans in this traditional South Korean rice dish called ogokbap or . The selection of grains and beans varies between different regions, bu...",five-grain rice,https://www.tasteatlas.com/ogokbap/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/mayak-gimbap,https://cdn.tasteatlas.com//images/dishes/bbaf95859b0e473f8047d6aff7cfa501.jpg?mw=660,49,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Mayak gimbap,4.6,,,,"Mayak is a popular variety of South Korean rice rolls (gimbap). These mini versions of the standard roll consist of rice, toasted seaweed, and fillings that traditionally include carrots, pickled radish, and spinach. Unlike the traditional gimbap,...",,https://www.tasteatlas.com/mayak-gimbap/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Seaweed,https://cdn.tasteatlas.com/images/ingredientgroups/b17c7b4b50fd42d393f0d1b6297f787f.png?h=120&w=120,https://www.tasteatlas.com/sesame-oils,https://cdn.tasteatlas.com/images/ingredientgroups/de788b76d4ea4a90a26c86b261c2fd7c.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/radishes,https://cdn.tasteatlas.com/images/ingredientgroups/b5fc9e4af2ca4f48a844773d630190f8.png?h=120&w=120,
https://www.tasteatlas.com/korean-corndog,https://cdn.tasteatlas.com//images/dishes/809cd9247bfa41ca960509dc7629a16f.jpg?mw=660,50,Hot Dog,https://www.tasteatlas.com/hot-dogs,Korean Corndog,4.4,,,,"Korean corndog is a unique twist on a hot dog prepared by coating a sausage in corn dog batter, dipping it into french fries, then deep-frying the whole thing in oil. The dish is presented skewered on a stick and it is usually consumed on the go. ...",,https://www.tasteatlas.com/korean-corndog/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/kalguksu,https://cdn.tasteatlas.com//Images/Dishes/ccbc6af5e2dc4c67a3a7ced018f9e409.jpg?mw=660,51,Noodle Dish,https://www.tasteatlas.com/Noodles,Kalguksu,,Best in   (Seoul),Myeongdong Kyoja,https://www.tasteatlas.com/MyeongdongKyoja,"Kalguksu is a favorite summertime dish of many South Koreans, usually served during rainy seasons and on windy summer days. It consists of handmade wheat flour and egg noodles in a broth that is usually made with shellfish, dried anchovies, and ke...",,https://www.tasteatlas.com/kalguksu/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bindaetteok,https://cdn.tasteatlas.com//images/dishes/a15d35d0ba1e4e3a897154a8e8b865be.jpg?mw=660,52,Pancake,https://www.tasteatlas.com/pancakes,Bindaetteok,4.0,Best in   (Seoul),Soon-Hee Bindaetteok,https://www.tasteatlas.com/soon-hee-bindaetteok,"Bindaetteok is a savory mung bean pancake which first appeared in a cookbook in the 1670s under the name . Originally, it was topped with savory chunks of pork and was mainly enjoyed by the rich, while the plain varieties were r...",binjatteok,https://www.tasteatlas.com/bindaetteok/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/mung-bean,https://cdn.tasteatlas.com/images/dishes/1e11168597844a658f5fbea1f1c84d32.png?h=120&w=120,https://www.tasteatlas.com/Bean-sprouts,https://cdn.tasteatlas.com/images/ingredientgroups/cb386a4f4d0b44c3be41be20a039b18b.png?h=120&w=120,https://www.tasteatlas.com/kimchi,https://cdn.tasteatlas.com/images/dishes/06213c37d1cc481ca4659e65f32f5d62.png?h=120&w=120,https://www.tasteatlas.com/sesame-oils,https://cdn.tasteatlas.com/images/ingredientgroups/de788b76d4ea4a90a26c86b261c2fd7c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,
https://www.tasteatlas.com/sannakji,https://cdn.tasteatlas.com//Images/Dishes/ac549aff94c64af9a535985e1b4f1752.jpg?mw=660,53,Octopus Dish,https://www.tasteatlas.com/octopus-dishes,Sannakji,,Best in   (Mokpo),Dokcheon,https://www.tasteatlas.com/dokcheon,"Salty, sticky, and chewy, sannakji is a South Korean dish consisting of raw baby octopus that is chopped and traditionally served drizzled with sesame oil. Interestingly, as the dish is served instantly after chopping, some of the pieces are still...",,https://www.tasteatlas.com/sannakji/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/anju,https://cdn.tasteatlas.com//Images/Dishes/f9f32ebd4cee46c1af41237c303461f1.jpg?mw=660,54,Assorted Small Dishes or Ritual,https://www.tasteatlas.com/small-dishes,Anju,,,,,"Anju is the Korean name for a vast group of appetizers, snacks, or side dishes that are commonly enjoyed while drinking alcohol. Koreans regard anju as a crucial cultural concept and rarely drink alcoholic beverages without some sort of snack serv...",,https://www.tasteatlas.com/anju/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kongnamul-muchim,https://cdn.tasteatlas.com//images/dishes/ed3737037c1846cfae54f8f8f7304a0d.jpg?mw=660,55,Side Dish,https://www.tasteatlas.com/Sides,Kongnamul muchim,4.2,,,,"Seasoned soybean sprouts are a classic side dish in traditional Korean cuisine. The sprouts are rinsed and shortly cooked, but should remain firm and crispy. They are then mixed with various ingredients which typically include soy sauce, scallions...",,https://www.tasteatlas.com/kongnamul-muchim/wheretoeat,https://www.tasteatlas.com/soybeans,https://cdn.tasteatlas.com/images/ingredientgroups/63fe7f33d0eb483f97007e7047a57f23.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/sesame-oils,https://cdn.tasteatlas.com/images/ingredientgroups/de788b76d4ea4a90a26c86b261c2fd7c.png?h=120&w=120,https://www.tasteatlas.com/Sesame-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/725082941a654eb0925163274078bea9.png?h=120&w=120,https://www.tasteatlas.com/red-chili-flakes,https://cdn.tasteatlas.com/images/ingredientgroups/0ea6693aa6ea4ac88e0277319fdec69e.png?h=120&w=120,
