search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/kagemand,https://cdn.tasteatlas.com//images/dishes/2a19f33118f7496b87176667180732d6.jpg?mw=660,33,Dessert,https://www.tasteatlas.com/Desserts,Kagemand,,,,,"Kagemand is a unique Danish sweet treat shaped to resemble a man or a woman. It is usually quite large in size, decorated with various sweets and tiny Danish flags. Traditional toppings include chocolate, marzipan, fruits, nuts, and candy. This co...",READ MORE,https://www.tasteatlas.com/kagemand/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/frugtsalat,https://cdn.tasteatlas.com//Images/Dishes/0587d98a6de249d8930bcd6072cca99f.jpg?mw=660,34,Fruit Salad,https://www.tasteatlas.com/Fruit-salads,Frugtsalat,4.1,,,,"Frugtsalat is a slightly sweet and highly versatile Danish fruit salad. It consists of various fruits, nuts, chocolate, and marzipan, but it is easily adjusted to any taste and preference. The ingredients are commonly topped with whipped cream or ...",READ MORE,https://www.tasteatlas.com/frugtsalat/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/andesteg,https://cdn.tasteatlas.com//Images/Dishes/c907313d17c844b8b58d6f7668240687.jpg?mw=660,35,Duck Dish,https://www.tasteatlas.com/duck-dishes,Andesteg,,,,,"Roast duck or andesteg is one of the classic Danish dishes. The duck is usually seasoned with salt and pepper, stuffed with sliced apples and prunes, then slowly roasted until golden-brown and crispy. It is traditionally served alongside carameliz...",READ MORE,https://www.tasteatlas.com/andesteg/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sol-over-gudhjem,https://cdn.tasteatlas.com//Images/Dishes/4119ca46d1c2469abb968178edc37202.jpg?mw=660,36,Sandwich,https://www.tasteatlas.com/sandwiches,Sol over Gudhjem,3.9,,,,"The open-faced sandwich known as sol over Gudhjem is a variety of the ubiquitous Danish . It is prepared with buttered rye bread that is typically topped with smoked or marinated herring, radish, chives, onion ring...",READ MORE,https://www.tasteatlas.com/sol-over-gudhjem/wheretoeat,https://www.tasteatlas.com/rugbrd,https://cdn.tasteatlas.com/images/dishes/a92daa4ba0c547e282964ca501575ece.png?h=120&w=120,https://www.tasteatlas.com/preserved-herrings,https://cdn.tasteatlas.com/images/ingredientgroups/b5ce5e3a128a4cc1b6631bd0bfea0b6e.png?h=120&w=120,https://www.tasteatlas.com/radishes,https://cdn.tasteatlas.com/images/ingredientgroups/b5fc9e4af2ca4f48a844773d630190f8.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,smørrebrød,
https://www.tasteatlas.com/bofsandwich,https://cdn.tasteatlas.com//images/dishes/1ed0e4bfb3534b21b0f0a8b470278a8f.jpg?mw=660,37,Burger,https://www.tasteatlas.com/burgers,Bøfsandwich,4.2,Best in   (Aarhus),Restaurant Kohalen,https://www.tasteatlas.com/restaurant-kohalen,"This traditional Danish version of the American  is prepared with a thick beef patty that is served on a bun or a bread roll. It is usually accompanied by various sides and condiments such as pickles, onions,",READ MORE,https://www.tasteatlas.com/bofsandwich/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/burger-buns,https://cdn.tasteatlas.com/images/ingredientgroups/ebaad11172ee4fae9c47fae670443b11.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/pickled-cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/56d0a8dfb98446e3a2ab9baeaf87e5e8.png?h=120&w=120,https://www.tasteatlas.com/remoulade,https://cdn.tasteatlas.com/images/dishes/f14aee2672a44297882958055a93fd06.png?h=120&w=120,https://www.tasteatlas.com/ketchup,https://cdn.tasteatlas.com/images/dishes/64adc6ca5bbd48e283fb1a4515c749f0.png?h=120&w=120,hamburger,
https://www.tasteatlas.com/flskestegssandwich,https://cdn.tasteatlas.com//images/dishes/835e67f88367466eae4cc609f6b76923.jpg?mw=660,38,Sandwich,https://www.tasteatlas.com/sandwiches,Flæskestegssandwich,4.3,Best in   (Copenhagen),Isted Grill,https://www.tasteatlas.com/IstedGrill,"This Danish sandwich consists of a bun that is filled with thinly sliced —a traditional pork roast with a crispy rind. It is usually complemented by braised red cabbage, pickles, mustard, ketchup, or mayonnaise. Fl&a...",READ MORE,https://www.tasteatlas.com/flskestegssandwich/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/red-cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/cf24c6a2f06f4f45bad71172b0a75be2.png?h=120&w=120,https://www.tasteatlas.com/Picklings,https://cdn.tasteatlas.com/images/dishgroups/ed693cb967654e728565a8ad08057db4.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/ketchup,https://cdn.tasteatlas.com/images/dishes/64adc6ca5bbd48e283fb1a4515c749f0.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,flæskesteg,
https://www.tasteatlas.com/risalamande,https://cdn.tasteatlas.com//Images/Dishes/2c62e7255fbf4c89977e646a0f309a16.jpg?mw=660,39,Pudding,https://www.tasteatlas.com/puddings,Risalamande,4.2,,,,"Traditionally prepared and enjoyed during Christmastime, the creamy risalamande is an uplifted, lighter version of the classic . While the already flavorful plain pudding is enjoyed on Christmas Eve, on the following da...",READ MORE,https://www.tasteatlas.com/risalamande/wheretoeat,,,,,,,,,,,,,Danish rice pudding,
https://www.tasteatlas.com/hjerter-i-fldesovs,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,40,Offal Dish,https://www.tasteatlas.com/Offal,Hjerter i flødesovs,,,,,"This Danish classic couples pig or beef hearts and a creamy, flavorful sauce. The hearts should be thoroughly cleaned and are usually sliced before they are shortly seared and then braised in a sauce that is enriched with sautéed onions, wh...",READ MORE,https://www.tasteatlas.com/hjerter-i-fldesovs/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/citronfromage,https://cdn.tasteatlas.com//Images/Dishes/46f9a03c557d407f872cc798eae5e6e6.jpg?mw=660,41,Dessert,https://www.tasteatlas.com/Desserts,Citronfromage,,,,,"Citronfromage is a creamy Danish lemon-based dessert. Although the name is derived from the French words for  and , traditional and modern versions have never employed cheese, and citronfromage has more in common with ...",READ MORE,https://www.tasteatlas.com/citronfromage/wheretoeat,,,,,,,,,,,,,lemon,n/a
https://www.tasteatlas.com/gule-rter,https://cdn.tasteatlas.com//images/dishes/27bf3773f6074509b268fc4dd3c90973.jpg?mw=660,42,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Gule Ærter,,,,,"Although it originated as a simple, rustic dish, this comforting pea soup has turned into a national classic over the years. It usually consists of green or yellow split peas which are cooked together with various vegetables and seasonings. The di...",READ MORE,https://www.tasteatlas.com/gule-rter/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/dyrlgens-natmad,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,43,Sandwich,https://www.tasteatlas.com/sandwiches,Dyrlægens natmad,4.0,,,,"Dyrlægens natmad, which translates to , is a popular variety of the Danish . The sandwich is assembled with rye bread that is spread with butter and used as a base to hol...",READ MORE,https://www.tasteatlas.com/dyrlgens-natmad/wheretoeat,,,,,,,,,,,,,veterinarian's midnight snack,
https://www.tasteatlas.com/bleflsk,https://cdn.tasteatlas.com//images/dishes/8934a22818ee4f0dba315bcb2d6617d4.jpg?mw=660,44,Pork Dish,https://www.tasteatlas.com/pork-dishes,Æbleflæsk,,Best in   (Copenhagen),Restaurant Kronborg,https://www.tasteatlas.com/RestaurantKronborg,"Apple pork is a Danish classic which originated as a frugal wintertime dish. It consists of fried or roasted pork belly and a flavorful combination of sautéed apples and onions. Typically served over rye bread, it appears in numerous variet...",READ MORE,https://www.tasteatlas.com/bleflsk/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/llebrd,https://cdn.tasteatlas.com//images/dishes/39b0a6467c6f489f97e1d804a491fcd1.jpg?mw=660,45,Porridge,https://www.tasteatlas.com/Porridge,Øllebrød,,,,,"Øllebrød is a traditional Danish rye bread porridge that is usually served as a sweet and nutritious breakfast. It consists of a mixture of stale rye bread soaked in water, milk, or traditional Danish beer, which is later cooked unti...",READ MORE,https://www.tasteatlas.com/llebrd/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pariserbf,https://cdn.tasteatlas.com//images/dishes/d162a05d8f1e4996af963dcfc7001349.jpg?mw=660,46,Beef Dish,https://www.tasteatlas.com/beef-dishes,Pariserbøf,,,,,"This tasty Danish dish consists of pan-fried bread that is topped with a thick beef patty. It is complemented with pickled beets, onions, capers, horseradish, and a raw egg yolk. Although not much is known about its origin or name, it is a common ...",READ MORE,https://www.tasteatlas.com/pariserbf/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/capers,https://cdn.tasteatlas.com/images/ingredientgroups/c3e80c4b4ffb4e27ac02a1ae9f0185d2.png?h=120&w=120,https://www.tasteatlas.com/horseradish,https://cdn.tasteatlas.com/images/ingredientgroups/f0615ac67af849cba9c22ea4ff94f949.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,n/a
https://www.tasteatlas.com/rdspttefilet,https://cdn.tasteatlas.com//images/dishes/7fe7b88798b3477f92ce60bca6e2be5c.jpg?mw=660,47,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Rødspættefilet,,,,,"In Denmark, fried plaice fillets are a restaurant staple as well as a common home cooked meal. They are usually breaded or lightly dusted with rye flour before they are pan-fried until golden and crispy. Fillets are often incorporated in the open-...",READ MORE,https://www.tasteatlas.com/rdspttefilet/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/culottesteg,https://cdn.tasteatlas.com//images/dishes/b3b95067f8884c5c8e5618c368960041.jpg?mw=660,48,Beef Dish,https://www.tasteatlas.com/beef-dishes,Culottesteg,,,,,"Danish culottesteg is traditionally prepared with top sirloin cap—the lean, boneless beef steak. The rind is usually left on the steak, and the whole cut is typically marinated or rubbed with spices and various herbs before it is roasted unt...",READ MORE,https://www.tasteatlas.com/culottesteg/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/stegte-sild,https://cdn.tasteatlas.com//images/dishes/536aa3877d07469fa6727d1dd1771648.jpg?mw=660,49,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Stegte sild,,,,,"Fried pickled herring is a Danish classic that is characterized by its tender texture and mild acidity. Herring fillets are dusted with breadcrumbs or flour, shortly fried until crispy, then submerged in a lightly sweetened brine that is often spi...",READ MORE,https://www.tasteatlas.com/stegte-sild/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/krebinetter,https://cdn.tasteatlas.com//images/dishes/d633a48a910a4c02b7ea6537ade150de.jpg?mw=660,50,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Krebinetter,,,,,"This Danish specialty consists of thick meat patties that are typically made with minced pork or a combination of minced pork and veal. The meat patties are dipped in eggs, coated with seasoned breadcrumbs, and pan-fried in melted butter or oil un...",READ MORE,https://www.tasteatlas.com/krebinetter/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/millionbf,https://cdn.tasteatlas.com//images/dishes/d42a0259eb404180929d24e88cdb986b.jpg?mw=660,51,Stew,https://www.tasteatlas.com/Stews,Millionbøf,,,,,"With an intriguing name translated as , this comforting Danish dish consists of ground beef that is stewed alongside onions and a variety of spices. The key is to break down the meat, as if it consists of a million tiny piec...",READ MORE,https://www.tasteatlas.com/millionbf/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,million steaks,n/a
https://www.tasteatlas.com/paskelam,https://cdn.tasteatlas.com//images/dishes/e839db4454794d508ba42fa6e519453b.jpg?mw=660,52,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Påskelam,,,,,"The tradition of eating lamb for Easter stems from the ancient Jewish tradition, which has its roots in ancient Passover observance and at the same time symbolizes sacrifice. In Denmark, lamb meat is also a traditional Easter staple. Various cuts ...",READ MORE,https://www.tasteatlas.com/paskelam/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/rd-plse,https://cdn.tasteatlas.com//images/dishes/e7de5ff9cc0d4bd3b2d8b1745c4ac5bc.jpg?mw=660,53,Sausage,https://www.tasteatlas.com/Sausages,Rød pølse,3.7,,,,"These popular Danish sausages are prepared with pork meat and are lightly smoked over beech wood. They are characterized by their distinctive red color and the use of spices that typically include nutmeg, allspice, and cardamom. It is said that th...",READ MORE,https://www.tasteatlas.com/rd-plse/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/stegt-gas,https://cdn.tasteatlas.com//images/dishes/86da534ecb6e4361b6d5c7af24101999.jpg?mw=660,54,Goose Dish,https://www.tasteatlas.com/goose-dishes,Stegt gås,,,,,Roasted goose is a Danish specialty usually enjoyed on special occasions and often used as a welcoming replacement for the more traditional roasted duck. The goose is thoroughly cleaned and is usually stuffed with quartered apples or a combination...,READ MORE,https://www.tasteatlas.com/stegt-gas/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kiviak,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,55,Game Dish,https://www.tasteatlas.com/game-dishes,Kiviak,,,,,"Kiviak is a bizarre Inuit delicacy originating from Greenland. It consists of numerous dead auk birds that are stuffed into a dead seal, and the combination is then left to ferment under a rock, usually for around three months. The seal needs to b...",READ MORE,https://www.tasteatlas.com/kiviak/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/juleand,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,56,Poultry Dish,https://www.tasteatlas.com/Poultry-dishes,Juleand,,,,,"Juleand is a traditional meat dish originating from Denmark and it consists of roasted duck or goose that's traditionally made for Christmas. The dish is made with a combination of duck or goose, salt, pepper, apples, shallots, prunes, thyme, and ...",READ MORE,https://www.tasteatlas.com/juleand/wheretoeat,https://www.tasteatlas.com/Duck,https://cdn.tasteatlas.com/images/ingredientgroups/0a14c8f14ae348468a1f8f23c4738bef.png?h=120&w=120,https://www.tasteatlas.com/Geese,https://cdn.tasteatlas.com/images/ingredientgroups/4e4f9ee7e0a14e639664705515e7a652.png?h=120&w=120,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/Prunes,https://cdn.tasteatlas.com/images/ingredientgroups/75fe720786dd42e0896eef781fd7e6b2.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,n/a
https://www.tasteatlas.com/fldekager,https://cdn.tasteatlas.com//images/dishes/0372ffdf162541f5bed675e626b92a27.jpg?mw=660,57,Cake,https://www.tasteatlas.com/cakes,Flødekager,,,,,"The term flødekager encompasses a wide group of traditional Danish cream cakes that are usually small in size and elegantly decorated. They mainly consist of a sponge, shortcrust, or puff pastry base that is coupled with creamy fillings and...",READ MORE,https://www.tasteatlas.com/fldekager/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/fiskefilet-med-remoulade,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,58,Sandwich,https://www.tasteatlas.com/sandwiches,Fiskefilet med remoulade,,,,,"Fiskefilet med remoulade is a Danish open-faced sandwich. It consists of a breaded and fried fish fillet (plaice, cod, flounder, sole, or any white fish) that's placed on a slice of buttered rye bread () with lettuce leaves....",READ MORE,https://www.tasteatlas.com/fiskefilet-med-remoulade/wheretoeat,,,,,,,,,,,,,rugbrød,n/a
https://www.tasteatlas.com/hnsekdssuppe,https://cdn.tasteatlas.com//images/dishes/ab4879edc56149bea263d5472dd936a9.jpg?mw=660,59,Chicken Soup,https://www.tasteatlas.com/chicken-soups,Hønsekødssuppe,,,,,"Danish chicken soup is usually prepared with a flavorful, clear chicken broth, vegetables such as carrots and leeks, small-sized pork or beef meatballs, and dumplings. It is usually seasoned with various fresh herbs such as thyme and parsley, and ...",READ MORE,https://www.tasteatlas.com/hnsekdssuppe/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/thyme,https://cdn.tasteatlas.com/images/ingredientgroups/45790b24a3b24deb93df46bad31f8b4c.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,,n/a
https://www.tasteatlas.com/skipperlabskovs,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,60,Stew,https://www.tasteatlas.com/Stews,The Captain's Stew (Skipperlabskovs),,,,,"Skipperlabskovs is a traditional stew originating from Denmark. Also known as the captain's stew, it's usually made with a combination of beef, onions, beef stock, potatoes, red wine vinegar, oil, thyme, bay leaves, chives, and salt. The beef is c...",READ MORE,https://www.tasteatlas.com/skipperlabskovs/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/beef-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/f7fb38560fb04819821ba800ce8eaa84.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/red-wine-vinegars,https://cdn.tasteatlas.com/images/ingredientgroups/cdf728d281da4e4dafb9fd83fc992024.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,n/a
https://www.tasteatlas.com/brunede-kartofler,https://cdn.tasteatlas.com//Images/Dishes/569169f3ce11423a993d6f4a9ba48392.jpg?mw=660,61,Side Dish,https://www.tasteatlas.com/Sides,Brunede kartofler,,,,,"Traditionally associated with Christmastime, brunede kartofler (lit. caramelized potatoes) is a simple, yet immensely flavorful Danish dish. The potatoes are cooked, peeled, and then simmered in a mixture of sugar and butter until they are complet...",READ MORE,https://www.tasteatlas.com/brunede-kartofler/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/hns-i-asparges,https://cdn.tasteatlas.com//images/dishes/ff1dac7397c24e0d8e6eb90d8ca51ff9.jpg?mw=660,62,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Høns i asparges,,,,,"These delicious mini-tarts consist of a puff pastry shell that is filled with a creamy combination of chicken and asparagus. Dating back to the beginning of the 20th century, this Danish classic is usually enjoyed as an appetizer, a light main cou...",READ MORE,https://www.tasteatlas.com/hns-i-asparges/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/chicken-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/26ef22f9ecfa4b85961173e2165f1ab8.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Asparagus,https://cdn.tasteatlas.com/images/ingredientgroups/f66bd394edcd44a48ac6bc06ff71fabd.png?h=120&w=120,,n/a
https://www.tasteatlas.com/rget-al-med-rrg,https://cdn.tasteatlas.com//images/dishes/27b82e00d2cb418486a574b1b72d29a8.jpg?mw=660,63,Breakfast,https://www.tasteatlas.com/Breakfast,Røget ål med røræg,,,,,"The combination of tender smoked eel and buttery scrambled eggs is a popular breakfast and lunch option in Denmark and Sweden. The combination is either served individually or as a topping on traditional, open-faced",,https://www.tasteatlas.com/rget-al-med-rrg/wheretoeat,,,,,,,,,,,,,smørrebrødREAD MORE,n/a
https://www.tasteatlas.com/koldt-bord,https://cdn.tasteatlas.com//images/dishes/3a1b6a1c517944178533668ac2e50626.jpg?mw=660,64,Assorted Small Dishes or Ritual,https://www.tasteatlas.com/small-dishes,Koldt Bord,,,,,"Although it is translated as cold buffet, Danish koldt bord is a traditional meal in which a variety of cold and warm dishes are served buffet-style. Danish tradition suggests that every buffet should have a serving of meat, cold cuts, seafood, ch...",READ MORE,https://www.tasteatlas.com/koldt-bord/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/stegt-lever,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,65,Offal Dish,https://www.tasteatlas.com/Offal,Stegt lever,,,,,"Pan-fried calf’s liver is a traditional Danish dish that can be prepared in a variety of ways. Usually, the liver is dusted with flour and shortly pan-fried until golden. It is often coupled with hefty amounts of caramelized onions and the l...",READ MORE,https://www.tasteatlas.com/stegt-lever/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/flskeggekage,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,66,Egg Dish,https://www.tasteatlas.com/egg-dishes,Flæskeæggekage,,,,,"The name of this simple Danish dish is translated as . It is prepared stovetop with a thick batter that employs eggs, milk, and flour. When thoroughly cooked, strips of pre-fried bacon are neatly placed on top, and the w...",READ MORE,https://www.tasteatlas.com/flskeggekage/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,,,bacon and egg cake,n/a
