search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/pastel-de-jaiba,https://cdn.tasteatlas.com//images/dishes/3e64646a213347dc8e2e1fa9bcf884ba.jpg?mw=660,29,Casserole,https://www.tasteatlas.com/casserole,Pastel de jaiba,,Best in   (Coquimbo),La Picá del Lupa,https://www.tasteatlas.com/la-pica-del-lupa,"Pastel de jaiba is a decadent Chilean crab casserole hailing from Santiago, where it can be found in most restaurants. The dish is made with crab meat, crustless bread, garlic, onions, milk, chili peppers, white wine, butter, fish stock, cream, an...",,READ MORE,https://www.tasteatlas.com/pastel-de-jaiba/wheretoeat,https://www.tasteatlas.com/crabs,https://cdn.tasteatlas.com/images/ingredientgroups/37e8f7030f474704ac241bb0695a92f9.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,n/a
https://www.tasteatlas.com/cuchufli,https://cdn.tasteatlas.com//images/dishes/9c7d99cda9dc433bb0b5f25ad9e9f49f.jpg?mw=660,30,Snack,https://www.tasteatlas.com/Snacks,Cuchuflí,4.3,,,,"Cuchuflí are popular Chilean sweet snacks that look like thin, crispy tubes with a texture similar to that of wafers. They consist of sugar, flour, butter, egg whites, and vanilla flavoring. These sweet treats are often filled with dulce de...",,READ MORE,https://www.tasteatlas.com/cuchufli/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/tomatican,https://cdn.tasteatlas.com//images/dishes/d76c41423c9a43f18960f0b819b97da0.jpg?mw=660,31,Stew,https://www.tasteatlas.com/Stews,Tomaticán,,,,,"Tomaticán or  is a traditional Chilean stew made with meat, tomatoes, onions and sweet corn. It is a typical dish of the rural areas of Chile, usually prepared with fresh ingredients. Because fresh corn and tomatoe...",tomatican chileno,READ MORE,https://www.tasteatlas.com/tomatican/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/carbonada-chilena,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,32,Stew,https://www.tasteatlas.com/Stews,Carbonada chilena,,,,,"Carbonada chilena is a traditional brothy stew originating from Chile. The soup-like stew is usually prepared with a combination of beef (often chuck roast), potatoes, carrots, bell peppers, celery, onions, pumpkin, corn, peas, garlic, paprika, or...",,READ MORE,https://www.tasteatlas.com/carbonada-chilena/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,n/a
https://www.tasteatlas.com/ensalada-chilena,https://cdn.tasteatlas.com//images/dishes/227d06566b5742a5af34a2f4e4ecbb40.jpg?mw=660,33,Salad,https://www.tasteatlas.com/Salads,Ensalada Chilena,3.9,,,,"Ensalada chilena is a Chilean salad consisting of tomatoes, onions, olive oil, and coriander. It is sometimes enriched by the addition of hot chile peppers. The salad is a staple on almost every Chilean table and a common accompaniment to numerous...",,READ MORE,https://www.tasteatlas.com/ensalada-chilena/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,,,
https://www.tasteatlas.com/barros-jarpa,https://cdn.tasteatlas.com//images/dishes/6f27c3918cc1441baff57e0b60c5f503.jpg?mw=660,34,Sandwich,https://www.tasteatlas.com/sandwiches,Barros Jarpa,,,,,"Barros Jarpa is a popular Chilean sandwich consisting of grilled sandwich bread filled with a slice of ham and cheese, usually , which is similar to farmer's cheese. The sandwich is a variation of the , which ...",mantecoso,READ MORE,https://www.tasteatlas.com/barros-jarpa/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/choritos-al-vapor,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,35,Mussel Dish,https://www.tasteatlas.com/mussel-dishes,Choritos al vapor,,,,,"Choritos al vapor is a traditional mussel dish originating from the coastal areas of Chile. Although there are many variations, the dish is usually made with a combination of fresh mussels, garlic, white wine, longaniza sausage, onions, oregano, a...",,READ MORE,https://www.tasteatlas.com/choritos-al-vapor/wheretoeat,https://www.tasteatlas.com/mussels,https://cdn.tasteatlas.com/images/ingredientgroups/a050287a4d1149f5898090f628c216e8.png?h=120&w=120,https://www.tasteatlas.com/longaniza,https://cdn.tasteatlas.com/images/dishes/aec0bd68bce041f48c24998179680492.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/oregano,https://cdn.tasteatlas.com/images/ingredientgroups/ca0a5e4ce6d449e0a8e008d083caa4a4.png?h=120&w=120,n/a
https://www.tasteatlas.com/umu-rapa-nui,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,36,Feast,https://www.tasteatlas.com/Feasts,Umu Rapa Nui,,Best in   (Easter Island),Te Ra'ai,https://www.tasteatlas.com/te-raai,Umu is a traditional dish originating from the Easter Islands as a specialty of the Rapa Nui people and a version of the more popular Chilean curanto. A hole is frist dug in the ground and the base is covered with kindling. A pile of volcanic rock...,,READ MORE,https://www.tasteatlas.com/umu-rapa-nui/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/chochoca,https://cdn.tasteatlas.com//images/dishes/67421a4dbffb49648d31dec9e0eb91ea.jpg?mw=660,37,Snack,https://www.tasteatlas.com/Snacks,Chochoca,,,,,"Chochoca is a Chilean dish originating from Chiloé. It is prepared by wrapping the dough made from potatoes and flour around a contraption resembling a large rolling pin, then rotating it over the flames and cooking it in the process. Once ...",,READ MORE,https://www.tasteatlas.com/chochoca/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/conejitos,https://cdn.tasteatlas.com//images/dishes/3b4ab9ea26d2489fb3904a4c4d8a4946.jpg?mw=660,38,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Conejitos,,,,,"Conejitos or  are popular Chilean sweet treats consisting of pastry dough made with sugar, flour, milk, eggs, leavening agents, and butter, which is then filled with crema pastelera, a type of pastry cream made with milk, sugar, eg...",conejos,READ MORE,https://www.tasteatlas.com/conejitos/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/nachi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,39,Snack,https://www.tasteatlas.com/Snacks,Ñachi,,,,,"In Chile's countryside and rural areas, there is an unusual snack called ñachi. It is made with the blood of freshly killed lambs, goats, or pigs. The blood is combined with salt, coriander, lemon juice, and smoked pepper, and the concoctio...",,READ MORE,https://www.tasteatlas.com/nachi/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/chapalele,https://cdn.tasteatlas.com//images/dishes/19a7682d5d8d496bb75490bc507e4644.jpg?mw=660,40,Bread,https://www.tasteatlas.com/Breads,Chapalele,,,,,"Chapalele is a Chilean bread made with only two ingredients – potatoes and flour. It originates from the Chiloé Island, where it is traditionally steamed and cooked in  – a hole in the ground used for preparing f...",curanto,READ MORE,https://www.tasteatlas.com/chapalele/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/palta-reina,https://cdn.tasteatlas.com//images/dishes/f815fde880154f95afffe6f082917704.jpg?mw=660,41,Salad,https://www.tasteatlas.com/Salads,Palta reina,,,,,"Palta reina is a delicious Chilean dish that consists of chicken salad on a halved avocado. The chicken topping for this simple appetizer is typically made with chicken breasts, mayonnaise, garlic, mustard, onions, fresh herbs, and cayenne pepper....",,READ MORE,https://www.tasteatlas.com/palta-reina/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Avocados,https://cdn.tasteatlas.com/images/ingredientgroups/1a2a8fc0806246a492a2b86d39d87834.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,n/a
https://www.tasteatlas.com/tortilla-de-rescoldo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,42,Bread,https://www.tasteatlas.com/Breads,Tortilla de rescoldo,,,,,"Tortilla de rescoldo is a traditional unleavened bread originating from the central-northern regions of Chile. The bread is usually prepared with a combination of flour, butter, salt, and sometimes baking soda. The soft dough is shaped into disks,...",,READ MORE,https://www.tasteatlas.com/tortilla-de-rescoldo/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/baking-soda,https://cdn.tasteatlas.com/images/ingredientgroups/eed7d6a3369340d6a1c6218e16f6cbe4.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/pollo-al-cognac,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,43,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Pollo al cognac,,,,,"Pollo al cognac is a traditional chicken dish originating from Chile. The dish is usually made with a combination of chicken pieces, cognac, crushed garlic, white wine, butter, bay leaves, salt, and pepper. The skin is removed from the chicken and...",,READ MORE,https://www.tasteatlas.com/pollo-al-cognac/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/cognac,https://cdn.tasteatlas.com/images/dishes/314008978c4d4c0ca9964ffc8076cd54.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,n/a
https://www.tasteatlas.com/arroz-graneado,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,44,Side Dish,https://www.tasteatlas.com/Sides,Arroz graneado,,,,,Arroz graneado or  is a simple Chilean rice dish made with long-grained white rice that is cooked with golden-fried minced garlic and (optionally) carrots. It is traditionally served as a side dish accompanying bigger meals. I...,grained rice,READ MORE,https://www.tasteatlas.com/arroz-graneado/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/milcao,https://cdn.tasteatlas.com//images/dishes/5cc429d1406e43a89f5498e6ee8cf90c.jpg?mw=660,45,Pancake,https://www.tasteatlas.com/pancakes,Milcao,,,,,"Milcao is a traditional Chilean dish originating from the Chiloé Archipelago. It consists of grated potatoes, mashed potatoes, and usually lard and seasonings, resulting in a type of potato pancake. Traditionally, only Chilotan potatoes sho...",,READ MORE,https://www.tasteatlas.com/milcao/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/tortilla-de-porotos-verdes,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,46,Egg Dish,https://www.tasteatlas.com/egg-dishes,Tortilla de porotos verdes,,,,,"Tortilla de porotos verdes is a traditional egg-based dish that's especially popular in Chile. This omelet is usually made with a combination of eggs, green beans, salt, and oil, although it can also be enriched with onions and milk or cream for e...",,READ MORE,https://www.tasteatlas.com/tortilla-de-porotos-verdes/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/ubre-asada,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,47,Offal Dish,https://www.tasteatlas.com/Offal,Ubre asada,,,,,"Ubre asada is a Chilean dish that can be translated as . In order to prepare it, fresh young cow's udders are sliced, seasoned, then grilled until they develop a golden color. If cooked properly, the udders should have a spon...",grilled udder,READ MORE,https://www.tasteatlas.com/ubre-asada/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/panqueques-verdes,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,48,Pancake,https://www.tasteatlas.com/pancakes,Panqueques verdes,,,,,"Panqueques verdes is a traditional green pancake originating from Chile. The pancakes are usually made with a combination of flour, eggs, milk, salt, and either spinach or chard. The eggs are beaten, mixed with cold milk and flour, and seasoned wi...",,READ MORE,https://www.tasteatlas.com/panqueques-verdes/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/chard,https://cdn.tasteatlas.com/images/ingredientgroups/189e8669841a4f9c9c56f5b8498cbcd1.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,n/a
https://www.tasteatlas.com/risotto-de-quinoa-y-pimientos-amarillos,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,49,Vegetarian Dish,https://www.tasteatlas.com/vegetarian-dishes,Risotto de quinoa y pimientos amarillos,,,,,"Risotto de quinoa y pimientos amarillos is a traditional dish originating from Chile, but it's also popular in Bolivia. It's made with a combination of quinoa, aji amarillo peppers, grated cheese, vegetable stock, butter, salt, and pepper. The qui...",,READ MORE,https://www.tasteatlas.com/risotto-de-quinoa-y-pimientos-amarillos/wheretoeat,https://www.tasteatlas.com/Quinoa,,https://www.tasteatlas.com/aji-amarillo,,https://www.tasteatlas.com/Cheese,,https://www.tasteatlas.com/vegetable-stocks,,https://www.tasteatlas.com/Butter,,https://www.tasteatlas.com/Salt,,n/a
