search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,item-location href,item-location,score-text--na
https://www.tasteatlas.com/kainuun-ronttonen,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,46,Sweet Pie,https://www.tasteatlas.com/sweet-pies,Kainuun rönttönen,,"Originating from Finland's Kainuun region, Kainuun rönttönen is a small open pie with a crust made from rye and wheat flour that is filled with a combination of potatoes, lingonberries, and rye flour. Unlike today, in the past it was a l...",,https://www.tasteatlas.com/kainuun-ronttonen/wheretoeat,,,,,,,,,https://www.tasteatlas.com/kainuu,Kainuu,n/a
https://www.tasteatlas.com/kanttarellikeitto,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,47,Mushroom Soup,https://www.tasteatlas.com/mushroom-soups,Chanterelle Soup (Kanttarellikeitto),,"Kanttarellikeitto is a traditional soup originating from Finland. The soup is usually made with a combination of chanterelle mushrooms, butter, onions, parsley, flour, vegetable stock, heavy cream, salt, and pepper. The mushrooms are chopped and s...",,https://www.tasteatlas.com/kanttarellikeitto/wheretoeat,https://www.tasteatlas.com/chanterelles,https://cdn.tasteatlas.com/images/ingredientgroups/663900a4ace04d8a80917486eb84dfa9.png?h=120&w=120,https://www.tasteatlas.com/vegetable-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/f39ab112e428413d822ce2e6966c6f4d.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/rossypottu,https://cdn.tasteatlas.com//images/dishes/be98eabb6e0f47369f4a5079ca671b90.jpg?mw=660,48,Stew,https://www.tasteatlas.com/Stews,Rössypottu,,"Rössypottu is a traditional Finnish stew originating from the Oulu region. This simple stew is prepared with a combination of potatoes (), pork, smoked bacon, onions, salt, black pepper, and blood sausage (). ...",pottu,https://www.tasteatlas.com/rossypottu/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/blood-sausages,https://cdn.tasteatlas.com/images/dishgroups/872dfd49f04347b68adbd1f73878e222.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/oulu,Oulu,n/a
https://www.tasteatlas.com/ruislimppu,https://cdn.tasteatlas.com//images/dishes/0647b6436a554c44bd9739f182e3ebae.jpg?mw=660,49,Bread,https://www.tasteatlas.com/Breads,Ruislimppu,,"Ruislimppu is a whole rye bread that is traditionally prepared in eastern Finland. It typically consists of a sourdough starter, whole rye flour, warm water, and salt, and it is allowed to ferment overnight. Traditionally, the bread calls for usin...",,https://www.tasteatlas.com/ruislimppu/wheretoeat,,,,,,,,,https://www.tasteatlas.com/eastern-finland,Eastern Finland,n/a
https://www.tasteatlas.com/sirkkaleipa,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,50,Bread,https://www.tasteatlas.com/Breads,Sirkkaleipä,,"Sirkkaleipä is a unique bread from Finland, containing about 70 dried house crickets in the dough. The bread is produced by a large food company called Fazer. The crickets are ground into a fine powder, then added to the flour before baking. ...",,https://www.tasteatlas.com/sirkkaleipa/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/helmipuuro,https://cdn.tasteatlas.com//images/dishes/81e620a2bf944cdc831c760d6b5fd99a.jpg?mw=660,51,Porridge,https://www.tasteatlas.com/Porridge,Helmipuuro,,"Translated as , helmipuuro is a traditional Finnish dish that is prepared with dehydrated potato granules. When combined with boiling milk, the granules swell and turn into translucent, pearl-like orbs. The porridge is usual...",pearl porridge,https://www.tasteatlas.com/helmipuuro/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/sultsina,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,52,Snack,https://www.tasteatlas.com/Snacks,Sultsina,,"Sultsina is a Finnish delicacy hailing from North Karelia that is best described as a cross between a thick crêpe and a crispy flatbread. It is traditionally prepared with rye flour dough that is thinly rolled, then dry-baked on a griddle. E...",,https://www.tasteatlas.com/sultsina/wheretoeat,,,,,,,,,https://www.tasteatlas.com/north-karelia,North Karelia,n/a
https://www.tasteatlas.com/mykyrokka,https://cdn.tasteatlas.com//images/dishes/249d87ccacb44b91833eacce1abfb64f.jpg?mw=660,53,Soup,https://www.tasteatlas.com/Soups,Mykyrokka,,"Mykyrokka is a traditional Finnish soup hailing from the central Savo region. It consists of blood dumplings – traditionally prepared with blood and rye flour and usually shaped as flat, palm-sized discs – potatoes, and various types o...",,https://www.tasteatlas.com/mykyrokka/wheretoeat,,,,,,,,,https://www.tasteatlas.com/southern-savonia,Southern Savonia,n/a
https://www.tasteatlas.com/sillikaviaari,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,54,Spread,https://www.tasteatlas.com/spreads,Chopped Herring Spread (Sillikaviaari),,"Sillikaviaari is a traditional spread originating from Finland. The spread is usually made with a combination of marinated herring, hard-boiled eggs, onions, dill, sour cream, mustard, and capers. The herrings are patted dry and chopped into small...",,https://www.tasteatlas.com/sillikaviaari/wheretoeat,https://www.tasteatlas.com/herrings,https://cdn.tasteatlas.com/images/ingredientgroups/80ae21710b104835bc0b61adebf572e0.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/rusinamakkara,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,55,Sausage,https://www.tasteatlas.com/Sausages,Rusinamakkara,,"Rusinamakkara is an unusual Finnish sausage originating from Turku. It is made with barley flakes, pork, onions, milk, syrup, allspice, white pepper, salt, and raisins. Although this sausage is often marketed as one of Finnish Christmas delicacies...",,https://www.tasteatlas.com/rusinamakkara/wheretoeat,,,,,,,,,https://www.tasteatlas.com/turku,Turku,n/a
https://www.tasteatlas.com/nokia-kuuma-koira,https://cdn.tasteatlas.com//images/dishes/ee0bf0c699b3434284665b8326bc65c6.jpg?mw=660,56,Hot Dog,https://www.tasteatlas.com/hot-dogs,Nokia kuuma koira,,Kuuma koira is a traditional Finnish street food originating from the city of Nokia. It consists of sausages that are placed into split sugary doughnuts. These hot dogs are typically wrapped in greasy paper and topped with homemade mustard. Kuuma ...,,https://www.tasteatlas.com/nokia-kuuma-koira/wheretoeat,,,,,,,,,https://www.tasteatlas.com/nokia,Nokia,n/a
