# CSV-File created with merge-csv.com
# -----------------------------------------------------------

search-results__item-image href,search-results__item-image src,Type,Name,Country
https://www.tasteatlas.com/pkhali,https://cdn.tasteatlas.com//Images/Dishes/1d4cc0b55d1b41d1acda068c5059a746.jpg?mw=660,Side Dish,Pkhali,Georgia
https://www.tasteatlas.com/bazhe,https://cdn.tasteatlas.com//images/dishes/fbdd823a18a8442cbbaf4650e03b49aa.jpg?mw=660,Sauce,Bazhe,Georgia
https://www.tasteatlas.com/mchadi,https://cdn.tasteatlas.com//Images/Dishes/7114fa72a0f04dce8bedef50c7276c2e.jpg?mw=660,Bread,Mchadi,Georgia
https://www.tasteatlas.com/gozinaki,https://cdn.tasteatlas.com//images/dishes/05379d665e7242ab9ffef5853a8162eb.jpg?mw=660,Dessert,Gozinaki,Georgia
https://www.tasteatlas.com/skhmeruli,https://cdn.tasteatlas.com//images/dishes/b19724ae79b84cedbe5497c3bde69c9a.jpg?mw=660,Poultry Dish,Skhmeruli,Georgia
https://www.tasteatlas.com/chashushuli,https://cdn.tasteatlas.com//images/dishes/22a3c353ca9d4dde8ae4411b2601f7d8.jpg?mw=660,Stew,Chashushuli,Georgia
https://www.tasteatlas.com/ojakhuri,https://cdn.tasteatlas.com//Images/Dishes/f27757082b4243febc4125cc19763e8c.jpg?mw=660,Meat Dish,Ojakhuri,Georgia
https://www.tasteatlas.com/khashlama,https://cdn.tasteatlas.com//Images/Dishes/d4eb43a7b67b44ca99071a1378628090.jpg?mw=660,Meat Dish,Khashlama,Georgia
https://www.tasteatlas.com/mingrelian-khachapuri,https://cdn.tasteatlas.com//images/dishes/f143bb074f5b4683aacc80adb142d0b8.jpg?mw=660,Savory Pie,Mingrelian khachapuri,Georgia
https://www.tasteatlas.com/satsivi,https://cdn.tasteatlas.com//Images/Dishes/20410ba23f95484f986fdde84c293bc5.jpg?mw=660,Sauce,Satsivi,Georgia
https://www.tasteatlas.com/pelamushi,https://cdn.tasteatlas.com//Images/Dishes/c3ecdfc653854fe1b524b736e7856902.jpg?mw=660,Dessert,Pelamushi,Georgia
https://www.tasteatlas.com/shotis-puri,https://cdn.tasteatlas.com//Images/Dishes/6baaa1f54cf745eebf7c579bdd99c636.jpg?mw=660,Bread,Shotis puri,Georgia
https://www.tasteatlas.com/tklapi,https://cdn.tasteatlas.com//Images/Dishes/73e59c8240944d2fb32b33c5c2d8c563.jpg?mw=660,Dessert,Tklapi,Georgia
https://www.tasteatlas.com/penovani-khachapuri,https://cdn.tasteatlas.com//images/dishes/a823e6bccf9e407e8ae8721f20458bf4.jpg?mw=660,Savory Pie,Penovani khachapuri,Georgia
https://www.tasteatlas.com/satsebeli,https://cdn.tasteatlas.com//images/dishes/9863a849c63e43998e976e7a87b6ea5b.jpg?mw=660,Sauce,Satsebeli,Georgia
https://www.tasteatlas.com/chanakhi,https://cdn.tasteatlas.com//Images/Dishes/13756d3e74e34a6caeb08cf96fbc8a9e.jpg?mw=660,Stew,Chanakhi,Georgia
https://www.tasteatlas.com/kuchmachi,https://cdn.tasteatlas.com//Images/Dishes/0a7d2d51f6ff42feaaefeb79a3be3059.jpg?mw=660,Offal Dish,Kuchmachi,Georgia
https://www.tasteatlas.com/buglama-georgia,https://cdn.tasteatlas.com//Images/Dishes/7b7e08fbd55c48a09dafd32afb4c7e83.jpg?mw=660,Stew,Buglama,Georgia
https://www.tasteatlas.com/mujuji,https://cdn.tasteatlas.com//images/dishes/d39ae45d5fd64814bd54e7573f0063a2.jpg?mw=660,Offal Dish,Mujuji,Georgia
https://www.tasteatlas.com/khashi,https://cdn.tasteatlas.com//images/dishes/147bc6ff491c4a988229a0c420788389.jpg?mw=660,Offal Soup,Khashi,Georgia
https://www.tasteatlas.com/jonjoli,https://cdn.tasteatlas.com//Images/Dishes/9cfad75ccc5540e182d0b9e9775dd8a0.jpg?mw=660,Pickling,Jonjoli,Georgia
https://www.tasteatlas.com/abkhazura,https://cdn.tasteatlas.com//images/dishes/e54e1f3694454d569349db8a505930ee.jpg?mw=660,Meatballs,Abkhazura,Georgia
https://www.tasteatlas.com/achma,https://cdn.tasteatlas.com//images/dishes/0c68684b7d954ae489365636cbb47379.jpg?mw=660,Savory Pastry,Achma,Georgia
https://www.tasteatlas.com/gurian-khachapuri,https://cdn.tasteatlas.com//images/dishes/e33d904996d843b788b724717a3adc02.jpg?mw=660,Savory Pie,Gurian khachapuri,Georgia
https://www.tasteatlas.com/ossetian-khachapuri,https://cdn.tasteatlas.com//images/dishes/8d806bf7f6ba4ba6bdc46965831a634b.jpg?mw=660,Savory Pie,Ossetian khachapuri,Georgia
https://www.tasteatlas.com/svanetian-khachapuri,https://cdn.tasteatlas.com//images/dishes/3ec4ea5dcc8d4481b5221df11685fcfa.jpg?mw=660,Savory Pie,Svanetian khachapuri,Georgia
https://www.tasteatlas.com/chvishtari,https://cdn.tasteatlas.com//images/dishes/2a25f974a1d2415abd8338e1d50a649a.jpg?mw=660,Bread,Chvishtari,Georgia
https://www.tasteatlas.com/nadugi,https://cdn.tasteatlas.com//images/dishes/3c4b8f1ef11245ccac77c55c50ee350c.jpg?mw=660,Cheese Dish,Nadugi,Georgia
https://www.tasteatlas.com/soko-kecze,https://cdn.tasteatlas.com//images/dishes/2b3d53ff59ad42fbbf4434abbe2b36e4.jpg?mw=660,Snack,Soko kecze,Georgia
https://www.tasteatlas.com/shila-plavi,https://cdn.tasteatlas.com//images/dishes/58bb1e267ae24fa08d75018054c0c899.jpg?mw=660,Rice Dish,Shila plavi,Georgia
https://www.tasteatlas.com/kayrma,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Lamb/Mutton Dish,Kayrma,Georgia
https://www.tasteatlas.com/soko-ketze,https://cdn.tasteatlas.com//images/dishes/0338c6e676d1432db34771ece8276acc.jpg?mw=660,Appetizer,Soko ketze,Georgia
https://www.tasteatlas.com/ispanakhi-matsvnit,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Salad,Ispanakhi matsvnit,Georgia
https://www.tasteatlas.com/matsvnis-supi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Soup,Georgian Yogurt Soup (Matsvnis supi),Georgia
https://www.tasteatlas.com/ispanakhis-pkhali,https://cdn.tasteatlas.com//images/dishes/36b3c59c01764ec1a183f8729110d957.jpg?mw=660,Dip,Ispanakhis pkhali,Georgia
https://www.tasteatlas.com/kartophilis-chashushuli,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Stew,Kartophilis chashushuli,Georgia
https://www.tasteatlas.com/gebzhalia,https://cdn.tasteatlas.com//images/dishes/8e2ae08b8ca341c4bb63df8b4df5a587.jpg?mw=660,Cheese Dish,Gebzhalia,Georgia
https://www.tasteatlas.com/matzvnis,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Soup,Matzvnis,Georgia
https://www.tasteatlas.com/katmis-supi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Chicken Soup,Katmis supi,Georgia
https://www.tasteatlas.com/stapilos-pkhali,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Dip,Stapilos pkhali,Georgia
https://www.tasteatlas.com/jarkhlis-pkhali,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Dip,Jarkhlis pkhali,Georgia
https://www.tasteatlas.com/akhali-kartophili,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Potato Dish,Akhali kartophili,Georgia
https://www.tasteatlas.com/pomidori-tkhilit,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Side Dish,Pomidori tkhilit,Georgia
https://www.tasteatlas.com/pretzel,https://cdn.tasteatlas.com//images/dishes/a3d9f03625f14029a24dcadc88910171.jpg?mw=660,Bread,Pretzel,Germany
https://www.tasteatlas.com/bratwurst,https://cdn.tasteatlas.com//Images/Dishes/de9c2d8d21c5438580ee42ed9dfa41e4.jpg?mw=660,Sausage,Bratwurst,Germany
https://www.tasteatlas.com/schwarzwalder-kirschtorte,https://cdn.tasteatlas.com//Images/Dishes/b19aebb29acd4062b729913ed0af1692.jpg?mw=660,Cake,SchwarzwÃ¤lder Kirschtorte,Germany
https://www.tasteatlas.com/currywurst,https://cdn.tasteatlas.com//images/dishes/092c3f75df9b4d14ad7ef84308fc8dd2.jpg?mw=660,Sausage,Currywurst,Germany
https://www.tasteatlas.com/lebkuchen,https://cdn.tasteatlas.com//images/dishes/51106e1227fd4e3e8189cbfce83eaf67.jpg?mw=660,Cookie,Lebkuchen,Germany
https://www.tasteatlas.com/sauerkraut,https://cdn.tasteatlas.com//Images/Dishes/8920a1b2a09245a0928f64a915c0bb36.jpg?mw=660,Side Dish,Sauerkraut,Germany
https://www.tasteatlas.com/stollen,https://cdn.tasteatlas.com//Images/Dishes/fe327fabf2724f6da2d19e605c335787.jpg?mw=660,Sweet Bread,Stollen,Germany
https://www.tasteatlas.com/sauerbraten,https://cdn.tasteatlas.com//images/dishes/79dceb1607db46a7af6a42e2f84417a9.jpg?mw=660,Beef Dish,Sauerbraten,Germany
https://www.tasteatlas.com/leberkase,https://cdn.tasteatlas.com//Images/Dishes/ce6226bba9e049638de9401a82af9aea.jpg?mw=660,Ground Meat Dish,LeberkÃ¤se,Germany
https://www.tasteatlas.com/bavarian-cream,https://cdn.tasteatlas.com//images/dishes/9db4d4d5949f4601a19096527573729d.jpg?mw=660,Custard,Bavarian Cream,Germany
https://www.tasteatlas.com/weiwurste,https://cdn.tasteatlas.com//Images/Dishes/8f16bdd6f6d74fa5bbe443e8f69654c7.jpg?mw=660,Sausage,WeiÃwÃ¼rste,Germany
https://www.tasteatlas.com/schweinebraten,https://cdn.tasteatlas.com//images/dishes/4435dc86e7e148e9b5d688df24caff8f.jpg?mw=660,Pork Dish,Schweinebraten,Germany
https://www.tasteatlas.com/rouladen,https://cdn.tasteatlas.com//Images/Dishes/6f874852480a4f60904e15574ef35ff4.jpg?mw=660,Beef Dish,Rouladen,Germany
https://www.tasteatlas.com/pumpernickel,https://cdn.tasteatlas.com//Images/Dishes/65eb5fb2075a4075a3e29c39cce6a1a6.jpg?mw=660,Sweet Bread,Pumpernickel,Germany
https://www.tasteatlas.com/leberwurst,https://cdn.tasteatlas.com//Images/Dishes/4acd80f21d9e4bc2b78a8d3a3a772156.jpg?mw=660,Sausage,Leberwurst,Germany
https://www.tasteatlas.com/kartoffelsuppe,https://cdn.tasteatlas.com//Images/Dishes/43e8f633984649249e2ee16725540607.jpg?mw=660,Vegetable Soup,Kartoffelsuppe,Germany
https://www.tasteatlas.com/kasespatzle,https://cdn.tasteatlas.com//images/dishes/a5e9c93203964295b59e90fe57aa23ea.jpg?mw=660,Pasta,KÃ¤sespÃ¤tzle,Germany
https://www.tasteatlas.com/semmelknodel,https://cdn.tasteatlas.com//Images/Dishes/6db8b5fcdacc477083d97c65b89f5919.jpg?mw=660,Dumplings,SemmelknÃ¶del,Germany
https://www.tasteatlas.com/schweinshaxe,https://cdn.tasteatlas.com//images/dishes/0a1c8431a8f6445884cf0095ddc93c39.jpg?mw=660,Pork Dish,Schweinshaxe,Germany
https://www.tasteatlas.com/kasekuchen,https://cdn.tasteatlas.com//images/dishes/a45421ef162c4b2684d5221a1b67642c.jpg?mw=660,Cheese Dessert,KÃ¤sekuchen,Germany
https://www.tasteatlas.com/hendl,https://cdn.tasteatlas.com//images/dishes/1b2b1189b32f479db77ccfa6197a21be.jpg?mw=660,Chicken Dish,Hendl,Germany
https://www.tasteatlas.com/blutwurst,https://cdn.tasteatlas.com//images/dishes/db4c0b7e5da04a05be1d70fa5d99d440.jpg?mw=660,Blood Sausage,Blutwurst,Germany
https://www.tasteatlas.com/kartoffelpuffer,https://cdn.tasteatlas.com//images/dishes/dd74124b028e4d92a655a2ba3319d989.jpg?mw=660,Pancake,Kartoffelpuffer,Germany
https://www.tasteatlas.com/kartoffelsalat,https://cdn.tasteatlas.com//images/dishes/d55ebd4e29a84257b422d093049f98d0.jpg?mw=660,Salad,Kartoffelsalat,Germany
https://www.tasteatlas.com/apfelkuchen,https://cdn.tasteatlas.com//images/dishes/9431647425da41eca54ec0e194dc9c2d.jpg?mw=660,Cake,Apfelkuchen,Germany
https://www.tasteatlas.com/kartoffelkloe,https://cdn.tasteatlas.com//images/dishes/fcad82d8615348e09e7cb3e8086b70ff.jpg?mw=660,Dumplings,KartoffelklÃ¶Ãe,Germany
https://www.tasteatlas.com/bratkartoffeln,https://cdn.tasteatlas.com//images/dishes/f3d4da8b29c147e09c10990fbd5baa3e.jpg?mw=660,Side Dish,Bratkartoffeln,Germany
https://www.tasteatlas.com/bockwurst,https://cdn.tasteatlas.com//Images/Dishes/d982a999ad144808bd4c949c46262d26.jpg?mw=660,Sausage,Bockwurst,Germany
https://www.tasteatlas.com/wiener-wurstchen,https://cdn.tasteatlas.com//images/dishes/976eb563cd82455b80299a178652d540.jpg?mw=660,Sausage,Wiener WÃ¼rstchen,Germany
https://www.tasteatlas.com/matzah-ball,https://cdn.tasteatlas.com//images/dishes/2ed427796fa84aff986d6544e34b9f6c.jpg?mw=660,Soup,Matzah Ball Soup,Germany
https://www.tasteatlas.com/fischbrotchen,https://cdn.tasteatlas.com//images/dishes/3f10f33c272640879f4261cf86e4d15a.jpg?mw=660,Sandwich,FischbrÃ¶tchen,Germany
https://www.tasteatlas.com/spanferkel,https://cdn.tasteatlas.com//images/dishes/e7242e0c48944638b5e412b5c9c413c4.jpg?mw=660,Pork Dish,Spanferkel,Germany
https://www.tasteatlas.com/obazda,https://cdn.tasteatlas.com//images/dishes/e919188787ad41fea097b44b6325eb8b.jpg?mw=660,Spread,Obazda,Germany
https://www.tasteatlas.com/knockwurst,https://cdn.tasteatlas.com//Images/Dishes/1c46d7b4f3f7415291263991792be7d2.jpg?mw=660,Sausage,Knockwurst,Germany
https://www.tasteatlas.com/donauwelle,https://cdn.tasteatlas.com//images/dishes/77d7ae4a8b59481bb918a9fc9b599e40.jpg?mw=660,Cake,Donauwelle,Germany
https://www.tasteatlas.com/kassler,https://cdn.tasteatlas.com//images/dishes/ddc0a692de0e4a7f890078e44947682b.jpg?mw=660,Pork Dish,Kassler,Germany
https://www.tasteatlas.com/eisbein,https://cdn.tasteatlas.com//images/dishes/ff0dd8144a584d38b995e3ee0269369f.jpg?mw=660,Pork Dish,Eisbein,Germany
https://www.tasteatlas.com/jagerschnitzel,https://cdn.tasteatlas.com//images/dishes/4d27fc7631314b6587c4728506032c6d.jpg?mw=660,Meat Dish,JÃ¤gerschnitzel,Germany
https://www.tasteatlas.com/butterkuchen,https://cdn.tasteatlas.com//Images/Dishes/9844ee1a85a644e7b95f77b023a30462.jpg?mw=660,Cake,Butterkuchen,Germany
https://www.tasteatlas.com/schaufele,https://cdn.tasteatlas.com//Images/Dishes/a671265f9946433e854781982b8f4047.jpg?mw=660,Pork Dish,SchÃ¤ufele,Germany
https://www.tasteatlas.com/zimtsterne,https://cdn.tasteatlas.com//images/dishes/fe20a460c6294b7aa6ca729f6eae8b3e.jpg?mw=660,Cookie,Zimtsterne,Germany
https://www.tasteatlas.com/quarkballchen,https://cdn.tasteatlas.com//images/dishes/6fc6ffc53482429a86784cef19c2c3db.jpg?mw=660,Snack,QuarkbÃ¤llchen,Germany
https://www.tasteatlas.com/mettwurst,https://cdn.tasteatlas.com//images/dishes/144baa70a4ab4a519b438c78ac217929.jpg?mw=660,Sausage,Mettwurst,Germany
https://www.tasteatlas.com/bienenstich,https://cdn.tasteatlas.com//images/dishes/d383b22afa004cbc9c15652e632ca87b.jpg?mw=660,Cake,Bienenstich,Germany
https://www.tasteatlas.com/gansebraten,https://cdn.tasteatlas.com//images/dishes/3ba0706b9df24f3ea4d1b8692199de21.jpg?mw=660,Goose Dish,GÃ¤nsebraten,Germany
https://www.tasteatlas.com/buletten,https://cdn.tasteatlas.com//images/dishes/c3054524160d4aebb1057b449bceac18.jpg?mw=660,Ground Meat Dish,Buletten,Germany
https://www.tasteatlas.com/nurnberger-lebkuchen,https://cdn.tasteatlas.com//images/dishes/d25cbd1cf222408f9f189909349fbc62.jpg?mw=660,Cookie,NÃ¼rnberger Lebkuchen,Germany
https://www.tasteatlas.com/baumkuchen,https://cdn.tasteatlas.com//Images/Dishes/8c67b6d8146046a5a7719ff135a68298.jpg?mw=660,Cake,Baumkuchen,Germany
https://www.tasteatlas.com/nudelsuppe,https://cdn.tasteatlas.com//images/dishes/de7401d4633447e3a4caab3afcfd79e4.jpg?mw=660,Noodle Soup,Nudelsuppe,Germany
https://www.tasteatlas.com/rote-grutze,https://cdn.tasteatlas.com//images/dishes/753af0b8690f4e699fc6579d9cbe8305.jpg?mw=660,Dessert,Rote GrÃ¼tze,Germany
https://www.tasteatlas.com/steckerlfisch,https://cdn.tasteatlas.com//images/dishes/a0fb44cd9e504fe3a0e7294ef47c99fe.jpg?mw=660,Fish Dish,Steckerlfisch,Germany
https://www.tasteatlas.com/schwenkbraten,https://cdn.tasteatlas.com//images/dishes/fabead09ab0647bd82a67d80bcdd1e0f.jpg?mw=660,Pork Dish,Schwenkbraten,Germany
https://www.tasteatlas.com/frankfurter-wurstchen,https://cdn.tasteatlas.com//images/dishes/2435974ef6974fa2bdb941c1cb106d16.jpg?mw=660,Sausage,Frankfurter WÃ¼rstchen,Germany
https://www.tasteatlas.com/zwiebelkuchen,https://cdn.tasteatlas.com//Images/Dishes/76819712a7334a7aa09f85960c48f79e.jpg?mw=660,Savory Pie,Zwiebelkuchen,Germany
https://www.tasteatlas.com/mohnkuchen,https://cdn.tasteatlas.com//images/dishes/e83d6d9afdf948e6ad7b19ef1f503617.jpg?mw=660,Cake,Mohnkuchen,Germany
https://www.tasteatlas.com/dampfnudel,https://cdn.tasteatlas.com//Images/Dishes/f55273c1e0634670865764402d635c74.jpg?mw=660,Dumplings,Dampfnudeln,Germany
https://www.tasteatlas.com/saumagen,https://cdn.tasteatlas.com//images/dishes/53a3a9f516fd4f18aa4093a4b8db1814.jpg?mw=660,Pork Dish,Saumagen,Germany
https://www.tasteatlas.com/maultaschen,https://cdn.tasteatlas.com//Images/Dishes/3211d2c616d04115bba7107b5b95dcfb.jpg?mw=660,Pasta,SchwÃ¤bische Maultaschen,Germany
https://www.tasteatlas.com/spaghettieis,https://cdn.tasteatlas.com//images/dishes/544b44ea4ccd40d187270937a6e11041.jpg?mw=660,Dessert,Spaghettieis,Germany
https://www.tasteatlas.com/eierkuchen,https://cdn.tasteatlas.com//images/dishes/148ff920749b4d8cba6133a3c0f7fa2b.jpg?mw=660,Pancake,Eierkuchen,Germany
https://www.tasteatlas.com/braunschweiger,https://cdn.tasteatlas.com//images/dishes/a60f7c34135b45e18676b07c4e7f8c60.jpg?mw=660,Sausage,Braunschweiger,Germany
https://www.tasteatlas.com/pellkartoffeln,https://cdn.tasteatlas.com//images/dishes/e9fffde382c34a3db9adf986c1c44218.jpg?mw=660,Potato Dish,Pellkartoffeln,Germany
https://www.tasteatlas.com/griessbrei,https://cdn.tasteatlas.com//images/dishes/9b7b076de7634902a9ce16641a41735a.jpg?mw=660,Pudding,GrieÃbrei,Germany
https://www.tasteatlas.com/springerle,https://cdn.tasteatlas.com//Images/Dishes/1d996f9d19f44985ac95b02c4e386632.jpg?mw=660,Cookie,Springerle,Germany
https://www.tasteatlas.com/engelsaugen,https://cdn.tasteatlas.com//images/dishes/f3caa29db5234de190245fa8fa0ebe9a.jpg?mw=660,Cookie,Engelsaugen,Germany
https://www.tasteatlas.com/serviettenknodel,https://cdn.tasteatlas.com//images/dishes/ea11ef8aff7240bea7b7e074975a0752.jpg?mw=660,Dumplings,ServiettenknÃ¶del,Germany
https://www.tasteatlas.com/rahmschnitzel,https://cdn.tasteatlas.com//images/dishes/b70f80b14e934be38291244a48357f35.jpg?mw=660,Meat Dish,Rahmschnitzel,Germany
https://www.tasteatlas.com/hackepeter,https://cdn.tasteatlas.com//images/dishes/12ea9a062222436a80dbdac4c4853814.jpg?mw=660,Ground Meat Dish,Hackepeter,Germany
https://www.tasteatlas.com/grunkohl,https://cdn.tasteatlas.com//images/dishes/5b5979826cf04e79b3ec05a4f53ed244.jpg?mw=660,Vegetable Dish,GrÃ¼nkohl,Germany
https://www.tasteatlas.com/himmel-und-erde,https://cdn.tasteatlas.com//images/dishes/e059b369b56a473489f16267b7216c5d.jpg?mw=660,Side Dish,Himmel und Erde,Germany
https://www.tasteatlas.com/gefilte-fish,https://cdn.tasteatlas.com//images/dishes/6428396c4a394361933986d61e8e99a7.jpg?mw=660,Fish Dish,Gefilte Fish,Germany
https://www.tasteatlas.com/apfelmus,https://cdn.tasteatlas.com//images/dishes/54886a2430474d6ca2b9b0891e5a357c.jpg?mw=660,Sauce,Apfelmus,Germany
https://www.tasteatlas.com/rollmops,https://cdn.tasteatlas.com//images/dishes/8b1b8a07f04d441dbe2f4c582f227793.jpg?mw=660,Appetizer,Rollmops,Germany
https://www.tasteatlas.com/weichnachtsgans,https://cdn.tasteatlas.com//images/dishes/6c8bc028d67d4ebb9becb95cea938865.jpg?mw=660,Goose Dish,Weihnachtsgans,Germany
https://www.tasteatlas.com/zigeunerschnitzel,https://cdn.tasteatlas.com//images/dishes/4cb25eae8fef4aa6a7a9542f74c60da7.jpg?mw=660,Meat Dish,Zigeunerschnitzel,Germany
https://www.tasteatlas.com/knipp,https://cdn.tasteatlas.com//images/dishes/5d454f5f83b44fa89455b2101d5a7562.jpg?mw=660,Sausage,Knipp,Germany
https://www.tasteatlas.com/franzbrotchen,https://cdn.tasteatlas.com//images/dishes/366e6311faa14cc5b321e334e5a92f96.jpg?mw=660,Sweet Pastry,FranzbrÃ¶tchen,Germany
https://www.tasteatlas.com/kohlroulade,https://cdn.tasteatlas.com//images/dishes/85cc598328264969bab1b083ac5d17e2.jpg?mw=660,Ground Meat Dish,Kohlroulade,Germany
https://www.tasteatlas.com/labskaus,https://cdn.tasteatlas.com//Images/Dishes/6c6035fdea8547d8be755e33ef6ea793.jpg?mw=660,Appetizer,Labskaus,Germany
https://www.tasteatlas.com/pfeffernuss,https://cdn.tasteatlas.com//images/dishes/40bd9993a09f4df9be793e7371f2e052.jpg?mw=660,Cookie,Pfeffernuss,Germany
https://www.tasteatlas.com/strammer-max,https://cdn.tasteatlas.com//images/dishes/5e440c96cc40439b87bbc9f166b36a1a.jpg?mw=660,Sandwich type,Strammer Max,Germany
https://www.tasteatlas.com/bethmannchen,https://cdn.tasteatlas.com//images/dishes/1171610a93a64e97b04d56e8a53f39e8.jpg?mw=660,Cookie,BethmÃ¤nnchen,Germany
https://www.tasteatlas.com/aachener-printen,https://cdn.tasteatlas.com//images/dishes/6e3f16204db74a808bc2414044f27a08.jpg?mw=660,Cookie,Aachener Printen,Germany
https://www.tasteatlas.com/schneckenkuchen,https://cdn.tasteatlas.com//images/dishes/69c2dcccf9ec435b8bad77cd28fc058d.jpg?mw=660,Sweet Bread,Schneckenkuchen,Germany
https://www.tasteatlas.com/topfenstrudel-germany,https://cdn.tasteatlas.com//Images/Dishes/b446d786b3ae4eb2930267a26021d29a.jpg?mw=660,Sweet Pastry,Topfenstrudel,Germany
https://www.tasteatlas.com/thuringer-rostbratwurst,https://cdn.tasteatlas.com//images/dishes/d9ecc40a4ae842dbb2f38f60b85bf7fb.jpg?mw=660,Sausage,ThÃ¼ringer Rostbratwurst,Germany
https://www.tasteatlas.com/fladlesuppe,https://cdn.tasteatlas.com//images/dishes/edabaf4b3f964073908f7c6cce8713e6.jpg?mw=660,Soup,FlÃ¤dlesuppe,Germany
https://www.tasteatlas.com/schneeballen,https://cdn.tasteatlas.com//images/dishes/5a4572699cad4de291f5c43372c03e27.jpg?mw=660,Sweet Pastry,Schneeballen,Germany
https://www.tasteatlas.com/leberkassemmel,https://cdn.tasteatlas.com//images/dishes/3736466ae8d54beb8ab7f7f03514ca14.jpg?mw=660,Sandwich,LeberkÃ¤ssemmel,Germany
https://www.tasteatlas.com/munchner-schnitzel,https://cdn.tasteatlas.com//images/dishes/2f22c14d790c4d45afcec61c9f234a2b.jpg?mw=660,Veal Dish,MÃ¼nchner Schnitzel,Germany
https://www.tasteatlas.com/konigsberger-klopse-germany,https://cdn.tasteatlas.com//images/dishes/5c01db95cd724e9aaa19997b8ddf19a2.jpg?mw=660,Meatballs,KÃ¶nigsberger Klopse,Germany
https://www.tasteatlas.com/pickert,https://cdn.tasteatlas.com//images/dishes/22273595a1ae4137bbe0d8d1b0cf3672.jpg?mw=660,Pancake,Pickert,Germany
https://www.tasteatlas.com/toast-hawaii,https://cdn.tasteatlas.com//images/dishes/b305246b0c494c2b9f2e7a4ca8fa2e61.jpg?mw=660,Sandwich,Toast Hawaii,Germany
https://www.tasteatlas.com/mettbrotchen,https://cdn.tasteatlas.com//images/dishes/dc3227223835414d93e0e14569fe3d9f.jpg?mw=660,Sandwich,MettbrÃ¶tchen,Germany
https://www.tasteatlas.com/dresdner-stollen,https://cdn.tasteatlas.com//images/dishes/76596f98c143444ebd38a2395b85188e.jpg?mw=660,Sweet Bread,Dresdner Stollen,Germany
https://www.tasteatlas.com/thuringer-klosse,https://cdn.tasteatlas.com//images/dishes/49a20fe93bbb4d62b05f952831a14215.jpg?mw=660,Dumplings,ThÃ¼ringer KlÃ¶Ãe,Germany
https://www.tasteatlas.com/bayerische-breze,https://cdn.tasteatlas.com//images/dishes/cb6a5789a3e14e7a8518a0f427e64d42.jpg?mw=660,Bread,Bayerische Breze,Germany
https://www.tasteatlas.com/frankfurter-grune-sosse,https://cdn.tasteatlas.com//Images/Dishes/688fd99fc23d453aace643449faffc36.jpg?mw=660,Sauce,Frankfurter GrÃ¼ne SoÃe,Germany
https://www.tasteatlas.com/pichelsteiner,https://cdn.tasteatlas.com//images/dishes/e8587cdbe8db465aa67e08a7b7d2f0e9.jpg?mw=660,Stew,Pichelsteiner,Germany
https://www.tasteatlas.com/brotsuppe,https://cdn.tasteatlas.com//images/dishes/5743cb3f56ea40e6855137b0daa0c709.jpg?mw=660,Bread Soup,Brotsuppe,Germany
https://www.tasteatlas.com/leipziger-allerlei,https://cdn.tasteatlas.com//images/dishes/e897ffc5ea9e44e789e676d33b8238a2.jpg?mw=660,Vegetable Dish,Leipziger Allerlei,Germany
https://www.tasteatlas.com/botel,https://cdn.tasteatlas.com//images/dishes/fabed46aef67478e87a581023b4fb213.jpg?mw=660,Pork Dish,BÃ¶tel,Germany
https://www.tasteatlas.com/gelbwurst,https://cdn.tasteatlas.com//images/dishes/20ea3c0f272f43c3b074e9986d7f8efa.jpg?mw=660,Sausage,Gelbwurst,Germany
https://www.tasteatlas.com/berliner-pfannkuchen,https://cdn.tasteatlas.com//images/dishes/5d7bb143eccb46dcba3e9a5f08c4e150.jpg?mw=660,Sweet Pastry,Berliner Pfannkuchen,Germany
https://www.tasteatlas.com/kaiserschmarrn-bavaria,https://cdn.tasteatlas.com//Images/Dishes/566f349a56ec46008e55aed46a3cd897.jpg?mw=660,Pancake,Kaiserschmarrn,Germany
https://www.tasteatlas.com/hochzeitssuppe,https://cdn.tasteatlas.com//images/dishes/d75673f4b45b4d86abe1f5a6e0be4b29.jpg?mw=660,Soup,Hochzeitssuppe,Germany
https://www.tasteatlas.com/dinette-germany,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Pizza,Dinnete,Germany
https://www.tasteatlas.com/griebenschmalz,https://cdn.tasteatlas.com//images/dishes/70b0d48da4c84115ac7a3013ca66ee3b.jpg?mw=660,Spread,Griebenschmalz,Germany
https://www.tasteatlas.com/biersuppe,https://cdn.tasteatlas.com//images/dishes/c585f52fd84f4e63a1208b3992566a6a.jpg?mw=660,Soup,Biersuppe,Germany
